trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,feature_id,threshold,window_size
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,71.000000000000000000000000000000,2017,3,0.599163910980424541108391167654,1
143,143_0,FAILED,BoTorch,GenerationStep_1,,,4672,3,0.525174212015823260735203348304,1
144,144_0,FAILED,BoTorch,GenerationStep_1,,,4899,6,0.001000000000000000020816681712,3504
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,2994.000000000000000000000000000000,404,3,0.487180766673944498634796218539,1
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,1084.000000000000000000000000000000,2218,3,0.506016064818251454227038266254,1
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,1879.000000000000000000000000000000,3644,3,0.569829991221575404836130473996,413
148,148_0,FAILED,BoTorch,GenerationStep_1,,,4511,3,0.454781798060639896874590704101,1
149,149_0,FAILED,BoTorch,GenerationStep_1,,,1832,3,0.444214493481916883332871748280,1
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,7.000000000000000000000000000000,1,3,0.215391942678974990244000764505,1
151,151_0,FAILED,BoTorch,GenerationStep_1,,,5000,0,0.998999999999999999111821580300,5000
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,6890.000000000000000000000000000000,874,3,0.221963432809598237849257884591,1
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.680000000000000048849813083507,30.000000000000000000000000000000,1,3,0.301633879163026197289809715585,2656
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,27.000000000000000000000000000000,1,1,0.001000000000000000020816681712,1
155,64_0,RUNNING,BoTorch,GenerationStep_1,,,5000,3,0.998999999999999999111821580300,1
156,156_0,RUNNING,BoTorch,GenerationStep_1,,,5000,0,0.497670577115292500636201111774,5000
157,157_0,COMPLETED,BoTorch,GenerationStep_1,0.650000000000000022204460492503,1157.000000000000000000000000000000,722,3,0.322801116959380185456041090220,5000
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,36.000000000000000000000000000000,4007,7,0.998999999999999999111821580300,5000
159,159_0,RUNNING,BoTorch,GenerationStep_1,,,5000,0,0.998999999999999999111821580300,1
160,160_0,RUNNING,BoTorch,GenerationStep_1,,,3700,7,0.001000000000000000020816681712,5000
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,8.000000000000000000000000000000,1,3,0.998999999999999999111821580300,1
162,162_0,RUNNING,BoTorch,GenerationStep_1,,,1268,0,0.998999999999999999111821580300,5000
163,163_0,COMPLETED,BoTorch,GenerationStep_1,0.579999999999999960031971113494,24.000000000000000000000000000000,1,6,0.998999999999999999111821580300,1
164,164_0,COMPLETED,BoTorch,GenerationStep_1,0.660000000000000031086244689504,33.000000000000000000000000000000,1,3,0.266706990061721382900827848061,5000
165,165_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,39.000000000000000000000000000000,1,7,0.998999999999999999111821580300,5000
166,166_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,36.000000000000000000000000000000,3913,2,0.998999999999999999111821580300,5000
167,167_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,28.000000000000000000000000000000,5000,3,0.998999999999999999111821580300,5000
168,168_0,FAILED,BoTorch,GenerationStep_1,,,3078,6,0.998999999999999999111821580300,1
169,169_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,44.000000000000000000000000000000,1,0,0.001000000000000000020816681712,5000
170,170_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,0.998999999999999999111821580300,1
171,171_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,8.000000000000000000000000000000,1,3,0.124252501511185720062258042162,1
172,172_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,36.000000000000000000000000000000,4841,1,0.998999999999999999111821580300,5000
173,173_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,36.000000000000000000000000000000,1667,7,0.998999999999999999111821580300,5000
174,174_0,COMPLETED,BoTorch,GenerationStep_1,0.700000000000000066613381477509,29.000000000000000000000000000000,1,3,0.205357424258672677241932547076,2459
175,175_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,47.000000000000000000000000000000,1,7,0.104873981903530935633206411239,5000
176,176_0,COMPLETED,BoTorch,GenerationStep_1,0.630000000000000004440892098501,1310.000000000000000000000000000000,1136,3,0.507125705153590011775577295339,4495
177,177_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,54.000000000000000000000000000000,1,7,0.702045681844801316984217010031,5000
178,178_0,FAILED,BoTorch,GenerationStep_1,,,3226,0,0.001000000000000000020816681712,1
179,179_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,35.000000000000000000000000000000,1652,3,0.998999999999999999111821580300,5000
180,170_0,FAILED,BoTorch,GenerationStep_1,,,5000,1,0.998999999999999999111821580300,1
181,181_0,FAILED,BoTorch,GenerationStep_1,,,1964,3,0.998999999999999999111821580300,1
182,182_0,FAILED,BoTorch,GenerationStep_1,,,5000,7,0.998999999999999999111821580300,1
183,183_0,FAILED,BoTorch,GenerationStep_1,,,5000,0,0.998999999999999999111821580300,3248
184,184_0,FAILED,BoTorch,GenerationStep_1,,,5000,0,0.001000000000000000020816681712,1
185,185_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,34.000000000000000000000000000000,5000,7,0.998999999999999999111821580300,2493
186,186_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,29.000000000000000000000000000000,1,5,0.998999999999999999111821580300,533
187,187_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,3978.000000000000000000000000000000,1075,3,0.001000000000000000020816681712,1818
188,188_0,RUNNING,BoTorch,GenerationStep_1,,,5000,0,0.157116231108076792599703708220,3899
189,151_0,RUNNING,BoTorch,GenerationStep_1,,,5000,0,0.998999999999999999111821580300,5000
190,190_0,RUNNING,BoTorch,GenerationStep_1,,,5000,7,0.001000000000000000020816681712,2030
191,191_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,36.000000000000000000000000000000,1,7,0.998999999999999999111821580300,2755
192,192_0,RUNNING,BoTorch,GenerationStep_1,,,5000,2,0.998999999999999999111821580300,1
193,193_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,49.000000000000000000000000000000,1,1,0.001000000000000000020816681712,5000
194,194_0,RUNNING,BoTorch,GenerationStep_1,,,1778,3,0.342849228556516338883852768049,1
195,195_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,37.000000000000000000000000000000,1,4,0.998999999999999999111821580300,5000
196,196_0,RUNNING,BoTorch,GenerationStep_1,,,5000,0,0.632690879102356440455423580715,1
197,197_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,38.000000000000000000000000000000,1,7,0.001000000000000000020816681712,263
198,198_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,25.000000000000000000000000000000,1,7,0.998999999999999999111821580300,1
199,199_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,6776.000000000000000000000000000000,872,3,0.998999999999999999111821580300,1
200,200_0,RUNNING,BoTorch,GenerationStep_1,,,2915,3,0.998999999999999999111821580300,1
201,201_0,RUNNING,BoTorch,GenerationStep_1,,,1478,0,0.001000000000000000020816681712,1
202,202_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,49.000000000000000000000000000000,5000,2,0.998999999999999999111821580300,3338
203,203_0,RUNNING,BoTorch,GenerationStep_1,,,5000,7,0.427299168713276944497891918218,3836
204,204_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,28.000000000000000000000000000000,2968,3,0.998999999999999999111821580300,4447
205,205_0,FAILED,BoTorch,GenerationStep_1,,,5000,0,0.998999999999999999111821580300,1249
206,206_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,51.000000000000000000000000000000,1,1,0.001000000000000000020816681712,2361
207,207_0,FAILED,BoTorch,GenerationStep_1,,,1315,3,0.830533141068354296976394834928,1
208,208_0,FAILED,BoTorch,GenerationStep_1,,,5000,0,0.288354820729826766267933635390,5000
209,209_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,26.000000000000000000000000000000,1,2,0.001000000000000000020816681712,1
210,170_0,RUNNING,BoTorch,GenerationStep_1,,,5000,1,0.998999999999999999111821580300,1
211,211_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,28.000000000000000000000000000000,1,3,0.001000000000000000020816681712,1191
212,212_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,54.000000000000000000000000000000,1,7,0.001000000000000000020816681712,3044
213,213_0,RUNNING,BoTorch,GenerationStep_1,,,5000,0,0.998999999999999999111821580300,3379
214,214_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,2687.000000000000000000000000000000,2703,3,0.001000000000000000020816681712,964
215,215_0,RUNNING,BoTorch,GenerationStep_1,,,5000,0,0.727028993901888909157094076363,4395
216,216_0,COMPLETED,BoTorch,GenerationStep_1,0.630000000000000004440892098501,30.000000000000000000000000000000,1,3,0.602989673313583773861523695814,5000
