trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,52,4119,0.480997704803943659790377296304,0.281159388303756696547708315848,str\(\'intersection\'\),0.036435433626174927590479768469,False
1,1_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,4842,940,0.838563585842028280659121719509,0.780966970941051830124024490942,str\(\'kl\'\),0.090924711348488937434630940970,True
2,2_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,3069,3385,0.192687215026468044998253503763,0.194386212939396507692890736507,str\(\'kl\'\),0.063296793494373559951782226562,False
3,3_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,2040,1558,0.612372049372643223463796857686,0.742984432915225645466250625759,str\(\'intersection\'\),0.030576921012252573917056253094,True
4,4_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,1607,3070,0.964932932756841221788590701181,0.577384857695549702505388722784,str\(\'intersection\'\),0.054727256139740353135803019313,False
5,5_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,3267,2500,0.354696767069399343519364720123,0.110501007135957479698973315863,str\(\'kl\'\),0.083882062463089823722839355469,True
6,6_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,4020,4429,0.738921415945515080991867762350,0.896175956018269048719560032623,str\(\'kl\'\),0.067504325993359093338597176626,False
7,7_0,ABANDONED,SOBOL,,,1108,7,0.066084666615352033458563596469,0.415465623132884487311855536973,str\(\'intersection\'\),0.015118926838040353671788196266,True
8,8_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,666,3689,0.628517792612314218914093544299,0.005489185500890016687625116987,str\(\'kl\'\),0.021440450167283416071928314750,False
9,9_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,4208,1840,0.051920551463961600591190403975,0.558137798521667671813872857456,str\(\'intersection\'\),0.059774310840293776170284445470,True
10,10_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,3704,3819,0.917084685994312143186846242315,0.466386624455451981319242804602,str\(\'intersection\'\),0.098641246221959591466976746688,False
11,11_0,COMPLETED,SOBOL,0.550000000000000044408920985006,2.000000000000000000000000000000,1424,657,0.277856404660269618034362792969,0.970488444879651024344013876544,str\(\'kl\'\),0.038559944331645966408839143469,True
12,12_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,2243,4749,0.174810273664072146626580206430,0.831888009442016462813285215816,str\(\'kl\'\),0.017210439080372452735900878906,False
13,13_0,COMPLETED,SOBOL,0.550000000000000044408920985006,2.000000000000000000000000000000,2651,350,0.505559429796412551638695731526,0.355471840916201486937353593021,str\(\'intersection\'\),0.075253774421289568175019724094,True
14,14_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,4635,2745,0.401047968972474355719981531365,0.637972574101761003007027284184,str\(\'intersection\'\),0.080370525736361747570768443438,False
15,15_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,474,2158,0.793946541462093535734823035455,0.175139176072552804619419930532,str\(\'kl\'\),0.045579753201454881184062628563,True
16,16_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,360,2581,0.029471895994618534792008901491,0.907004738602787297097052032768,str\(\'intersection\'\),0.074457062790170308597126336281,True
17,17_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,4514,2011,0.666492033349350143645040134288,0.405126052487641552524166854710,str\(\'kl\'\),0.019236846985295416589956118969,False
18,18_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,2772,4916,0.302246698204427954870254779962,0.617449196353554774496785739757,str\(\'kl\'\),0.047946825120598085545609023939,True
19,19_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,2356,495,0.877153586346656077843420007412,0.070922065913677209691989844487,str\(\'intersection\'\),0.079936446752399206716610535750,False
20,20_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,1303,3983,0.543605196192860629089693702554,0.236399755476042638946410079370,str\(\'intersection\'\),0.056165786525234587256427687407,True
21,21_0,COMPLETED,SOBOL,0.550000000000000044408920985006,1.000000000000000000000000000000,3590,804,0.152427373766899104667871256424,0.701456287814304246808205789421,str\(\'kl\'\),0.026280044047161936482392974312,False
