trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0_0,RUNNING,SOBOL,,,2220,0.033450502201914790456616088932,0.908433305501937904402609547105,4432,1893,4024
1,1_0,RUNNING,SOBOL,,,4628,0.894440819773823059257722434268,0.149903728332370533848916238640,2407,632,2379
2,2_0,RUNNING,SOBOL,,,3100,0.484929495973512536544092199620,0.543028933824971304922257786529,3657,1617,21
3,3_0,RUNNING,SOBOL,,,76,0.567694218313321452562547619891,0.273879064377397285490189915436,682,2878,3571
4,4_0,RUNNING,SOBOL,,,709,0.360138881362974616617833589771,0.100160354599356654636821417625,209,3399,4923
5,5_0,RUNNING,SOBOL,,,3615,0.692494973331689855911008635303,0.841497639885172232787624579942,2880,1268,1480
6,6_0,RUNNING,SOBOL,,,3972,0.158629588307812818825937029033,0.479087382093071945110551723701,1630,67,997
7,7_0,RUNNING,SOBOL,,,1681,0.769236664274707382382700870949,0.703999628504738184098243891640,3960,2196,2594
8,8_0,RUNNING,SOBOL,,,1407,0.388461244914680703388398796960,0.424627149790525459938095309553,2584,713,3189
9,9_0,RUNNING,SOBOL,,,4167,0.555013835366815366789694508043,0.633960398590192153456257528887,578,1974,402
10,10_0,RUNNING,SOBOL,,,3264,0.090955304121598606892362681720,0.061050219953060147481949115900,4328,2741,2115
11,11_0,RUNNING,SOBOL,,,1138,0.977256925446912672050814308022,0.755621007626876228790990808193,1334,1481,4289
12,12_0,RUNNING,SOBOL,,,584,0.216126772373914727287669279576,0.613075049178674835737012926984,2112,968,2839
13,13_0,RUNNING,SOBOL,,,2515,0.852106067039072545554745374830,0.328346182119101270835415107285,4801,3097,753
14,14_0,RUNNING,SOBOL,,,4746,0.263632561484351768399392312858,0.994316803680732830272859246179,1050,2551,1842
15,15_0,RUNNING,SOBOL,,,2181,0.679837434651330063672958203824,0.189020748417824513420981702438,3362,422,4562
16,16_0,RUNNING,SOBOL,,,1878,0.295247843557968736583063673606,0.664371153574436879019060597784,1789,3017,837
17,17_0,RUNNING,SOBOL,,,4951,0.648222955631092223605094204686,0.394246617125347253995926166681,3796,1653,3070
18,18_0,RUNNING,SOBOL,,,2798,0.246766493305563938687186009702,0.788072321247309415248594177683,45,451,4489
19,19_0,RUNNING,SOBOL,,,359,0.821465245626866846784253084479,0.028568215565755963880612000594,3039,1815,1604
20,20_0,RUNNING,SOBOL,,,1051,0.122692561080679302110141293269,0.357751869326457361264459677841,3513,2384,486
21,21_0,RUNNING,SOBOL,,,3293,0.945520768968388436448435641068,0.583638663768768273243381372595,821,137,3420
22,22_0,RUNNING,SOBOL,,,4275,0.419222940731793669577598393516,0.220527907347306623142557668871,4571,1122,4217
23,23_0,RUNNING,SOBOL,,,1398,0.524251336496323383506990012393,0.962839859634637806884427391196,2264,3369,1877
24,24_0,RUNNING,SOBOL,,,1748,0.126892390834167589908076934080,0.181411125203594564281317502719,1194,1353,1399
25,25_0,RUNNING,SOBOL,,,3845,0.800972761267796151685161021305,0.876956579878926278937001370650,3224,2717,4695
26,26_0,RUNNING,SOBOL,,,3566,0.329377245031297227750854972328,0.303284989526495352141211014896,1973,2171,2668
27,27_0,RUNNING,SOBOL,,,855,0.723257412716746372893794614356,0.513592786356806718650602761045,4944,807,1238
28,28_0,RUNNING,SOBOL,,,243,0.453314273385331034660339355469,0.873949191447347395467204478336,4169,219,2297
29,29_0,RUNNING,SOBOL,,,2837,0.599308637848123937352795564948,0.067678588153794405624097407781,1498,2466,3796
30,30_0,FAILED,SOBOL,,,4443,0.002810842614620924061891171775,0.734410621430724885883023489441,2748,3232,3645
31,31_0,FAILED,SOBOL,,,2464,0.925081581700593180705993745505,0.448707087369635715390359109733,420,986,261
32,32_0,FAILED,SOBOL,,,2364,0.481630893804132931279582408024,0.033351272130385044289990759125,2304,2279,1097
33,33_0,FAILED,SOBOL,,,4459,0.586598376482725170077969778504,0.775735350508242826883531506610,4613,40,2811
34,34_0,FAILED,SOBOL,,,2932,0.060345759036019443188880728712,0.420101675385609274471221397107,864,1244,4827
35,35_0,FAILED,SOBOL,,,220,0.883113053837791039946125692950,0.646068626452237393387179054116,3554,3483,1267
36,36_0,FAILED,SOBOL,,,878,0.184302623923867953115163231814,0.975233125902712383314963062730,3082,2903,198
37,37_0,FAILED,SOBOL,,,3471,0.759184115502983369871969898668,0.215687172217294581555435684095,87,1533,3710
38,38_0,FAILED,SOBOL,,,3828,0.357529211623594189717323388322,0.602005338497459852042936745420,3836,549,3851
39,39_0,FAILED,SOBOL,,,1849,0.710687062954530102132366664591,0.331831280423328267570326488567,1831,1920,2246
