trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,2533.000000000000000000000000000000,2845,0.994438875230029273311060933338,0.680948872610926625448257709650,966,2465,1513
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2196.000000000000000000000000000000,2754,0.485281422963365904887922397393,0.228558119544759380525889014280,2129,2630,2338
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,1242.000000000000000000000000000000,307,0.600275669336318928870355193794,0.717126422690227638412352462183,4686,1850,4503
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,715.000000000000000000000000000000,2005,0.232350015841424478724164259802,0.479228521512821303840468090129,833,844,3523
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,5826.000000000000000000000000000000,4489,0.869766104055568534114684098313,0.964991558441892216535507031949,3315,4751,733
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,3524.000000000000000000000000000000,4138,0.047288140835240487225288319451,0.507510001840069890910456251731,2885,3972,1738
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,4791.000000000000000000000000000000,1573,0.930262439679354402599642526184,0.047782617235556247570205101738,328,378,3943
30,30_0,COMPLETED,Sobol,GenerationStep_0,0.709999999999999964472863211995,2315.000000000000000000000000000000,1128,0.300186375532299265511682051510,0.753793776774778989668845952110,4180,2008,3028
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,639.000000000000000000000000000000,2049,0.056781515310383466610399949559,0.502847889884157850381996013311,374,2609,5000
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.700000000000000066613381477509,701.000000000000000000000000000000,44,0.199879988780897244193823780734,0.497011851504841395410494442331,680,1454,4357
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.700000000000000066613381477509,311.000000000000000000000000000000,2104,0.635387318398370593008905871102,0.519984447087819878774439530389,757,1,4497
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,1962.000000000000000000000000000000,1943,0.001000000000000000020816681712,0.502818943387376315889980560314,291,3879,4811
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,867.000000000000000000000000000000,45,0.998999999999999999111821580300,0.998999999999999999111821580300,5000,5000,5000
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,810.000000000000000000000000000000,36,0.080185186575881930992615309606,0.480576368333654968534318641105,305,33,1618
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,98,0.998999999999999999111821580300,0.526939457509958963932206188474,1,4555,5000
38,38_0,FAILED,BoTorch,GenerationStep_1,,,103,0.998999999999999999111821580300,0.001000000000000000020816681712,5000,5000,1
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,725.000000000000000000000000000000,2079,0.120585175191801827199178376304,0.501603599818533973930811953323,431,1671,2652
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,9.000000000000000000000000000000,129,0.001000000000000000020816681712,0.520968797337926559087861733133,1,1624,1917
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2098,0.975162866773880865345347501716,0.529616810165142726241072068660,1,2330,5000
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.700000000000000066613381477509,951.000000000000000000000000000000,2130,0.099200237662048870723729976362,0.496456467498592179943273094977,851,401,4745
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,3457.000000000000000000000000000000,1955,0.001000000000000000020816681712,0.491130732308833861665675613040,701,2324,1396
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,2518.000000000000000000000000000000,1910,0.053788394688540221155736986702,0.511880112241928642013988337567,945,2134,3747
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,137,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,1
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,791.000000000000000000000000000000,1,0.001000000000000000020816681712,0.998999999999999999111821580300,5000,5000,5000
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,201.000000000000000000000000000000,2057,0.890567724050235542954112588632,0.528300455594495010913647092821,842,1,1763
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,561.000000000000000000000000000000,1,0.897282574007410183014599169837,0.503000899228943088026255736622,313,594,4609
49,49_0,FAILED,BoTorch,GenerationStep_1,,,60,0.001000000000000000020816681712,0.566521975795993726343624530273,5000,2314,1
50,50_0,FAILED,BoTorch,GenerationStep_1,,,1,0.001000000000000000020816681712,0.998999999999999999111821580300,4237,1356,1
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2194,0.883798865999950167271492773580,0.543880274317296352748485332995,1,105,5000
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,111,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,5000
53,53_0,FAILED,BoTorch,GenerationStep_1,,,124,0.001000000000000000020816681712,0.998999999999999999111821580300,5000,5000,1
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,11.000000000000000000000000000000,1,0.998999999999999999111821580300,0.001000000000000000020816681712,1,4756,5000
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,166,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,1
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,152,0.791201158703185858378503780841,0.472330510517290524941103058154,1,4,864
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,71,0.998999999999999999111821580300,0.998999999999999999111821580300,1,639,1
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,771.000000000000000000000000000000,2213,0.001000000000000000020816681712,0.466690564422741704930785999750,498,3688,5000
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,1
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,117,0.998999999999999999111821580300,0.695397894024700868875754622422,1,5000,2756
61,61_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2136,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1,3348
62,62_0,FAILED,BoTorch,GenerationStep_1,,,211,0.001000000000000000020816681712,0.998999999999999999111821580300,5000,5000,1
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,139,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,3065
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2149,0.998999999999999999111821580300,0.998999999999999999111821580300,1,3796,3598
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,92,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,2642
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,168,0.998999999999999999111821580300,0.662306258408869696907572688360,1,1,1
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,93,0.998999999999999999111821580300,0.428740156683461326458939311124,1,5000,1927
68,68_0,FAILED,BoTorch,GenerationStep_1,,,210,0.001000000000000000020816681712,0.998999999999999999111821580300,1419,5000,1
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2151,0.998999999999999999111821580300,0.001000000000000000020816681712,1,3544,3781
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,197,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,4726
71,71_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,973.000000000000000000000000000000,983,0.001000000000000000020816681712,0.998999999999999999111821580300,5000,5000,5000
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.700000000000000066613381477509,2320.000000000000000000000000000000,190,0.001000000000000000020816681712,0.998999999999999999111821580300,2915,1,1
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2164,0.998999999999999999111821580300,0.560373879965244792167311516096,1,5000,3110
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.700000000000000066613381477509,4307.000000000000000000000000000000,181,0.001000000000000000020816681712,0.998999999999999999111821580300,5000,1,1
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,13.000000000000000000000000000000,258,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1,5000
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,995,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,5000
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2147,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,3375
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2139,0.998999999999999999111821580300,0.391707489487377658043953942979,1,5000,4147
79,79_0,FAILED,BoTorch,GenerationStep_1,,,196,0.001000000000000000020816681712,0.998999999999999999111821580300,3483,5000,1
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2145,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,5000
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,11.000000000000000000000000000000,206,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,1237
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,11.000000000000000000000000000000,210,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,2426
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,11.000000000000000000000000000000,143,0.998999999999999999111821580300,0.627317384198620153767933516065,1,2120,2027
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,955.000000000000000000000000000000,163,0.001000000000000000020816681712,0.998999999999999999111821580300,3342,5000,2643
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,270,0.998999999999999999111821580300,0.748174738568176400654863300588,1,4637,1
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,233,0.001000000000000000020816681712,0.998999999999999999111821580300,1,4207,1
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2121,0.998999999999999999111821580300,0.998999999999999999111821580300,1,2299,3588
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,133,0.998999999999999999111821580300,0.001000000000000000020816681712,1,914,438
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,9.000000000000000000000000000000,119,0.636335101670167491150209571060,0.998999999999999999111821580300,1,4090,2803
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2352,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1,5000
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2367,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,5000
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,896,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,5000
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,828,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1,5000
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,478,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1571,5000
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1106,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,5000
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2374,0.001000000000000000020816681712,0.001000000000000000020816681712,1,1,5000
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,586,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,5000
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,948,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,5000
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2301,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,5000
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2360,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,127
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2312,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,3542
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2550,0.001000000000000000020816681712,0.998999999999999999111821580300,1,1,5000
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1043,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1243,5000
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,11.000000000000000000000000000000,547,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,1085
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2362,0.001000000000000000020816681712,0.998999999999999999111821580300,1,1,2285
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4100,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,1
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2451,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,2859
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1176,0.001000000000000000020816681712,0.998999999999999999111821580300,1,1,5000
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,401,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,3532
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2380,0.001000000000000000020816681712,0.001000000000000000020816681712,1,5000,5000
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2408,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,3142
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,783,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,5000
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4033,0.001000000000000000020816681712,0.998999999999999999111821580300,1,3028,1
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2555,0.001000000000000000020816681712,0.001000000000000000020816681712,1,2712,5000
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,456,0.001000000000000000020816681712,0.998999999999999999111821580300,1,1,1
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2586,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,723
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2428,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,1497
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,11.000000000000000000000000000000,4249,0.001000000000000000020816681712,0.324726886123879676659953474882,1,2081,1
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4141,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1,1
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4778,0.998999999999999999111821580300,0.998999999999999999111821580300,1,5000,1
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1621,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1051,5000
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4942,0.001000000000000000020816681712,0.001000000000000000020816681712,1,4574,1
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1653,0.001000000000000000020816681712,0.001000000000000000020816681712,1,4015,1986
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,12.000000000000000000000000000000,3565,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,1
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,3044,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1,1480
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,3396,0.001000000000000000020816681712,0.998999999999999999111821580300,1,865,5000
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1544,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,5000
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,3174,0.998999999999999999111821580300,0.001000000000000000020816681712,1,3131,1560
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,9.000000000000000000000000000000,4140,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,5000
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1593,0.001000000000000000020816681712,0.998999999999999999111821580300,1,5000,5000
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4140,0.001000000000000000020816681712,0.001000000000000000020816681712,1,1,1
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,3014,0.001000000000000000020816681712,0.998999999999999999111821580300,1,1,5000
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4798,0.001000000000000000020816681712,0.998999999999999999111821580300,1,1,5000
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,5000,0.998999999999999999111821580300,0.998999999999999999111821580300,1,2838,3861
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,3707.000000000000000000000000000000,4166,0.998999999999999999111821580300,0.998999999999999999111821580300,41,1211,1
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,3767,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,5000
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1588,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1239,1
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4475,0.998999999999999999111821580300,0.001000000000000000020816681712,1,1,1
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,4647,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,5000
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,2977,0.998999999999999999111821580300,0.001000000000000000020816681712,1,5000,5000
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,4814.000000000000000000000000000000,4143,0.001000000000000000020816681712,0.001000000000000000020816681712,21,2095,3074
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,6827.000000000000000000000000000000,4162,0.747102555385711353252986555162,0.001000000000000000020816681712,40,1535,5000
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2053.000000000000000000000000000000,826,0.998999999999999999111821580300,0.998999999999999999111821580300,60,1,5000
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,1663.000000000000000000000000000000,4137,0.001000000000000000020816681712,0.998999999999999999111821580300,19,3193,1429
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,9.000000000000000000000000000000,4674,0.998999999999999999111821580300,0.998999999999999999111821580300,1,1,4936
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,1238.000000000000000000000000000000,2503,0.998999999999999999111821580300,0.998999999999999999111821580300,26,1,1
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,4887.000000000000000000000000000000,4920,0.998999999999999999111821580300,0.998999999999999999111821580300,27,5000,445
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,366.000000000000000000000000000000,2034,0.001000000000000000020816681712,0.001000000000000000020816681712,21,2906,2711
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1827,0.001000000000000000020816681712,0.001000000000000000020816681712,1,1507,5000
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,2019.000000000000000000000000000000,1111,0.890150669213936041046508762520,0.998999999999999999111821580300,269,1614,4789
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,1873.000000000000000000000000000000,476,0.240926784002882005131240816809,0.998999999999999999111821580300,854,2118,4142
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,1170.000000000000000000000000000000,2133,0.887391232875792135281756145559,0.998999999999999999111821580300,358,3902,4314
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,3544.000000000000000000000000000000,1801,0.899028826049442675305556349485,0.998999999999999999111821580300,259,3155,4786
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.709999999999999964472863211995,2442.000000000000000000000000000000,931,0.240750490201603550843856282881,0.998999999999999999111821580300,838,3694,2933
