trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,935,4633,0.006607458605337888403463697529,0.977868691325187722185319216806
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3967,886,0.932439462714362843342996711726,0.386543627802282574457137798163
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2777,3671,0.437692540204618119048518565251,0.556917771758511648272360616829
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2089,2413,0.622434951332304642335202515824,0.090304372660815715456728014487
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1400,2658,0.772338489557802709839506860590,0.167019574925303448953428642199
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,3192,1416,0.166706762807071195986452494253,0.698452104160562137202816757053
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,4500,4352,0.704013105105981251696789513517,0.369827673908323051321644925338
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,52,599,0.356116527977213270794720756385,0.776456662533804742309939683764
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,370,3398,0.633035296518448697966618965438,0.669912984047084991701126455155
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,4808,2141,0.302232567779067873292575541200,0.203299594243988385189325640567
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3499,4907,0.826261271096486615839182832133,0.872670397721231005938591351878
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1717,1159,0.237647182713169591306012762288,0.281345320256426945082495194583
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2394,3922,0.399904432481899829721072592292,0.482821966031566240928896149853
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3093,171,0.535361762860789847096043558849,0.889450960233807541577277788747
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,4286,3088,0.093643730986863377152573661988,0.061822241453453899429071327631
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1244,1845,0.970266864369064618855986736889,0.593254776265472183460758515139
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,984,2938,0.263328575834352540674387910258,0.341743737276643533284925524640
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,4192,1682,0.671938343280274463786838623491,0.808318816600367417990469220967
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2884,3765,0.199018015717808138820288377246,0.139063650950789458038414636576
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,1.000000000000000000000000000000,2332,16,0.864889478024188473881395111675,0.730427042612805998977876242861
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1762,4752,0.527689114233106382201299311419,0.528841806175187278959981540538
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3729,1001,0.407576135926693672306697635577,0.122159269504249101689907774926
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,4919,3235,0.962807120047882158964114296396,0.949904581597074915144673923351
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,607,1991,0.101102515240386131578631534467,0.418525585535913680068631492759
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,302,4193,0.877715170736704020093554845516,0.025949460355564953062401656325
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,1.000000000000000000000000000000,4603,447,0.061332725535426291241236640417,0.617312857594341068967480623542
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,3410,2510,0.567436757261026603060827255831,0.447061017552390693730046677956
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,1452,1251,0.492691664574015864008771359295,0.913636102452874188095677254751
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,2.000000000000000000000000000000,2014,3506,0.143152846128866056973905074301,0.836789407633244941564498731168
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,1.000000000000000000000000000000,2576,2266,0.795893381188437332163232440507,0.305410420866683129936802743032
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,2.000000000000000000000000000000,2422,1246,0.918601765007741155599774174334,0.985536849109451718042862466973
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,2.000000000000000000000000000000,3411,1223,0.998999999999999999111821580300,0.966723987272233187262315823318
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,1,0.440917520948455265994425644749,0.555980778750744031313502091507
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,439,485,0.468118169421741947555659635327,0.990230274676553889889873971697
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,386,1313,0.844649835592118258809080089122,0.998999999999999999111821580300
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,4329,1305,0.855049933923400562463257301715,0.967248895822178655912182421162
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,1.000000000000000000000000000000,2042,1,0.433431547617741386169143424922,0.982037135178758346931715550454
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,133,5000,0.998999999999999999111821580300,0.687765332679612151345338588726
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3388,1253,0.998999999999999999111821580300,0.001000000000000000020816681712
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,236,1193,0.794839521570472884448577133298,0.001000000000000000020816681712
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3081,1204,0.998999999999999999111821580300,0.193923822903521170246676774696
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3156,5000,0.244729264395294465739283396033,0.652365754370843764498033579002
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3485,5000,0.227246532695965008930016892919,0.001000000000000000020816681712
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,2.000000000000000000000000000000,113,1545,0.283038991927034355722270220213,0.998999999999999999111821580300
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,267,1115,0.998999999999999999111821580300,0.998999999999999999111821580300
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,4790,1,0.443113941643728082020459169144,0.539557585793246752281504541315
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1709,3863,0.000100000000000000004792173602,0.249676367917528951867467412740
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,927,5000,0.000100000000000000004792173602,0.269908523055947702218304584676
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,533,1,0.436044114593399090296088616014,0.001000000000000000020816681712
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3839,4277,0.998999999999999999111821580300,0.644303202396660834594399602793
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,208,1233,0.998999999999999999111821580300,0.947743399543392706085853660625
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,3775,5000,0.686059298609765444432184722245,0.693307956666261215872282264172
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1857,645,0.529837738389251522441725228418,0.536710625063609003682074671815
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,2.000000000000000000000000000000,5000,1336,0.893703554238433950374087544333,0.998999999999999999111821580300
