trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,Sobol,SOBOL,0.760000000000000008881784197001,684.000000000000000000000000000000,561,778,0.629938319683074898769348237693,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,Sobol,SOBOL,0.690000000000000057731597280508,406.000000000000000000000000000000,4140,4652,0.046368140948936341361186208587,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,Sobol,SOBOL,0.729999999999999982236431605997,611.000000000000000000000000000000,3107,1978,0.851060763871297254468117898796,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,Sobol,SOBOL,0.709999999999999964472863211995,528.000000000000000000000000000000,1570,3377,0.441443122867494819328015864812,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,Sobol,SOBOL,0.709999999999999964472863211995,333.000000000000000000000000000000,2390,1689,0.225006108490750200701313588070,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,Sobol,SOBOL,0.709999999999999964472863211995,541.000000000000000000000000000000,3537,3117,0.576055819224566167946477435180,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,Sobol,SOBOL,0.780000000000000026645352591004,1501.000000000000000000000000000000,4882,401,0.258973579455167079999000634416,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,Sobol,SOBOL,0.690000000000000057731597280508,641.000000000000000000000000000000,1069,4325,0.908786746582016302653528327937,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,Sobol,SOBOL,0.709999999999999964472863211995,438.000000000000000000000000000000,771,2214,0.350996145596727704418782423090,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,Sobol,SOBOL,0.700000000000000066613381477509,773.000000000000000000000000000000,4535,3608,0.949063655514270076984928437014,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
10,10_0,COMPLETED,Sobol,SOBOL,0.760000000000000008881784197001,796.000000000000000000000000000000,3219,1009,0.135966134648770081705393408811,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
11,11_0,COMPLETED,Sobol,SOBOL,0.609999999999999986677323704498,390.000000000000000000000000000000,2102,4888,0.532792035041376954573877355870,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
12,12_0,FAILED,Sobol,SOBOL,,,1281,18,0.756901302430778688545842669555,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
13,13_0,COMPLETED,Sobol,SOBOL,0.690000000000000057731597280508,459.000000000000000000000000000000,2789,3927,0.418399679964408299781553068897,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
14,14_0,COMPLETED,Sobol,SOBOL,0.750000000000000000000000000000,866.000000000000000000000000000000,3792,1292,0.729026285154744990713027164020,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
