trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,max_window_size,min_window_size,min_p_value
186,186_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1874,463,4568,0.998999999999999999111821580300
187,187_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,142,367,1505,0.000100000000000000004792173602
188,188_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1961,398,3268,0.305130309131204979777862718038
189,189_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3080,617,0.840016517147182173452790721058
190,190_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,435,474,2958,0.454440838631160082261573052165
191,191_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,721,814,0.699808867645575705118687892536
192,192_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,398,652,0.795805836156493473509954128531
193,193_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,5000,632,4465,0.998999999999999999111821580300
194,194_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,16,468,4522,0.998999999999999999111821580300
195,195_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,2750,541,836,0.769517074498540454285944178991
196,196_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2449,1040,0.000100000000000000004792173602
197,197_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,3344,0.299260612273268999938835577268
198,198_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,200,2631,4434,0.528495573181260058781560928765
199,199_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,145,1637,0.998999999999999999111821580300
200,200_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1073,555,844,0.744527997045088207883622999361
201,201_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,298,868,0.706769561013053659870308820246
202,202_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3581,456,0.033063818280401877092167239880
203,203_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,5000,378,1712,0.748219505995910139084514867136
204,204_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,3167,1785,806,0.716464578932476170436416396115
205,205_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,405,2120,835,0.676322302583961643129839558242
206,206_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3913,3116,0.998999999999999999111821580300
207,207_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,5000,564,1022,0.998999999999999999111821580300
208,208_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2379,874,0.554552216168434419785171485273
209,209_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3577,4525,0.321548495182915672341295021397
210,210_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,571,225,2730,0.441295890113232558427114327060
211,211_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,564,206,3576,0.000100000000000000004792173602
212,212_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1748,4761,4745,0.575848774316053857447172958928
213,213_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1378,4759,273,0.529384269426583009554576619848
214,214_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1458,4282,3464,0.833723862780783142589768885955
215,215_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1686,4840,1695,0.296905352207090356131402586470
216,216_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,785,5000,349,0.312524261181614138038753480942
217,217_0,FAILED,BoTorch,GenerationStep_1,,,2547,1,3032,0.716027386512786745420555689634
218,218_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,995,5000,4590,0.711034704118269633710269772564
219,219_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1158,4456,1548,0.561797962703179387666807542701
220,220_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,662,3196,809,0.279906682873284851087447577811
221,221_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,676,4666,442,0.000100000000000000004792173602
222,222_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1497,4166,1404,0.798305038754309137516429473180
223,223_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2146,5000,2488,0.464288991327018285559802279749
224,224_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2911,4391,1393,0.736991687622774782617796063278
225,225_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1307,576,1162,0.000100000000000000004792173602
226,226_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1417,3874,4924,0.526364438253717925597641169588
227,227_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,580,272,2060,0.602616950655949001891542593512
228,228_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1163,4700,3604,0.719033793538644050435948429367
229,229_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1440,4256,1054,0.998999999999999999111821580300
230,230_0,FAILED,BoTorch,GenerationStep_1,,,2622,1,2667,0.998999999999999999111821580300
231,231_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1571,3863,870,0.998999999999999999111821580300
232,232_0,FAILED,BoTorch,GenerationStep_1,,,2663,1,3391,0.000100000000000000004792173602
233,233_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1613,4217,4635,0.844356970800623884976232602639
234,234_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1480,5000,1160,0.998999999999999999111821580300
235,235_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2248,4871,4474,0.977108876722703079131804315693
236,236_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,616,4775,3765,0.434580040901395958652386752874
237,237_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1351,4093,2117,0.998999999999999999111821580300
238,238_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1713,4864,4167,0.091631106607960421950309637396
239,239_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1621,2576,3233,0.000100000000000000004792173602
240,240_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2200,389,2255,0.998999999999999999111821580300
241,241_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1571,396,2983,0.000100000000000000004792173602
242,242_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2886,5000,0.998999999999999999111821580300
243,243_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,320,1,0.998999999999999999111821580300
244,244_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3674,1518,0.998999999999999999111821580300
245,245_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,670,356,2739,0.000100000000000000004792173602
246,246_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,3144,427,2300,0.998999999999999999111821580300
247,247_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,2155,327,2338,0.998999999999999999111821580300
248,248_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4570,1477,0.998999999999999999111821580300
249,249_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1179,445,5000,0.998999999999999999111821580300
250,250_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4581,3475,0.998999999999999999111821580300
251,251_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2897,513,5000,0.998999999999999999111821580300
252,252_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2836,477,3138,0.000100000000000000004792173602
253,253_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2967,3159,1,0.998999999999999999111821580300
254,254_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,365,2385,0.000100000000000000004792173602
255,255_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1284,342,2868,0.000100000000000000004792173602
256,256_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3068,2357,0.998999999999999999111821580300
257,257_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1858,4401,0.000100000000000000004792173602
258,258_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1789,448,5000,0.998999999999999999111821580300
259,259_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2665,1,0.998999999999999999111821580300
260,260_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,4470,474,2223,0.998999999999999999111821580300
261,261_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,1558,0.998999999999999999111821580300
262,262_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2017,401,3062,0.000100000000000000004792173602
263,263_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,5000,256,2255,0.998999999999999999111821580300
264,264_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,5000,0.000100000000000000004792173602
265,265_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2400,4430,1,0.998999999999999999111821580300
266,266_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2999,2890,0.000100000000000000004792173602
267,267_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,571,417,1,0.998999999999999999111821580300
268,268_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3391,2130,0.998999999999999999111821580300
269,269_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1079,364,1766,0.998999999999999999111821580300
270,270_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,825,380,4058,0.548762105628083807218331457989
271,271_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1091,544,3715,0.000100000000000000004792173602
272,272_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,925,328,2372,0.502480685682484606857656217471
273,273_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,860,228,1661,0.000100000000000000004792173602
274,274_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3893,5000,3997,0.998999999999999999111821580300
275,275_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1160,527,2748,0.998999999999999999111821580300
276,276_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4218,3083,1068,0.259077640338638948147576002157
277,277_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,750,213,2325,0.362398061006526994720644552217
278,278_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1033,477,3668,0.998999999999999999111821580300
279,279_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3822,5000,3008,0.786897446438922454348130486323
280,280_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,935,265,3554,0.998999999999999999111821580300
281,281_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2406,2713,4575,0.000100000000000000004792173602
282,282_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3753,3931,3202,0.000100000000000000004792173602
283,283_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2877,3786,4127,0.353729142885357006331759066597
284,284_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,986,426,5000,0.594921053712582525996310778282
285,285_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1084,2006,2238,0.000100000000000000004792173602
286,286_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3259,1171,0.000100000000000000004792173602
287,287_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1086,504,2226,0.284156976781959669242638710784
288,288_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3580,3792,1917,0.547740482135629314086600061273
289,289_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3777,3857,2503,0.000100000000000000004792173602
290,290_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2009,3292,3680,0.571917222606417419150659497973
291,291_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3902,3447,1112,0.000100000000000000004792173602
292,292_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4022,5000,724,0.000100000000000000004792173602
293,293_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,4629,1630,2183,0.000100000000000000004792173602
294,294_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1085,760,4915,0.998999999999999999111821580300
295,295_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3958,4453,2974,0.986937265517071060649811897747
296,296_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4181,3372,2037,0.451879916405551695923747956840
297,297_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1077,565,4243,0.998999999999999999111821580300
298,298_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3594,5000,3767,0.000100000000000000004792173602
299,299_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3790,3619,3934,0.444492299379052380192689497562
300,300_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,4183,628,3726,0.998999999999999999111821580300
301,301_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,862,324,639,0.998999999999999999111821580300
302,302_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,946,321,3729,0.662598214389895079357017948496
303,303_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,803,177,3700,0.703338289317485210183633626002
304,304_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,4222,653,2710,0.998999999999999999111821580300
305,305_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,4250,606,3322,0.000100000000000000004792173602
306,306_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,917,258,3311,0.000100000000000000004792173602
307,307_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2102,3671,1536,0.000100000000000000004792173602
308,308_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,98,3337,0.000100000000000000004792173602
309,309_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,1080,439,2595,0.998999999999999999111821580300
310,310_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,936,191,2522,0.998999999999999999111821580300
311,311_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1298,2117,3502,0.998999999999999999111821580300
312,312_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2316,2489,3899,0.998999999999999999111821580300
313,313_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,1181,545,631,0.998999999999999999111821580300
314,314_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,981,352,2630,0.770500595282726519208438276110
315,315_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1104,2464,3183,0.998999999999999999111821580300
316,316_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,162,1467,0.000100000000000000004792173602
317,317_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1383,2175,2706,0.000100000000000000004792173602
318,318_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,794,180,1997,0.998999999999999999111821580300
319,319_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1908,2854,3373,0.998999999999999999111821580300
320,320_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1050,552,2704,0.371878304825921712772895943999
321,321_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4155,78,3393,0.998999999999999999111821580300
322,322_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,2212,0.998999999999999999111821580300
323,323_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3976,2265,5000,0.416024854202555638416072270047
324,324_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1261,2960,3047,0.998999999999999999111821580300
325,325_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,1.000000000000000000000000000000,674,1769,232,0.998999999999999999111821580300
326,326_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,910,260,5000,0.998999999999999999111821580300
327,327_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,614,3966,1580,0.000100000000000000004792173602
328,328_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4625,2339,0.000100000000000000004792173602
329,329_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4449,2430,4483,0.998999999999999999111821580300
330,330_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3425,3088,433,0.998999999999999999111821580300
331,331_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3872,4129,4478,0.000100000000000000004792173602
332,332_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1462,5000,700,0.998999999999999999111821580300
333,333_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1264,2993,2505,0.000100000000000000004792173602
334,334_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2420,5000,1286,0.000100000000000000004792173602
335,335_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,382,3807,4023,0.000100000000000000004792173602
336,336_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3840,4246,0.998999999999999999111821580300
337,337_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,838,3472,2628,0.998999999999999999111821580300
338,338_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,544,3432,2909,0.000100000000000000004792173602
339,339_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3478,3742,0.998999999999999999111821580300
340,340_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,461,3052,392,0.000100000000000000004792173602
341,341_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4301,4983,2019,0.561425267392143378941682385630
342,342_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,3678,4771,485,0.998999999999999999111821580300
343,343_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2824,5000,441,0.998999999999999999111821580300
344,344_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,381,2514,3535,0.423848744953183753647607545645
345,345_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3571,408,0.998999999999999999111821580300
346,346_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4264,4349,0.000100000000000000004792173602
347,347_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4406,3994,4629,0.565451873857318876304134391830
348,348_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4612,4887,830,0.998999999999999999111821580300
349,349_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,459,5000,3465,0.000100000000000000004792173602
350,350_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4684,4207,0.647821041196807723139272638946
351,351_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4030,328,0.998999999999999999111821580300
352,352_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4769,4617,4454,0.214673245671433865489063919085
353,353_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,2498,4127,694,0.000100000000000000004792173602
354,354_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,4278,621,791,0.998999999999999999111821580300
355,355_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,904,521,4046,0.301579759812819925279825383768
356,356_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4199,4638,2388,0.998999999999999999111821580300
357,357_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,727,235,5000,0.594726183734530233770954055217
358,358_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,1.000000000000000000000000000000,4298,552,1354,0.998999999999999999111821580300
359,359_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,0.000000000000000000000000000000,784,305,1049,0.425897863329927461872870253501
360,360_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,728,185,1271,0.000100000000000000004792173602
361,361_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,3085,0.998999999999999999111821580300
362,362_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,1812,0.908259201158476026094490407559
363,363_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2868,4697,0.598820712952091604996951446083
364,364_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1449,2642,1,0.000100000000000000004792173602
365,365_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1161,2718,4797,0.589422203797506205624756603356
366,366_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4371,2743,3430,0.235263944231220101244161924114
367,367_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2761,2793,0.998999999999999999111821580300
368,368_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4500,2603,0.000100000000000000004792173602
369,369_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,4373,2662,3599,0.998999999999999999111821580300
370,370_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,4309,208,0.443239995795840946435362184275
371,371_0,COMPLETED,BoTorch,GenerationStep_1,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2920,652,0.000100000000000000004792173602
