trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
219,219_0,RUNNING,GenerationStep_1,,,2127,1183,26,195,0.605906717551537132848693545384
220,220_0,RUNNING,GenerationStep_1,,,2502,4127,58,187,0.450279595705995072663085920794
221,221_0,RUNNING,GenerationStep_1,,,2890,4192,91,871,0.364755513173199930054835249393
222,222_0,RUNNING,GenerationStep_1,,,3293,2760,93,1000,0.736842001944892910358930748771
223,223_0,RUNNING,GenerationStep_1,,,1145,940,67,100,0.705320159931011825271696125128
224,224_0,RUNNING,GenerationStep_1,,,4919,2458,100,126,0.043538800590543380586439070612
225,225_0,RUNNING,GenerationStep_1,,,630,1311,3,101,0.155567845566246032440460567159
226,226_0,RUNNING,GenerationStep_1,,,450,4449,1,198,0.253923592612806836577021840640
227,227_0,RUNNING,GenerationStep_1,,,4882,762,1,775,0.143594374809636077250374341929
228,228_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1824.000000000000000000000000000000,4688,190,13,73,0.147336283069661483358103737373
229,229_0,RUNNING,GenerationStep_1,,,3159,1710,61,940,0.608276739193542748118659346801
230,230_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,729.000000000000000000000000000000,4843,54,1,99,0.073517300533933169215394798357
231,231_0,RUNNING,GenerationStep_1,,,529,483,1,137,0.206509954722182781372552540233
232,232_0,RUNNING,GenerationStep_1,,,504,2334,10,108,0.110175595815969862290017999840
233,233_0,FAILED,GenerationStep_1,,,4800,1210,71,123,0.311518475244927317557852575192
234,234_0,FAILED,GenerationStep_1,,,4510,3377,1,153,0.001000000000000000020816681712
235,235_0,FAILED,GenerationStep_1,,,3708,1525,100,157,0.284974644732254034362739503194
236,236_0,FAILED,GenerationStep_1,,,1736,4600,100,107,0.100577074164734603378690280806
237,237_0,FAILED,GenerationStep_1,,,2661,4492,1,172,0.082206247192374404253456532388
238,238_0,FAILED,GenerationStep_1,,,2861,4916,1,109,0.150940041749625469824636070371
239,239_0,FAILED,GenerationStep_1,,,5000,5000,1,199,0.050735604607640802377055422312
240,240_0,RUNNING,GenerationStep_1,,,2228,2179,82,168,0.161940617613246434780549520838
241,241_0,RUNNING,GenerationStep_1,,,3724,2930,92,207,0.066695848360955947708994528966
242,242_0,RUNNING,GenerationStep_1,,,3967,4266,100,157,0.560713291511758749052773964650
243,243_0,RUNNING,GenerationStep_1,,,844,3292,86,115,0.001000000000000000020816681712
244,244_0,RUNNING,GenerationStep_1,,,3660,3306,19,946,0.756800839282275150665668661532
245,245_0,RUNNING,GenerationStep_1,,,2475,2644,94,139,0.322296777823241675786647419955
246,246_0,FAILED,GenerationStep_1,,,3591,1,86,99,0.001000000000000000020816681712
247,247_0,RUNNING,GenerationStep_1,,,539,3578,100,135,0.297619352151465010880571071539
248,248_0,FAILED,GenerationStep_1,,,865,1,100,120,0.595606315173898615000780409900
249,249_0,RUNNING,GenerationStep_1,,,1889,2129,10,744,0.282093815642113665553836199251
250,250_0,RUNNING,GenerationStep_1,,,2008,1572,97,221,0.481438078115536849388433893182
251,251_0,RUNNING,GenerationStep_1,,,4891,5000,91,93,0.078500681087435839056176689610
252,252_0,RUNNING,GenerationStep_1,,,4312,4733,12,627,0.394269905813567855812351581335
253,253_0,RUNNING,GenerationStep_1,,,4543,5000,89,197,0.001000000000000000020816681712
254,254_0,RUNNING,GenerationStep_1,,,2016,1533,100,120,0.135714645882257040065965725262
255,255_0,RUNNING,GenerationStep_1,,,1064,3209,89,172,0.664493179666016953177631876315
256,256_0,RUNNING,GenerationStep_1,,,1908,2817,100,162,0.503890603632976885606353789626
257,257_0,RUNNING,GenerationStep_1,,,70,1882,98,250,0.098350413350616269769766120135
258,258_0,RUNNING,GenerationStep_1,,,2905,4160,100,157,0.001000000000000000020816681712
259,259_0,RUNNING,GenerationStep_1,,,2254,4934,1,963,0.930975288293142688722525690537
260,260_0,RUNNING,GenerationStep_1,,,2634,3834,86,782,0.613748674896416823720812772081
261,261_0,RUNNING,GenerationStep_1,,,77,4674,20,813,0.866841958826535252669032161066
262,262_0,RUNNING,GenerationStep_1,,,1693,3318,100,250,0.538582649171040594993087324838
263,263_0,RUNNING,GenerationStep_1,,,462,4942,78,227,0.738437013469963599021639311104
264,264_0,FAILED,GenerationStep_1,,,813,1541,90,155,0.001000000000000000020816681712
265,265_0,FAILED,GenerationStep_1,,,4255,2702,1,666,0.001000000000000000020816681712
266,266_0,FAILED,GenerationStep_1,,,3426,2254,94,228,0.001000000000000000020816681712
267,267_0,FAILED,GenerationStep_1,,,1741,3820,94,127,0.154869853693003656225357644871
268,268_0,FAILED,GenerationStep_1,,,3305,3435,61,684,0.313961876031091768890490811827
269,269_0,FAILED,GenerationStep_1,,,4760,1418,10,941,0.737769024543493912027258829767
270,270_0,RUNNING,GenerationStep_1,,,1264,4488,74,587,0.001000000000000000020816681712
271,271_0,RUNNING,GenerationStep_1,,,2391,4801,100,823,0.284904779083829884367418117108
272,272_0,FAILED,GenerationStep_1,,,3097,1,91,95,0.001000000000000000020816681712
273,273_0,RUNNING,GenerationStep_1,,,1473,2689,65,269,0.265437819789078321974784557824
274,274_0,RUNNING,GenerationStep_1,,,2209,2877,86,140,0.216701527864835707948287790714
275,275_0,RUNNING,GenerationStep_1,,,1954,1198,91,155,0.001000000000000000020816681712
276,276_0,RUNNING,GenerationStep_1,,,2183,2185,100,115,0.358404168722194771401490243079
277,277_0,RUNNING,GenerationStep_1,,,4101,4703,48,962,0.657327068480791254501127696130
278,278_0,RUNNING,GenerationStep_1,,,3381,3952,87,139,0.084214796738669314701830614922
279,279_0,RUNNING,GenerationStep_1,,,2060,2749,100,233,0.804514551165823710299207505159
280,280_0,RUNNING,GenerationStep_1,,,3134,3705,87,80,0.001000000000000000020816681712
281,281_0,RUNNING,GenerationStep_1,,,107,3769,76,205,0.004812957572565992533930590014
282,282_0,RUNNING,GenerationStep_1,,,1384,4824,84,127,0.232598320242177969419117289362
283,283_0,RUNNING,GenerationStep_1,,,3102,4741,100,269,0.135850578017333634139873765889
284,284_0,RUNNING,GenerationStep_1,,,334,2360,100,96,0.583462273757371585602982122509
285,285_0,RUNNING,GenerationStep_1,,,1610,4663,86,104,0.319936798273085298838225298823
286,286_0,RUNNING,GenerationStep_1,,,317,3851,3,360,0.781315559621256316980009160034
287,287_0,RUNNING,GenerationStep_1,,,833,354,95,760,0.242787714140226734693683852129
288,288_0,RUNNING,GenerationStep_1,,,283,3966,97,781,0.417783283300047936226206957144
289,289_0,RUNNING,GenerationStep_1,,,2737,3634,100,729,0.888709208397117533806408573582
290,290_0,RUNNING,GenerationStep_1,,,4096,2222,86,173,0.416863511092361083143487121561
291,291_0,FAILED,GenerationStep_1,,,3986,1,100,73,0.066084808472925055111701908572
292,292_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,2961.000000000000000000000000000000,3094,139,99,118,0.619738594567906808663337869802
293,293_0,RUNNING,GenerationStep_1,,,100,1611,54,735,0.559444068897632207360004485963
294,294_0,RUNNING,GenerationStep_1,,,322,3178,91,266,0.375707541857246640759626643558
295,295_0,RUNNING,GenerationStep_1,,,2741,2156,75,220,0.008078531842640871915572908790
296,296_0,RUNNING,GenerationStep_1,,,4913,2851,1,1000,0.591265946335527536881215837639
297,297_0,RUNNING,GenerationStep_1,,,1179,3644,100,153,0.101302050983538352579849117774
298,298_0,FAILED,GenerationStep_1,,,140,1,82,116,0.001000000000000000020816681712
299,299_0,FAILED,GenerationStep_1,,,1921,2105,86,219,0.512949218256924188708012479765
300,300_0,RUNNING,GenerationStep_1,,,2791,1327,47,981,0.768437660655410081922411791311
301,301_0,FAILED,GenerationStep_1,,,4783,1,93,101,0.001000000000000000020816681712
302,302_0,RUNNING,GenerationStep_1,,,3069,3767,1,943,0.607835246882555080283339066227
303,303_0,RUNNING,GenerationStep_1,,,2430,4223,7,422,0.379833676101275330427853305082
304,304_0,RUNNING,GenerationStep_1,,,4986,4421,27,969,0.519443887067825293968326150207
305,305_0,RUNNING,GenerationStep_1,,,110,3531,98,417,0.037157694766007554054709771663
306,306_0,RUNNING,GenerationStep_1,,,1612,1237,1,469,0.266114471444862832338884572891
307,307_0,RUNNING,GenerationStep_1,,,1448,2782,100,83,0.013818647784032743117133001931
308,308_0,RUNNING,GenerationStep_1,,,4564,2865,95,295,0.001000000000000000020816681712
309,309_0,RUNNING,GenerationStep_1,,,696,4523,44,278,0.629879027181063699813989842369
310,310_0,RUNNING,GenerationStep_1,,,3784,2285,1,1000,0.686697858576399089436392841890
311,311_0,RUNNING,GenerationStep_1,,,3042,838,85,346,0.998999999999999999111821580300
312,312_0,RUNNING,GenerationStep_1,,,1744,4827,97,260,0.540041215498412885409607042675
313,313_0,FAILED,GenerationStep_1,,,1479,4715,49,306,0.849928139629320344994312108611
314,314_0,FAILED,GenerationStep_1,,,377,4131,11,205,0.889440362859484912050334060041
315,315_0,FAILED,GenerationStep_1,,,2414,4931,100,372,0.640478999261175019341862935107
316,316_0,FAILED,GenerationStep_1,,,1222,5000,53,663,0.551440222032867577439674278139
317,317_0,FAILED,GenerationStep_1,,,721,2637,100,591,0.313874731541753715369225119503
318,318_0,FAILED,GenerationStep_1,,,3473,228,37,1000,0.770565227865536717111183406814
319,319_0,FAILED,GenerationStep_1,,,4132,4051,100,736,0.148589140282737425247105989001
320,320_0,FAILED,GenerationStep_1,,,4012,974,94,740,0.962218418507279515949903725414
321,321_0,FAILED,GenerationStep_1,,,4081,4840,11,932,0.275692704135088229033812012858
322,322_0,FAILED,GenerationStep_1,,,2547,2900,1,676,0.453826124263340624498397346542
323,323_0,FAILED,GenerationStep_1,,,1680,4126,19,725,0.346006381771407189873457355134
324,324_0,FAILED,GenerationStep_1,,,217,2776,71,133,0.001000000000000000020816681712
325,325_0,FAILED,GenerationStep_1,,,2696,4018,100,762,0.996720297674929867071114131249
326,326_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,3726.000000000000000000000000000000,2394,69,56,725,0.404728598588506904842887479390
327,327_0,FAILED,GenerationStep_1,,,3530,1,90,69,0.052273718374773577022285309113
328,328_0,FAILED,GenerationStep_1,,,4450,1872,100,711,0.266808852699448817435978753565
329,329_0,FAILED,GenerationStep_1,,,3240,3207,100,794,0.791659002671731837352808724972
330,330_0,RUNNING,GenerationStep_1,,,105,1281,100,136,0.059916830827765305000909279443
331,331_0,RUNNING,GenerationStep_1,,,3377,1417,31,931,0.787400855872854243955316633219
332,332_0,RUNNING,GenerationStep_1,,,2895,3397,67,200,0.354729204159537403473478889282
333,333_0,RUNNING,GenerationStep_1,,,67,410,57,145,0.055884277334404861004024667182
334,334_0,RUNNING,GenerationStep_1,,,4681,2530,25,970,0.719820662913278064287680990674
335,335_0,RUNNING,GenerationStep_1,,,4006,1673,71,159,0.304919142008790444720034429338
336,336_0,RUNNING,GenerationStep_1,,,3353,4011,50,207,0.021124779923946419152303022315
337,337_0,RUNNING,GenerationStep_1,,,3995,4604,63,841,0.414886882611006979626466772970
338,338_0,RUNNING,GenerationStep_1,,,4230,3905,80,751,0.724008225027309770815975298319
339,339_0,RUNNING,GenerationStep_1,,,3060,1360,35,663,0.712420196246906334280879491416
340,340_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,4781.000000000000000000000000000000,3960,217,97,145,0.298308061856327189076409922563
341,341_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,1657.000000000000000000000000000000,207,121,100,119,0.031775736270411247819112077195
342,342_0,RUNNING,GenerationStep_1,,,3035,3859,100,547,0.853546357932623012132467010815
343,343_0,RUNNING,GenerationStep_1,,,4511,3142,1,276,0.622720686964923109130154443847
344,344_0,RUNNING,GenerationStep_1,,,118,485,100,143,0.068080287035156367148047706905
345,345_0,RUNNING,GenerationStep_1,,,21,2388,80,849,0.702203061834420827480585103331
346,346_0,RUNNING,GenerationStep_1,,,4936,1365,90,149,0.228049965438368890113807196940
347,347_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,4072.000000000000000000000000000000,1953,230,29,134,0.043030204836397981105200472030
348,348_0,RUNNING,GenerationStep_1,,,2283,1877,22,750,0.969336616501684456004284129449
349,349_0,FAILED,GenerationStep_1,,,4358,929,1,745,0.665721984865820237686762084195
350,350_0,FAILED,GenerationStep_1,,,1562,2265,31,133,0.061708229217068887029196133653
351,351_0,FAILED,GenerationStep_1,,,2247,3167,52,374,0.803659574478584604051434325811
352,352_0,FAILED,GenerationStep_1,,,2482,3616,33,145,0.189768354316565857065057798536
353,353_0,FAILED,GenerationStep_1,,,2431,2095,58,132,0.189813265020770421953599793596
354,354_0,FAILED,GenerationStep_1,,,4166,4625,40,157,0.001000000000000000020816681712
355,355_0,FAILED,GenerationStep_1,,,3133,1496,71,1000,0.684063003193757901421179212775
356,356_0,FAILED,GenerationStep_1,,,2614,4353,100,133,0.409078628353454709642988973428
357,357_0,FAILED,GenerationStep_1,,,997,4867,55,199,0.316100840533526716846779436310
358,358_0,FAILED,GenerationStep_1,,,514,3034,91,138,0.256176701586578625668977338137
359,359_0,FAILED,GenerationStep_1,,,2703,1460,1,927,0.714938342561509232453431650356
360,360_0,RUNNING,GenerationStep_1,,,4401,2355,36,765,0.534150484763124433484904329816
361,361_0,RUNNING,GenerationStep_1,,,402,1727,79,130,0.001000000000000000020816681712
362,362_0,RUNNING,GenerationStep_1,,,1,948,77,205,0.149646383026453694276014516618
363,363_0,RUNNING,GenerationStep_1,,,1901,2127,79,105,0.001000000000000000020816681712
364,364_0,RUNNING,GenerationStep_1,,,925,4541,87,681,0.638998609683639195999660387315
365,365_0,RUNNING,GenerationStep_1,,,1183,4572,29,413,0.918389700246148188433892300964
366,366_0,RUNNING,GenerationStep_1,,,3062,299,51,530,0.899565765965305685902819732291
367,367_0,RUNNING,GenerationStep_1,,,576,3083,91,863,0.280165490444146625392818350520
368,368_0,RUNNING,GenerationStep_1,,,2567,3697,33,86,0.965545205734259059937585334410
369,369_0,RUNNING,GenerationStep_1,,,860,4528,49,372,0.455566450833221225913405305619
370,370_0,RUNNING,GenerationStep_1,,,2742,812,57,862,0.766517152771551080192580229777
371,371_0,RUNNING,GenerationStep_1,,,1,3745,77,123,0.140740699451759487814683780016
372,372_0,RUNNING,GenerationStep_1,,,95,1042,73,332,0.876392505179827474570686263178
373,373_0,RUNNING,GenerationStep_1,,,4827,3565,83,731,0.322254144738748693477248252748
374,374_0,RUNNING,GenerationStep_1,,,150,2517,79,126,0.087063754974867249569747684745
375,375_0,RUNNING,GenerationStep_1,,,371,5000,76,309,0.001000000000000000020816681712
376,376_0,RUNNING,GenerationStep_1,,,3728,1085,69,798,0.161681924874363891486694910782
377,377_0,RUNNING,GenerationStep_1,,,2235,4170,78,122,0.001000000000000000020816681712
378,378_0,RUNNING,GenerationStep_1,,,1,3090,80,124,0.072590214839538799718177131126
379,379_0,RUNNING,GenerationStep_1,,,4250,3410,78,123,0.205218842811424467820202721668
380,380_0,RUNNING,GenerationStep_1,,,49,4260,90,582,0.795026727681968692351688332565
381,381_0,FAILED,GenerationStep_1,,,2257,4219,11,817,0.244051217972407474832152729505
382,382_0,FAILED,GenerationStep_1,,,4373,214,37,459,0.998999999999999999111821580300
383,383_0,FAILED,GenerationStep_1,,,4597,3840,27,662,0.848311265453865592789384209027
384,384_0,FAILED,GenerationStep_1,,,2156,1,29,457,0.038811805463048201780829060681
385,385_0,FAILED,GenerationStep_1,,,847,2261,61,912,0.360432437920023329702701175847
386,386_0,FAILED,GenerationStep_1,,,1847,1945,82,117,0.088144894174786631024787197930
387,387_0,FAILED,GenerationStep_1,,,791,4407,86,896,0.312082779934934329002516051332
388,388_0,FAILED,GenerationStep_1,,,4204,2066,31,956,0.071858307407717092463173003125
389,389_0,FAILED,GenerationStep_1,,,4693,3334,90,500,0.271421506520037769671915839353
390,390_0,RUNNING,GenerationStep_1,,,988,4479,57,714,0.897086331753102927955012546590
391,391_0,RUNNING,GenerationStep_1,,,1574,4295,80,89,0.121257694268262633530142124982
392,392_0,RUNNING,GenerationStep_1,,,1501,3308,62,528,0.507875319957338144938319146604
393,393_0,RUNNING,GenerationStep_1,,,432,3008,74,214,0.097429188891973897423959272146
394,394_0,FAILED,GenerationStep_1,,,2517,3011,87,209,0.998999999999999999111821580300
395,395_0,FAILED,GenerationStep_1,,,8,3487,82,119,0.027998480897104310177736508081
396,396_0,FAILED,GenerationStep_1,,,1,2539,78,259,0.184787255910230679978312195999
397,397_0,FAILED,GenerationStep_1,,,3246,4469,84,170,0.623228021227740902610037210252
398,398_0,FAILED,GenerationStep_1,,,408,4280,76,287,0.733820943962901983681490492017
399,399_0,FAILED,GenerationStep_1,,,2358,1207,80,701,0.236008526116944505890415939575
400,400_0,FAILED,GenerationStep_1,,,1990,1934,81,112,0.082441707500557417920283853618
401,401_0,FAILED,GenerationStep_1,,,1,2919,81,75,0.001000000000000000020816681712
402,402_0,FAILED,GenerationStep_1,,,1434,1431,79,198,0.220408362888843162297192179722
403,403_0,FAILED,GenerationStep_1,,,1728,4441,83,138,0.001000000000000000020816681712
404,404_0,FAILED,GenerationStep_1,,,4690,3716,64,387,0.949185431074326735334523164056
405,405_0,FAILED,GenerationStep_1,,,1205,4059,38,555,0.574088667140091768459342347342
406,406_0,FAILED,GenerationStep_1,,,2275,1703,69,235,0.167874694874794866406020332761
407,407_0,FAILED,GenerationStep_1,,,5000,4772,100,774,0.998999999999999999111821580300
408,408_0,FAILED,GenerationStep_1,,,4292,3158,79,73,0.286752125916765354673998444923
409,409_0,FAILED,GenerationStep_1,,,2155,2109,91,652,0.001515440234810642560620008723
410,410_0,FAILED,GenerationStep_1,,,1734,3494,82,317,0.865051549226339311360334249912
411,411_0,FAILED,GenerationStep_1,,,2279,2241,100,246,0.963125887114794743126822140766
412,412_0,FAILED,GenerationStep_1,,,2848,3762,41,691,0.998999999999999999111821580300
413,413_0,FAILED,GenerationStep_1,,,2124,844,18,347,0.084887664211364149968730430373
414,414_0,FAILED,GenerationStep_1,,,1474,2374,12,862,0.001000000000000000020816681712
415,415_0,FAILED,GenerationStep_1,,,2152,1117,28,399,0.974375458079846157311010301783
416,416_0,FAILED,GenerationStep_1,,,3526,4892,39,648,0.522026915342773567552114855062
417,417_0,FAILED,GenerationStep_1,,,443,2276,39,45,0.349381711353593360502856057792
418,418_0,FAILED,GenerationStep_1,,,386,1,81,99,0.001000000000000000020816681712
419,419_0,FAILED,GenerationStep_1,,,4684,1727,33,1,0.001000000000000000020816681712
420,420_0,FAILED,GenerationStep_1,,,2227,1930,69,197,0.050617340546283286217832397824
421,421_0,FAILED,GenerationStep_1,,,1359,3410,79,79,0.397866880165739122965362639661
422,422_0,FAILED,GenerationStep_1,,,3966,3784,97,307,0.998999999999999999111821580300
423,423_0,FAILED,GenerationStep_1,,,2578,3871,72,302,0.169299425290002469868255730034
424,424_0,FAILED,GenerationStep_1,,,1368,4477,82,142,0.001000000000000000020816681712
425,425_0,FAILED,GenerationStep_1,,,1,2338,77,121,0.001000000000000000020816681712
426,426_0,FAILED,GenerationStep_1,,,5000,1692,95,768,0.998999999999999999111821580300
427,427_0,FAILED,GenerationStep_1,,,3111,2216,76,369,0.526440150555638419760384749679
428,428_0,FAILED,GenerationStep_1,,,271,1,81,96,0.001000000000000000020816681712
429,429_0,FAILED,GenerationStep_1,,,3848,2207,36,394,0.461440616847062556882264061642
430,430_0,FAILED,GenerationStep_1,,,2620,1916,77,119,0.001000000000000000020816681712
431,431_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,7092.000000000000000000000000000000,2570,173,67,449,0.576351340858144323142653320247
432,432_0,FAILED,GenerationStep_1,,,1782,3508,81,134,0.001000000000000000020816681712
433,433_0,FAILED,GenerationStep_1,,,892,2541,56,564,0.169859810558927182277955125755
434,434_0,FAILED,GenerationStep_1,,,1093,2167,79,879,0.948968790221709990184706384753
435,435_0,FAILED,GenerationStep_1,,,4876,3063,64,589,0.572862005594998335844536541117
436,436_0,FAILED,GenerationStep_1,,,3175,1985,80,202,0.739341081105919228910750007344
437,437_0,FAILED,GenerationStep_1,,,4976,3139,7,754,0.332047911850795740562602986756
438,438_0,FAILED,GenerationStep_1,,,2622,4050,36,714,0.471194079398699672278638672651
439,439_0,FAILED,GenerationStep_1,,,3075,2025,78,402,0.001000000000000000020816681712
440,440_0,FAILED,GenerationStep_1,,,4997,1505,1,849,0.505298173426889096759850872331
441,441_0,FAILED,GenerationStep_1,,,5000,3154,100,555,0.998999999999999999111821580300
442,442_0,FAILED,GenerationStep_1,,,1658,2529,79,848,0.152684117571209782004970634262
443,443_0,FAILED,GenerationStep_1,,,1220,3017,79,80,0.001000000000000000020816681712
444,444_0,FAILED,GenerationStep_1,,,451,1361,7,862,0.998999999999999999111821580300
445,445_0,FAILED,GenerationStep_1,,,2726,1961,43,897,0.735960355294802082148919453175
446,446_0,FAILED,GenerationStep_1,,,3921,4563,70,235,0.001000000000000000020816681712
447,447_0,FAILED,GenerationStep_1,,,1895,3339,78,346,0.376152584938428458105619256457
448,448_0,FAILED,GenerationStep_1,,,2967,2954,61,774,0.836635425891153583499715296057
449,449_0,FAILED,GenerationStep_1,,,649,1677,76,312,0.513010536187869514712645013788
450,450_0,RUNNING,GenerationStep_1,,,2146,2781,44,449,0.693995030676677338021818286506
451,451_0,RUNNING,GenerationStep_1,,,4787,1653,76,191,0.156722091485160475166082960641
452,452_0,RUNNING,GenerationStep_1,,,2839,947,28,473,0.941045383136685620328876211715
453,453_0,FAILED,GenerationStep_1,,,4118,2315,10,984,0.759583045928144517944247127161
454,454_0,FAILED,GenerationStep_1,,,3274,3530,74,255,0.051535834452055645504842118498
455,455_0,FAILED,GenerationStep_1,,,251,3201,80,101,0.232327561846194019512523709636
456,456_0,FAILED,GenerationStep_1,,,3080,3419,77,477,0.355439500719999690314665485857
457,457_0,FAILED,GenerationStep_1,,,4328,3326,80,114,0.031975486757127247194887331716
458,458_0,FAILED,GenerationStep_1,,,4396,1,79,132,0.758207576433692964634758482134
459,459_0,FAILED,GenerationStep_1,,,3256,2873,81,170,0.121347402269542159469750686185
460,460_0,FAILED,GenerationStep_1,,,2109,4919,82,236,0.172773581995618596973685043849
461,461_0,FAILED,GenerationStep_1,,,588,3336,75,113,0.476881628768047793887063789953
462,462_0,FAILED,GenerationStep_1,,,5000,1272,78,119,0.131254227828374536723998744492
463,463_0,FAILED,GenerationStep_1,,,1875,2906,82,122,0.080045770468574584111109970763
464,464_0,FAILED,GenerationStep_1,,,210,4265,66,166,0.423253715397382990204278030433
465,465_0,FAILED,GenerationStep_1,,,1124,2890,82,471,0.328436391175276398701754487774
466,466_0,FAILED,GenerationStep_1,,,1438,2708,1,469,0.066191045615545035518678673725
467,467_0,FAILED,GenerationStep_1,,,2633,2126,1,385,0.190803076704232410509831652234
468,468_0,FAILED,GenerationStep_1,,,1084,854,54,494,0.976354578537567019402843015996
469,469_0,FAILED,GenerationStep_1,,,1409,4855,69,239,0.601056845940162176589183218312
470,470_0,FAILED,GenerationStep_1,,,1,1520,72,220,0.001000000000000000020816681712
471,471_0,FAILED,GenerationStep_1,,,226,720,80,104,0.081066490061357340812797644958
472,472_0,FAILED,GenerationStep_1,,,380,2669,91,407,0.470664040366602254295003149309
473,473_0,FAILED,GenerationStep_1,,,4587,2205,74,220,0.578400730799712325946870805637
474,474_0,FAILED,GenerationStep_1,,,2322,2591,82,189,0.923943280852060788710389260814
475,475_0,FAILED,GenerationStep_1,,,292,1603,89,202,0.705596665629023900301319827122
476,476_0,FAILED,GenerationStep_1,,,4323,4634,76,230,0.640095091172782737487523263553
477,477_0,FAILED,GenerationStep_1,,,314,1456,80,86,0.125666212054735659808812897609
478,478_0,FAILED,GenerationStep_1,,,4125,2815,76,140,0.242165443860238638329462901311
479,479_0,FAILED,GenerationStep_1,,,2438,4586,57,47,0.897152238646487854012434581819
480,480_0,RUNNING,GenerationStep_1,,,4638,3273,82,194,0.138226306840433799116851787403
481,481_0,RUNNING,GenerationStep_1,,,175,4887,78,115,0.317042647719697423536189262450
482,482_0,RUNNING,GenerationStep_1,,,2201,4366,2,338,0.972798242215308417435437604581
483,483_0,RUNNING,GenerationStep_1,,,4714,1347,76,122,0.635411029055966358747298272647
484,484_0,RUNNING,GenerationStep_1,,,964,798,83,660,0.940765824003170214595570541860
485,485_0,RUNNING,GenerationStep_1,,,461,3295,75,149,0.774964381333520968553330021678
486,486_0,RUNNING,GenerationStep_1,,,2525,4688,6,987,0.765874187693522001652013386774
487,487_0,RUNNING,GenerationStep_1,,,2901,4353,75,393,0.617319632435891385568993428024
488,488_0,RUNNING,GenerationStep_1,,,1541,1537,14,860,0.313665152841698824381921895110
489,489_0,RUNNING,GenerationStep_1,,,4328,4020,77,177,0.257952037920044563445998164752
490,490_0,RUNNING,GenerationStep_1,,,2087,3049,80,162,0.001000000000000000020816681712
491,491_0,RUNNING,GenerationStep_1,,,1389,4759,28,241,0.832429018234564277456399850053
492,492_0,RUNNING,GenerationStep_1,,,4897,2658,65,259,0.415312453638282064183329111984
493,493_0,RUNNING,GenerationStep_1,,,4216,3747,69,344,0.436062155247702087912387014512
494,494_0,RUNNING,GenerationStep_1,,,3446,3073,89,329,0.410494337330713110478797034375
495,495_0,RUNNING,GenerationStep_1,,,268,863,79,112,0.074816406891152278935130937043
496,496_0,RUNNING,GenerationStep_1,,,231,3943,72,252,0.084908572574342630612242999177
497,497_0,RUNNING,GenerationStep_1,,,4732,3148,77,908,0.764772689874096300854944274761
498,498_0,RUNNING,GenerationStep_1,,,3314,4442,80,156,0.034517709510403039863124519115
499,499_0,RUNNING,GenerationStep_1,,,837,4630,98,899,0.967946301643079931587010378280
500,500_0,RUNNING,GenerationStep_1,,,1578,4906,78,136,0.001000000000000000020816681712
501,501_0,RUNNING,GenerationStep_1,,,278,3551,83,215,0.266017640241837882708608731264
502,502_0,RUNNING,GenerationStep_1,,,3363,528,80,139,0.748148054949100749233537044347
503,503_0,RUNNING,GenerationStep_1,,,1948,2723,74,120,0.385060741336515965915765491445
504,504_0,RUNNING,GenerationStep_1,,,1343,3741,100,852,0.194869565470921157768202647276
505,505_0,RUNNING,GenerationStep_1,,,3717,2290,82,187,0.594377188743954731897645160643
506,506_0,RUNNING,GenerationStep_1,,,4984,3363,88,165,0.507821470250070849949963758263
507,507_0,RUNNING,GenerationStep_1,,,1502,298,53,765,0.993262992304257741338346932025
508,508_0,RUNNING,GenerationStep_1,,,376,3091,79,146,0.562186787846036151172768313700
509,509_0,RUNNING,GenerationStep_1,,,1595,5000,99,911,0.875245175554304699616636753490
510,510_0,RUNNING,GenerationStep_1,,,1,391,80,101,0.115086852023749700024701780876
511,511_0,RUNNING,GenerationStep_1,,,1111,3259,67,962,0.228991284721362930998367346547
512,512_0,RUNNING,GenerationStep_1,,,225,3799,41,503,0.644345681534633230036490658676
513,513_0,FAILED,GenerationStep_1,,,4413,1,86,139,0.779164071869733687591974558018
514,514_0,RUNNING,GenerationStep_1,,,745,3946,78,118,0.369712393885737955478987259994
515,515_0,RUNNING,GenerationStep_1,,,1038,2344,78,145,0.453869515560134162424077430842
516,516_0,RUNNING,GenerationStep_1,,,2554,4562,75,198,0.539654541205783599977507947187
517,517_0,RUNNING,GenerationStep_1,,,4576,2154,83,118,0.101672505318475936419986282999
518,518_0,RUNNING,GenerationStep_1,,,3313,870,88,807,0.124455472022687682609465298356
519,519_0,RUNNING,GenerationStep_1,,,373,1426,46,494,0.082814431478878972048285334040
520,520_0,RUNNING,GenerationStep_1,,,3527,1975,68,848,0.135905504708947771908000845542
521,521_0,RUNNING,GenerationStep_1,,,4605,3551,29,371,0.998999999999999999111821580300
