trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
14,14_0,COMPLETED,SOBOL,0.140000000000000013322676295502,1177.000000000000000000000000000000,3507,4310,0.178377064989879735579236808007,30,0.001
15,15_0,COMPLETED,SOBOL,0.230000000000000009992007221626,813.000000000000000000000000000000,721,1188,0.572439912447705867570846294257,7,0.25
16,16_0,COMPLETED,SOBOL,0.110000000000000000555111512313,780.000000000000000000000000000000,914,4113,0.197274885172024377899546720982,10,0.025
17,17_0,COMPLETED,SOBOL,0.309999999999999997779553950750,920.000000000000000000000000000000,3625,995,0.553418377431109553832300207432,31,0.001
18,18_0,COMPLETED,SOBOL,0.200000000000000011102230246252,787.000000000000000000000000000000,4601,3387,0.751373884163796912361021895777,45,0.005
19,19_0,COMPLETED,SOBOL,0.140000000000000013322676295502,812.000000000000000000000000000000,2438,1506,0.498294612050056484608973050854,16,0.05
20,20_0,COMPLETED,SOBOL,0.179999999999999993338661852249,811.000000000000000000000000000000,1566,2836,0.642030548751354235292865269003,38,0.01
21,21_0,COMPLETED,SOBOL,0.230000000000000009992007221626,874.000000000000000000000000000000,3897,2214,0.108295192383229738064542857501,23,0.1
22,22_0,COMPLETED,SOBOL,0.100000000000000005551115123126,800.000000000000000000000000000000,2918,4665,0.337439163895323857023100799779,3,0.1
23,23_0,COMPLETED,SOBOL,0.100000000000000005551115123126,1000.000000000000000000000000000000,44,287,0.911865658814087542971549282811,38,0.001
24,24_0,COMPLETED,SOBOL,0.070000000000000006661338147751,913.000000000000000000000000000000,343,3591,0.417711781093850709201120707803,34,0.25
25,25_0,COMPLETED,SOBOL,0.160000000000000003330669073875,777.000000000000000000000000000000,2634,1712,0.831600640879944008609925276687,7,0.05
26,26_0,COMPLETED,SOBOL,0.170000000000000012212453270877,1106.000000000000000000000000000000,4157,3910,0.596601413853466544523485026730,19,0.05
27,27_0,COMPLETED,SOBOL,0.340000000000000024424906541753,998.000000000000000000000000000000,1320,788,0.153716728016734111017527197873,42,0.025
28,28_0,COMPLETED,SOBOL,0.040000000000000000832667268469,1114.000000000000000000000000000000,2176,4774,0.986608447656035392192563904246,14,0.1
29,29_0,COMPLETED,SOBOL,0.429999999999999993338661852249,2731.000000000000000000000000000000,4849,393,0.263067677564919000232634971326,48,0.25
30,30_0,COMPLETED,BOTORCH_MODULAR,0.429999999999999993338661852249,1849.000000000000000000000000000000,2622,220,0.128243726299036020499499954894,37,0.01
31,31_0,FAILED,BOTORCH_MODULAR,,,3763,65,0.254677464487691462835528000141,16,0.25
32,32_0,RUNNING,BOTORCH_MODULAR,,,4034,114,0.850435623834162046641438337247,13,0.025
33,33_0,FAILED,BOTORCH_MODULAR,,,3336,9,0.001000000000000000020816681712,22,0.25
34,34_0,FAILED,BOTORCH_MODULAR,,,3525,21,0.027034529484317414149696645609,50,0.01
35,35_0,RUNNING,BOTORCH_MODULAR,,,4983,259,0.974162600490920960183416354994,15,0.25
36,36_0,RUNNING,BOTORCH_MODULAR,,,3942,197,0.011725494229282875172093447702,36,0.025
37,37_0,FAILED,BOTORCH_MODULAR,,,3516,56,0.998999999999999999111821580300,50,0.025
38,38_0,RUNNING,BOTORCH_MODULAR,,,3406,203,0.246878625805959261985123021077,35,0.005
39,39_0,COMPLETED,BOTORCH_MODULAR,0.149999999999999994448884876874,864.000000000000000000000000000000,4210,4664,0.056485962029197867018126544281,50,0.25
40,40_0,RUNNING,BOTORCH_MODULAR,,,4559,371,0.001000000000000000020816681712,16,0.25
41,41_0,RUNNING,BOTORCH_MODULAR,,,3729,78,0.001000000000000000020816681712,1,0.25
42,42_0,RUNNING,BOTORCH_MODULAR,,,2946,132,0.998999999999999999111821580300,37,0.01
43,43_0,FAILED,BOTORCH_MODULAR,,,2580,11,0.249106156354118729590041425581,50,0.01
44,44_0,COMPLETED,BOTORCH_MODULAR,0.280000000000000026645352591004,1023.000000000000000000000000000000,3678,1476,0.405502017489302646335858071325,35,0.01
45,45_0,COMPLETED,BOTORCH_MODULAR,0.320000000000000006661338147751,1159.000000000000000000000000000000,4211,1135,0.998999999999999999111821580300,16,0.25
46,46_0,RUNNING,BOTORCH_MODULAR,,,4927,138,0.333475649876999236109753610435,13,0.025
47,47_0,FAILED,BOTORCH_MODULAR,,,3198,1,0.998999999999999999111821580300,9,0.25
48,48_0,RUNNING,BOTORCH_MODULAR,,,2817,123,0.001000000000000000020816681712,38,0.005
49,49_0,RUNNING,BOTORCH_MODULAR,,,1689,269,0.001000000000000000020816681712,35,0.01
50,50_0,COMPLETED,BOTORCH_MODULAR,0.160000000000000003330669073875,838.000000000000000000000000000000,5000,4350,0.001000000000000000020816681712,50,0.01
51,51_0,FAILED,BOTORCH_MODULAR,,,4212,57,0.001000000000000000020816681712,34,0.005
52,52_0,COMPLETED,BOTORCH_MODULAR,0.280000000000000026645352591004,1012.000000000000000000000000000000,5000,1657,0.998999999999999999111821580300,17,0.001
53,53_0,COMPLETED,BOTORCH_MODULAR,0.220000000000000001110223024625,987.000000000000000000000000000000,5000,2538,0.998999999999999999111821580300,34,0.1
54,54_0,FAILED,BOTORCH_MODULAR,,,1973,1,0.001000000000000000020816681712,17,0.025
55,55_0,RUNNING,BOTORCH_MODULAR,,,4999,155,0.998999999999999999111821580300,6,0.025
56,56_0,RUNNING,BOTORCH_MODULAR,,,4620,298,0.001000000000000000020816681712,1,0.005
57,57_0,COMPLETED,BOTORCH_MODULAR,0.359999999999999986677323704498,1096.000000000000000000000000000000,968,537,0.001000000000000000020816681712,38,0.01
58,58_0,FAILED,BOTORCH_MODULAR,,,3108,1,0.998999999999999999111821580300,2,0.005
59,59_0,RUNNING,BOTORCH_MODULAR,,,4997,92,0.032495081365361284941872810350,35,0.01
60,60_0,FAILED,BOTORCH_MODULAR,,,3227,1,0.231125553848025688807865662966,27,0.1
61,61_0,FAILED,BOTORCH_MODULAR,,,1,1,0.001000000000000000020816681712,50,0.25
62,62_0,FAILED,BOTORCH_MODULAR,,,3327,1,0.323831116543570551868924667360,28,0.1
63,63_0,COMPLETED,BOTORCH_MODULAR,0.059999999999999997779553950750,1173.000000000000000000000000000000,2681,1,0.177366002263627087209840738069,1,0.1
64,64_0,FAILED,BOTORCH_MODULAR,,,3416,1,0.658820351995305975023597966356,40,0.1
65,65_0,FAILED,BOTORCH_MODULAR,,,3970,1,0.044647250281496318746743412476,30,0.1
66,66_0,COMPLETED,BOTORCH_MODULAR,0.040000000000000000832667268469,1347.000000000000000000000000000000,1,438,0.037115012918426081023337559373,50,0.01
67,67_0,FAILED,BOTORCH_MODULAR,,,3243,1,0.204773288686230209298955173836,39,0.1
68,68_0,COMPLETED,BOTORCH_MODULAR,0.130000000000000004440892098501,2284.000000000000000000000000000000,4910,53,0.133436439922294564075500034050,1,0.001
69,69_0,FAILED,BOTORCH_MODULAR,,,3246,1,0.455277774425458636731178785340,38,0.1
70,70_0,COMPLETED,BOTORCH_MODULAR,0.190000000000000002220446049250,1351.000000000000000000000000000000,3812,3016,0.001000000000000000020816681712,50,0.01
71,71_0,FAILED,BOTORCH_MODULAR,,,3256,1,0.514056726630315541370919163455,37,0.1
72,72_0,COMPLETED,BOTORCH_MODULAR,0.040000000000000000832667268469,1305.000000000000000000000000000000,1,435,0.001000000000000000020816681712,36,0.25
73,73_0,COMPLETED,BOTORCH_MODULAR,0.130000000000000004440892098501,960.000000000000000000000000000000,307,1306,0.001000000000000000020816681712,42,0.01
74,74_0,COMPLETED,BOTORCH_MODULAR,0.350000000000000033306690738755,1631.000000000000000000000000000000,4363,841,0.001000000000000000020816681712,7,0.025
75,75_0,COMPLETED,BOTORCH_MODULAR,0.359999999999999986677323704498,1843.000000000000000000000000000000,5000,735,0.001000000000000000020816681712,50,0.001
76,76_0,FAILED,BOTORCH_MODULAR,,,1822,1,0.998999999999999999111821580300,50,0.001
77,77_0,FAILED,BOTORCH_MODULAR,,,1810,1,0.998999999999999999111821580300,50,0.01
78,78_0,FAILED,BOTORCH_MODULAR,,,1837,1,0.998999999999999999111821580300,50,0.001
79,79_0,FAILED,BOTORCH_MODULAR,,,1841,1,0.998999999999999999111821580300,50,0.01
80,80_0,COMPLETED,BOTORCH_MODULAR,0.340000000000000024424906541753,1729.000000000000000000000000000000,1711,879,0.001000000000000000020816681712,44,0.01
81,81_0,FAILED,BOTORCH_MODULAR,,,1885,1,0.998999999999999999111821580300,43,0.001
82,82_0,FAILED,BOTORCH_MODULAR,,,1831,1,0.998999999999999999111821580300,43,0.005
83,83_0,FAILED,BOTORCH_MODULAR,,,1862,1,0.998999999999999999111821580300,42,0.001
84,84_0,COMPLETED,BOTORCH_MODULAR,0.289999999999999980015985556747,1117.000000000000000000000000000000,1479,1150,0.380453336011046916453892663412,49,0.001
85,85_0,FAILED,BOTORCH_MODULAR,,,1855,1,0.998999999999999999111821580300,42,0.001
86,86_0,COMPLETED,BOTORCH_MODULAR,0.330000000000000015543122344752,1177.000000000000000000000000000000,4823,1074,0.583140066308557525331934812129,50,0.025
87,87_0,FAILED,BOTORCH_MODULAR,,,1860,1,0.998999999999999999111821580300,43,0.001
88,88_0,COMPLETED,BOTORCH_MODULAR,0.320000000000000006661338147751,1082.000000000000000000000000000000,1559,1018,0.530449996239050647339752231346,45,0.005
89,89_0,FAILED,BOTORCH_MODULAR,,,1858,1,0.998999999999999999111821580300,43,0.001
90,90_0,FAILED,BOTORCH_MODULAR,,,1841,1,0.998999999999999999111821580300,42,0.01
91,91_0,FAILED,BOTORCH_MODULAR,,,1920,1,0.998999999999999999111821580300,42,0.001
92,92_0,COMPLETED,BOTORCH_MODULAR,0.230000000000000009992007221626,1145.000000000000000000000000000000,4953,2260,0.512467504042550370257913527894,49,0.01
93,93_0,FAILED,BOTORCH_MODULAR,,,1852,1,0.998999999999999999111821580300,42,0.001
94,94_0,COMPLETED,BOTORCH_MODULAR,0.280000000000000026645352591004,1344.000000000000000000000000000000,4565,1645,0.998999999999999999111821580300,41,0.025
95,95_0,COMPLETED,BOTORCH_MODULAR,0.260000000000000008881784197001,1026.000000000000000000000000000000,1359,1498,0.998999999999999999111821580300,15,0.025
96,96_0,COMPLETED,BOTORCH_MODULAR,0.309999999999999997779553950750,1168.000000000000000000000000000000,4652,1302,0.001000000000000000020816681712,35,0.01
97,97_0,FAILED,BOTORCH_MODULAR,,,1517,1,0.354132806888999340788615199926,24,0.001
98,98_0,COMPLETED,BOTORCH_MODULAR,0.270000000000000017763568394003,1041.000000000000000000000000000000,3824,1508,0.001000000000000000020816681712,20,0.025
99,99_0,FAILED,BOTORCH_MODULAR,,,1531,1,0.366740018670500489417207745646,24,0.001
100,100_0,FAILED,BOTORCH_MODULAR,,,1557,1,0.740574466743311621286238732864,26,0.001
101,101_0,COMPLETED,BOTORCH_MODULAR,0.250000000000000000000000000000,996.000000000000000000000000000000,3120,1304,0.265434309388064837431642217780,43,0.001
102,102_0,FAILED,BOTORCH_MODULAR,,,1597,1,0.566295091289244156840254618146,26,0.001
103,103_0,FAILED,BOTORCH_MODULAR,,,1275,1,0.998999999999999999111821580300,25,0.005
104,104_0,FAILED,BOTORCH_MODULAR,,,1736,1,0.001000000000000000020816681712,26,0.001
105,105_0,FAILED,BOTORCH_MODULAR,,,1322,1,0.998999999999999999111821580300,25,0.005
106,106_0,FAILED,BOTORCH_MODULAR,,,1721,1,0.001000000000000000020816681712,26,0.001
107,107_0,FAILED,BOTORCH_MODULAR,,,1285,1,0.998999999999999999111821580300,25,0.001
108,108_0,FAILED,BOTORCH_MODULAR,,,1723,1,0.001000000000000000020816681712,26,0.005
109,109_0,COMPLETED,BOTORCH_MODULAR,0.359999999999999986677323704498,1230.000000000000000000000000000000,1444,701,0.998999999999999999111821580300,26,0.001
110,110_0,FAILED,BOTORCH_MODULAR,,,1598,1,0.998999999999999999111821580300,26,0.005
111,111_0,COMPLETED,BOTORCH_MODULAR,0.289999999999999980015985556747,1127.000000000000000000000000000000,1303,1097,0.998999999999999999111821580300,26,0.001
112,112_0,COMPLETED,BOTORCH_MODULAR,0.230000000000000009992007221626,1132.000000000000000000000000000000,1267,1698,0.025572645946143713474585368317,28,0.001
113,113_0,FAILED,BOTORCH_MODULAR,,,1568,1,0.998999999999999999111821580300,26,0.005
114,114_0,FAILED,BOTORCH_MODULAR,,,1300,1,0.998999999999999999111821580300,26,0.025
115,115_0,COMPLETED,BOTORCH_MODULAR,0.260000000000000008881784197001,971.000000000000000000000000000000,1445,1587,0.998999999999999999111821580300,30,0.25
116,116_0,COMPLETED,BOTORCH_MODULAR,0.160000000000000003330669073875,916.000000000000000000000000000000,5000,4125,0.998999999999999999111821580300,1,0.25
117,117_0,FAILED,BOTORCH_MODULAR,,,1549,1,0.998999999999999999111821580300,26,0.005
118,118_0,FAILED,BOTORCH_MODULAR,,,1376,1,0.001000000000000000020816681712,24,0.01
119,119_0,FAILED,BOTORCH_MODULAR,,,1477,1,0.001000000000000000020816681712,25,0.005
120,120_0,FAILED,BOTORCH_MODULAR,,,1494,1,0.001000000000000000020816681712,25,0.005
121,121_0,FAILED,BOTORCH_MODULAR,,,1228,1,0.001000000000000000020816681712,21,0.01
122,122_0,FAILED,BOTORCH_MODULAR,,,1572,1,0.001000000000000000020816681712,26,0.005
123,123_0,FAILED,BOTORCH_MODULAR,,,1233,1,0.998999999999999999111821580300,23,0.01
124,124_0,FAILED,BOTORCH_MODULAR,,,1550,1,0.001000000000000000020816681712,26,0.005
125,125_0,FAILED,BOTORCH_MODULAR,,,1114,1,0.001000000000000000020816681712,22,0.01
126,126_0,FAILED,BOTORCH_MODULAR,,,1115,1,0.998999999999999999111821580300,22,0.001
127,127_0,FAILED,BOTORCH_MODULAR,,,1379,1,0.998999999999999999111821580300,24,0.01
128,128_0,COMPLETED,BOTORCH_MODULAR,0.300000000000000044408920985006,1158.000000000000000000000000000000,5000,1335,0.001000000000000000020816681712,50,0.001
129,129_0,FAILED,BOTORCH_MODULAR,,,1279,1,0.998999999999999999111821580300,22,0.01
130,130_0,FAILED,BOTORCH_MODULAR,,,1690,1,0.998999999999999999111821580300,27,0.25
131,131_0,FAILED,BOTORCH_MODULAR,,,1110,1,0.998999999999999999111821580300,19,0.01
132,132_0,FAILED,BOTORCH_MODULAR,,,1534,1,0.001000000000000000020816681712,27,0.01
133,133_0,FAILED,BOTORCH_MODULAR,,,1085,1,0.998999999999999999111821580300,23,0.01
134,134_0,FAILED,BOTORCH_MODULAR,,,1578,1,0.001000000000000000020816681712,25,0.005
135,135_0,FAILED,BOTORCH_MODULAR,,,1268,1,0.998999999999999999111821580300,21,0.01
136,136_0,FAILED,BOTORCH_MODULAR,,,1568,1,0.001000000000000000020816681712,26,0.005
137,137_0,COMPLETED,BOTORCH_MODULAR,0.300000000000000044408920985006,1011.000000000000000000000000000000,3284,1016,0.998999999999999999111821580300,38,0.005
138,138_0,FAILED,BOTORCH_MODULAR,,,1518,1,0.001000000000000000020816681712,25,0.005
139,139_0,FAILED,BOTORCH_MODULAR,,,1333,1,0.998999999999999999111821580300,25,0.01
140,140_0,FAILED,BOTORCH_MODULAR,,,1527,1,0.001000000000000000020816681712,25,0.005
141,141_0,FAILED,BOTORCH_MODULAR,,,1339,1,0.998999999999999999111821580300,25,0.01
142,142_0,FAILED,BOTORCH_MODULAR,,,1562,1,0.001000000000000000020816681712,26,0.005
143,143_0,FAILED,BOTORCH_MODULAR,,,1300,1,0.998999999999999999111821580300,24,0.01
144,144_0,FAILED,BOTORCH_MODULAR,,,1577,1,0.001000000000000000020816681712,26,0.005
145,145_0,FAILED,BOTORCH_MODULAR,,,1220,1,0.998999999999999999111821580300,20,0.01
146,146_0,FAILED,BOTORCH_MODULAR,,,1602,1,0.001000000000000000020816681712,26,0.001
147,147_0,FAILED,BOTORCH_MODULAR,,,1304,1,0.998999999999999999111821580300,24,0.01
148,148_0,COMPLETED,BOTORCH_MODULAR,0.220000000000000001110223024625,1332.000000000000000000000000000000,3253,1891,0.001000000000000000020816681712,50,0.1
149,149_0,FAILED,BOTORCH_MODULAR,,,1525,1,0.001000000000000000020816681712,25,0.005
150,150_0,FAILED,BOTORCH_MODULAR,,,1251,1,0.998999999999999999111821580300,23,0.01
151,151_0,FAILED,BOTORCH_MODULAR,,,1568,1,0.001000000000000000020816681712,26,0.01
152,152_0,FAILED,BOTORCH_MODULAR,,,1407,1,0.001000000000000000020816681712,23,0.01
153,153_0,COMPLETED,BOTORCH_MODULAR,0.200000000000000011102230246252,1034.000000000000000000000000000000,4684,2970,0.998999999999999999111821580300,1,0.025
154,154_0,FAILED,BOTORCH_MODULAR,,,1542,1,0.001000000000000000020816681712,25,0.005
155,155_0,FAILED,BOTORCH_MODULAR,,,1371,1,0.998999999999999999111821580300,26,0.01
156,156_0,FAILED,BOTORCH_MODULAR,,,1565,1,0.001000000000000000020816681712,25,0.001
157,157_0,FAILED,BOTORCH_MODULAR,,,1364,1,0.998999999999999999111821580300,24,0.01
158,158_0,FAILED,BOTORCH_MODULAR,,,1302,1,0.001000000000000000020816681712,25,0.005
159,159_0,FAILED,BOTORCH_MODULAR,,,1377,1,0.998999999999999999111821580300,25,0.01
160,160_0,FAILED,BOTORCH_MODULAR,,,1403,1,0.001000000000000000020816681712,25,0.005
161,161_0,COMPLETED,BOTORCH_MODULAR,0.340000000000000024424906541753,1276.000000000000000000000000000000,3852,898,0.998999999999999999111821580300,43,0.01
162,162_0,FAILED,BOTORCH_MODULAR,,,1427,1,0.001000000000000000020816681712,25,0.005
163,163_0,FAILED,BOTORCH_MODULAR,,,1367,1,0.998999999999999999111821580300,25,0.01
164,164_0,FAILED,BOTORCH_MODULAR,,,1431,1,0.001000000000000000020816681712,25,0.005
165,165_0,FAILED,BOTORCH_MODULAR,,,1387,1,0.998999999999999999111821580300,25,0.01
166,166_0,FAILED,BOTORCH_MODULAR,,,1395,1,0.001000000000000000020816681712,24,0.005
167,167_0,FAILED,BOTORCH_MODULAR,,,1315,1,0.998999999999999999111821580300,24,0.01
168,168_0,FAILED,BOTORCH_MODULAR,,,1522,1,0.001000000000000000020816681712,25,0.005
169,169_0,FAILED,BOTORCH_MODULAR,,,1204,1,0.998999999999999999111821580300,22,0.01
170,170_0,FAILED,BOTORCH_MODULAR,,,1728,1,0.001000000000000000020816681712,24,0.005
171,171_0,FAILED,BOTORCH_MODULAR,,,1304,1,0.998999999999999999111821580300,26,0.01
172,172_0,FAILED,BOTORCH_MODULAR,,,1713,1,0.001000000000000000020816681712,27,0.005
173,173_0,FAILED,BOTORCH_MODULAR,,,1319,1,0.998999999999999999111821580300,24,0.01
174,174_0,FAILED,BOTORCH_MODULAR,,,1669,1,0.001000000000000000020816681712,27,0.005
175,175_0,FAILED,BOTORCH_MODULAR,,,1327,1,0.998999999999999999111821580300,26,0.01
176,176_0,COMPLETED,BOTORCH_MODULAR,0.209999999999999992228438827624,1042.000000000000000000000000000000,4078,2631,0.001000000000000000020816681712,50,0.1
177,177_0,FAILED,BOTORCH_MODULAR,,,1639,1,0.001000000000000000020816681712,26,0.005
178,178_0,FAILED,BOTORCH_MODULAR,,,1368,1,0.998999999999999999111821580300,24,0.01
179,179_0,FAILED,BOTORCH_MODULAR,,,1541,1,0.001000000000000000020816681712,30,0.005
180,180_0,FAILED,BOTORCH_MODULAR,,,1538,1,0.793715407053184440755444484239,27,0.01
181,181_0,FAILED,BOTORCH_MODULAR,,,1517,1,0.001000000000000000020816681712,27,0.005
182,182_0,FAILED,BOTORCH_MODULAR,,,1586,1,0.998999999999999999111821580300,28,0.01
183,183_0,FAILED,BOTORCH_MODULAR,,,1538,1,0.001000000000000000020816681712,27,0.005
184,184_0,FAILED,BOTORCH_MODULAR,,,1660,1,0.998999999999999999111821580300,28,0.01
185,185_0,FAILED,BOTORCH_MODULAR,,,1470,1,0.001000000000000000020816681712,26,0.005
186,186_0,FAILED,BOTORCH_MODULAR,,,1583,1,0.998999999999999999111821580300,28,0.01
187,187_0,FAILED,BOTORCH_MODULAR,,,1426,1,0.001000000000000000020816681712,26,0.005
188,188_0,FAILED,BOTORCH_MODULAR,,,1624,1,0.998999999999999999111821580300,28,0.01
189,189_0,FAILED,BOTORCH_MODULAR,,,1493,1,0.001000000000000000020816681712,27,0.005
190,190_0,FAILED,BOTORCH_MODULAR,,,1599,1,0.998999999999999999111821580300,28,0.01
191,191_0,FAILED,BOTORCH_MODULAR,,,1414,1,0.001000000000000000020816681712,27,0.005
192,192_0,FAILED,BOTORCH_MODULAR,,,1620,1,0.998999999999999999111821580300,28,0.01
193,193_0,FAILED,BOTORCH_MODULAR,,,1499,1,0.001000000000000000020816681712,27,0.005
194,194_0,FAILED,BOTORCH_MODULAR,,,1633,1,0.870088316494399438560947146470,28,0.01
195,185_0,FAILED,BOTORCH_MODULAR,,,1470,1,0.001000000000000000020816681712,26,0.005
196,196_0,FAILED,BOTORCH_MODULAR,,,1628,1,0.998999999999999999111821580300,28,0.01
197,197_0,FAILED,BOTORCH_MODULAR,,,1507,1,0.001000000000000000020816681712,27,0.005
198,198_0,FAILED,BOTORCH_MODULAR,,,1625,1,0.998999999999999999111821580300,28,0.01
199,199_0,FAILED,BOTORCH_MODULAR,,,1431,1,0.001000000000000000020816681712,26,0.005
200,200_0,FAILED,BOTORCH_MODULAR,,,1574,1,0.731444539851955344289535787539,27,0.01
201,201_0,FAILED,BOTORCH_MODULAR,,,1473,1,0.001000000000000000020816681712,27,0.005
202,202_0,FAILED,BOTORCH_MODULAR,,,1573,1,0.998999999999999999111821580300,27,0.01
203,203_0,FAILED,BOTORCH_MODULAR,,,1501,1,0.001000000000000000020816681712,27,0.01
204,204_0,FAILED,BOTORCH_MODULAR,,,1563,1,0.998999999999999999111821580300,28,0.01
205,205_0,FAILED,BOTORCH_MODULAR,,,1457,1,0.001000000000000000020816681712,26,0.01
206,206_0,FAILED,BOTORCH_MODULAR,,,1555,1,0.998999999999999999111821580300,28,0.005
207,207_0,FAILED,BOTORCH_MODULAR,,,1579,1,0.001000000000000000020816681712,27,0.01
208,208_0,FAILED,BOTORCH_MODULAR,,,1597,1,0.998999999999999999111821580300,28,0.005
209,209_0,FAILED,BOTORCH_MODULAR,,,1603,1,0.001000000000000000020816681712,27,0.01
210,210_0,FAILED,BOTORCH_MODULAR,,,1485,1,0.998999999999999999111821580300,27,0.005
211,211_0,FAILED,BOTORCH_MODULAR,,,1599,1,0.258264801662508758361980198970,27,0.01
212,212_0,FAILED,BOTORCH_MODULAR,,,1419,1,0.001000000000000000020816681712,26,0.005
213,213_0,FAILED,BOTORCH_MODULAR,,,1609,1,0.998999999999999999111821580300,28,0.01
214,214_0,FAILED,BOTORCH_MODULAR,,,3750,1,0.001000000000000000020816681712,40,0.25
215,215_0,FAILED,BOTORCH_MODULAR,,,1565,1,0.751145648190460701876247640030,28,0.01
216,189_0,FAILED,BOTORCH_MODULAR,,,1493,1,0.001000000000000000020816681712,27,0.005
217,217_0,FAILED,BOTORCH_MODULAR,,,1608,1,0.998999999999999999111821580300,28,0.01
218,218_0,FAILED,BOTORCH_MODULAR,,,1466,1,0.001000000000000000020816681712,26,0.005
219,219_0,FAILED,BOTORCH_MODULAR,,,1632,1,0.991194248098206664998599535465,28,0.01
220,220_0,FAILED,BOTORCH_MODULAR,,,1565,1,0.180814335644128826308119073474,27,0.01
221,221_0,FAILED,BOTORCH_MODULAR,,,1527,1,0.998999999999999999111821580300,28,0.005
222,222_0,FAILED,BOTORCH_MODULAR,,,1600,1,0.998999999999999999111821580300,27,0.01
223,223_0,FAILED,BOTORCH_MODULAR,,,1491,1,0.001000000000000000020816681712,27,0.005
224,224_0,FAILED,BOTORCH_MODULAR,,,1607,1,0.998999999999999999111821580300,28,0.01
225,225_0,FAILED,BOTORCH_MODULAR,,,1465,1,0.001000000000000000020816681712,26,0.005
226,226_0,FAILED,BOTORCH_MODULAR,,,1616,1,0.998999999999999999111821580300,28,0.01
227,227_0,FAILED,BOTORCH_MODULAR,,,1411,1,0.001000000000000000020816681712,26,0.005
228,228_0,FAILED,BOTORCH_MODULAR,,,1644,1,0.927930947862149135829668011866,28,0.01
229,229_0,FAILED,BOTORCH_MODULAR,,,1508,1,0.001000000000000000020816681712,27,0.005
230,188_0,FAILED,BOTORCH_MODULAR,,,1624,1,0.998999999999999999111821580300,28,0.01
231,231_0,FAILED,BOTORCH_MODULAR,,,1424,1,0.001000000000000000020816681712,26,0.005
232,232_0,FAILED,BOTORCH_MODULAR,,,1636,1,0.317666666649199402883141374332,27,0.01
233,233_0,FAILED,BOTORCH_MODULAR,,,1409,1,0.001000000000000000020816681712,26,0.005
234,234_0,FAILED,BOTORCH_MODULAR,,,1617,1,0.628200369400741642778029927285,28,0.01
235,235_0,FAILED,BOTORCH_MODULAR,,,1464,1,0.001000000000000000020816681712,26,0.005
236,236_0,FAILED,BOTORCH_MODULAR,,,1618,1,0.920136122940962475347248528124,28,0.01
237,237_0,FAILED,BOTORCH_MODULAR,,,1438,1,0.001000000000000000020816681712,26,0.005
238,238_0,FAILED,BOTORCH_MODULAR,,,1680,1,0.990829759702948953403733867162,28,0.01
239,239_0,FAILED,BOTORCH_MODULAR,,,1474,1,0.001000000000000000020816681712,26,0.005
240,240_0,FAILED,BOTORCH_MODULAR,,,1564,1,0.669297598265388815619303386484,27,0.01
241,241_0,FAILED,BOTORCH_MODULAR,,,1485,1,0.001000000000000000020816681712,27,0.005
242,242_0,FAILED,BOTORCH_MODULAR,,,1598,1,0.998999999999999999111821580300,28,0.01
243,243_0,FAILED,BOTORCH_MODULAR,,,1514,1,0.001000000000000000020816681712,27,0.005
244,244_0,FAILED,BOTORCH_MODULAR,,,1588,1,0.998999999999999999111821580300,28,0.01
