trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
497,497_0,FAILED,BOTORCH_MODULAR,,,1402,1,0.001000000000000000020816681712,26,0.005
498,498_0,FAILED,BOTORCH_MODULAR,,,1626,1,0.489293898263172932772135936830,27,0.01
499,227_0,FAILED,BOTORCH_MODULAR,,,1411,1,0.001000000000000000020816681712,26,0.005
500,500_0,FAILED,BOTORCH_MODULAR,,,1588,1,0.298460251520866304275614311337,27,0.01
501,501_0,FAILED,BOTORCH_MODULAR,,,1407,1,0.001000000000000000020816681712,26,0.005
502,502_0,FAILED,BOTORCH_MODULAR,,,1603,1,0.440566926061923325175229138040,27,0.01
503,298_0,FAILED,BOTORCH_MODULAR,,,1435,1,0.001000000000000000020816681712,26,0.005
504,188_0,FAILED,BOTORCH_MODULAR,,,1624,1,0.998999999999999999111821580300,28,0.01
505,212_0,FAILED,BOTORCH_MODULAR,,,1419,1,0.001000000000000000020816681712,26,0.005
506,506_0,FAILED,BOTORCH_MODULAR,,,1645,1,0.998999999999999999111821580300,28,0.01
507,507_0,FAILED,BOTORCH_MODULAR,,,1440,1,0.001000000000000000020816681712,26,0.005
508,198_0,FAILED,BOTORCH_MODULAR,,,1625,1,0.998999999999999999111821580300,28,0.01
509,509_0,FAILED,BOTORCH_MODULAR,,,1468,1,0.001000000000000000020816681712,26,0.005
510,510_0,FAILED,BOTORCH_MODULAR,,,1572,1,0.675094330322489555307186037680,28,0.01
511,241_0,FAILED,BOTORCH_MODULAR,,,1485,1,0.001000000000000000020816681712,27,0.005
512,426_0,FAILED,BOTORCH_MODULAR,,,1597,1,0.998999999999999999111821580300,28,0.01
513,513_0,FAILED,BOTORCH_MODULAR,,,1448,1,0.001000000000000000020816681712,27,0.005
514,254_0,FAILED,BOTORCH_MODULAR,,,1621,1,0.998999999999999999111821580300,28,0.01
515,233_0,FAILED,BOTORCH_MODULAR,,,1409,1,0.001000000000000000020816681712,26,0.005
516,516_0,FAILED,BOTORCH_MODULAR,,,1640,1,0.662439818391630241833922809747,28,0.01
517,517_0,FAILED,BOTORCH_MODULAR,,,1450,1,0.001000000000000000020816681712,27,0.01
518,518_0,FAILED,BOTORCH_MODULAR,,,1521,1,0.998999999999999999111821580300,28,0.005
519,519_0,FAILED,BOTORCH_MODULAR,,,1622,1,0.047299730331693261298209307597,27,0.01
520,520_0,FAILED,BOTORCH_MODULAR,,,1568,1,0.509887578364559335142303098110,27,0.01
521,521_0,FAILED,BOTORCH_MODULAR,,,1462,1,0.001000000000000000020816681712,27,0.005
522,222_0,FAILED,BOTORCH_MODULAR,,,1600,1,0.998999999999999999111821580300,27,0.01
523,523_0,FAILED,BOTORCH_MODULAR,,,3805,1,0.001000000000000000020816681712,42,0.25
524,524_0,FAILED,BOTORCH_MODULAR,,,1544,1,0.363697787842798103685737487467,27,0.01
525,401_0,FAILED,BOTORCH_MODULAR,,,1483,1,0.001000000000000000020816681712,27,0.005
526,526_0,FAILED,BOTORCH_MODULAR,,,1594,1,0.744902390376905976232535522286,27,0.01
527,527_0,FAILED,BOTORCH_MODULAR,,,1464,1,0.001000000000000000020816681712,27,0.005
528,528_0,FAILED,BOTORCH_MODULAR,,,1638,1,0.837184997164877486852674337570,28,0.01
529,267_0,FAILED,BOTORCH_MODULAR,,,1471,1,0.001000000000000000020816681712,27,0.005
530,530_0,FAILED,BOTORCH_MODULAR,,,1624,1,0.663125049460775661813727310800,28,0.01
531,531_0,FAILED,BOTORCH_MODULAR,,,1453,1,0.001000000000000000020816681712,27,0.005
532,192_0,FAILED,BOTORCH_MODULAR,,,1620,1,0.998999999999999999111821580300,28,0.01
533,533_0,FAILED,BOTORCH_MODULAR,,,1497,1,0.001000000000000000020816681712,26,0.005
534,534_0,FAILED,BOTORCH_MODULAR,,,1601,1,0.998999999999999999111821580300,28,0.01
535,237_0,FAILED,BOTORCH_MODULAR,,,1438,1,0.001000000000000000020816681712,26,0.005
536,536_0,FAILED,BOTORCH_MODULAR,,,1614,1,0.830379250969013216199243743176,28,0.01
537,425_0,FAILED,BOTORCH_MODULAR,,,1490,1,0.001000000000000000020816681712,27,0.005
538,538_0,FAILED,BOTORCH_MODULAR,,,1630,1,0.839703057641243422182242284180,27,0.01
539,301_0,FAILED,BOTORCH_MODULAR,,,1441,1,0.001000000000000000020816681712,26,0.005
540,540_0,FAILED,BOTORCH_MODULAR,,,1521,1,0.379661004022089187959210221379,27,0.01
541,541_0,FAILED,BOTORCH_MODULAR,,,1492,1,0.902685664612466465150930616801,27,0.005
542,542_0,FAILED,BOTORCH_MODULAR,,,1631,1,0.044321025215655618367804891022,27,0.01
543,543_0,FAILED,BOTORCH_MODULAR,,,1462,1,0.998999999999999999111821580300,27,0.005
544,544_0,FAILED,BOTORCH_MODULAR,,,1597,1,0.001000000000000000020816681712,27,0.01
545,545_0,FAILED,BOTORCH_MODULAR,,,3785,1,0.001000000000000000020816681712,42,0.25
546,546_0,FAILED,BOTORCH_MODULAR,,,1553,1,0.828162144434346547683389871963,27,0.01
547,547_0,FAILED,BOTORCH_MODULAR,,,1401,1,0.001000000000000000020816681712,26,0.005
548,370_0,FAILED,BOTORCH_MODULAR,,,1626,1,0.998999999999999999111821580300,28,0.01
549,235_0,FAILED,BOTORCH_MODULAR,,,1464,1,0.001000000000000000020816681712,26,0.005
550,550_0,FAILED,BOTORCH_MODULAR,,,1604,1,0.972329340734987002115019549819,28,0.01
551,383_0,FAILED,BOTORCH_MODULAR,,,1523,1,0.001000000000000000020816681712,27,0.005
552,552_0,FAILED,BOTORCH_MODULAR,,,1641,1,0.998999999999999999111821580300,28,0.01
553,359_0,FAILED,BOTORCH_MODULAR,,,1437,1,0.001000000000000000020816681712,26,0.005
554,554_0,FAILED,BOTORCH_MODULAR,,,1632,1,0.840879028671121631077767233364,28,0.01
555,555_0,FAILED,BOTORCH_MODULAR,,,1386,1,0.001000000000000000020816681712,26,0.005
556,396_0,FAILED,BOTORCH_MODULAR,,,1629,1,0.998999999999999999111821580300,28,0.01
557,557_0,FAILED,BOTORCH_MODULAR,,,1443,1,0.001000000000000000020816681712,26,0.005
558,558_0,FAILED,BOTORCH_MODULAR,,,1600,1,0.400588126763151974873977678726,28,0.01
559,559_0,FAILED,BOTORCH_MODULAR,,,1445,1,0.001000000000000000020816681712,26,0.005
560,560_0,FAILED,BOTORCH_MODULAR,,,1533,1,0.496210701239882701063521608376,27,0.01
561,561_0,FAILED,BOTORCH_MODULAR,,,1439,1,0.001000000000000000020816681712,25,0.005
562,562_0,FAILED,BOTORCH_MODULAR,,,1595,1,0.998999999999999999111821580300,27,0.01
563,331_0,FAILED,BOTORCH_MODULAR,,,1450,1,0.001000000000000000020816681712,26,0.005
564,564_0,FAILED,BOTORCH_MODULAR,,,1572,1,0.346796954904800058816505270443,28,0.01
565,565_0,FAILED,BOTORCH_MODULAR,,,1458,1,0.001000000000000000020816681712,27,0.01
566,566_0,FAILED,BOTORCH_MODULAR,,,1515,1,0.998999999999999999111821580300,27,0.005
567,376_0,FAILED,BOTORCH_MODULAR,,,1616,1,0.001000000000000000020816681712,27,0.01
568,568_0,FAILED,BOTORCH_MODULAR,,,1433,1,0.461834138987023135047849109469,26,0.005
569,295_0,FAILED,BOTORCH_MODULAR,,,1617,1,0.998999999999999999111821580300,28,0.01
570,570_0,FAILED,BOTORCH_MODULAR,,,1461,1,0.001000000000000000020816681712,27,0.005
571,571_0,FAILED,BOTORCH_MODULAR,,,1626,1,0.846913316557736051137794675014,28,0.01
572,572_0,FAILED,BOTORCH_MODULAR,,,1502,1,0.001000000000000000020816681712,27,0.005
573,573_0,FAILED,BOTORCH_MODULAR,,,1609,1,0.636760034400572494384107358201,27,0.01
574,574_0,FAILED,BOTORCH_MODULAR,,,1468,1,0.001000000000000000020816681712,27,0.005
575,575_0,FAILED,BOTORCH_MODULAR,,,1588,1,0.998999999999999999111821580300,27,0.01
576,576_0,FAILED,BOTORCH_MODULAR,,,1499,1,0.001000000000000000020816681712,26,0.005
577,304_0,FAILED,BOTORCH_MODULAR,,,1610,1,0.998999999999999999111821580300,28,0.01
578,574_0,FAILED,BOTORCH_MODULAR,,,1468,1,0.001000000000000000020816681712,27,0.005
579,579_0,FAILED,BOTORCH_MODULAR,,,1484,1,0.914146489299634268377303669695,27,0.01
580,580_0,FAILED,BOTORCH_MODULAR,,,1546,1,0.427476707929620836079465107105,27,0.01
581,257_0,FAILED,BOTORCH_MODULAR,,,1492,1,0.001000000000000000020816681712,27,0.005
582,582_0,FAILED,BOTORCH_MODULAR,,,1589,1,0.998999999999999999111821580300,28,0.01
583,583_0,FAILED,BOTORCH_MODULAR,,,3863,1,0.001000000000000000020816681712,40,0.25
584,584_0,FAILED,BOTORCH_MODULAR,,,1631,1,0.998999999999999999111821580300,28,0.01
585,585_0,FAILED,BOTORCH_MODULAR,,,1449,1,0.001000000000000000020816681712,26,0.005
586,188_0,FAILED,BOTORCH_MODULAR,,,1624,1,0.998999999999999999111821580300,28,0.01
587,477_0,FAILED,BOTORCH_MODULAR,,,1482,1,0.001000000000000000020816681712,27,0.005
588,588_0,FAILED,BOTORCH_MODULAR,,,1600,1,0.875191618043034247342859544005,28,0.01
589,331_0,FAILED,BOTORCH_MODULAR,,,1450,1,0.001000000000000000020816681712,26,0.005
590,289_0,FAILED,BOTORCH_MODULAR,,,1593,1,0.998999999999999999111821580300,28,0.01
591,369_0,FAILED,BOTORCH_MODULAR,,,1467,1,0.001000000000000000020816681712,26,0.005
592,592_0,FAILED,BOTORCH_MODULAR,,,1642,1,0.986247095269500384517868951662,28,0.01
593,593_0,FAILED,BOTORCH_MODULAR,,,1447,1,0.001000000000000000020816681712,26,0.005
594,594_0,FAILED,BOTORCH_MODULAR,,,3706,1,0.001000000000000000020816681712,37,0.01
595,595_0,FAILED,BOTORCH_MODULAR,,,1574,1,0.385671298212246327352659136523,27,0.01
596,223_0,FAILED,BOTORCH_MODULAR,,,1491,1,0.001000000000000000020816681712,27,0.005
597,213_0,FAILED,BOTORCH_MODULAR,,,1609,1,0.998999999999999999111821580300,28,0.01
598,454_0,FAILED,BOTORCH_MODULAR,,,1492,1,0.001000000000000000020816681712,26,0.005
599,599_0,FAILED,BOTORCH_MODULAR,,,1629,1,0.879636490492993083911699159216,28,0.01
600,600_0,FAILED,BOTORCH_MODULAR,,,1549,1,0.565376832374504312284102525155,27,0.01
601,601_0,FAILED,BOTORCH_MODULAR,,,3813,1,0.001000000000000000020816681712,38,0.25
602,602_0,FAILED,BOTORCH_MODULAR,,,1572,1,0.490636170634659307676628259287,27,0.01
603,253_0,FAILED,BOTORCH_MODULAR,,,1472,1,0.001000000000000000020816681712,26,0.005
604,338_0,FAILED,BOTORCH_MODULAR,,,1642,1,0.998999999999999999111821580300,28,0.01
605,307_0,FAILED,BOTORCH_MODULAR,,,1478,1,0.001000000000000000020816681712,26,0.005
606,404_0,FAILED,BOTORCH_MODULAR,,,1600,1,0.998999999999999999111821580300,28,0.01
607,267_0,FAILED,BOTORCH_MODULAR,,,1471,1,0.001000000000000000020816681712,27,0.005
608,608_0,FAILED,BOTORCH_MODULAR,,,1618,1,0.438067121798308090063756026211,28,0.01
609,609_0,FAILED,BOTORCH_MODULAR,,,1475,1,0.001000000000000000020816681712,27,0.005
610,224_0,FAILED,BOTORCH_MODULAR,,,1607,1,0.998999999999999999111821580300,28,0.01
611,235_0,FAILED,BOTORCH_MODULAR,,,1464,1,0.001000000000000000020816681712,26,0.005
612,612_0,FAILED,BOTORCH_MODULAR,,,1590,1,0.998999999999999999111821580300,28,0.01
613,509_0,FAILED,BOTORCH_MODULAR,,,1468,1,0.001000000000000000020816681712,26,0.005
614,614_0,FAILED,BOTORCH_MODULAR,,,1622,1,0.944475703637688068781130823481,28,0.01
615,615_0,FAILED,BOTORCH_MODULAR,,,1702,1,0.001000000000000000020816681712,28,0.005
616,299_0,FAILED,BOTORCH_MODULAR,,,1587,1,0.998999999999999999111821580300,28,0.01
617,617_0,FAILED,BOTORCH_MODULAR,,,1463,1,0.001000000000000000020816681712,26,0.01
618,618_0,FAILED,BOTORCH_MODULAR,,,3668,1,0.001000000000000000020816681712,39,0.25
619,619_0,FAILED,BOTORCH_MODULAR,,,1552,1,0.294191751300386328260572099680,27,0.01
620,620_0,FAILED,BOTORCH_MODULAR,,,1527,1,0.517225806846111746395422414935,27,0.01
621,621_0,FAILED,BOTORCH_MODULAR,,,1472,1,0.001000000000000000020816681712,27,0.005
622,622_0,FAILED,BOTORCH_MODULAR,,,1594,1,0.998999999999999999111821580300,28,0.01
623,623_0,FAILED,BOTORCH_MODULAR,,,1518,1,0.001000000000000000020816681712,26,0.01
624,624_0,FAILED,BOTORCH_MODULAR,,,1557,1,0.998999999999999999111821580300,28,0.005
625,625_0,FAILED,BOTORCH_MODULAR,,,1639,1,0.151866781766602038095115290162,27,0.01
626,626_0,FAILED,BOTORCH_MODULAR,,,1502,1,0.985869451506783622818375079078,27,0.005
627,627_0,FAILED,BOTORCH_MODULAR,,,1598,1,0.092230222430580058312621360983,27,0.01
628,628_0,FAILED,BOTORCH_MODULAR,,,1508,1,0.998999999999999999111821580300,28,0.005
629,629_0,FAILED,BOTORCH_MODULAR,,,1607,1,0.235603409254413143081308135152,27,0.01
630,630_0,FAILED,BOTORCH_MODULAR,,,1446,1,0.998999999999999999111821580300,27,0.005
631,631_0,FAILED,BOTORCH_MODULAR,,,1598,1,0.002779991809944639888363404623,27,0.01
632,632_0,FAILED,BOTORCH_MODULAR,,,1528,1,0.506114334043405444951702065737,27,0.005
633,633_0,FAILED,BOTORCH_MODULAR,,,1600,1,0.635754498085264629914092893159,27,0.01
634,634_0,FAILED,BOTORCH_MODULAR,,,1434,1,0.001000000000000000020816681712,26,0.005
635,635_0,FAILED,BOTORCH_MODULAR,,,1592,1,0.998999999999999999111821580300,28,0.01
636,636_0,FAILED,BOTORCH_MODULAR,,,1481,1,0.001000000000000000020816681712,26,0.005
637,637_0,FAILED,BOTORCH_MODULAR,,,1583,1,0.863694136976660975513198081899,27,0.01
638,197_0,FAILED,BOTORCH_MODULAR,,,1507,1,0.001000000000000000020816681712,27,0.005
639,639_0,FAILED,BOTORCH_MODULAR,,,1613,1,0.737346314956601744938780029770,27,0.01
640,640_0,FAILED,BOTORCH_MODULAR,,,1549,1,0.492321428800856164542665283079,27,0.01
641,641_0,FAILED,BOTORCH_MODULAR,,,3792,1,0.001000000000000000020816681712,39,0.01
642,642_0,FAILED,BOTORCH_MODULAR,,,1549,1,0.236318690506951617491537831484,27,0.01
643,643_0,COMPLETED,BOTORCH_MODULAR,0.400000000000000022204460492503,1586.000000000000000000000000000000,1199,413,0.001000000000000000020816681712,24,0.005
644,644_0,FAILED,BOTORCH_MODULAR,,,1581,1,0.502748160156803902687272511685,27,0.01
645,645_0,FAILED,BOTORCH_MODULAR,,,3843,1,0.001000000000000000020816681712,40,0.005
646,646_0,FAILED,BOTORCH_MODULAR,,,1582,1,0.393974737063276458925997758342,27,0.01
647,647_0,FAILED,BOTORCH_MODULAR,,,1449,1,0.001000000000000000020816681712,26,0.025
648,648_0,FAILED,BOTORCH_MODULAR,,,1652,1,0.956860391080657013418431233731,29,0.01
649,649_0,FAILED,BOTORCH_MODULAR,,,1482,1,0.001000000000000000020816681712,26,0.01
650,650_0,FAILED,BOTORCH_MODULAR,,,1575,1,0.998999999999999999111821580300,28,0.005
651,651_0,FAILED,BOTORCH_MODULAR,,,1604,1,0.018606173903741488051544195059,27,0.01
652,652_0,FAILED,BOTORCH_MODULAR,,,1573,1,0.998999999999999999111821580300,28,0.01
653,653_0,COMPLETED,BOTORCH_MODULAR,0.260000000000000008881784197001,1171.000000000000000000000000000000,4687,1851,0.603677719212855512509463551396,36,0.1
654,654_0,FAILED,BOTORCH_MODULAR,,,2020,1,0.998999999999999999111821580300,28,0.25
655,655_0,FAILED,BOTORCH_MODULAR,,,1372,1,0.998999999999999999111821580300,25,0.01
656,656_0,FAILED,BOTORCH_MODULAR,,,1434,1,0.001000000000000000020816681712,31,0.01
657,657_0,FAILED,BOTORCH_MODULAR,,,2123,1,0.001000000000000000020816681712,23,0.025
658,658_0,FAILED,BOTORCH_MODULAR,,,1364,1,0.998999999999999999111821580300,28,0.01
659,659_0,FAILED,BOTORCH_MODULAR,,,2322,1,0.998999999999999999111821580300,25,0.25
660,660_0,FAILED,BOTORCH_MODULAR,,,1900,1,0.239454833129206623443252510697,25,0.025
661,661_0,FAILED,BOTORCH_MODULAR,,,2742,1,0.001000000000000000020816681712,22,0.25
662,662_0,FAILED,BOTORCH_MODULAR,,,1922,1,0.001000000000000000020816681712,25,0.025
663,663_0,FAILED,BOTORCH_MODULAR,,,2182,1,0.001000000000000000020816681712,23,0.25
664,664_0,FAILED,BOTORCH_MODULAR,,,1909,1,0.747413038544377683614072793716,25,0.025
665,665_0,FAILED,BOTORCH_MODULAR,,,2110,1,0.001000000000000000020816681712,26,0.25
666,666_0,FAILED,BOTORCH_MODULAR,,,1918,1,0.998999999999999999111821580300,23,0.025
667,667_0,FAILED,BOTORCH_MODULAR,,,2795,1,0.001000000000000000020816681712,23,0.025
668,668_0,FAILED,BOTORCH_MODULAR,,,1499,1,0.885275870103499062935270558228,25,0.01
669,669_0,COMPLETED,BOTORCH_MODULAR,0.280000000000000026645352591004,1044.000000000000000000000000000000,3864,1478,0.998999999999999999111821580300,32,0.25
670,670_0,FAILED,BOTORCH_MODULAR,,,1930,1,0.011981861225485420166525507568,24,0.025
671,671_0,FAILED,BOTORCH_MODULAR,,,2179,1,0.001000000000000000020816681712,26,0.25
672,672_0,FAILED,BOTORCH_MODULAR,,,1893,1,0.001000000000000000020816681712,24,0.025
673,673_0,FAILED,BOTORCH_MODULAR,,,2071,1,0.001000000000000000020816681712,26,0.25
674,674_0,FAILED,BOTORCH_MODULAR,,,1862,1,0.998999999999999999111821580300,27,0.025
675,675_0,FAILED,BOTORCH_MODULAR,,,2135,1,0.001000000000000000020816681712,26,0.25
676,676_0,COMPLETED,BOTORCH_MODULAR,0.239999999999999991118215802999,1046.000000000000000000000000000000,4102,2193,0.992018328226981882522750311182,1,0.001
677,677_0,FAILED,BOTORCH_MODULAR,,,4577,1,0.001000000000000000020816681712,50,0.01
678,678_0,COMPLETED,BOTORCH_MODULAR,0.260000000000000008881784197001,945.000000000000000000000000000000,2578,820,0.001000000000000000020816681712,20,0.025
679,679_0,FAILED,BOTORCH_MODULAR,,,1383,1,0.001000000000000000020816681712,26,0.01
680,680_0,FAILED,BOTORCH_MODULAR,,,2017,1,0.456574142066395183281457548219,26,0.25
681,681_0,FAILED,BOTORCH_MODULAR,,,1856,1,0.998999999999999999111821580300,27,0.025
682,682_0,FAILED,BOTORCH_MODULAR,,,2038,1,0.001000000000000000020816681712,26,0.25
683,683_0,FAILED,BOTORCH_MODULAR,,,1936,1,0.998999999999999999111821580300,28,0.025
684,684_0,FAILED,BOTORCH_MODULAR,,,2009,1,0.001000000000000000020816681712,27,0.25
685,685_0,FAILED,BOTORCH_MODULAR,,,1885,1,0.998999999999999999111821580300,28,0.025
686,686_0,FAILED,BOTORCH_MODULAR,,,1490,1,0.998999999999999999111821580300,25,0.01
687,687_0,FAILED,BOTORCH_MODULAR,,,3729,1,0.001000000000000000020816681712,44,0.25
688,688_0,FAILED,BOTORCH_MODULAR,,,2040,1,0.382454517567754836981919197569,26,0.25
689,689_0,FAILED,BOTORCH_MODULAR,,,1854,1,0.998999999999999999111821580300,28,0.025
690,690_0,FAILED,BOTORCH_MODULAR,,,2037,1,0.001000000000000000020816681712,26,0.25
691,691_0,FAILED,BOTORCH_MODULAR,,,1828,1,0.998999999999999999111821580300,26,0.025
692,692_0,FAILED,BOTORCH_MODULAR,,,2163,1,0.001000000000000000020816681712,26,0.25
693,693_0,FAILED,BOTORCH_MODULAR,,,1815,1,0.998999999999999999111821580300,28,0.025
694,694_0,FAILED,BOTORCH_MODULAR,,,2031,1,0.165128291377723029897950368650,26,0.25
695,695_0,FAILED,BOTORCH_MODULAR,,,1924,1,0.998999999999999999111821580300,28,0.025
696,696_0,FAILED,BOTORCH_MODULAR,,,1649,1,0.998999999999999999111821580300,26,0.25
697,697_0,FAILED,BOTORCH_MODULAR,,,2138,1,0.001000000000000000020816681712,25,0.25
698,698_0,FAILED,BOTORCH_MODULAR,,,1854,1,0.998999999999999999111821580300,24,0.025
699,699_0,FAILED,BOTORCH_MODULAR,,,1466,1,0.998999999999999999111821580300,25,0.01
700,700_0,FAILED,BOTORCH_MODULAR,,,2081,1,0.245312172591840654822803458046,26,0.25
701,701_0,FAILED,BOTORCH_MODULAR,,,1855,1,0.998999999999999999111821580300,26,0.025
702,702_0,FAILED,BOTORCH_MODULAR,,,2020,1,0.130528520482230514510035845888,26,0.25
703,703_0,FAILED,BOTORCH_MODULAR,,,1857,1,0.998999999999999999111821580300,26,0.025
704,704_0,FAILED,BOTORCH_MODULAR,,,2051,1,0.001000000000000000020816681712,26,0.25
705,705_0,FAILED,BOTORCH_MODULAR,,,1825,1,0.998999999999999999111821580300,29,0.025
706,706_0,FAILED,BOTORCH_MODULAR,,,1369,1,0.998999999999999999111821580300,24,0.01
707,673_0,FAILED,BOTORCH_MODULAR,,,2071,1,0.001000000000000000020816681712,26,0.25
708,708_0,FAILED,BOTORCH_MODULAR,,,3714,1,0.001000000000000000020816681712,44,0.25
709,709_0,FAILED,BOTORCH_MODULAR,,,2127,1,0.018850828608224581839358791058,26,0.25
710,710_0,FAILED,BOTORCH_MODULAR,,,1788,1,0.998999999999999999111821580300,26,0.025
711,711_0,FAILED,BOTORCH_MODULAR,,,2034,1,0.020726337249918534710868556203,26,0.25
712,712_0,FAILED,BOTORCH_MODULAR,,,3720,1,0.001000000000000000020816681712,45,0.25
713,713_0,FAILED,BOTORCH_MODULAR,,,2047,1,0.272215073558463249714378662247,27,0.25
714,714_0,FAILED,BOTORCH_MODULAR,,,1328,1,0.998999999999999999111821580300,23,0.01
715,715_0,FAILED,BOTORCH_MODULAR,,,2087,1,0.001000000000000000020816681712,27,0.25
716,716_0,FAILED,BOTORCH_MODULAR,,,1355,1,0.998999999999999999111821580300,25,0.01
717,717_0,FAILED,BOTORCH_MODULAR,,,2086,1,0.001000000000000000020816681712,27,0.25
718,718_0,FAILED,BOTORCH_MODULAR,,,1879,1,0.998999999999999999111821580300,25,0.025
719,719_0,FAILED,BOTORCH_MODULAR,,,1469,1,0.998999999999999999111821580300,25,0.01
720,720_0,FAILED,BOTORCH_MODULAR,,,2047,1,0.486545082934917327843749035310,26,0.25
721,721_0,FAILED,BOTORCH_MODULAR,,,1775,1,0.998999999999999999111821580300,27,0.025
722,722_0,FAILED,BOTORCH_MODULAR,,,1455,1,0.998999999999999999111821580300,23,0.01
723,723_0,FAILED,BOTORCH_MODULAR,,,2090,1,0.001000000000000000020816681712,27,0.25
724,724_0,FAILED,BOTORCH_MODULAR,,,1913,1,0.998999999999999999111821580300,27,0.025
725,725_0,FAILED,BOTORCH_MODULAR,,,1553,1,0.998999999999999999111821580300,25,0.25
726,726_0,FAILED,BOTORCH_MODULAR,,,2115,1,0.001000000000000000020816681712,27,0.005
727,727_0,FAILED,BOTORCH_MODULAR,,,1896,1,0.998999999999999999111821580300,27,0.25
728,728_0,FAILED,BOTORCH_MODULAR,,,1956,1,0.596321534621649718133085116278,27,0.025
729,729_0,FAILED,BOTORCH_MODULAR,,,2056,1,0.001000000000000000020816681712,27,0.25
730,730_0,COMPLETED,BOTORCH_MODULAR,0.340000000000000024424906541753,1854.000000000000000000000000000000,3989,943,0.643407978820752401993843250239,48,0.1
731,731_0,FAILED,BOTORCH_MODULAR,,,2048,1,0.362189917224511825910582274446,26,0.25
732,732_0,FAILED,BOTORCH_MODULAR,,,2026,1,0.998999999999999999111821580300,26,0.025
733,733_0,FAILED,BOTORCH_MODULAR,,,2028,1,0.210011206017661017364517306305,26,0.25
734,734_0,FAILED,BOTORCH_MODULAR,,,3686,1,0.001000000000000000020816681712,45,0.25
735,735_0,FAILED,BOTORCH_MODULAR,,,2005,1,0.606276452727556036670364392194,27,0.025
736,736_0,FAILED,BOTORCH_MODULAR,,,2036,1,0.253511547656335045619613310919,26,0.25
737,737_0,FAILED,BOTORCH_MODULAR,,,1340,1,0.998999999999999999111821580300,23,0.01
738,738_0,FAILED,BOTORCH_MODULAR,,,4440,1,0.001000000000000000020816681712,50,0.01
739,739_0,FAILED,BOTORCH_MODULAR,,,2051,1,0.213622442491774755524147622054,26,0.25
740,740_0,FAILED,BOTORCH_MODULAR,,,1708,1,0.001000000000000000020816681712,24,0.01
741,741_0,FAILED,BOTORCH_MODULAR,,,1833,1,0.001000000000000000020816681712,26,0.1
742,742_0,COMPLETED,BOTORCH_MODULAR,0.359999999999999986677323704498,1530.000000000000000000000000000000,1787,647,0.001000000000000000020816681712,24,0.1
743,743_0,FAILED,BOTORCH_MODULAR,,,1811,1,0.001000000000000000020816681712,25,0.005
744,744_0,COMPLETED,BOTORCH_MODULAR,0.300000000000000044408920985006,1083.000000000000000000000000000000,5000,1331,0.998999999999999999111821580300,41,0.1
745,745_0,FAILED,BOTORCH_MODULAR,,,1814,1,0.001000000000000000020816681712,26,0.1
746,746_0,FAILED,BOTORCH_MODULAR,,,2162,1,0.998999999999999999111821580300,33,0.25
747,747_0,FAILED,BOTORCH_MODULAR,,,1763,1,0.001000000000000000020816681712,24,0.005
748,748_0,FAILED,BOTORCH_MODULAR,,,1787,1,0.001000000000000000020816681712,25,0.01
749,749_0,FAILED,BOTORCH_MODULAR,,,1851,1,0.001000000000000000020816681712,26,0.1
750,750_0,FAILED,BOTORCH_MODULAR,,,2241,1,0.998999999999999999111821580300,34,0.25
751,751_0,FAILED,BOTORCH_MODULAR,,,4326,1,0.998999999999999999111821580300,40,0.1
752,752_0,FAILED,BOTORCH_MODULAR,,,1487,1,0.001000000000000000020816681712,26,0.1
753,753_0,COMPLETED,BOTORCH_MODULAR,0.260000000000000008881784197001,907.000000000000000000000000000000,839,1030,0.001000000000000000020816681712,22,0.025
754,754_0,FAILED,BOTORCH_MODULAR,,,1485,1,0.001000000000000000020816681712,26,0.01
755,755_0,FAILED,BOTORCH_MODULAR,,,4357,1,0.998999999999999999111821580300,42,0.01
756,756_0,FAILED,BOTORCH_MODULAR,,,1360,1,0.001000000000000000020816681712,25,0.01
757,757_0,FAILED,BOTORCH_MODULAR,,,1501,1,0.001000000000000000020816681712,27,0.1
758,758_0,FAILED,BOTORCH_MODULAR,,,1497,1,0.001000000000000000020816681712,26,0.01
759,759_0,FAILED,BOTORCH_MODULAR,,,1509,1,0.001000000000000000020816681712,26,0.005
760,760_0,FAILED,BOTORCH_MODULAR,,,1530,1,0.001000000000000000020816681712,26,0.1
761,761_0,FAILED,BOTORCH_MODULAR,,,1537,1,0.001000000000000000020816681712,26,0.01
762,762_0,FAILED,BOTORCH_MODULAR,,,1448,1,0.499465466185934570120252828929,24,0.1
763,763_0,FAILED,BOTORCH_MODULAR,,,4150,1,0.001000000000000000020816681712,43,0.1
764,764_0,FAILED,BOTORCH_MODULAR,,,1536,1,0.001000000000000000020816681712,26,0.01
765,765_0,FAILED,BOTORCH_MODULAR,,,4485,1,0.078431644533835873089877566144,47,0.01
766,760_0,FAILED,BOTORCH_MODULAR,,,1530,1,0.001000000000000000020816681712,26,0.1
767,767_0,FAILED,BOTORCH_MODULAR,,,1549,1,0.001000000000000000020816681712,26,0.01
768,768_0,FAILED,BOTORCH_MODULAR,,,1476,1,0.340811663461267400077048250751,26,0.1
769,769_0,FAILED,BOTORCH_MODULAR,,,4362,1,0.001000000000000000020816681712,45,0.01
