trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0_0,COMPLETED,SOBOL,0.190000000000000002220446049250,5392.000000000000000000000000000000,2314,4621,0.474062892735004404176635262047,0.517464685916900646311944456102,str\(\'kl\'\),0.076110041737556463625757885438,True
1,1_0,COMPLETED,SOBOL,0.640000000000000013322676295502,706.000000000000000000000000000000,4319,426,0.602545333338901367703499545314,0.311021099224686625728253375200,str\(\'intersection\'\),0.048390256548300390748718058376,False
2,2_0,COMPLETED,SOBOL,0.220000000000000001110223024625,862.000000000000000000000000000000,2522,2997,0.056449293849989770621711215881,0.817570462763309468989803008299,str\(\'intersection\'\),0.014199512023478747663185473016,True
3,3_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2305.000000000000000000000000000000,830,1881,0.925600837502628559505524208362,0.104470391346141694421945089744,str\(\'kl\'\),0.086916397493332631096762952438,False
4,4_0,COMPLETED,SOBOL,0.190000000000000002220446049250,5646.000000000000000000000000000000,42,3545,0.639017839161679201964716412476,0.232619947735220183870907817436,str\(\'kl\'\),0.055368837099522359712633345907,True
5,5_0,COMPLETED,SOBOL,0.190000000000000002220446049250,611.000000000000000000000000000000,3310,1489,0.253390150073915743078600826266,0.938898008199408606877511829225,str\(\'intersection\'\),0.038198676425963647151906599220,False
6,6_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1032.000000000000000000000000000000,4795,3761,0.830531311172991948410526674706,0.431366227822378267564573661730,str\(\'intersection\'\),0.029323175633326176159343390282,True
7,7_0,COMPLETED,SOBOL,0.190000000000000002220446049250,742.000000000000000000000000000000,1838,1131,0.218767833692952995416902695069,0.646581554491072907353554910515,str\(\'kl\'\),0.091495935367420316852715700406,False
8,8_0,COMPLETED,SOBOL,0.190000000000000002220446049250,991.000000000000000000000000000000,1400,2515,0.809472049584612274308881296747,0.891786764604970860759181050526,str\(\'intersection\'\),0.079745742529630667116968822938,True
9,9_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2039.000000000000000000000000000000,4625,2381,0.174344598438590764333255833662,0.186222046047449102390558550724,str\(\'kl\'\),0.018210213296115398962093934188,False
10,10_0,COMPLETED,SOBOL,0.190000000000000002220446049250,10451.000000000000000000000000000000,3453,4792,0.718369964789599135812636632181,0.692779098078608490673957476247,str\(\'kl\'\),0.049937266027554876035576825188,True
11,11_0,COMPLETED,SOBOL,0.619999999999999995559107901499,650.000000000000000000000000000000,541,238,0.356106249367818261664098145047,0.478799648253247167595247901772,str\(\'intersection\'\),0.066470239115878945734827709657,False
12,12_0,COMPLETED,SOBOL,0.260000000000000008881784197001,751.000000000000000000000000000000,1012,4246,0.085092256944626576409262952438,0.357411446262150989117145627461,str\(\'intersection\'\),0.098379538310691724833922933158,True
13,13_0,COMPLETED,SOBOL,0.190000000000000002220446049250,3345.000000000000000000000000000000,2982,627,0.962074937349185366208814684796,0.564568379508331386062991441577,str\(\'kl\'\),0.024893633341416719628735876313,False
14,14_0,COMPLETED,SOBOL,0.190000000000000002220446049250,3014.000000000000000000000000000000,3842,3373,0.386761570354923589487583512891,0.057044525565579533299409575875,str\(\'kl\'\),0.036935929469764233745721071500,True
15,15_0,COMPLETED,SOBOL,0.190000000000000002220446049250,604.000000000000000000000000000000,2183,1680,0.507412876065820417359475413832,0.771380473826080548249706225761,str\(\'intersection\'\),0.065424776822328556402652566248,False
16,16_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2197.000000000000000000000000000000,1913,3238,0.151669183559715758935482199377,0.403779890576377531452578750759,str\(\'kl\'\),0.022360785230994224825895599906,False
17,17_0,COMPLETED,SOBOL,0.190000000000000002220446049250,857.000000000000000000000000000000,3956,1816,0.771720709139481209071220746409,0.674179372426122469619258481544,str\(\'intersection\'\),0.095102731920778754703960089500,True
18,18_0,COMPLETED,SOBOL,0.289999999999999980015985556747,607.000000000000000000000000000000,2941,4068,0.319818696776404953752148685453,0.197348025303334007052313836539,str\(\'intersection\'\),0.062320973416790374777018968189,False
19,19_0,COMPLETED,SOBOL,0.190000000000000002220446049250,3337.000000000000000000000000000000,1210,804,0.698133066110312894281264561869,0.974166064077988225200499528000,str\(\'kl\'\),0.034581620423123245189334085126,True
20,20_0,COMPLETED,SOBOL,0.190000000000000002220446049250,14049.000000000000000000000000000000,421,4929,0.984717910358682280147490928357,0.844074826858937754536782449577,str\(\'kl\'\),0.020612201122567057332002349312,False
21,21_0,COMPLETED,SOBOL,0.900000000000000022204460492503,1129.000000000000000000000000000000,3730,99,0.122872187577188013429818624900,0.077977269997820258806697779619,str\(\'intersection\'\),0.082804528912529345996418328468,True
22,22_0,COMPLETED,SOBOL,0.190000000000000002220446049250,602.000000000000000000000000000000,4432,2690,0.543732766427099667438938013220,0.551877457415685057640075683594,str\(\'intersection\'\),0.069707520641386508386538878312,False
23,23_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1817.000000000000000000000000000000,1436,2208,0.406970012689009286166452739053,0.276604703761637205072787537574,str\(\'kl\'\),0.052512298747897152850772073407,True
24,24_0,COMPLETED,SOBOL,0.450000000000000011102230246252,684.000000000000000000000000000000,1567,3938,0.564765372963622169777408998925,0.029571151161566378712253211347,str\(\'intersection\'\),0.041377346487715849221444841533,False
25,25_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1243.000000000000000000000000000000,4910,955,0.451419888123869905705021210451,0.798849981676787113116233740584,str\(\'kl\'\),0.057979328790679580951650251563,True
26,26_0,COMPLETED,SOBOL,0.190000000000000002220446049250,7405.000000000000000000000000000000,3269,3680,0.905392424911260595976614240499,0.322026085104793302615888705986,str\(\'kl\'\),0.093927867207676180028030898939,False
27,27_0,COMPLETED,SOBOL,0.209999999999999992228438827624,759.000000000000000000000000000000,239,1353,0.020129433231428267569995682607,0.599965221354737843206805791851,str\(\'intersection\'\),0.032328821923583751785091777720,True
28,28_0,COMPLETED,SOBOL,0.190000000000000002220446049250,624.000000000000000000000000000000,711,2822,0.291141460776329019655150887047,0.719396662957966337437198944826,str\(\'intersection\'\),0.045253762211650616631430921188,False
29,29_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2202.000000000000000000000000000000,2798,2054,0.661693224297836390945803941577,0.452178454762324710802801064347,str\(\'kl\'\),0.073806125614792106315320552312,True
30,30_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2981.000000000000000000000000000000,4125,4484,0.239004762114956970098234023681,0.926085854789242102214075202937,str\(\'kl\'\),0.084439414599910375680558161093,False
31,31_0,COMPLETED,SOBOL,0.630000000000000004440892098501,1088.000000000000000000000000000000,2351,565,0.866818893507123044983586623857,0.151934198610484599845094066950,str\(\'intersection\'\),0.010884500415995717118033958570,True
32,32_0,COMPLETED,SOBOL,0.190000000000000002220446049250,3059.000000000000000000000000000000,2460,3118,0.734957769395783500065988391725,0.260681670274585497448782689389,str\(\'kl\'\),0.030014142347499730978377385782,False
33,33_0,COMPLETED,SOBOL,0.190000000000000002220446049250,954.000000000000000000000000000000,4190,2008,0.372572404399514223172218407854,0.536548096010461494920207314863,str\(\'intersection\'\),0.092206450020894406560678646656,True
34,34_0,COMPLETED,SOBOL,0.440000000000000002220446049250,785.000000000000000000000000000000,2706,4579,0.792946169316768645352055955300,0.092861215615645045784454225668,str\(\'intersection\'\),0.060306373350322253767963331939,False
35,35_0,COMPLETED,SOBOL,0.190000000000000002220446049250,923.000000000000000000000000000000,663,377,0.157696596430614593975505499657,0.860313843261450550414792814991,str\(\'kl\'\),0.043111128658056267759501878345,True
36,36_0,COMPLETED,SOBOL,0.190000000000000002220446049250,3738.000000000000000000000000000000,186,3877,0.401399187713861460569120254149,0.989491558929905257180337230238,str\(\'kl\'\),0.012079947143793106495435196734,False
37,37_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1287.000000000000000000000000000000,3182,1235,0.521928847568109643972888989083,0.213267192237079156180712402602,str\(\'intersection\'\),0.084821873717010026760831920001,True
38,38_0,COMPLETED,SOBOL,0.190000000000000002220446049250,635.000000000000000000000000000000,4980,3507,0.070514660390093922281984362144,0.657936608441174075601054482831,str\(\'intersection\'\),0.072601060485467314165042296281,False
39,39_0,COMPLETED,SOBOL,0.190000000000000002220446049250,3342.000000000000000000000000000000,1671,1463,0.947375215336680454036866194656,0.388892197376117132456840863597,str\(\'kl\'\),0.044861684693023567982450572345,True
40,40_0,COMPLETED,SOBOL,0.270000000000000017763568394003,1048.000000000000000000000000000000,1489,4760,0.041933590032160281135809043462,0.135889279466122392392435358488,str\(\'intersection\'\),0.033386173527687794393425946282,False
41,41_0,COMPLETED,SOBOL,0.280000000000000026645352591004,1755.000000000000000000000000000000,4519,214,0.910963011944666556374272659014,0.910878735953941975900249872211,str\(\'kl\'\),0.061938514132052667482408736532,True
42,42_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1385.000000000000000000000000000000,3660,2624,0.488762345204129811104820646506,0.467183810153976086798621736307,str\(\'kl\'\),0.096307797217741616946362626095,False
43,43_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1012.000000000000000000000000000000,317,2483,0.617123138092458223269431982771,0.735513912674039649353119330044,str\(\'intersection\'\),0.022752862917259336628106325406,True
44,44_0,COMPLETED,SOBOL,0.190000000000000002220446049250,910.000000000000000000000000000000,1101,3328,0.814065423825755751785493430361,0.615168592607602482402739951795,str\(\'intersection\'\),0.054826978491619236810716842001,False
45,45_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1086.000000000000000000000000000000,2875,1623,0.202179820887744415847109280548,0.338067256666719939683929396779,str\(\'kl\'\),0.071428937995806338068227603344,True
46,46_0,COMPLETED,SOBOL,0.190000000000000002220446049250,4192.000000000000000000000000000000,4048,4369,0.655665573485195607439379728021,0.782728865407407270460282688873,str\(\'kl\'\),0.080477484185248610026874871437,False
47,47_0,COMPLETED,SOBOL,0.800000000000000044408920985006,754.000000000000000000000000000000,1961,762,0.269916238540783504085140975803,0.014561929216608406056909785775,str\(\'intersection\'\),0.018878418784588575640714935844,True
48,48_0,COMPLETED,SOBOL,0.190000000000000002220446049250,10359.000000000000000000000000000000,2080,4195,0.888804458579048550781465110049,0.631438847228884658768777171645,str\(\'kl\'\),0.068995032217353591263986345439,True
49,49_0,COMPLETED,SOBOL,0.359999999999999986677323704498,791.000000000000000000000000000000,3772,937,0.003663469668477773496378935292,0.415386211005970840126622078969,str\(\'intersection\'\),0.051824851427227265621144880470,False
50,50_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1088.000000000000000000000000000000,3069,3190,0.581291533928364523298171206989,0.955079803330823762230750162416,str\(\'intersection\'\),0.015697774449363349758002073031,True
51,51_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1205.000000000000000000000000000000,1064,1761,0.468067579692229618348875419542,0.247690309554338461417444250401,str\(\'kl\'\),0.077870511384680873856467542282,False
52,52_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1911.000000000000000000000000000000,589,2800,0.224366949569433926647832322487,0.120454155744984747755665921432,str\(\'kl\'\),0.064417470963671813466433491158,True
53,53_0,COMPLETED,SOBOL,0.190000000000000002220446049250,735.000000000000000000000000000000,3545,2306,0.852303087448701313100229981501,0.832716917607933315714774380467,str\(\'intersection\'\),0.036697665909305218767677558844,False
54,54_0,COMPLETED,SOBOL,0.260000000000000008881784197001,825.000000000000000000000000000000,4560,4896,0.305719371488317848140070509544,0.295954603958874962188474455616,str\(\'intersection\'\),0.025891331527382134558568083094,True
55,55_0,COMPLETED,SOBOL,0.190000000000000002220446049250,784.000000000000000000000000000000,1292,79,0.676392661895602986810160928144,0.501286761986091677911758779373,str\(\'kl\'\),0.098608194198459397927791769689,False
56,56_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1036.000000000000000000000000000000,1791,3645,0.334334711033850928707522598415,0.756116118848323859324978002405,str\(\'intersection\'\),0.087923703519627458002894115907,True
57,57_0,COMPLETED,SOBOL,0.190000000000000002220446049250,4083.000000000000000000000000000000,4703,1326,0.712770610971376283870881707116,0.041186037493869662173828771756,str\(\'kl\'\),0.014437775751575829263906314281,False
58,58_0,COMPLETED,SOBOL,0.190000000000000002220446049250,2901.000000000000000000000000000000,3375,4051,0.136969537762925031021410404719,0.580872298238798934200133317063,str\(\'kl\'\),0.047392558194696912665655474939,True
59,59_0,COMPLETED,SOBOL,0.190000000000000002220446049250,899.000000000000000000000000000000,150,1060,0.757143066111952034447085679858,0.372359803453087834235191166954,str\(\'intersection\'\),0.075881385430693629179366155313,False
60,60_0,COMPLETED,SOBOL,0.190000000000000002220446049250,1066.000000000000000000000000000000,933,4443,0.560198938189074402416167686170,0.494662002878263618033116699735,str\(\'intersection\'\),0.088971142098307615109220591876,True
61,61_0,COMPLETED,SOBOL,0.190000000000000002220446049250,988.000000000000000000000000000000,2592,512,0.423557711336761733011968544815,0.708047319609671821361018828611,str\(\'kl\'\),0.027435590066015723420544958344,False
62,62_0,COMPLETED,SOBOL,0.190000000000000002220446049250,6365.000000000000000000000000000000,4232,2941,0.968070010591298379942770679918,0.171277436438947910923857875787,str\(\'kl\'\),0.040711115440353752570334933125,True
63,63_0,COMPLETED,SOBOL,0.190000000000000002220446049250,612.000000000000000000000000000000,2262,2186,0.106346294296905397036567819669,0.875486593456938910762232808338,str\(\'intersection\'\),0.057244068412110216126365003220,False
