trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
0,0_0,RUNNING,SOBOL,,,3345,408,3.850368762075901063468563734205,0.005845324490219355392794930992,True,False
1,1_0,RUNNING,SOBOL,,,2263,4975,8.940701105378568769310732022859,0.040794337432831527523457992856,False,True
2,2_0,RUNNING,SOBOL,,,420,1867,0.232911536490544690547466188946,0.021389334932435305480780129983,False,True
3,3_0,RUNNING,SOBOL,,,4016,3553,5.141578848632984310995652776910,0.032942313348408788775678601723,True,False
4,4_0,RUNNING,SOBOL,,,4846,2240,7.574623822075315260349270829465,0.030642546351533385406984422161,True,False
5,5_0,RUNNING,SOBOL,,,644,2989,2.795499055426567736049037193879,0.015995511090848596458258157327,False,True
6,6_0,RUNNING,SOBOL,,,1374,1130,6.508342001045123836888706136961,0.046193141968920832518552543888,False,True
7,7_0,RUNNING,SOBOL,,,3100,4135,1.288467028438113670674169952690,0.008149175343103704990954661014,True,False
8,8_0,COMPLETED,SOBOL,0.190000000000000002220446049250,30.000000000000000000000000000000,2553,1404,7.162138822952286432155233342201,0.015096800180617720929521219375,False,False
9,9_0,RUNNING,SOBOL,,,1764,3394,1.923914309426210778042332094628,0.025393130011390895039991022486,True,True
10,10_0,COMPLETED,SOBOL,0.920000000000000039968028886506,2671.000000000000000000000000000000,1190,246,8.131644300398416902453391230665,0.012260030367411673887789724802,True,True
11,11_0,COMPLETED,SOBOL,0.190000000000000002220446049250,22.000000000000000000000000000000,4454,4510,3.370868478681892099757533287629,0.048272710083052519647317524232,False,False
12,12_0,COMPLETED,SOBOL,0.719999999999999973354647408996,38.000000000000000000000000000000,4093,658,0.791502142151817689175175019045,0.039796468473970891821522855025,False,False
13,13_0,RUNNING,SOBOL,,,184,3985,5.715996778893285501510490576038,0.000688834982924163325042343775,True,True
14,14_0,RUNNING,SOBOL,,,2184,2087,4.502593659372069900825863442151,0.036965387181844562569654755180,True,True
15,15_0,COMPLETED,SOBOL,0.190000000000000002220446049250,29.000000000000000000000000000000,3577,2514,9.577099283374845839489353238605,0.023575000506360084540080634952,False,False
16,16_0,RUNNING,SOBOL,,,3656,1985,2.291876651547849252921196239186,0.044189277460798620511539525069,True,True
17,17_0,COMPLETED,SOBOL,0.190000000000000002220446049250,28.000000000000000000000000000000,1949,2812,7.374887138173916056871348700952,0.008659035817719996572239260502,False,False
18,18_0,COMPLETED,SOBOL,0.560000000000000053290705182008,27.000000000000000000000000000000,106,916,3.666902379306964832039739121683,0.029575313522946091587817463164,False,False
19,19_0,FAILED,SOBOL,,,4327,3843,8.582892227923498040809136000462,0.018602065081242472044387170627,True,True
20,20_0,COMPLETED,SOBOL,0.920000000000000039968028886506,993.000000000000000000000000000000,4533,75,6.008120838206261637992611213122,0.019393076632637531314662382442,True,True
21,21_0,COMPLETED,SOBOL,0.600000000000000088817841970013,35.000000000000000000000000000000,956,4564,1.236322817188687528400237169990,0.033459673815872524593739711918,False,False
22,22_0,COMPLETED,SOBOL,0.190000000000000002220446049250,26.000000000000000000000000000000,1686,1419,9.948971168815157639642166031990,0.004773518587462603768312163766,False,False
23,23_0,FAILED,SOBOL,,,2787,3184,4.721768929088488775391851959284,0.043396400868892674729249137044,True,True
