trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0_0,COMPLETED,SOBOL,0.810000000000000053290705182008,220.000000000000000000000000000000,933,3645,0.016406265849247574778457803291,12,0.1
1,1_0,FAILED,SOBOL,,,3269,1059,0.889731851389631622772924401943,49,0.005
2,2_0,COMPLETED,SOBOL,0.880000000000000004440892098501,242.000000000000000000000000000000,4792,3930,0.736663017926737717644414260576,32,0.25
3,3_0,COMPLETED,SOBOL,0.859999999999999986677323704498,367.000000000000000000000000000000,2456,1360,0.362550650494173176685563930732,20,0.005
4,4_0,COMPLETED,SOBOL,0.839999999999999968913755310496,302.000000000000000000000000000000,1764,4952,0.808529176618903888673628443939,31,0.001
5,5_0,COMPLETED,SOBOL,0.900000000000000022204460492503,331.000000000000000000000000000000,4114,2212,0.184947953529655928495145644774,18,0.05
6,6_0,COMPLETED,SOBOL,0.800000000000000044408920985006,202.000000000000000000000000000000,2513,2779,0.439132494777441040323395782252,1,0.01
7,7_0,COMPLETED,SOBOL,0.930000000000000048849813083507,851.000000000000000000000000000000,163,50,0.563987804446369422883833522064,38,0.1
8,8_0,COMPLETED,SOBOL,0.739999999999999991118215802999,477.000000000000000000000000000000,362,4154,0.301474606994539484627892989010,41,0.001
9,9_0,COMPLETED,SOBOL,0.890000000000000013322676295502,289.000000000000000000000000000000,3016,1721,0.675799627423286475291774877405,4,0.25
10,10_0,COMPLETED,SOBOL,0.900000000000000022204460492503,283.000000000000000000000000000000,3915,3264,0.945730223692953564373908648122,15,0.01
11,11_0,COMPLETED,SOBOL,0.890000000000000013322676295502,5302.000000000000000000000000000000,1261,853,0.072618361886590723774936861901,27,0.005
12,12_0,COMPLETED,SOBOL,0.619999999999999995559107901499,175.000000000000000000000000000000,2021,2886,0.506892937110737018535644438089,23,0.25
13,13_0,COMPLETED,SOBOL,0.920000000000000039968028886506,1619.000000000000000000000000000000,4681,606,0.382311327366158359986059167568,36,0.005
14,14_0,COMPLETED,SOBOL,0.849999999999999977795539507497,299.000000000000000000000000000000,3704,4376,0.244683968624100078859129325792,46,0.025
15,15_0,COMPLETED,SOBOL,0.880000000000000004440892098501,277.000000000000000000000000000000,1044,2124,0.868539724433794568803079982899,9,0.05
16,16_0,COMPLETED,SOBOL,0.830000000000000071054273576010,205.000000000000000000000000000000,1221,4545,0.126570844171568747116296549393,7,0.25
17,17_0,COMPLETED,SOBOL,0.900000000000000022204460492503,323.000000000000000000000000000000,3567,1955,0.750458536224439698436583512375,45,0.1
18,18_0,COMPLETED,SOBOL,0.880000000000000004440892098501,303.000000000000000000000000000000,4465,3029,0.622607616240158701081952585810,37,0.25
