trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0_0,FAILED,GenerationStep_0,,,3760,0.677131684780120868261121813703,0.057290346339344981607677453894,1660,4806,4349
1,1_0,COMPLETED,GenerationStep_0,0.739999999999999991118215802999,612.000000000000000000000000000000,61,0.082766085496172314694973692895,0.700975286724045854036546643329,2961,2399,1296
2,2_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,1230.000000000000000000000000000000,2210,0.860438057215884288808638302726,0.434812700560316456321885425496,300,187,717
3,3_0,FAILED,GenerationStep_0,,,3487,0.398208406614139698298515668284,0.822515750052407401682330601034,3989,2604,3600
4,4_0,COMPLETED,GenerationStep_0,0.760000000000000008881784197001,5551.000000000000000000000000000000,2987,0.931768773561343577327420462098,0.545443795269355158339408262691,4720,3718,4697
5,5_0,FAILED,GenerationStep_0,,,1788,0.341496856918558466809088258742,0.212821526424959300838324338656,992,988,2121
6,6_0,COMPLETED,GenerationStep_0,0.760000000000000008881784197001,5314.000000000000000000000000000000,812,0.624199442775919988157795614825,0.915656697219237702967120640096,3321,1286,204
7,7_0,FAILED,GenerationStep_0,,,4588,0.150317428158596166909433122783,0.341671441094949845940220711782,2059,4005,2941
8,8_0,FAILED,GenerationStep_0,,,4872,0.771172445822507102164422576607,0.936869414500892117025898642169,872,2123,3269
9,9_0,FAILED,GenerationStep_0,,,1134,0.484797684613615276205678128463,0.304802222255617372148606136761,4683,4384,1166
10,10_0,FAILED,GenerationStep_0,,,1408,0.705001656018197531139435341174,0.566870303206145731422793687670,2325,2875,1823
11,11_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,5188.000000000000000000000000000000,2724,0.051732402749359605864665212493,0.175864150170236821502101065562,3524,624,3784
12,12_0,FAILED,GenerationStep_0,,,3164,0.523907611060887568044108775211,0.460167567171156421945710235377,2695,722,2687
13,13_0,FAILED,GenerationStep_0,,,1926,0.249394840542227019808407817436,0.781504262913018443725832185009,1457,3286,420
14,14_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,2792.000000000000000000000000000000,325,0.964815419279038910538304207876,0.082858766593039034908940720925,4108,4286,2258
15,15_0,FAILED,GenerationStep_0,,,4140,0.307723037071526039909485916723,0.659875880111008839001840442506,336,1713,4676
16,16_0,FAILED,GenerationStep_0,,,4284,0.978215732144191885133466257685,0.254840914335101864640620306091,3263,2712,582
17,17_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,3466.000000000000000000000000000000,473,0.263135222347453234803538180131,0.986830908313393595499007915350,1961,119,2525
18,18_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,648.000000000000000000000000000000,2074,0.545591861953958923159291316551,0.126392645325511698839449081788,4935,2292,4529
19,19_0,FAILED,GenerationStep_0,,,3307,0.196523080354556428650525390367,0.616341993942856825050569113955,1246,4875,2405
20,20_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,3016.000000000000000000000000000000,2575,0.722302190946415012540171574074,0.768098346333950798836553985893,46,3800,999
21,21_0,FAILED,GenerationStep_0,,,1264,0.003244365962222218492672087820,0.473573282986879340317187825349,3774,1530,3436
22,22_0,COMPLETED,GenerationStep_0,0.760000000000000008881784197001,6701.000000000000000000000000000000,991,0.781163168778643002276851348142,0.647934138040989648921197385789,1758,1193,3927
23,23_0,FAILED,GenerationStep_0,,,4724,0.443619452362880084539398239940,0.094800307899713512349570976312,3020,3474,1680
24,24_0,RUNNING,GenerationStep_0,,,4422,0.571326319999992837672664336424,0.747511601725593166634098452050,4362,321,1958
25,25_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,3791.000000000000000000000000000000,650,0.172003052793443217405311429502,0.010753727404400705014442252150,551,3061,4859
26,26_0,RUNNING,GenerationStep_0,,,1626,0.887179596249014101871921411657,0.867584797302261012674762241659,2597,4687,3089
27,27_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,4951.000000000000000000000000000000,2820,0.354898543525487164540521689560,0.389743348447605941764493309165,1398,1938,56
28,28_0,RUNNING,GenerationStep_0,,,3649,0.819262031503021681544396415120,0.229624834680929784669345394832,2384,1723,1463
29,29_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,3002.000000000000000000000000000000,2377,0.408196934185922122306777737322,0.528640806747600389137176080112,3621,4159,4182
30,30_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,1453.000000000000000000000000000000,228,0.628645840588957116601420693769,0.357982328915968539551073490657,658,3276,3457
31,31_0,RUNNING,GenerationStep_0,,,3922,0.100064425040036444891633493626,0.899346129132434723985056734818,4430,849,860
32,32_0,RUNNING,GenerationStep_0,,,4009,0.847232737608253905214894530218,0.591137679392471859785018750699,3083,3924,97
33,33_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,2442.000000000000000000000000000000,281,0.377310014091432111005275373827,0.167127694351598632405142552670,1850,1332,2970
34,34_0,COMPLETED,GenerationStep_0,0.760000000000000008881784197001,3362.000000000000000000000000000000,2430,0.656106637541204684715978601162,0.961355340177193262718446931103,3877,1084,4980
35,35_0,RUNNING,GenerationStep_0,,,3736,0.069672185827046637096593428851,0.295972850186750291445747507169,100,3667,1916
36,36_0,COMPLETED,GenerationStep_0,0.750000000000000000000000000000,5158.000000000000000000000000000000,2923,0.604267986007034796358539097128,0.073981913993135098306375141419,1104,2513,824
37,37_0,RUNNING,GenerationStep_0,,,1695,0.138079163275659083653934544600,0.684283623335882995597501121665,4920,243,3572
38,38_0,COMPLETED,GenerationStep_0,0.760000000000000008881784197001,5329.000000000000000000000000000000,719,0.919657037917524622372411613469,0.451509026119485512573703545058,1937,2485,4067
39,39_0,RUNNING,GenerationStep_0,,,4525,0.321454106617718948779582888164,0.805819327829405684937569276372,3131,4766,1500
40,40_0,RUNNING,GenerationStep_0,,,4770,0.694696368502452976656513783382,0.410345903169363757090337685440,4483,1607,2443
41,41_0,COMPLETED,GenerationStep_0,0.760000000000000008881784197001,6073.000000000000000000000000000000,1081,0.033766402395442131345593139713,0.831325934350490514113118933892,760,4347,4414
42,42_0,RUNNING,GenerationStep_0,,,1354,0.753093121996149417185506536043,0.033034247290343043967908442937,3714,3396,2639
43,43_0,COMPLETED,GenerationStep_0,0.760000000000000008881784197001,3541.000000000000000000000000000000,2621,0.474620941406115881555649593793,0.709700406849384290985938150698,2447,647,546
44,44_0,RUNNING,GenerationStep_1,,,1251,0.878950156599209164731689725159,0.620657387355104783743797725037,3486,1558,903
45,45_0,COMPLETED,GenerationStep_1,0.760000000000000008881784197001,4700.000000000000000000000000000000,653,0.830917197471774837680413838825,0.898276138581980854169728445413,3108,554,1738
46,46_0,RUNNING,GenerationStep_1,,,4575,0.535975150038805914221029524924,0.118364322125531856721991630366,3457,819,4582
47,47_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,5849.000000000000000000000000000000,798,0.808031252579436309879667987843,0.422075731646837537525129846472,3464,453,366
48,48_0,COMPLETED,GenerationStep_1,0.820000000000000062172489379009,181.000000000000000000000000000000,1,0.573158025242810231780765661824,0.195191478865377660012470073525,2777,1380,4483
49,49_0,RUNNING,GenerationStep_1,,,3892,0.998999999999999999111821580300,0.467467782483348859301486299955,3105,19,277
50,50_0,RUNNING,GenerationStep_1,,,3836,0.001000000000000000020816681712,0.608932843561111214469860897225,120,4680,1804
51,51_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,4744.000000000000000000000000000000,2670,0.822437008975195116278200657689,0.532289918801994388353193699004,4214,2025,1285
52,52_0,COMPLETED,GenerationStep_1,0.760000000000000008881784197001,3852.000000000000000000000000000000,518,0.998999999999999999111821580300,0.669970447428188231597800950112,2710,576,761
53,53_0,RUNNING,GenerationStep_1,,,1267,0.881689342461538960726841196447,0.819824188931063013718869569857,3545,2587,1592
54,54_0,RUNNING,GenerationStep_1,,,2860,0.954023601229319173633314221661,0.875025502527992604662188114162,4012,1112,549
55,55_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,2296.000000000000000000000000000000,2301,0.984985045327471109288808293059,0.439483195552707761599720015511,3389,603,1396
56,56_0,RUNNING,GenerationStep_1,,,3162,0.998999999999999999111821580300,0.861145632474958233615325298160,4589,4429,1
57,57_0,RUNNING,GenerationStep_1,,,5000,0.147579601375343621993962983652,0.883776938249127952396122509526,3152,4053,1335
58,58_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,372.000000000000000000000000000000,26,0.646523381467367541652890849946,0.998999999999999999111821580300,2095,1,3253
59,59_0,RUNNING,GenerationStep_1,,,5000,0.001000000000000000020816681712,0.977190291271537225803456294670,1878,4940,1593
60,60_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,650.000000000000000000000000000000,74,0.576300482965439897498072241433,0.188589099506005913875483770425,3289,4049,4529
61,61_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,238.000000000000000000000000000000,1,0.566909971615216945473036957992,0.237870268897351244685722804206,3955,1556,4477
62,62_0,COMPLETED,GenerationStep_1,0.790000000000000035527136788005,182.000000000000000000000000000000,5,0.581313412670005580373810971651,0.154843139533592549783591607593,957,2185,4506
63,63_0,COMPLETED,GenerationStep_1,0.729999999999999982236431605997,506.000000000000000000000000000000,47,0.635631708846970733262082831061,0.030932106688430976298986863071,411,2398,4462
64,64_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,744.000000000000000000000000000000,98,0.578989453367123818594563999795,0.052173230507147422274627501793,3318,4677,4650
65,65_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,217.000000000000000000000000000000,1,0.551521284226131780492607958877,0.248587319825693570107816299242,3573,3316,4379
66,66_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,936.000000000000000000000000000000,76,0.566394132979687658924206061783,0.104488425103305290764232893252,3789,2344,4444
67,67_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,220.000000000000000000000000000000,1,0.543114458029933522276166968368,0.223675653050792594411788627440,1267,2260,4398
68,68_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,473.000000000000000000000000000000,55,0.603971617983856234879169733176,0.153849125827082350292940304826,2152,4786,4409
69,69_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,187.000000000000000000000000000000,1,0.592422467646616102143752868869,0.092346819363660639923274686680,4162,2,4490
70,70_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,154.000000000000000000000000000000,1,0.562475893285934946952409063670,0.063513705936899700343900576627,1707,1932,4442
71,71_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,304.000000000000000000000000000000,1,0.507308852582237457262692714721,0.227790383152426362256548486585,4552,315,4453
72,72_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,2164.000000000000000000000000000000,224,0.536553349015930214349623383896,0.089925540971368220222181832924,1416,3663,4522
73,73_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,1968.000000000000000000000000000000,160,0.607346300380013692787883883284,0.145815955599562646627376238939,1733,309,4397
74,74_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,1035.000000000000000000000000000000,77,0.630242601463431695307804147888,0.001000000000000000020816681712,3985,1825,4536
75,75_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,162.000000000000000000000000000000,1,0.633746660876336243006790027721,0.133275316693265866163642385800,2520,2229,4530
76,76_0,COMPLETED,GenerationStep_1,0.739999999999999991118215802999,562.000000000000000000000000000000,62,0.592178035262785340542279755027,0.250869548507300310635770301815,1289,3383,4719
77,77_0,COMPLETED,GenerationStep_1,0.820000000000000062172489379009,170.000000000000000000000000000000,1,0.520316711929630359989573662460,0.125943062596385130236242844148,2029,304,4515
78,78_0,COMPLETED,GenerationStep_1,0.830000000000000071054273576010,214.000000000000000000000000000000,1,0.560092297298689700824070314411,0.311387469749841494515152362510,2448,1594,4473
79,79_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,1914.000000000000000000000000000000,195,0.649084662049194238697680248151,0.193699272594983845641181119390,1348,3782,4478
80,80_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,527.000000000000000000000000000000,14,0.626525880845427485255072497239,0.236529325104620768982499612321,4002,1580,4614
81,81_0,COMPLETED,GenerationStep_1,0.750000000000000000000000000000,2725.000000000000000000000000000000,279,0.580174723442481554691596556950,0.998999999999999999111821580300,1457,2125,4710
