trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.500000000000000000000000000000,138.000000000000000000000000000000,328,32,0.297109426319599134735938150698,0.291735125422477703516221936297,480,EDFSMode.RANDOM
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.600000000000000088817841970013,320.000000000000000000000000000000,4397,72,0.558116217391565472283332383086,0.957505291290581261876013741130,991,EDFSMode.RANDOM
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.510000000000000008881784197001,49.000000000000000000000000000000,2554,24,0.172257157843559993715132350189,0.195977017069235454060915913033,692,EDFSMode.RANDOM
3,3_0,FAILED,Sobol,GenerationStep_0,,,2254,86,0.932526773229241379148390933551,0.553777991984039541506490422762,302,EDFSMode.RANDOM
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,894.000000000000000000000000000000,1740,11,0.635227354714646974542802126962,0.700798034068196962209640332730,202,EDFSMode.RANDOM
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.589999999999999968913755310496,494.000000000000000000000000000000,3298,100,0.405171899957582348772433533668,0.048896054463461041672545093206,593,EDFSMode.RANDOM
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.600000000000000088817841970013,1693.000000000000000000000000000000,3974,47,0.759896280713379335125523539318,0.792650080561637881970682428801,865,EDFSMode.RANDOM
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,107.000000000000000000000000000000,1146,58,0.031065550778061151032671816097,0.456529405405744936885525930848,354,EDFSMode.RANDOM
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.500000000000000000000000000000,1364.000000000000000000000000000000,759,18,0.838951489437371522583930527617,0.124568325541913507703561947437,896,EDFSMode.RANDOM
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,135.000000000000000000000000000000,4200,80,0.078708638779819012354366236650,0.626616233779117459690155556018,505,EDFSMode.RANDOM
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,1924.000000000000000000000000000000,3529,26,0.714059846250340357620700615371,0.403059989470988533355466643116,234,EDFSMode.RANDOM
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,513.000000000000000000000000000000,1357,66,0.453041512215510033811938228610,0.846639172414317742187961357558,744,EDFSMode.RANDOM
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.440000000000000002220446049250,104.000000000000000000000000000000,2171,41,0.249384053230285646085562234475,0.900084103586152206588621993433,618,EDFSMode.RANDOM
13,13_0,FAILED,Sobol,GenerationStep_0,,,3102,51,0.978203484650701282632212496537,0.349554137777537132780736328641,108,EDFSMode.RANDOM
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,260.000000000000000000000000000000,4950,5,0.373971727700904033042661467334,0.617686388021335019971047586296,406,EDFSMode.RANDOM
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.460000000000000019984014443253,1111.000000000000000000000000000000,249,93,0.604053709244355530039172208490,0.133437250778079025126388046374,797,EDFSMode.RANDOM
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.410000000000000031086244689504,56.000000000000000000000000000000,33,2,0.117453048603609208622167159319,0.779053594954311812159630790120,289,EDFSMode.RANDOM
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.600000000000000088817841970013,5839.000000000000000000000000000000,4697,90,0.846043933263048497650515855639,0.470219171611592157145054216016,680,EDFSMode.RANDOM
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.530000000000000026645352591004,263.000000000000000000000000000000,2888,44,0.491314077988266928453953141798,0.745676192555576600184963353968,950,EDFSMode.RANDOM
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.609999999999999986677323704498,5553.000000000000000000000000000000,1915,54,0.721624606292694759090977640881,0.004107369506731629350826384695,440,EDFSMode.RANDOM
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.600000000000000088817841970013,5264.000000000000000000000000000000,1415,29,0.954588364405557499026144796517,0.244753665106371032234022777629,342,EDFSMode.RANDOM
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.600000000000000088817841970013,100.000000000000000000000000000000,3627,69,0.194086517879739406389205669257,0.505090802606195210522344041237,852,EDFSMode.RANDOM
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.589999999999999968913755310496,430.000000000000000000000000000000,4260,15,0.579935819957405285229867786256,0.274240244140848521414710603494,552,EDFSMode.RANDOM
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,366.000000000000000000000000000000,856,77,0.319176481790840627095207082675,0.975093428075313517489064452093,162,EDFSMode.RANDOM
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.560000000000000053290705182008,548.000000000000000000000000000000,1088,50,0.503313357345759881944502467377,0.572930063141509848811949723313,760,EDFSMode.RANDOM
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,263.000000000000000000000000000000,3876,60,0.272999144662171622233159951065,0.178347769342362877376118035500,249,EDFSMode.RANDOM
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.589999999999999968913755310496,887.000000000000000000000000000000,3239,8,0.877221623742952982816234452912,0.913802422801032632193596327852,550,EDFSMode.RANDOM
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.579999999999999960031971113494,124.000000000000000000000000000000,1642,96,0.148649651734158394500440181218,0.335986205179244268315130739211,940,EDFSMode.RANDOM
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.470000000000000028865798640254,171.000000000000000000000000000000,2471,22,0.412729045864194621362486259386,0.420676679264754049825114634586,813,EDFSMode.RANDOM
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.589999999999999968913755310496,3333.000000000000000000000000000000,2806,83,0.673507534623146053576192571199,0.829172854365780920282702481927,422,EDFSMode.RANDOM
30,30_0,COMPLETED,Sobol,GenerationStep_0,0.619999999999999995559107901499,335.000000000000000000000000000000,4610,35,0.038150380467996000688479796281,0.075913496240973474260549380688,152,EDFSMode.RANDOM
31,31_0,COMPLETED,Sobol,GenerationStep_0,0.530000000000000026645352591004,3727.000000000000000000000000000000,584,75,0.798648304672911812929214647738,0.675425241893157335404396235390,662,EDFSMode.RANDOM
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.609999999999999986677323704498,540.000000000000000000000000000000,5000,1,0.631549930960007444014081556816,0.641617812101141216096777952771,100,EDFSMode.RANDOM
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,169.000000000000000000000000000000,4882,93,0.392940260809951980025545026365,0.032979790349290202811083361212,1000,EDFSMode.RANDOM
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.410000000000000031086244689504,50.000000000000000000000000000000,2038,75,0.137725166701568368932129260429,0.148266173801578471369566614158,415,EDFSMode.RANDOM
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.619999999999999995559107901499,339.000000000000000000000000000000,1078,79,0.088841534517517875557679474241,0.475601024262316429691566099791,100,EDFSMode.RANDOM
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,259.000000000000000000000000000000,5000,1,0.664992681286966980103159130522,0.998999999999999999111821580300,647,EDFSMode.RANDOM
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.460000000000000019984014443253,29.000000000000000000000000000000,2211,69,0.018643443004326406414739025763,0.001000000000000000020816681712,622,EDFSMode.RANDOM
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,570.000000000000000000000000000000,5000,1,0.739187492793761613540937105427,0.998999999999999999111821580300,100,EDFSMode.RANDOM
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.419999999999999984456877655248,454.000000000000000000000000000000,5000,1,0.467702428705358386196166975424,0.001000000000000000020816681712,100,EDFSMode.RANDOM
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,145.000000000000000000000000000000,5000,100,0.392231355356909228149220325577,0.559529495403926713237297008163,1000,EDFSMode.RANDOM
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.570000000000000062172489379009,109.000000000000000000000000000000,5000,2,0.001000000000000000020816681712,0.001000000000000000020816681712,180,EDFSMode.RANDOM
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,147.000000000000000000000000000000,5000,69,0.441824932494993050102749521102,0.001000000000000000020816681712,1000,EDFSMode.RANDOM
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,229.000000000000000000000000000000,2127,72,0.020361234398998444283801489973,0.001000000000000000020816681712,100,EDFSMode.RANDOM
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.300000000000000044408920985006,15.000000000000000000000000000000,1,59,0.001000000000000000020816681712,0.001000000000000000020816681712,978,EDFSMode.RANDOM
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,105.000000000000000000000000000000,5000,1,0.778773906619102396220455375442,0.998999999999999999111821580300,1000,EDFSMode.RANDOM
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,37.000000000000000000000000000000,1,87,0.001000000000000000020816681712,0.998999999999999999111821580300,100,EDFSMode.RANDOM
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,2590.000000000000000000000000000000,4089,100,0.106304812328696637879765773960,0.001000000000000000020816681712,100,EDFSMode.RANDOM
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.320000000000000006661338147751,17.000000000000000000000000000000,1,79,0.001000000000000000020816681712,0.998999999999999999111821580300,730,EDFSMode.RANDOM
49,49_0,COMPLETED,BoTorch,GenerationStep_1,0.410000000000000031086244689504,55.000000000000000000000000000000,5000,1,0.001000000000000000020816681712,0.001000000000000000020816681712,1000,EDFSMode.RANDOM
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.410000000000000031086244689504,54.000000000000000000000000000000,5000,1,0.001000000000000000020816681712,0.755948182424120096456476858293,1000,EDFSMode.RANDOM
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.589999999999999968913755310496,84.000000000000000000000000000000,5000,100,0.001000000000000000020816681712,0.998999999999999999111821580300,1000,EDFSMode.RANDOM
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,124.000000000000000000000000000000,5000,82,0.168219362603643701747913041800,0.001000000000000000020816681712,687,EDFSMode.RANDOM
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.309999999999999997779553950750,49.000000000000000000000000000000,1,68,0.154473166989471027976676964499,0.001000000000000000020816681712,539,EDFSMode.RANDOM
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.560000000000000053290705182008,592.000000000000000000000000000000,2059,76,0.251942352780138989487568323966,0.323600510740516655872056617227,100,EDFSMode.RANDOM
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,99.000000000000000000000000000000,5000,51,0.001000000000000000020816681712,0.001000000000000000020816681712,578,EDFSMode.RANDOM
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.390000000000000013322676295502,49.000000000000000000000000000000,5000,1,0.001000000000000000020816681712,0.998999999999999999111821580300,589,EDFSMode.RANDOM
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.600000000000000088817841970013,2151.000000000000000000000000000000,5000,12,0.251335827600084660282675486087,0.001000000000000000020816681712,100,EDFSMode.RANDOM
