trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
2765,2765_0,RUNNING,SOBOL,,,144,313,7,0.327905270494520673096872087626
2766,2766_0,RUNNING,SOBOL,,,2877,4872,1,0.765377105154097070460750273924
2767,2767_0,RUNNING,SOBOL,,,4611,1283,9,0.203134665297344335632701017857
2768,2768_0,RUNNING,SOBOL,,,2346,3297,3,0.640614114092662889632379119575
2769,2769_0,RUNNING,SOBOL,,,1281,2427,2,0.617247965490445471559155521390
2770,2770_0,RUNNING,SOBOL,,,4172,2917,7,0.039424290811643003529241013894
2771,2771_0,RUNNING,SOBOL,,,3336,891,5,0.991447191882878553492730588914
2772,2772_0,FAILED,SOBOL,,,1228,3848,10,0.413631131339818214343040381209
2773,2773_0,FAILED,SOBOL,,,703,1832,5,0.097317148758098478977807133106
2774,2774_0,RUNNING,SOBOL,,,3593,3529,10,0.560372955394908833781641988026
2775,2775_0,COMPLETED,SOBOL,0.739999999999999991118215802999,5429.000000000000000000000000000000,3919,243,3,0.471610310088843132092506493791
2776,2776_0,RUNNING,SOBOL,,,1812,4474,7,0.934673730861395601898777840688
2777,2777_0,RUNNING,SOBOL,,,1978,977,8,0.833274528503417988289925233403
2778,2778_0,FAILED,SOBOL,,,4710,4231,4,0.261055333614349349691252655248
2779,2779_0,RUNNING,SOBOL,,,2782,1882,6,0.708537525141611723711321246810
2780,2780_0,RUNNING,SOBOL,,,517,2681,1,0.136325944388285269504024199705
2781,2781_0,RUNNING,SOBOL,,,547,1229,4,0.437083024479448800647674033826
2782,2782_0,RUNNING,SOBOL,,,2659,4211,9,0.968117835022509143350077920331
2783,2783_0,RUNNING,SOBOL,,,4831,2174,1,0.062875473843887447200629026156
2784,2784_0,RUNNING,SOBOL,,,1940,2620,6,0.593917898522689946538832828082
2785,2785_0,RUNNING,SOBOL,,,1774,1619,10,0.632878745174035417520030932792
2786,2786_0,RUNNING,SOBOL,,,4040,3666,4,0.210993046378716825328680783969
2787,2787_0,COMPLETED,SOBOL,0.830000000000000071054273576010,5460.000000000000000000000000000000,3469,68,8,0.757640550244599531026779004605
2788,2788_0,RUNNING,SOBOL,,,733,4573,2,0.335762465585023150982380002461
2789,2789_0,RUNNING,SOBOL,,,1107,2249,7,0.144061309589073066605990902644
2790,2790_0,RUNNING,SOBOL,,,3374,3014,3,0.700679140342399531249384381226
2791,2791_0,RUNNING,SOBOL,,,4141,675,10,0.268791892241686591891181024039
2792,2792_0,FAILED,SOBOL,,,1405,3983,5,0.825417337130755157659223186783
2793,2793_0,RUNNING,SOBOL,,,2469,608,1,0.911221834003925312828187088598
2794,2794_0,FAILED,SOBOL,,,4580,4814,6,0.494939663231372839469202062901
2795,2795_0,RUNNING,SOBOL,,,2914,1538,4,0.536921776080504065120635459607
2796,2796_0,RUNNING,SOBOL,,,24,3279,8,0.120647219443693762275238157144
2797,2797_0,RUNNING,SOBOL,,,256,1378,3,0.780807669874280740884842089145
2798,2798_0,RUNNING,SOBOL,,,2990,3437,7,0.374511438127607121373330301140
2799,2799_0,RUNNING,SOBOL,,,4498,453,5,0.656009734837338376323145894276
2800,2800_0,RUNNING,SOBOL,,,2234,4967,9,0.249721117226406941203009637320
2801,2801_0,RUNNING,SOBOL,,,1482,835,6,0.023633486011996867465212446291
2802,2802_0,RUNNING,SOBOL,,,4371,3825,1,0.570265377739444412341640600062
2803,2803_0,RUNNING,SOBOL,,,3136,2404,9,0.397865745410323157216225808952
2804,2804_0,RUNNING,SOBOL,,,1028,2862,4,0.944505251273512813625643502746
2805,2805_0,COMPLETED,SOBOL,0.760000000000000008881784197001,5220.000000000000000000000000000000,816,221,9,0.513309073360636802796364008827
2806,2806_0,RUNNING,SOBOL,,,3705,4418,3,0.081429821403697130732801667818
2807,2807_0,RUNNING,SOBOL,,,3807,1776,7,0.887569194249808735008855364867
2808,2808_0,RUNNING,SOBOL,,,1699,3507,1,0.455697556428611261214456362723
2809,2809_0,FAILED,SOBOL,,,2177,2022,5,0.307520082060247668120922526214
2810,2810_0,FAILED,SOBOL,,,4911,2776,10,0.848548445764929049062175181461
2811,2811_0,RUNNING,SOBOL,,,2581,1072,2,0.182810401102527969596778234518
2812,2812_0,RUNNING,SOBOL,,,318,4370,8,0.723846378942951562684982036444
2813,2813_0,FAILED,SOBOL,,,381,11,2,0.090001262765377759711427074762
2814,2814_0,RUNNING,SOBOL,,,2649,4568,8,0.504326600652188039575207767484
2815,2815_0,RUNNING,SOBOL,,,4860,1585,5,0.464291827185079442052995091217
2816,2816_0,RUNNING,SOBOL,,,2126,3600,10,0.878624779207631934063726930617
2817,2817_0,RUNNING,SOBOL,,,1666,2123,6,0.855212414139881693664335671201
2818,2818_0,FAILED,SOBOL,,,3777,2615,1,0.300536188000813109244546694754
2819,2819_0,RUNNING,SOBOL,,,3713,1194,9,0.730472289651632356033417181607
2820,2820_0,RUNNING,SOBOL,,,821,4150,3,0.175803677648305900493852504951
2821,2821_0,RUNNING,SOBOL,,,1078,1510,8,0.366393171684816498778758386834
2822,2822_0,RUNNING,SOBOL,,,3188,3206,4,0.790220475094392860171410575276
2823,2823_0,RUNNING,SOBOL,,,4307,565,6,0.241625676460564126069030521649
2824,2824_0,RUNNING,SOBOL,,,1414,4796,2,0.665460594005882755119785088027
2825,2825_0,RUNNING,SOBOL,,,2225,654,5,0.564138072092086106934516465117
2826,2826_0,RUNNING,SOBOL,,,4492,3909,10,0.031146428663283588084143005403
2827,2827_0,RUNNING,SOBOL,,,3022,2205,2,0.938339891677722359730751122697
2828,2828_0,RUNNING,SOBOL,,,287,3003,7,0.405355862384662035680094049894
2829,2829_0,FAILED,SOBOL,,,51,2362,4,0.691266439221799422476522067882
2830,2830_0,FAILED,SOBOL,,,2941,2842,8,0.152179680131375782980995836624
2831,2831_0,RUNNING,SOBOL,,,4566,806,1,0.815966611804440633548551886634
2832,2832_0,RUNNING,SOBOL,,,2459,3754,6,0.276887466849759233955552417683
2833,2833_0,FAILED,SOBOL,,,1336,407,9,0.487426616480574004253156772393
2834,2834_0,RUNNING,SOBOL,,,4068,4957,5,0.917349035551771496699302588240
2835,2835_0,RUNNING,SOBOL,,,3419,1358,7,0.113156968627125029125402022601
2836,2836_0,RUNNING,SOBOL,,,1155,3361,3,0.543087001834064775351862408570
2837,2837_0,RUNNING,SOBOL,,,747,1039,8,0.977100411830469917084940334462
2838,2838_0,RUNNING,SOBOL,,,3480,4303,2,0.428511687217280279327269454370
2839,2839_0,RUNNING,SOBOL,,,4013,1964,10,0.602862447407096602169929155934
2840,2840_0,RUNNING,SOBOL,,,1748,2772,5,0.054281336929649114109164287356
2841,2841_0,RUNNING,SOBOL,,,1894,1740,1,0.217976836338639262669047980125
2842,2842_0,RUNNING,SOBOL,,,4784,3447,7,0.626214672699570651381861807749
2843,2843_0,COMPLETED,SOBOL,0.790000000000000035527136788005,3990.000000000000000000000000000000,2728,171,3,0.342769055197015393154913454055
2844,2844_0,RUNNING,SOBOL,,,621,4411,9,0.751014505693688994014678428357
2845,2845_0,RUNNING,SOBOL,,,504,1681,6,0.550822604976594409897927562270
2846,2846_0,RUNNING,SOBOL,,,2771,3738,2,0.105298821769654757374290454663
2847,2847_0,COMPLETED,SOBOL,0.800000000000000044408920985006,4120.000000000000000000000000000000,4739,150,8,0.925085356237366762677254428127
2848,2848_0,RUNNING,SOBOL,,,2003,4665,4,0.479569187166169308422780659384
2849,2849_0,FAILED,SOBOL,,,1856,1137,3,0.253435332050547024174136367947
2850,2850_0,FAILED,SOBOL,,,3968,4129,7,0.839295727005228364703270926839
2851,2851_0,RUNNING,SOBOL,,,3522,2102,5,0.128728738758713018297541452739
2852,2852_0,RUNNING,SOBOL,,,631,2558,10,0.714596747849136626484778389568
2853,2853_0,RUNNING,SOBOL,,,1199,543,4,0.774466636775061445518986147363
2854,2854_0,FAILED,SOBOL,,,3311,4740,10,0.319439936278387903723086083119
2855,2855_0,RUNNING,SOBOL,,,4184,1454,2,0.649665617790073146586848906736
2856,2856_0,RUNNING,SOBOL,,,1293,3185,8,0.194646531429141761426748757913
2857,2857_0,RUNNING,SOBOL,,,2416,2343,9,0.046545730069279672713733475575
2858,2858_0,RUNNING,SOBOL,,,4682,3098,4,0.610720590546727226666234855657
2859,2859_0,RUNNING,SOBOL,,,2832,749,6,0.420775370249524716115274713957
2860,2860_0,RUNNING,SOBOL,,,96,4048,1,0.984957844862714426703576009459
2861,2861_0,RUNNING,SOBOL,,,173,907,10,0.167946486275643097618726073961
2862,2862_0,RUNNING,SOBOL,,,3062,3887,5,0.738208848278969487211043087882
2863,2863_0,RUNNING,SOBOL,,,4445,2496,8,0.292677803201600916782609829170
2864,2864_0,RUNNING,SOBOL,,,2336,2943,2,0.862947779340669463010726758512
2865,2865_0,RUNNING,SOBOL,,,1525,1296,3,0.901954849893227272872309185914
2866,2866_0,RUNNING,SOBOL,,,4260,3345,9,0.440840647870674728903139794056
2867,2867_0,COMPLETED,SOBOL,0.670000000000000039968028886506,6202.000000000000000000000000000000,3228,391,1,0.527655953794717746951903336594
2868,2868_0,RUNNING,SOBOL,,,965,4894,6,0.066549365907907484518624130487
2869,2869_0,RUNNING,SOBOL,,,869,1947,1,0.382025795416906455148620125328
2870,2870_0,RUNNING,SOBOL,,,3603,2711,6,0.961791074709966831157714750589
2871,2871_0,RUNNING,SOBOL,,,3890,978,4,0.007817071802914143247020817284
2872,2872_0,FAILED,SOBOL,,,1626,4286,9,0.587589965231716582216847655218
2873,2873_0,FAILED,SOBOL,,,2085,305,7,0.673317789096385288516444234119
2874,2874_0,RUNNING,SOBOL,,,4974,4512,3,0.233889121551066642146210483588
2875,2875_0,RUNNING,SOBOL,,,2538,1841,9,0.798078856175765349867390341387
2876,2876_0,RUNNING,SOBOL,,,430,3581,5,0.358657802766188971155258968793
2877,2877_0,RUNNING,SOBOL,,,405,692,7,0.869312889169901570340925900382
2878,2878_0,RUNNING,SOBOL,,,2513,3946,3,0.287347600530833025000987390740
2879,2879_0,RUNNING,SOBOL,,,4999,2242,9,0.744513779295608357777780383913
2880,2880_0,RUNNING,SOBOL,,,2109,3040,5,0.162556104792281996829217405320
2881,2881_0,RUNNING,SOBOL,,,1611,1550,1,0.076812580490484838602327499757
2882,2882_0,RUNNING,SOBOL,,,3876,3247,6,0.518426980877295107141833341302
2883,2883_0,RUNNING,SOBOL,,,3616,605,4,0.451044111192226426787499349302
2884,2884_0,RUNNING,SOBOL,,,884,4837,8,0.892666125714778879718380721897
2885,2885_0,RUNNING,SOBOL,,,939,2161,3,0.585123631225898832575182950677
2886,2886_0,RUNNING,SOBOL,,,3205,2653,9,0.009249175297096370179650293153
2887,2887_0,RUNNING,SOBOL,,,4283,1232,1,0.959384480811655504517432291323
2888,2888_0,RUNNING,SOBOL,,,1551,4188,7,0.383517639018595202227146501173
2889,2889_0,COMPLETED,SOBOL,0.830000000000000071054273576010,2311.000000000000000000000000000000,2322,52,10,0.344495819795876734303874400211
2890,2890_0,RUNNING,SOBOL,,,4430,4609,5,0.811205935705453184958457768516
2891,2891_0,RUNNING,SOBOL,,,3077,1625,7,0.219787313675507911536755045745
2892,2892_0,FAILED,SOBOL,,,188,3641,2,0.686505043720826546582713945099
2893,2893_0,RUNNING,SOBOL,,,111,1778,9,0.474177123360335850410507418928
2894,2894_0,FAILED,SOBOL,,,2847,3485,3,0.931388604931533303776802767970
2895,2895_0,COMPLETED,SOBOL,0.760000000000000008881784197001,6166.000000000000000000000000000000,4668,209,6,0.099970301421359181182069164606
2896,2896_0,RUNNING,SOBOL,,,2401,4449,1,0.557189397128298846695315660327
2897,2897_0,FAILED,SOBOL,,,1317,1079,5,0.705305898925289498357926731842
2898,2898_0,RUNNING,SOBOL,,,4209,4343,10,0.138930077334865925697826583018
2899,2899_0,RUNNING,SOBOL,,,3286,2004,2,0.830068878833204459866124125256
2900,2900_0,FAILED,SOBOL,,,1176,2813,8,0.263700671378523099352975123111
2901,2901_0,RUNNING,SOBOL,,,645,445,2,0.196140503494068973999731042568
2902,2902_0,RUNNING,BOTORCH_MODULAR,,,826,16,1,0.001000000000000000020816681712
2903,2903_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,2448.000000000000000000000000000000,640,96,10,0.281265526155370648719866721876
2904,2904_0,RUNNING,BOTORCH_MODULAR,,,307,2715,1,0.998999999999999999111821580300
2905,2905_0,COMPLETED,BOTORCH_MODULAR,0.839999999999999968913755310496,3413.000000000000000000000000000000,819,59,10,0.213176158583251396105850972162
2906,2906_0,FAILED,BOTORCH_MODULAR,,,2607,1,6,0.001000000000000000020816681712
2907,2907_0,FAILED,BOTORCH_MODULAR,,,2610,1,6,0.001000000000000000020816681712
2908,2908_0,FAILED,BOTORCH_MODULAR,,,2528,1,9,0.030395509237238948346826461488
2909,2909_0,FAILED,BOTORCH_MODULAR,,,2548,1,8,0.001000000000000000020816681712
2910,2910_0,COMPLETED,BOTORCH_MODULAR,0.849999999999999977795539507497,3612.000000000000000000000000000000,2436,26,10,0.158083850225640115683134467872
2911,2911_0,FAILED,BOTORCH_MODULAR,,,2727,1,10,0.016412722961175206515260782680
2912,2912_0,FAILED,BOTORCH_MODULAR,,,2779,1,10,0.001000000000000000020816681712
2913,2913_0,FAILED,BOTORCH_MODULAR,,,2782,1,10,0.001000000000000000020816681712
2914,2914_0,FAILED,BOTORCH_MODULAR,,,2711,1,10,0.001000000000000000020816681712
2915,2915_0,FAILED,BOTORCH_MODULAR,,,2846,1,8,0.001000000000000000020816681712
2916,2916_0,FAILED,BOTORCH_MODULAR,,,2614,1,10,0.001000000000000000020816681712
2917,2917_0,FAILED,BOTORCH_MODULAR,,,2328,1,10,0.001000000000000000020816681712
2918,2918_0,RUNNING,BOTORCH_MODULAR,,,1787,35,10,0.023107815922834978872302258424
2919,2919_0,FAILED,BOTORCH_MODULAR,,,2461,1,10,0.001000000000000000020816681712
2920,2920_0,FAILED,BOTORCH_MODULAR,,,2991,1,1,0.001000000000000000020816681712
2921,2921_0,COMPLETED,BOTORCH_MODULAR,0.800000000000000044408920985006,1552.000000000000000000000000000000,210,94,1,0.415766660128871035073672146609
2922,2922_0,FAILED,BOTORCH_MODULAR,,,2368,1,9,0.001000000000000000020816681712
2923,2923_0,FAILED,BOTORCH_MODULAR,,,2642,1,10,0.001000000000000000020816681712
2924,2924_0,FAILED,BOTORCH_MODULAR,,,2525,2,10,0.001000000000000000020816681712
2925,2925_0,FAILED,BOTORCH_MODULAR,,,2547,1,1,0.001000000000000000020816681712
2926,2926_0,RUNNING,BOTORCH_MODULAR,,,2524,6,1,0.001000000000000000020816681712
2927,2927_0,FAILED,BOTORCH_MODULAR,,,2664,1,10,0.001000000000000000020816681712
2928,2928_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,5817.000000000000000000000000000000,1712,60,10,0.325844407450181006158373975268
2929,2929_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,1689.000000000000000000000000000000,655,85,1,0.001000000000000000020816681712
2930,2930_0,COMPLETED,BOTORCH_MODULAR,0.849999999999999977795539507497,3940.000000000000000000000000000000,2362,23,1,0.001000000000000000020816681712
2931,2931_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,5310.000000000000000000000000000000,1649,66,1,0.001000000000000000020816681712
2932,2932_0,FAILED,BOTORCH_MODULAR,,,2252,3368,1,0.001000000000000000020816681712
2933,2933_0,FAILED,BOTORCH_MODULAR,,,2329,1,10,0.001000000000000000020816681712
2934,2934_0,RUNNING,BOTORCH_MODULAR,,,5000,3959,1,0.998999999999999999111821580300
2935,2935_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,2013.000000000000000000000000000000,2168,50,1,0.001000000000000000020816681712
2936,2936_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,4577.000000000000000000000000000000,1150,72,1,0.001000000000000000020816681712
2937,2937_0,COMPLETED,BOTORCH_MODULAR,0.619999999999999995559107901499,762.000000000000000000000000000000,1,91,1,0.001000000000000000020816681712
2938,2938_0,FAILED,BOTORCH_MODULAR,,,2468,1,10,0.001000000000000000020816681712
2939,2939_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,2782.000000000000000000000000000000,1070,106,1,0.001000000000000000020816681712
2940,2940_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,2643.000000000000000000000000000000,759,113,1,0.111616468371343938170703324886
2941,2941_0,RUNNING,BOTORCH_MODULAR,,,3812,2199,10,0.644650998785762152643030731269
2942,2942_0,RUNNING,BOTORCH_MODULAR,,,1649,2596,4,0.001000000000000000020816681712
2943,2943_0,RUNNING,BOTORCH_MODULAR,,,3631,977,1,0.950466747807471756814834407123
2944,2944_0,COMPLETED,BOTORCH_MODULAR,0.839999999999999968913755310496,3782.000000000000000000000000000000,2731,41,1,0.316393674284689341291709752113
2945,2945_0,COMPLETED,BOTORCH_MODULAR,0.820000000000000062172489379009,3885.000000000000000000000000000000,1246,87,1,0.770255090407719555933852007001
2946,2946_0,RUNNING,BOTORCH_MODULAR,,,1274,1097,7,0.963889408407197056938287005323
2947,2947_0,RUNNING,BOTORCH_MODULAR,,,4651,2892,3,0.998999999999999999111821580300
2948,2948_0,RUNNING,BOTORCH_MODULAR,,,926,895,10,0.481140808052206991884958142691
2949,2949_0,RUNNING,BOTORCH_MODULAR,,,1764,4669,10,0.190636876923148956830544875629
2950,2950_0,RUNNING,BOTORCH_MODULAR,,,1284,40,1,0.230617400140874728720064013032
2951,2951_0,FAILED,BOTORCH_MODULAR,,,1688,2925,1,0.136513355059004110048093139085
2952,2952_0,RUNNING,BOTORCH_MODULAR,,,3286,2693,10,0.718492734472223504305077312893
2953,2953_0,RUNNING,BOTORCH_MODULAR,,,1326,20,1,0.189879086678869157811533341373
2954,2954_0,FAILED,BOTORCH_MODULAR,,,3232,4153,4,0.407643461672740958778859976519
2955,2955_0,RUNNING,BOTORCH_MODULAR,,,3846,4807,1,0.998999999999999999111821580300
2956,2956_0,FAILED,BOTORCH_MODULAR,,,1872,2300,10,0.417661478126597485172055712610
2957,2957_0,COMPLETED,BOTORCH_MODULAR,0.830000000000000071054273576010,4788.000000000000000000000000000000,1317,66,1,0.215109820382997390941781645779
2958,2958_0,FAILED,BOTORCH_MODULAR,,,4452,2259,10,0.252473280478066386400826104364
2959,2959_0,RUNNING,BOTORCH_MODULAR,,,4780,2782,10,0.414275877790768132236109977384
2960,2960_0,RUNNING,BOTORCH_MODULAR,,,2304,3884,1,0.998999999999999999111821580300
2961,2961_0,RUNNING,BOTORCH_MODULAR,,,2212,1245,1,0.241392089387892083696129930104
2962,2962_0,RUNNING,BOTORCH_MODULAR,,,5000,3560,9,0.998999999999999999111821580300
2963,2963_0,RUNNING,BOTORCH_MODULAR,,,4841,4558,5,0.799025831152554433245427389920
2964,2964_0,RUNNING,BOTORCH_MODULAR,,,4969,766,10,0.757302139938394902607399217231
2965,2965_0,RUNNING,BOTORCH_MODULAR,,,542,2150,1,0.001000000000000000020816681712
2966,2966_0,RUNNING,BOTORCH_MODULAR,,,3034,2061,1,0.001000000000000000020816681712
2967,2967_0,RUNNING,BOTORCH_MODULAR,,,3296,4842,10,0.511261382723602109123817172076
2968,2968_0,RUNNING,BOTORCH_MODULAR,,,2516,3420,1,0.001000000000000000020816681712
2969,2969_0,RUNNING,BOTORCH_MODULAR,,,47,2188,1,0.767175460121004015867640646320
2970,2970_0,RUNNING,BOTORCH_MODULAR,,,1005,5000,10,0.998999999999999999111821580300
2971,2971_0,FAILED,BOTORCH_MODULAR,,,3071,3026,2,0.001000000000000000020816681712
2972,2972_0,RUNNING,BOTORCH_MODULAR,,,4780,3745,10,0.219521952826194938213077989531
2973,2973_0,RUNNING,BOTORCH_MODULAR,,,5000,3952,10,0.771610202840924408462797146058
2974,2974_0,RUNNING,BOTORCH_MODULAR,,,3095,4687,2,0.784542319893896777927011498832
2975,2975_0,RUNNING,BOTORCH_MODULAR,,,1607,2756,10,0.998999999999999999111821580300
2976,2976_0,RUNNING,BOTORCH_MODULAR,,,1477,3584,6,0.001000000000000000020816681712
2977,2977_0,RUNNING,BOTORCH_MODULAR,,,2310,4098,10,0.438537008889954837975722057308
2978,2978_0,RUNNING,BOTORCH_MODULAR,,,4667,2107,1,0.998999999999999999111821580300
2979,2979_0,RUNNING,BOTORCH_MODULAR,,,470,2451,8,0.902779552381011041184422083461
2980,2980_0,RUNNING,BOTORCH_MODULAR,,,2435,2062,1,0.911009165502279283366249273968
2981,2981_0,FAILED,BOTORCH_MODULAR,,,1901,1083,8,0.094643251025111813090617829403
2982,2982_0,RUNNING,BOTORCH_MODULAR,,,737,1285,10,0.085273296669396855818057190390
2983,2983_0,RUNNING,BOTORCH_MODULAR,,,3742,2242,3,0.906521894910895520425242466445
2984,2984_0,RUNNING,BOTORCH_MODULAR,,,3673,910,10,0.717655897703499134898663669446
2985,2985_0,RUNNING,BOTORCH_MODULAR,,,2502,4658,10,0.073980288851321324150589475721
2986,2986_0,RUNNING,BOTORCH_MODULAR,,,1258,4580,10,0.074118152365791639679670765872
2987,2987_0,RUNNING,BOTORCH_MODULAR,,,4887,1127,8,0.001000000000000000020816681712
2988,2988_0,RUNNING,BOTORCH_MODULAR,,,53,3335,10,0.998999999999999999111821580300
2989,2989_0,RUNNING,BOTORCH_MODULAR,,,795,4345,10,0.225685038917034536121164478573
2990,2990_0,RUNNING,BOTORCH_MODULAR,,,4984,3800,1,0.001000000000000000020816681712
2991,2991_0,FAILED,BOTORCH_MODULAR,,,2730,4385,5,0.001000000000000000020816681712
2992,2992_0,RUNNING,BOTORCH_MODULAR,,,1597,2367,10,0.452882879956256256814839389335
2993,2993_0,RUNNING,BOTORCH_MODULAR,,,2030,2147,1,0.001000000000000000020816681712
2994,2994_0,FAILED,BOTORCH_MODULAR,,,2594,3515,10,0.068433534299713147386334810562
2995,2995_0,RUNNING,BOTORCH_MODULAR,,,3813,4904,10,0.983868089548700863744556954771
2996,2996_0,FAILED,BOTORCH_MODULAR,,,1752,3362,10,0.003807236701516070360995502853
2997,2997_0,FAILED,BOTORCH_MODULAR,,,386,2829,1,0.547214086848779701632849992166
2998,2998_0,RUNNING,BOTORCH_MODULAR,,,7,2527,1,0.169670414300666400064798722269
2999,2999_0,FAILED,BOTORCH_MODULAR,,,2296,2268,1,0.001000000000000000020816681712
3000,3000_0,RUNNING,BOTORCH_MODULAR,,,5000,4775,10,0.998999999999999999111821580300
3001,3001_0,FAILED,BOTORCH_MODULAR,,,2897,1238,10,0.001000000000000000020816681712
3002,3002_0,RUNNING,BOTORCH_MODULAR,,,1379,3852,10,0.601451170343510921334484464751
3003,3003_0,RUNNING,BOTORCH_MODULAR,,,2964,1339,1,0.998999999999999999111821580300
3004,3004_0,RUNNING,BOTORCH_MODULAR,,,2490,4860,4,0.793203604071851309242902061669
3005,3005_0,RUNNING,BOTORCH_MODULAR,,,4224,2824,1,0.305054455405144142599027645701
3006,3006_0,RUNNING,BOTORCH_MODULAR,,,814,2324,1,0.006514973163265331233817700962
3007,3007_0,RUNNING,BOTORCH_MODULAR,,,3826,879,10,0.189270264633088408645633649030
3008,3008_0,RUNNING,BOTORCH_MODULAR,,,194,1311,10,0.001000000000000000020816681712
3009,3009_0,RUNNING,BOTORCH_MODULAR,,,1622,3255,3,0.879027502873427790675009418919
3010,3010_0,RUNNING,BOTORCH_MODULAR,,,4086,781,1,0.295255605654758779277102576089
3011,3011_0,RUNNING,BOTORCH_MODULAR,,,896,3614,10,0.001000000000000000020816681712
3012,3012_0,RUNNING,BOTORCH_MODULAR,,,2707,2093,8,0.228101379713197716103678658328
3013,3013_0,RUNNING,BOTORCH_MODULAR,,,1771,930,10,0.005572887020693634632650947935
3014,3014_0,FAILED,BOTORCH_MODULAR,,,4037,3260,10,0.001000000000000000020816681712
3015,3015_0,RUNNING,BOTORCH_MODULAR,,,1,4963,10,0.170126468690844634412684399649
3016,3016_0,FAILED,BOTORCH_MODULAR,,,1816,3759,8,0.698278618207814338880723425973
3017,3017_0,RUNNING,BOTORCH_MODULAR,,,1252,4569,10,0.816792323448821022680021997076
3018,3018_0,RUNNING,BOTORCH_MODULAR,,,4412,4143,2,0.594654642994736470917871429265
3019,3019_0,RUNNING,BOTORCH_MODULAR,,,4211,1142,1,0.001000000000000000020816681712
3020,3020_0,RUNNING,BOTORCH_MODULAR,,,4317,3595,7,0.686943441336027249555229445832
3021,3021_0,RUNNING,BOTORCH_MODULAR,,,4024,2496,1,0.110443540531667230841783577944
3022,3022_0,RUNNING,BOTORCH_MODULAR,,,1096,1303,10,0.905491166648823009310831366747
3023,3023_0,RUNNING,BOTORCH_MODULAR,,,4343,4086,10,0.038237156591711909947584047131
3024,3024_0,RUNNING,BOTORCH_MODULAR,,,2323,4516,9,0.168389256371549778101837091526
3025,3025_0,RUNNING,BOTORCH_MODULAR,,,1400,3038,3,0.985177421704201528029898327077
3026,3026_0,RUNNING,BOTORCH_MODULAR,,,2886,2573,10,0.414101891444379088813576572647
3027,3027_0,RUNNING,BOTORCH_MODULAR,,,4954,4852,1,0.206642244747359427048394309168
3028,3028_0,RUNNING,BOTORCH_MODULAR,,,1921,3787,10,0.001000000000000000020816681712
3029,3029_0,RUNNING,BOTORCH_MODULAR,,,291,4414,1,0.113991476486062864870163480191
3030,3030_0,RUNNING,BOTORCH_MODULAR,,,1582,1267,1,0.149387458028725550462922910810
3031,3031_0,FAILED,BOTORCH_MODULAR,,,748,1980,10,0.998999999999999999111821580300
3032,3032_0,RUNNING,BOTORCH_MODULAR,,,4462,2747,1,0.135786391228578884327049536296
3033,3033_0,FAILED,BOTORCH_MODULAR,,,2783,4937,10,0.001000000000000000020816681712
3034,3034_0,RUNNING,BOTORCH_MODULAR,,,3332,1109,1,0.998999999999999999111821580300
3035,3035_0,RUNNING,BOTORCH_MODULAR,,,1274,3282,10,0.120051049839842438604620156184
3036,3036_0,RUNNING,BOTORCH_MODULAR,,,373,3485,1,0.998999999999999999111821580300
3037,3037_0,RUNNING,BOTORCH_MODULAR,,,1787,695,10,0.823584938092781326801627983514
3038,3038_0,FAILED,BOTORCH_MODULAR,,,4630,695,1,0.389064845963039640519554041020
3039,3039_0,RUNNING,BOTORCH_MODULAR,,,3693,3089,3,0.810657703952187391749362177507
3040,3040_0,FAILED,BOTORCH_MODULAR,,,1393,2671,1,0.001000000000000000020816681712
3041,3041_0,FAILED,BOTORCH_MODULAR,,,4188,4847,10,0.069212447184257397392315169782
3042,3042_0,RUNNING,BOTORCH_MODULAR,,,2472,1237,10,0.001000000000000000020816681712
3043,3043_0,RUNNING,BOTORCH_MODULAR,,,5000,1780,3,0.357054460269508489034251397243
3044,3044_0,RUNNING,BOTORCH_MODULAR,,,2047,3417,1,0.537967577673788666103860123258
3045,3045_0,RUNNING,BOTORCH_MODULAR,,,1,3412,10,0.001000000000000000020816681712
3046,3046_0,RUNNING,BOTORCH_MODULAR,,,3399,2559,10,0.001000000000000000020816681712
3047,3047_0,RUNNING,BOTORCH_MODULAR,,,5000,3421,10,0.998999999999999999111821580300
3048,3048_0,COMPLETED,BOTORCH_MODULAR,0.820000000000000062172489379009,2485.000000000000000000000000000000,630,96,1,0.350468594112107401095101977262
3049,3049_0,FAILED,BOTORCH_MODULAR,,,1222,3566,1,0.925320329007782271801829665492
3050,3050_0,COMPLETED,BOTORCH_MODULAR,0.810000000000000053290705182008,1874.000000000000000000000000000000,767,123,1,0.998999999999999999111821580300
3051,3051_0,RUNNING,BOTORCH_MODULAR,,,750,3354,5,0.240999456349447388481266330018
3052,3052_0,RUNNING,BOTORCH_MODULAR,,,491,1059,3,0.098029347979214406794135072687
