trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,165.000000000000000000000000000000,3217,4024,7,0.732463252305984524603843510704
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,97.000000000000000000000000000000,2362,1135,1,0.038050764670595524363783113131
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,88.000000000000000000000000000000,68,2993,9,0.900192230448126795572250102850
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,185.000000000000000000000000000000,4360,2132,3,0.330535429248586309913804370808
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,394.000000000000000000000000000000,4948,3748,3,0.401098702613264301852780135960
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,282.000000000000000000000000000000,645,1484,7,0.829438098063692397232671282836
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,113.000000000000000000000000000000,1770,4548,5,0.233563938841223728282159299852
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,467.000000000000000000000000000000,2635,562,9,0.537155234107747681093769642757
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,117.000000000000000000000000000000,3005,2664,5,0.775752554811537264889409470925
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,239.000000000000000000000000000000,1360,2431,8,0.455591939108446253303696948933
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,229.000000000000000000000000000000,1212,4363,2,0.608141638528555628084859563387
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,117.000000000000000000000000000000,4420,846,6,0.163232944948598746037760065519
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,336.000000000000000000000000000000,3754,4874,10,0.109116649068891999330155329062
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.750000000000000000000000000000,221.000000000000000000000000000000,557,266,4,0.662204129831865384581135458575
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,231.000000000000000000000000000000,2030,3413,8,0.276769454251974800218505379235
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,4.000000000000000000000000000000,3665,1771,1,0.954612664205953476148636127618
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,202.000000000000000000000000000000,3578,3229,8,0.190836203942075371964293140081
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,124.000000000000000000000000000000,2098,1588,4,0.510023154601454753453992907453
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.719999999999999973354647408996,164.000000000000000000000000000000,332,4735,6,0.428681804409250633014494269446
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,38.000000000000000000000000000000,3999,127,2,0.872613040748983603833721645060
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,68.000000000000000000000000000000,4665,4155,4,0.927645888218656233803471877764
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,149.000000000000000000000000000000,987,638,10,0.373580935344099973605125342146
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,109.000000000000000000000000000000,1428,2569,2,0.689880210151895933989862896851
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,370.000000000000000000000000000000,2917,2336,8,0.011063350025564432088653887831
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,97.000000000000000000000000000000,2702,4438,1,0.303750927789136759837873569268
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.750000000000000000000000000000,14.000000000000000000000000000000,1683,453,7,0.997185963761061389121209685982
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,206.000000000000000000000000000000,890,3516,3,0.066030923383310444196858668420
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.739999999999999991118215802999,191.000000000000000000000000000000,4722,1252,10,0.634714074410498096945332235919
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,247.000000000000000000000000000000,4135,2868,6,0.564941719396039876421866665623
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.729999999999999982236431605997,294.000000000000000000000000000000,312,2008,3,0.135628658901900039923660301611
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,11.000000000000000000000000000000,1275,326,6,0.966910355567875634541508134134
31,31_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,11.000000000000000000000000000000,744,385,8,0.981373362810850857762545729202
32,32_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,7.000000000000000000000000000000,973,433,5,0.993294334651457999640911111783
33,33_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,11.000000000000000000000000000000,1804,417,4,0.951250631809602009703041858302
34,34_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,8.000000000000000000000000000000,2355,561,7,0.973393819613914357269379706850
35,35_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,15.000000000000000000000000000000,1483,300,9,0.998999999999999999111821580300
36,36_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,13.000000000000000000000000000000,1717,333,5,0.998999999999999999111821580300
37,37_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,6.000000000000000000000000000000,583,316,6,0.998999999999999999111821580300
38,38_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,9.000000000000000000000000000000,1326,407,2,0.919834795528097104444498199882
39,39_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,3.000000000000000000000000000000,99,343,2,0.761628668594562574511996899673
40,40_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,7.000000000000000000000000000000,771,369,2,0.769746628425481249635708991264
41,41_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,10.000000000000000000000000000000,1051,305,4,0.967993877639304334259406914498
42,42_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,26.000000000000000000000000000000,1760,405,9,0.953748369305413401519899707637
43,43_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,13.000000000000000000000000000000,1224,396,7,0.946444588199498282321542319551
44,44_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,13.000000000000000000000000000000,1645,310,1,0.778359030249566874459787868545
45,45_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,8.000000000000000000000000000000,1320,443,3,0.998999999999999999111821580300
46,46_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,14.000000000000000000000000000000,1098,203,7,0.998999999999999999111821580300
47,47_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,6.000000000000000000000000000000,428,543,7,0.998999999999999999111821580300
48,48_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,7.000000000000000000000000000000,484,423,6,0.948582284613769366465874099958
49,49_0,FAILED,BoTorch,GenerationStep_1,,,1,1,4,0.998999999999999999111821580300
50,50_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,16.000000000000000000000000000000,1335,254,8,0.938953329894557819912392915285
51,51_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,4.000000000000000000000000000000,2335,584,4,0.996766622733371354669884567556
52,52_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,10.000000000000000000000000000000,1290,551,6,0.952634011378091893895714292739
53,53_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,7.000000000000000000000000000000,301,207,9,0.976287203980676365766555591108
54,54_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,13.000000000000000000000000000000,1357,236,1,0.924957576388842794834488358902
55,55_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,12.000000000000000000000000000000,738,235,5,0.942910106435581485406771662383
56,56_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,5.000000000000000000000000000000,2437,315,6,0.992324555225502002997473027790
57,57_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,29.000000000000000000000000000000,2149,360,8,0.966969386661495344803540774592
58,58_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,4.000000000000000000000000000000,420,455,4,0.998186506637106174544271652849
59,59_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,11.000000000000000000000000000000,1079,341,6,0.919533569786406324020333613589
60,60_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,1059,1,0.998999999999999999111821580300
61,61_0,FAILED,BoTorch,GenerationStep_1,,,1,1,1,0.998999999999999999111821580300
62,62_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,44.000000000000000000000000000000,1,1173,10,0.998999999999999999111821580300
63,63_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,790,1,0.998999999999999999111821580300
64,64_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,1334,1,0.998999999999999999111821580300
65,65_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,18.000000000000000000000000000000,434,78,3,0.829126350438369907891456023208
66,66_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,4.000000000000000000000000000000,3622,1279,1,0.998999999999999999111821580300
67,67_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,122.000000000000000000000000000000,1,1504,10,0.998999999999999999111821580300
68,68_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,49.000000000000000000000000000000,239,353,10,0.817416197407454858669950681360
69,69_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,5.000000000000000000000000000000,1921,1052,1,0.998999999999999999111821580300
70,70_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,1.000000000000000000000000000000,1,1641,1,0.998999999999999999111821580300
71,71_0,FAILED,BoTorch,GenerationStep_1,,,1,1,10,0.998999999999999999111821580300
72,72_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,11.000000000000000000000000000000,1,944,10,0.998999999999999999111821580300
73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,16.000000000000000000000000000000,192,33,10,0.826870823477150684865932817047
74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,25.000000000000000000000000000000,2635,1211,10,0.998999999999999999111821580300
75,75_0,COMPLETED,BoTorch,GenerationStep_1,0.719999999999999973354647408996,1.000000000000000000000000000000,1,446,1,0.986049052691705507633912475285
76,76_0,COMPLETED,BoTorch,GenerationStep_1,0.750000000000000000000000000000,11.000000000000000000000000000000,5000,1385,8,0.998999999999999999111821580300
77,77_0,COMPLETED,BoTorch,GenerationStep_1,0.739999999999999991118215802999,130.000000000000000000000000000000,5000,2115,10,0.998999999999999999111821580300
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,927,1,0.998999999999999999111821580300
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,2017,1,0.998999999999999999111821580300
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,659,1,0.998999999999999999111821580300
81,81_0,FAILED,BoTorch,GenerationStep_1,,,1,1,2,0.001000000000000000020816681712
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,74.000000000000000000000000000000,1,468,1,0.001000000000000000020816681712
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,245,1,0.830451405633699679675885363395
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,1.000000000000000000000000000000,1,1188,1,0.998999999999999999111821580300
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,10.000000000000000000000000000000,1,1325,10,0.998999999999999999111821580300
86,86_0,FAILED,BoTorch,GenerationStep_1,,,1,1,5,0.998999999999999999111821580300
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,101.000000000000000000000000000000,1,1803,10,0.998999999999999999111821580300
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.729999999999999982236431605997,23.000000000000000000000000000000,75,10,1,0.808286422968544915335087353014
