trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.200000000000000011102230246252,1246.000000000000000000000000000000,1115,1836,0.955420077681541468628267921304,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.140000000000000013322676295502,890.000000000000000000000000000000,3465,3966,0.007438933113589883162897198332,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.309999999999999997779553950750,1174.000000000000000000000000000000,3805,1226,0.703011124633252659776871951181,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.170000000000000012212453270877,1070.000000000000000000000000000000,1458,3286,0.255979899628087870233628109418,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.489999999999999991118215802999,1976.000000000000000000000000000000,2424,103,0.200510451368987568931956388951,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.209999999999999992228438827624,1308.000000000000000000000000000000,4771,2887,0.774257091892883164696570474916,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,1009.000000000000000000000000000000,2654,1993,0.452919640500098474866774722614,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.050000000000000002775557561563,1363.000000000000000000000000000000,304,4707,0.525715857693925481264329846454,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.250000000000000000000000000000,929.000000000000000000000000000000,624,864,0.399733108483254884202295897921,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.119999999999999995559107901499,1207.000000000000000000000000000000,2962,3649,0.574852141661569504549333942123,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.280000000000000026645352591004,1023.000000000000000000000000000000,4457,1544,0.151192156840115776716970685811,"\{\'nu\':0.5,\'kernel\':\'rbf\',\'gamma\':\'auto\'\}"
