trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
0,0_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,102.000000000000000000000000000000,823,2316,0.850274174086749656709116607090,0.015488232657313347195859876138,True,True
1,1_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3055,3208,7.006503526477144028206112125190,0.039916339508723468199047346161,False,False
2,2_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3939,1249,3.978000499252229982261042096070,0.002975206705275922937359300846,False,False
3,3_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,117.000000000000000000000000000000,2497,4637,7.625935784259811889285174402175,0.027297947849612685250475507814,True,True
4,4_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,121.000000000000000000000000000000,1686,458,5.893277134848759146734664682299,0.035731275962665676182439256081,True,True
5,5_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4380,3865,1.885423011340200849517145798018,0.009864893489517271782385243739,False,False
6,6_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3555,1838,9.012459094638005652200263284612,0.048351946828886868678942789757,False,False
7,7_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,87.000000000000000000000000000000,69,2750,2.513399038512259764388545590919,0.022374156859703363264824105272,True,True
8,8_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,117.000000000000000000000000000000,571,640,9.986200502010062152180580596905,0.009537627654150129807852920294,False,True
9,9_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,3346,4728,3.486987724255770526582409729599,0.033158853375352924375274454860,True,False
10,10_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4972,2068,5.617136092385277557070821785601,0.022146968869492411613464355469,True,False
11,11_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,76.000000000000000000000000000000,1426,3661,1.609129247248172633888430027582,0.045680957016535107817478689185,False,True
12,12_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,86.000000000000000000000000000000,1903,1277,4.873662415292114857834349095356,0.041693423739168795905118969358,False,True
13,13_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,4202,2890,8.521445276664570300795276125427,0.016609326920937746846496096964,True,False
14,14_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,2556,162,0.496054236277937932175774449206,0.029169067444745452183374467836,True,False
15,15_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,83.000000000000000000000000000000,1029,4269,6.652131165033207338410647935234,0.004003775532823055857689631409,False,True
16,16_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,6.000000000000000000000000000000,1197,39,3.182017373410053640014893971966,0.049910528351087127263419063183,True,False
17,17_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,86.000000000000000000000000000000,2720,4129,9.671160320213996186566873802803,0.024056609047111123661499831883,False,True
18,18_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,86.000000000000000000000000000000,4355,1417,1.294382998713292209913561237045,0.037388804577756673541699683483,False,True
19,19_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,2042,3013,5.311849309775047878190434857970,0.011446890914347022938368780842,True,False
20,20_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,1.000000000000000000000000000000,1271,1876,8.206366951710544199727337399963,0.001320698961615562492741271505,True,False
21,21_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,78.000000000000000000000000000000,4833,3492,4.568653921288438723991021106485,0.025712928815744818394906090475,False,True
22,22_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,77.000000000000000000000000000000,3177,810,6.346806239265017524076029076241,0.013926630217581987755681716123,False,True
23,23_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,408,4919,0.181269844585098344191820274318,0.038236908192746346668577928085,True,False
24,24_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,204,1717,7.321264767806046513953788235085,0.030802424386143684859051816716,False,False
25,25_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,80.000000000000000000000000000000,3674,2607,1.155575949491001619406915779109,0.005706621184013783640298633770,True,True
26,26_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,80.000000000000000000000000000000,4568,601,7.930957930087112472961052844767,0.043421195913106204467002413594,True,True
27,27_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,1868,3986,4.293092476029880977250741125317,0.018219270910136402957801848856,False,False
28,28_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,0.000000000000000000000000000000,2310,1060,2.190686643586494231072947513894,0.020416175086516889086718506974,False,False
29,29_0,COMPLETED,Sobol,SOBOL,0.910000000000000031086244689504,78.000000000000000000000000000000,3756,4465,6.208000233019702385206528560957,0.044074033898767087102932293874,True,True
30,30_0,COMPLETED,BoTorch,BOTORCH_MODULAR,,,1,5000,10.000000000000000000000000000000,0.000500000000000000010408340856,False,False
31,31_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,1.000000000000000000000000000000,5000,5000,0.001000000000000000020816681712,0.050000000000000002775557561563,True,False
32,32_0,COMPLETED,BoTorch,BOTORCH_MODULAR,,,5000,5000,10.000000000000000000000000000000,0.000500000000000000010408340856,False,False
33,33_0,COMPLETED,BoTorch,BOTORCH_MODULAR,,,1,5000,0.001000000000000000020816681712,0.000500000000000000010408340856,False,False
34,34_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,1.000000000000000000000000000000,1,5000,10.000000000000000000000000000000,0.050000000000000002775557561563,True,False
35,35_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,2.000000000000000000000000000000,5000,2,0.001000000000000000020816681712,0.050000000000000002775557561563,False,False
36,36_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,44.000000000000000000000000000000,5000,2,10.000000000000000000000000000000,0.000500000000000000010408340856,True,False
37,37_0,COMPLETED,BoTorch,BOTORCH_MODULAR,,,5000,5000,0.001000000000000000020816681712,0.050000000000000002775557561563,False,False
38,38_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,1.000000000000000000000000000000,5000,5000,10.000000000000000000000000000000,0.050000000000000002775557561563,True,False
39,39_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,3.000000000000000000000000000000,5000,2,0.001000000000000000020816681712,0.000500000000000000010408340856,False,False
40,40_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,1.000000000000000000000000000000,5000,5000,0.001000000000000000020816681712,0.000500000000000000010408340856,True,False
41,41_0,COMPLETED,BoTorch,BOTORCH_MODULAR,,,1,5000,0.001000000000000000020816681712,0.050000000000000002775557561563,False,False
42,42_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,2.000000000000000000000000000000,1,2,0.001000000000000000020816681712,0.000500000000000000010408340856,False,False
43,43_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,53.000000000000000000000000000000,5000,2,10.000000000000000000000000000000,0.050000000000000002775557561563,True,False
44,44_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,2.000000000000000000000000000000,1,2,10.000000000000000000000000000000,0.050000000000000002775557561563,False,False
45,45_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,3.000000000000000000000000000000,5000,2,10.000000000000000000000000000000,0.000500000000000000010408340856,False,False
46,46_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.910000000000000031086244689504,0.000000000000000000000000000000,1,5000,10.000000000000000000000000000000,0.000500000000000000010408340856,True,False
