trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,feature_id,threshold,window_size
78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.001000000000000000020816681712,2287
79,79_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1400,0,0.998999999999999999111821580300,1176
80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1010,71,0.998999999999999999111821580300,4396
81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.998999999999999999111821580300,3764
82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2114,0,0.998999999999999999111821580300,3765
83,83_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,43.000000000000000000000000000000,3767,71,0.001000000000000000020816681712,496
84,84_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1113,0,0.001000000000000000020816681712,3134
85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3074,71,0.998999999999999999111821580300,4782
86,86_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4329,71,0.001000000000000000020816681712,4085
87,87_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3659,0,0.998999999999999999111821580300,495
88,88_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1552,0,0.998999999999999999111821580300,2809
89,89_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1323,71,0.001000000000000000020816681712,1186
90,90_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4415,0,0.998999999999999999111821580300,628
91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.998999999999999999111821580300,1339
92,92_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.001000000000000000020816681712,1382
93,93_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3878,71,0.998999999999999999111821580300,2149
94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4166,71,0.001000000000000000020816681712,4824
95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3895,0,0.001000000000000000020816681712,2159
96,96_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4475,71,0.998999999999999999111821580300,639
97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4217,71,0.001000000000000000020816681712,3291
98,98_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3888,71,0.001000000000000000020816681712,2131
99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4153,0,0.001000000000000000020816681712,4810
100,100_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3090,0,0.001000000000000000020816681712,3632
101,101_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.001000000000000000020816681712,1437
102,102_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3613,0,0.998999999999999999111821580300,2163
103,103_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4283,71,0.001000000000000000020816681712,1203
104,104_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.998999999999999999111821580300,1385
105,105_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,739,71,0.001000000000000000020816681712,1872
106,106_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2560,71,0.001000000000000000020816681712,2576
107,107_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4221,71,0.998999999999999999111821580300,4874
108,108_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1076,0,0.998999999999999999111821580300,5000
109,109_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,703,0,0.998999999999999999111821580300,2452
110,110_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2548,0,0.001000000000000000020816681712,2669
111,111_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.998999999999999999111821580300,4133
112,112_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2615,0,0.001000000000000000020816681712,4512
113,113_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,632,71,0.001000000000000000020816681712,2423
114,114_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.001000000000000000020816681712,1665
115,115_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.998999999999999999111821580300,1614
116,116_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4474,0,0.998999999999999999111821580300,4782
117,117_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3157,0,0.001000000000000000020816681712,1580
118,118_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3293,0,0.980118705483333574335347293527,3555
119,119_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.998999999999999999111821580300,1333
120,120_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3453,71,0.998999999999999999111821580300,947
121,121_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3614,0,0.001000000000000000020816681712,990
122,122_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.998999999999999999111821580300,442
123,123_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3164,0,0.998999999999999999111821580300,873
124,124_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.998999999999999999111821580300,3584
125,125_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.001000000000000000020816681712,438
126,126_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2982,71,0.001000000000000000020816681712,3984
127,127_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.998999999999999999111821580300,426
128,128_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3489,71,0.424656666892933465362602873938,974
129,129_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.001000000000000000020816681712,3534
130,130_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3661,0,0.998999999999999999111821580300,979
131,131_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,690,71,0.998999999999999999111821580300,4605
132,132_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.998999999999999999111821580300,2342
133,133_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.001000000000000000020816681712,3919
134,134_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4353,71,0.001000000000000000020816681712,2848
135,135_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3034,38,0.409504275753858781872196459517,855
136,136_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.001000000000000000020816681712,3524
137,137_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,784,71,0.001000000000000000020816681712,2880
138,138_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.001000000000000000020816681712,2370
139,139_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3997,71,0.998999999999999999111821580300,5000
140,140_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,3591,71,0.001000000000000000020816681712,1015
141,141_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.998999999999999999111821580300,3533
142,142_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,551,27,0.998999999999999999111821580300,882
143,143_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2083,0,0.001000000000000000020816681712,1706
144,144_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2976,71,0.998999999999999999111821580300,3946
145,145_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1978,0,0.998999999999999999111821580300,4813
146,146_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,2320,71,0.001000000000000000020816681712,1723
147,147_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4396,0,0.001000000000000000020816681712,2815
148,148_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,60,0.998999999999999999111821580300,4829
149,149_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1731,71,0.998999999999999999111821580300,4302
150,150_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.490356174305675185376429681128,596
151,151_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.440374397252776883515679173797,5000
152,152_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.498894533267964235268010497748,5000
153,153_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,276.000000000000000000000000000000,5000,71,0.001000000000000000020816681712,352
154,154_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,577.000000000000000000000000000000,3309,45,0.001000000000000000020816681712,1
155,155_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.288365135093987479120158923251,1
156,156_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,43,0.001000000000000000020816681712,5000
157,157_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,271,40,0.357662282276484666532212486345,314
158,158_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.001000000000000000020816681712,5000
159,159_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.619348032380561908105676138803,5000
160,160_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.998999999999999999111821580300,1
161,161_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.568054212085092880002434867492,461
162,162_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,34,0.998999999999999999111821580300,1
163,163_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,40,0.998999999999999999111821580300,5000
164,164_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,25,0.001000000000000000020816681712,1
165,165_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,47.000000000000000000000000000000,5000,38,0.001000000000000000020816681712,495
166,166_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,25,0.001000000000000000020816681712,5000
167,167_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,31,0.428400134366228757532013560194,5000
168,168_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.998999999999999999111821580300,5000
169,169_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.998999999999999999111821580300,164
170,170_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,40,0.367855103528124449674407969724,388
171,171_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,0,0.323834497904655238542659390077,5000
172,172_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,31,0.808186551132234254346542456915,5000
173,173_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,28,0.998999999999999999111821580300,5000
174,174_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.001000000000000000020816681712,5000
175,175_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,397,71,0.001000000000000000020816681712,665
176,176_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,4461,71,0.998999999999999999111821580300,4316
177,177_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,25,0.624130049885349924565502988116,146
178,178_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,626,0,0.001000000000000000020816681712,3340
179,179_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,34,0.001000000000000000020816681712,5000
180,180_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.001000000000000000020816681712,659
181,181_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.601565540143052746024920907075,1
182,182_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,5000,71,0.001000000000000000020816681712,3785
183,183_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,71,0.998999999999999999111821580300,3710
184,184_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.998999999999999999111821580300,1929
185,185_0,COMPLETED,BoTorch,GenerationStep_1,0.959999999999999964472863211995,1.000000000000000000000000000000,1,0,0.998999999999999999111821580300,5000
