trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,137.000000000000000000000000000000,1453,1524,0.979877893322706250422982066084,0.447165779769420623779296875000
1,1_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,671.000000000000000000000000000000,4765,3066,0.389979261389467868337277423052,0.645701184917241377547725278419
2,2_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,137.000000000000000000000000000000,3166,586,0.514097830822318746513133191911,0.177378548976033917350392243861
3,3_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,733.000000000000000000000000000000,540,4003,0.106555405572801825675455233977,0.975899024456739372368474505492
4,4_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,699.000000000000000000000000000000,811,974,0.291606275648064905414713621212,0.753251508474349962263261204498
5,5_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,140.000000000000000000000000000000,2831,4392,0.820594104267843071909283025889,0.094000029888004071887408485964
6,6_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,694.000000000000000000000000000000,3771,1912,0.195535539596807195206196183790,0.623692689139395906039453620906
7,7_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,160.000000000000000000000000000000,2354,3454,0.666907579440902953393788266112,0.284000044636428361499724815076
8,8_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,140.000000000000000000000000000000,1879,198,0.158599221205245693999685840936,0.039630044426769019116907344369
9,9_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,629.000000000000000000000000000000,4253,4281,0.688504844738077381727237025189,0.869467430472373958849630071199
10,10_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,133.000000000000000000000000000000,2662,1761,0.313198182428069404892312377342,0.338769772224128240534213318824
11,11_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,162.000000000000000000000000000000,973,2719,0.783659095736034205792464035767,0.505988203603774278072080505808
12,12_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,689.000000000000000000000000000000,62,2305,0.597869137295335528747841635777,0.731658531475812168309857952408
13,13_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,771.000000000000000000000000000000,3646,3263,0.006938249359279871110450788052,0.423023916922509679583441766226
14,14_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,666.000000000000000000000000000000,4598,743,0.880258263446483724123936553951,0.890341420024633456442586521007
15,15_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,142.000000000000000000000000000000,1618,4826,0.473756640848610521832284803168,0.200031852003186932931200203711
16,16_0,COMPLETED,Sobol,GenerationStep_0,0.160000000000000003330669073875,666.000000000000000000000000000000,1741,859,0.722255988890863953599819069495,0.562376203650608696982260426012
17,17_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,143.000000000000000000000000000000,4389,4903,0.132301154857315111934568108154,0.278479945866391076503276735821
18,18_0,COMPLETED,Sobol,GenerationStep_0,0.140000000000000013322676295502,673.000000000000000000000000000000,3464,2422,0.755864226228278091035406305309,0.809147207057103523553109880595
19,19_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,152.000000000000000000000000000000,173,3340,0.348385656641703067570858820545,0.096048560502007607198038385832
20,20_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,142.000000000000000000000000000000,1138,1716,0.034227507420722398656653950866,0.135569062860682598703476742230
21,21_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,744.000000000000000000000000000000,2573,2635,0.563157255668286227390240128443,0.958698425060138137432375060598
22,22_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,702.000000000000000000000000000000,4108,153,0.437546508517861365561429920490,0.491350405929610156707809665022
23,23_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,605.000000000000000000000000000000,2106,4197,0.908984309275448265630359401257,0.667226139390841077592142482899
24,24_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,730.000000000000000000000000000000,2256,2113,0.415976988431811300905849293486,0.919480569725856233809224704601
25,25_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,140.000000000000000000000000000000,3965,3695,0.945938846625387630417947093520,0.237698833735659725840960732057
26,26_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,715.000000000000000000000000000000,3028,1176,0.071188117756787697154585714543,0.705990953648462871150570663303
27,27_0,COMPLETED,Sobol,GenerationStep_0,0.059999999999999997779553950750,142.000000000000000000000000000000,675,4632,0.541585234940890170030058925477,0.390777725813910348229285318666
28,28_0,COMPLETED,Sobol,GenerationStep_0,0.160000000000000003330669073875,669.000000000000000000000000000000,321,314,0.855491980397980689154735500779,0.348432379094883781789349086466
29,29_0,COMPLETED,Sobol,GenerationStep_0,0.149999999999999994448884876874,696.000000000000000000000000000000,3319,3771,0.264619232373218993270569399101,0.555366142505779869509296986507
30,30_0,COMPLETED,BoTorch,GenerationStep_1,0.059999999999999997779553950750,145.000000000000000000000000000000,1,1,0.998999999999999999111821580300,0.001000000000000000020816681712
