trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
28,28_0,FAILED,SOBOL,,,1171,2877,2619,0.276556119961664070849849395017,0.900759157320484504793967062142,4.969297025018372337967775820289,str\(\'ks-test\'\),42,str\(\'bounded\'\)
29,29_0,FAILED,SOBOL,,,4722,389,1758,0.639006344530731462683093013766,0.035391149472445253276742249682,8.814621988426893040013965219259,str\(\'t-test\'\),6,str\(\'bounded\'\)
30,30_0,FAILED,SOBOL,,,3469,4142,4621,0.058226015990599989946563397325,0.322352961290627737511726991215,6.941767985004001495497050200356,str\(\'ks-test\'\),19,str\(\'bounded\'\)
31,31_0,FAILED,SOBOL,,,2417,1655,1004,0.919733361449092678974182035745,0.735624030439183118623702739569,1.842603498490527291764351502934,str\(\'t-test\'\),29,str\(\'bounded\'\)
32,32_0,FAILED,SOBOL,,,2439,3042,1432,0.550992053886875554624680262350,0.065378286363556983862288518594,0.081519247285090398746909556849,str\(\'ks-test\'\),36,str\(\'bounded\'\)
33,33_0,FAILED,SOBOL,,,3574,530,2943,0.406736773084849123627293465688,0.993596209198236435256035292696,6.117708570843563009589161083568,str\(\'t-test\'\),25,str\(\'bounded\'\)
34,34_0,FAILED,SOBOL,,,4818,4315,700,0.769333593932911785628903089673,0.640848286874592276696205317421,7.990820059207268677425872738240,str\(\'ks-test\'\),12,str\(\'bounded\'\)
35,35_0,FAILED,SOBOL,,,1182,1803,4927,0.126013607848435654767982327940,0.290451882371678959948724241258,3.207859930977225548787146180985,str\(\'t-test\'\),49,str\(\'bounded\'\)
36,36_0,FAILED,SOBOL,,,55,4873,3707,0.123252842314541338764044553500,0.438147329526022089041248364083,1.577116102651692886027490203560,str\(\'ks-test\'\),5,str\(\'bounded\'\)
37,37_0,FAILED,SOBOL,,,3924,2380,1917,0.976997087487950888196053256252,0.617880495503544846513932498056,7.141324336323887855826342274668,str\(\'t-test\'\),42,str\(\'bounded\'\)
38,38_0,FAILED,SOBOL,,,2671,3714,4206,0.341609603196382505263528628348,0.767056386433541792513324253378,9.017837717588060186812981555704,str\(\'ks-test\'\),29,str\(\'bounded\'\)
39,39_0,FAILED,SOBOL,,,1301,1222,171,0.696289143087342354832003366027,0.167144768530502918491009722857,4.700150251338259366207239509095,str\(\'t-test\'\),18,str\(\'bounded\'\)
40,40_0,COMPLETED,SOBOL,0.520000000000000017763568394003,15.000000000000000000000000000000,1568,3998,3919,0.929766067180782584955522906967,0.909643650081008670049698139337,2.999186973788775745219936652575,str\(\'ks-test\'\),1,str\(\'bounded\'\)
41,41_0,FAILED,SOBOL,,,3010,1485,456,0.044776741964742544643840460594,0.028450729971751572561222687341,8.216599999245255858681957761291,str\(\'t-test\'\),40,str\(\'bounded\'\)
42,42_0,FAILED,SOBOL,,,4264,2734,3169,0.649107614662498222379838352936,0.366335376007482393934111541967,5.088695446076803463597570953425,str\(\'ks-test\'\),27,str\(\'bounded\'\)
43,43_0,FAILED,SOBOL,,,321,222,2458,0.263053554421290747278305843793,0.701381552729755664010724558466,1.127563068585470285043470539676,str\(\'t-test\'\),14,str\(\'bounded\'\)
44,44_0,FAILED,SOBOL,,,902,3407,1175,0.486188912319019450603008181133,0.537856815557926859483472981083,4.008029342903756564453487953870,str\(\'ks-test\'\),34,str\(\'bounded\'\)
45,45_0,FAILED,SOBOL,,,4454,915,4449,0.599200061127543426309216556547,0.405148682048544261924405418540,9.687968722967431389747616776731,str\(\'t-test\'\),21,str\(\'bounded\'\)
46,46_0,FAILED,SOBOL,,,3210,4556,1694,0.205545695507898917853140119405,0.239160266337916260770413146020,6.566498443757184944047367025632,str\(\'ks-test\'\),8,str\(\'bounded\'\)
47,47_0,FAILED,SOBOL,,,2157,2063,2683,0.817492109291255486525074047677,0.823721686203032765760667643917,2.130028378479182915583578505903,str\(\'t-test\'\),47,str\(\'bounded\'\)
48,48_0,FAILED,SOBOL,,,1909,4528,550,0.367630559829995040566075203969,0.257125118808820829485739523079,9.487207435247487552487655193545,str\(\'t-test\'\),9,str\(\'bounded\'\)
49,49_0,FAILED,SOBOL,,,3352,2021,3825,0.730198342490941287863392972213,0.685870861127972575310707270546,4.230733376219869334988743503345,str\(\'ks-test\'\),45,str\(\'bounded\'\)
50,50_0,FAILED,SOBOL,,,4605,3136,2320,0.086907357415184377513739377719,0.956385619245469609239762576181,2.359150016746483835561321029672,str\(\'t-test\'\),33,str\(\'bounded\'\)
51,51_0,FAILED,SOBOL,,,663,628,3308,0.948539845358580380185742342292,0.106486815625801686802098799944,6.359338622665033469161244283896,str\(\'ks-test\'\),21,str\(\'bounded\'\)
52,52_0,FAILED,SOBOL,,,618,2600,4544,0.797303522080183069142833574006,0.129934795739129194114269694182,8.458861955429426870978204533458,str\(\'t-test\'\),27,str\(\'bounded\'\)
53,53_0,FAILED,SOBOL,,,4171,112,1080,0.161871782483533038776712942308,0.808165294915437648626266309293,2.739866384187713332920566244866,str\(\'ks-test\'\),15,str\(\'bounded\'\)
54,54_0,FAILED,SOBOL,,,2927,3795,2544,0.516595555372536208160738624429,0.584553114779293503389112629520,0.861824911282397909673136382480,str\(\'t-test\'\),3,str\(\'bounded\'\)
55,55_0,FAILED,SOBOL,,,1875,1307,1833,0.380228521058335877658151957803,0.483169524559751151215891695756,5.337355898384005037371480284492,str\(\'ks-test\'\),39,str\(\'bounded\'\)
56,56_0,FAILED,SOBOL,,,1511,3453,3083,0.239333061303943384068304567336,0.718871531110256922758594555489,7.346815990242176575009125372162,str\(\'t-test\'\),31,str\(\'bounded\'\)
57,57_0,FAILED,SOBOL,,,2647,945,1292,0.843634884661063511046563689888,0.337150583317503360625266850548,1.349682895110920100023577106185,str\(\'ks-test\'\),17,str\(\'bounded\'\)
58,58_0,FAILED,SOBOL,,,3890,4836,4831,0.457609851453453286840300506810,0.049823300419375299297186643344,4.476064124532975974091186799342,str\(\'t-test\'\),5,str\(\'bounded\'\)
59,59_0,FAILED,SOBOL,,,255,2329,796,0.562976409835740931875136539020,0.884372143942862787291403492418,9.219963219191878778246973524801,str\(\'ks-test\'\),43,str\(\'bounded\'\)
60,60_0,FAILED,SOBOL,,,1002,4102,2057,0.684843970561400006147323438199,0.845094873812049618422292951436,5.870717477683910168195779988309,str\(\'t-test\'\),11,str\(\'bounded\'\)
61,61_0,FAILED,SOBOL,,,4872,1615,3568,0.291145316176116442097310255122,0.213889139419421558940825889295,0.345570165835320963765298074577,str\(\'ks-test\'\),49,str\(\'bounded\'\)
62,62_0,FAILED,SOBOL,,,3618,2917,75,0.903135981546714927681307472085,0.422638043267652419032742727723,3.468563806041144115255292490474,str\(\'t-test\'\),37,str\(\'bounded\'\)
63,63_0,FAILED,SOBOL,,,2249,429,4302,0.010502062186598777604462640056,0.508671643648296645245920899470,7.747195081112907111275944771478,str\(\'ks-test\'\),24,str\(\'bounded\'\)
64,64_0,FAILED,SOBOL,,,2209,3707,281,0.851195133104920342859145421244,0.987588139317929769589454735979,5.503703183008358479355592862703,str\(\'ks-test\'\),21,str\(\'bounded\'\)
65,65_0,FAILED,SOBOL,,,3656,1199,4097,0.246862840192392463123383095080,0.075256158942356710106480477407,0.722340318142436488280111461791,str\(\'t-test\'\),33,str\(\'bounded\'\)
66,66_0,FAILED,SOBOL,,,4912,4894,1969,0.570490006826817941387730570568,0.288268986241891955746297071528,2.593964353717863602355464536231,str\(\'ks-test\'\),46,str\(\'bounded\'\)
67,67_0,FAILED,SOBOL,,,964,2388,3656,0.465214834803715338029661552355,0.654697905316948935983134560956,8.631607903798110825732692319434,str\(\'t-test\'\),9,str\(\'bounded\'\)
68,68_0,FAILED,SOBOL,,,295,4356,4900,0.283127282692119452978118943065,0.615786091394722512326609376032,6.512784021358937636136943183374,str\(\'ks-test\'\),39,str\(\'bounded\'\)
69,69_0,COMPLETED,SOBOL,0.520000000000000017763568394003,745.000000000000000000000000000000,3852,1869,727,0.676795463804155561504671823059,0.451969324419274953719138920860,2.193489793204702387185989209684,str\(\'t-test\'\),2,str\(\'bounded\'\)
70,70_0,FAILED,SOBOL,,,2606,2976,2818,0.002406920706853270253144927437,0.161109119715169085695904982458,4.071490888001397578932483156677,str\(\'ks-test\'\),15,str\(\'bounded\'\)
71,71_0,FAILED,SOBOL,,,1549,488,1557,0.895132222708314606585133788030,0.777022795647382746864195723902,9.634254468190484033129905583337,str\(\'t-test\'\),27,str\(\'bounded\'\)
72,72_0,FAILED,SOBOL,,,1835,4587,2807,0.723171797374263403135330463556,0.018621315715834498710767874741,7.585578144062311345408033957938,str\(\'ks-test\'\),43,str\(\'bounded\'\)
73,73_0,FAILED,SOBOL,,,2964,2080,1570,0.360512658096849902822356170873,0.915603098053485164875553437014,3.622848540456034438506094375043,str\(\'t-test\'\),5,str\(\'bounded\'\)
74,74_0,FAILED,SOBOL,,,4211,3390,4476,0.941466678531840406307651392126,0.687727009337395389643177168182,0.496507689142599739628991528662,str\(\'ks-test\'\),17,str\(\'bounded\'\)
75,75_0,FAILED,SOBOL,,,580,882,1148,0.079864630401134492632131411938,0.368323122730478624831107481441,5.712466525326483690605527954176,str\(\'t-test\'\),30,str\(\'bounded\'\)
76,76_0,FAILED,SOBOL,,,703,2659,2407,0.170454451721161609478727427813,0.391405602021142828839117555617,9.081317961772903402106749126688,str\(\'ks-test\'\),24,str\(\'bounded\'\)
77,77_0,FAILED,SOBOL,,,4568,170,3220,0.805794838419184089595148634544,0.539872141215950285264568719867,4.646454695648514210404300683876,str\(\'t-test\'\),37,str\(\'bounded\'\)
78,78_0,FAILED,SOBOL,,,3312,4048,346,0.388734112042933677155787108859,0.813919895496219347741373439931,1.523420379340648667110258429602,str\(\'ks-test\'\),49,str\(\'bounded\'\)
79,79_0,FAILED,SOBOL,,,1947,1561,4029,0.525131589887663730031874820270,0.245031222289428113336740011619,7.204804450136609972332735196687,str\(\'t-test\'\),11,str\(\'bounded\'\)
80,80_0,FAILED,SOBOL,,,2117,3783,1782,0.036225464306771752720504053968,0.672050687976181504446060444025,4.851994307883084722732291993452,str\(\'t-test\'\),48,str\(\'bounded\'\)
81,81_0,FAILED,SOBOL,,,3248,1270,2595,0.921245262796059227738965091703,0.259221344659104957486306375358,8.853780177165754494694738241378,str\(\'ks-test\'\),12,str\(\'bounded\'\)
82,82_0,FAILED,SOBOL,,,4494,2636,971,0.254577481225132962183721474503,0.096522272767499084356046523681,6.980632780594752340164177439874,str\(\'t-test\'\),24,str\(\'bounded\'\)
83,83_0,FAILED,SOBOL,,,864,125,4654,0.640540158824995153885595300380,0.962423134416341752306323087396,1.725612948088906639654283026175,str\(\'ks-test\'\),36,str\(\'bounded\'\)
84,84_0,FAILED,SOBOL,,,361,3192,3432,0.606258001541718827276383763092,0.798289244078099757828681504179,3.375810047717765272068390913773,str\(\'t-test\'\),18,str\(\'bounded\'\)
85,85_0,FAILED,SOBOL,,,4226,700,2195,0.493277322288602604327678591289,0.135944687360897653594093981155,7.849734272914939303689152438892,str\(\'ks-test\'\),30,str\(\'bounded\'\)
86,86_0,FAILED,SOBOL,,,2970,4458,3852,0.824594797624275122061021647824,0.469321772472932940978296301182,5.973256501864642409316275006859,str\(\'t-test\'\),43,str\(\'bounded\'\)
87,87_0,FAILED,SOBOL,,,1605,1965,523,0.212556997481733567223471936813,0.586737877264618901129722416954,0.252816277139820189123753380045,str\(\'ks-test\'\),6,str\(\'bounded\'\)
88,88_0,FAILED,SOBOL,,,1261,2944,4275,0.414725318523123887004544485535,0.335133272333070608706151460865,1.992985655182972548615794039506,str\(\'t-test\'\),15,str\(\'bounded\'\)
89,89_0,FAILED,SOBOL,,,2709,432,102,0.559071952223777812740479475906,0.732612625811248974194711536256,6.735287523726933400780580996070,str\(\'ks-test\'\),28,str\(\'bounded\'\)
90,90_0,FAILED,SOBOL,,,3965,4101,3443,0.134077328005805601618405376030,0.878499247279018180556420247740,9.863156466681509471072786254808,str\(\'t-test\'\),40,str\(\'bounded\'\)
91,91_0,FAILED,SOBOL,,,18,1588,2181,0.777366870559751954594673861720,0.059623150413855907636673236993,3.864569182277657333202114386950,str\(\'ks-test\'\),2,str\(\'bounded\'\)
92,92_0,FAILED,SOBOL,,,1223,4776,906,0.969407347280532127875574133213,0.207927706120535737976950940720,0.964344491392374103533313700609,str\(\'t-test\'\),46,str\(\'bounded\'\)
93,93_0,FAILED,SOBOL,,,4780,2282,4721,0.115754458723589775948070723643,0.854922302741557338379152497509,5.244582565617748493025374045828,str\(\'ks-test\'\),8,str\(\'bounded\'\)
94,94_0,FAILED,SOBOL,,,3533,3499,1343,0.688744121056050095930345378292,0.506681956212967632424692965287,8.366088753035292313597892643884,str\(\'t-test\'\),20,str\(\'bounded\'\)
95,95_0,FAILED,SOBOL,,,2477,1007,3031,0.334034141352400171243175464042,0.436290645947679855964906892041,2.842386131918989367051153749344,str\(\'ks-test\'\),33,str\(\'bounded\'\)
96,96_0,FAILED,SOBOL,,,2376,4932,4395,0.203036372121423475123336288561,0.762583099344745329872807815264,3.968920211331918856956235686084,str\(\'t-test\'\),28,str\(\'bounded\'\)
97,97_0,FAILED,SOBOL,,,3507,2425,1229,0.838495238935574871419476039591,0.177488584019243722522674033826,9.805167850139550722587955533527,str\(\'ks-test\'\),13,str\(\'bounded\'\)
98,98_0,FAILED,SOBOL,,,4763,3669,2728,0.483703420285135521350383669414,0.468714259803295119066746110548,6.683404177781195443230899400078,str\(\'t-test\'\),1,str\(\'bounded\'\)
99,99_0,FAILED,SOBOL,,,1133,1161,1650,0.620227022124454352436373483215,0.600980909140780616972676853038,2.091231413641013059390161288320,str\(\'ks-test\'\),41,str\(\'bounded\'\)
100,100_0,FAILED,SOBOL,,,151,3092,421,0.631019719356671004995007479010,0.640265823150053647871970952110,3.116414615206420268833653608453,str\(\'t-test\'\),7,str\(\'bounded\'\)
101,101_0,FAILED,SOBOL,,,4016,604,3954,0.268478108428418626996148077524,0.304656064681708804720017269574,8.177519419168122638552631542552,str\(\'ks-test\'\),47,str\(\'bounded\'\)
102,102_0,FAILED,SOBOL,,,2770,4240,2483,0.911671531813219138129511520674,0.092008708462119101478826621587,5.049907923905179174539625819307,str\(\'t-test\'\),35,str\(\'bounded\'\)
103,103_0,FAILED,SOBOL,,,1406,1753,3144,0.050194655910134312881698548381,0.972790571199730003115746512776,1.244478282525204093644788372330,str\(\'ks-test\'\),20,str\(\'bounded\'\)
104,104_0,FAILED,SOBOL,,,1666,3352,1894,0.316684213994070873354758077767,0.230225093845278033777290715989,1.694498551651835382969579768542,str\(\'t-test\'\),13,str\(\'bounded\'\)
105,105_0,FAILED,SOBOL,,,3114,844,3731,0.710469953197985892856536338513,0.830669599009677739331891643815,7.102088650670834724110136448871,str\(\'ks-test\'\),48,str\(\'bounded\'\)
106,106_0,FAILED,SOBOL,,,4360,4625,205,0.098351269593462353757473692895,0.556256358778104198492542309396,8.978900155728682719313837878872,str\(\'t-test\'\),35,str\(\'bounded\'\)
107,107_0,FAILED,SOBOL,,,413,2118,4173,0.991201714079827045367210303084,0.376964944656938305556082013936,4.817215802959166737196028407197,str\(\'ks-test\'\),25,str\(\'bounded\'\)
108,108_0,FAILED,SOBOL,,,847,3933,2899,0.760017233192920693696237322001,0.353524608422070729663033716861,0.042255010137334465813996331462,str\(\'t-test\'\),29,str\(\'bounded\'\)
109,109_0,FAILED,SOBOL,,,4404,1445,1476,0.155803450139239435534577182807,0.704484326986596021136222134373,6.235062505598180315757872449467,str\(\'ks-test\'\),19,str\(\'bounded\'\)
110,110_0,FAILED,SOBOL,,,3148,2775,4980,0.541669067956507155336964842718,0.931994929751381318006053788849,8.107876130912453405130690953229,str\(\'t-test\'\),6,str\(\'bounded\'\)
111,111_0,FAILED,SOBOL,,,2091,286,647,0.436519990185275652549989899853,0.004188272487372159819107864109,3.168912926451302958241740270751,str\(\'ks-test\'\),42,str\(\'bounded\'\)
112,112_0,FAILED,SOBOL,,,1969,2518,3524,0.877357837025076192638550764968,0.571810876274481461045695596113,5.831484194602817971997410495533,str\(\'ks-test\'\),4,str\(\'bounded\'\)
113,113_0,ABANDONED,SOBOL,,,3416,6,2100,0.023586468352004886367412339609,0.486188541464507573142128649124,0.462950361260212994718443724196,str\(\'t-test\'\),44,str\(\'bounded\'\)
114,114_0,FAILED,SOBOL,,,4663,3902,4355,0.659089583035558423951272288832,0.152202318057417879115789105526,3.585631834732368794504964171210,str\(\'ks-test\'\),32,str\(\'bounded\'\)
115,115_0,FAILED,SOBOL,,,715,1389,22,0.304253479337319721054200272192,0.783971366511657885567387893389,7.708255191179924636912801361177,str\(\'t-test\'\),17,str\(\'bounded\'\)
116,116_0,FAILED,SOBOL,,,525,4418,1268,0.447440739111974850050756913333,0.947503747561946552124823028862,7.464167485175654981333082105266,str\(\'ks-test\'\),37,str\(\'bounded\'\)
117,117_0,FAILED,SOBOL,,,4081,1925,3106,0.591669844463467597961425781250,0.113396655894815928666830018301,1.310420948787592410056390690443,str\(\'t-test\'\),22,str\(\'bounded\'\)
118,118_0,FAILED,SOBOL,,,2826,3232,830,0.229157264286652201379368420930,0.275486589491367339643801415150,4.437114605687558999136399506824,str\(\'ks-test\'\),10,str\(\'bounded\'\)
119,119_0,FAILED,SOBOL,,,1768,740,4797,0.872321634612977514500187226076,0.657740424545481761064991133026,9.337021656219848253499549173284,str\(\'t-test\'\),50,str\(\'bounded\'\)
120,120_0,FAILED,SOBOL,,,1410,4219,1046,0.515182699134573374166734538449,0.421971822191029799498096508614,8.576063410675153875217802124098,str\(\'ks-test\'\),32,str\(\'bounded\'\)
121,121_0,FAILED,SOBOL,,,2540,1706,4579,0.402084461789578184731652754635,0.522944355038926000922572256968,2.700754775545559649430060744635,str\(\'t-test\'\),22,str\(\'bounded\'\)
122,122_0,FAILED,SOBOL,,,3797,2826,1858,0.795914437709376199059363443666,0.871793824991211274699764999241,0.823030200019478797024419236550,str\(\'ks-test\'\),9,str\(\'bounded\'\)
123,123_0,FAILED,SOBOL,,,165,314,2519,0.183751495081931365271898926039,0.192999744068831219356852102464,5.454259229836054601037176325917,str\(\'t-test\'\),44,str\(\'bounded\'\)
124,124_0,FAILED,SOBOL,,,1060,3540,3771,0.069915925540029996709812110112,0.045311940792948007805662768988,9.448124489847570472988991241436,str\(\'ks-test\'\),3,str\(\'bounded\'\)
125,125_0,FAILED,SOBOL,,,4924,1048,604,0.954817214170470829337489249156,0.894769260240718677934523839212,4.347963531957008243011841841508,str\(\'t-test\'\),39,str\(\'bounded\'\)
126,126_0,FAILED,SOBOL,,,3678,4735,3352,0.350632428407669061165563562099,0.749491762196645150417850800295,2.476062939861789491402532803477,str\(\'ks-test\'\),26,str\(\'bounded\'\)
127,127_0,FAILED,SOBOL,,,2313,2242,2275,0.736469011755660152296343312628,0.320212924417108302233003769288,6.320553540314548079948053782573,str\(\'t-test\'\),16,str\(\'bounded\'\)
128,128_0,FAILED,SOBOL,,,2327,2703,3839,0.308081803957000355254081114253,0.649012034580111474291186368646,3.248087944036349927756646138732,str\(\'ks-test\'\),20,str\(\'bounded\'\)
129,129_0,FAILED,SOBOL,,,3697,211,536,0.670588669814169424654437534628,0.282289971278980367230815318180,8.036080547920427363806084031239,str\(\'t-test\'\),34,str\(\'bounded\'\)
130,130_0,FAILED,SOBOL,,,4950,4009,3401,0.027433791132643818577729888375,0.073541089737787848634731346920,6.158041291341186607155577803496,str\(\'ks-test\'\),46,str\(\'bounded\'\)
131,131_0,FAILED,SOBOL,,,1081,1515,2226,0.888883536100387616762930065306,0.985435257308185152957946684182,0.126579372671432793806545191728,str\(\'t-test\'\),8,str\(\'bounded\'\)
132,132_0,FAILED,SOBOL,,,176,4545,938,0.860814487557858276645106343494,0.775220134139060990108305304602,4.745363061103970103715710138204,str\(\'ks-test\'\),40,str\(\'bounded\'\)
133,133_0,FAILED,SOBOL,,,3812,2032,4686,0.225321831157431012870873132670,0.158982857437804353528676415408,9.058018051699734840553901449312,str\(\'t-test\'\),2,str\(\'bounded\'\)
134,134_0,FAILED,SOBOL,,,2568,3437,1770,0.580151253897696728145660927112,0.446310132900252953813691192408,7.186432140657679212836228543893,str\(\'ks-test\'\),14,str\(\'bounded\'\)
135,135_0,FAILED,SOBOL,,,1433,925,2607,0.443601476607844213972953184566,0.609719543613493453193541427027,1.617496502096764654510252512409,str\(\'t-test\'\),28,str\(\'bounded\'\)
136,136_0,FAILED,SOBOL,,,1796,4326,1357,0.180026110008358969372110891527,0.374008963724598297861945184195,1.170222521718591313089063987718,str\(\'ks-test\'\),42,str\(\'bounded\'\)
137,137_0,FAILED,SOBOL,,,2849,1833,3018,0.784267023997381351740898480784,0.693705994557589300519850894489,5.136387449362316282019946811488,str\(\'t-test\'\),6,str\(\'bounded\'\)
138,138_0,FAILED,SOBOL,,,4092,3011,937,0.398378089748322949947834104023,0.917318197000771773375049633614,8.259383603887632929740902909543,str\(\'ks-test\'\),18,str\(\'bounded\'\)
139,139_0,FAILED,SOBOL,,,541,519,4690,0.503561912590637761333312028000,0.020774227468296886656151656325,3.046697908821515810018354386557,str\(\'t-test\'\),30,str\(\'bounded\'\)
140,140_0,FAILED,SOBOL,,,741,3745,3475,0.748109316958114556328496291826,0.246833854055032136942671172619,2.177691774396225632415280415444,str\(\'ks-test\'\),24,str\(\'bounded\'\)
141,141_0,FAILED,SOBOL,,,4684,1233,2150,0.354349753204733108891133497309,0.816046128030866402269793979940,6.609129289521836092546891450183,str\(\'t-test\'\),36,str\(\'bounded\'\)
142,142_0,FAILED,SOBOL,,,3430,4862,4287,0.966446060990914679322827396390,0.545531362477689962808824475360,9.735508265368640223869078909047,str\(\'ks-test\'\),49,str\(\'bounded\'\)
143,143_0,FAILED,SOBOL,,,1988,2349,90,0.073629406090825799680033014738,0.397472179545089621122144762921,4.050841554914601516657057800330,str\(\'t-test\'\),12,str\(\'bounded\'\)
144,144_0,FAILED,SOBOL,,,2080,4806,2851,0.616376096757128788539148445125,0.964062062263488783742104715202,6.404553667381406079073258297285,str\(\'t-test\'\),50,str\(\'bounded\'\)
145,145_0,FAILED,SOBOL,,,3132,2318,1524,0.472181725323200240929111259902,0.098812209220603103299040981256,2.399327817914076010907820091234,str\(\'ks-test\'\),11,str\(\'bounded\'\)
