trial_index,arm_name,trial_status,generation_method,generation_node,RESULT,x,y,z,a
0,0_0,COMPLETED,Sobol,GenerationStep_0,-5658490.807213470339775085449218750000,-476.002752780914306640625000000000,557.673931121826171875000000000000,-15.551388263702392578125000000000,171.473622322082519531250000000000
1,1_0,COMPLETED,BoTorch,GenerationStep_1,-31242035.309401400387287139892578125000,966.278496928444837976712733507156,-997.133155188810405888943932950497,841.950887279635253435117192566395,-700.264153795844549676985479891300
