start_time,end_time,run_time,program_string,x,y,z,a,RESULT,exit_code,signal,hostname
1740993688,1740993688,0,.tests/optimization_example_all_float --x=-476.0027527809143 --y=557.6739311218262 --z=-15.551388263702393 --a=171.47362232208252 ,-476.0027527809143,557.6739311218262,-15.551388263702393,171.47362232208252,-5658490.80721347,0,None,arbeitsrechner
1740993696,1740993696,0,.tests/optimization_example_all_float --x=966.2784969284448 --y=-997.1331551888104 --z=841.9508872796353 --a=-700.2641537958445 ,966.2784969284448,-997.1331551888104,841.9508872796353,-700.2641537958445,-31242035.3094014,0,None,arbeitsrechner
