trial_index,arm_name,trial_status,generation_method,generation_node,VAL_LOSS,RAM_USAGE,RUNTIME,lr,epochs,width_height,val_split
0,0_0,COMPLETED,Sobol,GenerationStep_0,0.492599999999999982325249447968,648.320000000000050022208597511053,244.000000000000000000000000000000,0.007176576554775238384054070195,40,15.000000000000000000000000000000,0.2
1,1_0,COMPLETED,Sobol,GenerationStep_0,1.537199999999999899813474257826,638.960000000000036379788070917130,454.000000000000000000000000000000,0.050403634645044805007163546406,36,10.000000000000000000000000000000,0.2
2,2_0,RUNNING,Sobol,GenerationStep_0,,,,0.081839313264936208724975585938,50,20.000000000000000000000000000000,0.2
