trial_index,arm_name,trial_status,generation_method,generation_node,RESULT,x,y,z,a
0,0_0,COMPLETED,Sobol,GenerationStep_0,-13726260.818723499774932861328125000000,28.250575065612792968750000000000,-96.702039241790771484375000000000,675.308942794799804687500000000000,959.716320037841796875000000000000
1,1_0,COMPLETED,BoTorch,GenerationStep_1,-29834609.328337401151657104492187500000,-425.314242044524860375531716272235,977.043679041514451455441303551197,-998.981155544723037564835976809263,-914.386930044462474143074359744787
