start_time,end_time,run_time,program_string,x,y,z,a,RESULT,exit_code,signal,hostname
1740987828,1740987828,0,.tests/optimization_example_all_float --x=214.2636775970459 --y=-650.8102416992188 --z=406.1955213546753 --a=301.7542362213135 ,214.2636775970459,-650.8102416992188,406.1955213546753,301.7542362213135,-7224979.01727937,0,None,arbeitsrechner
1740987833,1740987833,0,.tests/optimization_example_all_float --x=-988.5690579398305 --y=976.0520623927786 --z=-998.2074958721638 --a=-335.83157136988626 ,-988.5690579398305,976.0520623927786,-998.2074958721638,-335.83157136988626,-30536206.2453117,0,None,arbeitsrechner
