trial_index,arm_name,trial_status,generation_method,generation_node,RESULT,x,y,z,a
0,0_0,COMPLETED,Sobol,GenerationStep_0,-7224979.017279369756579399108886718750,214.263677597045898437500000000000,-650.810241699218750000000000000000,406.195521354675292968750000000000,301.754236221313476562500000000000
1,1_0,COMPLETED,BoTorch,GenerationStep_1,-30536206.245311699807643890380859375000,-988.569057939830486247956287115812,976.052062392778566390916239470243,-998.207495872163804051524493843317,-335.831571369886262345971772447228
