start_time,end_time,run_time,program_string,x,y,z,a,RESULT,exit_code,signal,hostname
1740988267,1740988267,0,.tests/optimization_example_all_float --x=908.0367088317871 --y=-263.5617256164551 --z=421.80585861206055 --a=21.62349224090576 ,908.0367088317871,-263.5617256164551,421.80585861206055,21.62349224090576,-10611797.1359764,0,None,arbeitsrechner
1740988273,1740988273,0,.tests/optimization_example_all_float --x=-987.005631511029 --y=812.0281763758941 --z=-847.858755794963 --a=-707.4193251611031 ,-987.005631511029,812.0281763758941,-847.858755794963,-707.4193251611031,-28706078.3329895,0,None,arbeitsrechner
