start_time,end_time,run_time,program_string,lr,epochs,width_height,dense,conv,dense_units,conv_filters,val_split,VAL_LOSS,RAM_USAGE,RUNTIME,exit_code,signal,hostname
1739441706,1739441727,21,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08883003490045667 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=4 --dense_units=5 --conv_filters=14,0.08883003490045667,30,15,4,3,5,14,0.2,1.6274,691.88,21,0,None,arbeitsrechner
1739441733,1739441758,25,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.020879617892205715 --epochs=41 --validation_split=0.2 --width=25 --height=25 --data=data --conv=1 --dense=9 --dense_units=20 --conv_filters=5,0.020879617892205715,41,25,9,1,20,5,0.2,0.7024,696.44,25,0,None,arbeitsrechner
1739441768,1739441797,29,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.008406980521976947 --epochs=34 --validation_split=0.2 --width=30 --height=30 --data=data --conv=1 --dense=10 --dense_units=16 --conv_filters=15,0.008406980521976947,34,30,10,1,16,15,0.2,0.1529,721.95,29,0,None,arbeitsrechner
1739441803,1739441832,29,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07639401564374566 --epochs=45 --validation_split=0.2 --width=20 --height=20 --data=data --conv=3 --dense=4 --dense_units=9 --conv_filters=8,0.07639401564374566,45,20,4,3,9,8,0.2,0.2338,692.97,29,0,None,arbeitsrechner
1739441840,1739441862,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.05842831498011947 --epochs=35 --validation_split=0.2 --width=25 --height=25 --data=data --conv=2 --dense=7 --dense_units=8 --conv_filters=17,0.05842831498011947,35,25,7,2,8,17,0.2,0.5462,753.41,22,0,None,arbeitsrechner
1739441869,1739441892,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.026378779485821725 --epochs=46 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=3 --dense_units=17 --conv_filters=10,0.026378779485821725,46,15,3,1,17,10,0.2,0.2869,640.43,23,0,None,arbeitsrechner
1739441903,1739441927,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02880920646712184 --epochs=36 --validation_split=0.2 --width=30 --height=30 --data=data --conv=3 --dense=9 --dense_units=9 --conv_filters=7,0.02880920646712184,36,30,9,3,9,7,0.2,0.6193,764.04,24,0,None,arbeitsrechner
1739441934,1739441957,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06243349611759186 --epochs=45 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=3 --dense_units=16 --conv_filters=16,0.06243349611759186,45,20,3,1,16,16,0.2,0.1445,665.29,23,0,None,arbeitsrechner
1739441966,1739441988,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07884280141443015 --epochs=34 --validation_split=0.2 --width=25 --height=25 --data=data --conv=2 --dense=6 --dense_units=17 --conv_filters=9,0.07884280141443015,34,25,6,2,17,9,0.2,0.6235,728.91,22,0,None,arbeitsrechner
1739441995,1739442020,25,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.012406011391431094 --epochs=44 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=8 --conv_filters=18,0.012406011391431094,44,15,1,3,8,18,0.2,0.2751,687.19,25,0,None,arbeitsrechner
1739442057,1739442079,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=37 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=4 --dense_units=20 --conv_filters=14,0,37,15,4,1,20,14,0.2,0.1841,645.38,22,0,None,arbeitsrechner
1739442141,1739442164,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.04381365471518182 --epochs=33 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=5 --dense_units=16 --conv_filters=17,0.04381365471518182,33,15,5,1,16,17,0.2,0.4262,648,23,0,None,arbeitsrechner
1739442226,1739442254,28,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=48 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=2 --dense_units=20 --conv_filters=13,0,48,15,2,1,20,13,0.2,0.183,639.4,28,0,None,arbeitsrechner
1739442307,1739442337,30,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=44 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=3 --dense_units=13 --conv_filters=7,0.1,44,15,3,1,13,7,0.2,0.1237,640.01,30,0,None,arbeitsrechner
1739442398,1739442431,33,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=48 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=6 --dense_units=17 --conv_filters=18,0,48,15,6,1,17,18,0.2,0.286,651.73,33,0,None,arbeitsrechner
1739442510,1739442542,32,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02205056227875332 --epochs=50 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=13 --conv_filters=7,0.02205056227875332,50,15,1,1,13,7,0.2,0.1396,632.16,32,0,None,arbeitsrechner
1739442617,1739442648,31,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=46 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=9 --conv_filters=19,0.1,46,15,1,1,9,19,0.2,0.1942,634.49,31,0,None,arbeitsrechner
1739442734,1739442764,30,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.01548497842054443 --epochs=42 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=3 --dense_units=6 --conv_filters=20,0.01548497842054443,42,15,3,1,6,20,0.2,0.5852,642.18,30,0,None,arbeitsrechner
1739442837,1739442864,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=37 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=2 --dense_units=20 --conv_filters=15,0.1,37,15,2,1,20,15,0.2,0.1538,638.48,27,0,None,arbeitsrechner
1739442958,1739442985,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.042289783104436214 --epochs=38 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=18 --conv_filters=13,0.042289783104436214,38,15,1,1,18,13,0.2,0.1279,633.77,27,0,None,arbeitsrechner
1739443089,1739443117,28,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.010457425018724617 --epochs=36 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=6 --dense_units=18 --conv_filters=14,0.010457425018724617,36,15,6,1,18,14,0.2,0.227,648.98,28,0,None,arbeitsrechner
1739443213,1739443241,28,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.00715398716025622 --epochs=38 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=4 --dense_units=17 --conv_filters=20,0.00715398716025622,38,15,4,1,17,20,0.2,0.1528,647.95,28,0,None,arbeitsrechner
1739443354,1739443384,30,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07134188664628936 --epochs=42 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=3 --dense_units=13 --conv_filters=11,0.07134188664628936,42,20,3,1,13,11,0.2,0.0776,662.86,30,0,None,arbeitsrechner
1739443485,1739443510,25,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.059888209283065104 --epochs=31 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=5 --dense_units=20 --conv_filters=14,0.059888209283065104,31,15,5,1,20,14,0.2,0.1448,647.7,25,0,None,arbeitsrechner
1739443609,1739443636,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.014316881745180044 --epochs=36 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=4 --dense_units=13 --conv_filters=10,0.014316881745180044,36,15,4,1,13,10,0.2,0.2276,644.27,27,0,None,arbeitsrechner
1739443734,1739443761,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06789883301423082 --epochs=39 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=3 --dense_units=16 --conv_filters=11,0.06789883301423082,39,15,3,1,16,11,0.2,0.2337,640.81,27,0,None,arbeitsrechner
1739443872,1739443898,26,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.045251807454910246 --epochs=32 --validation_split=0.2 --width=15 --height=15 --data=data --conv=2 --dense=5 --dense_units=18 --conv_filters=7,0.045251807454910246,32,15,5,2,18,7,0.2,0.3484,666.45,26,0,None,arbeitsrechner
1739444000,1739444027,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.013891573256557512 --epochs=35 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=4 --dense_units=19 --conv_filters=16,0.013891573256557512,35,15,4,1,19,16,0.2,0.2274,647.71,27,0,None,arbeitsrechner
1739444149,1739444177,28,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=37 --validation_split=0.2 --width=30 --height=30 --data=data --conv=1 --dense=4 --dense_units=18 --conv_filters=13,0,37,30,4,1,18,13,0.2,0.2111,699.58,28,0,None,arbeitsrechner
1739444295,1739444320,25,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08032552141133976 --epochs=34 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=17 --conv_filters=9,0.08032552141133976,34,15,1,1,17,9,0.2,0.0734,632.18,25,0,None,arbeitsrechner
1739444425,1739444450,25,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.033534050083516245 --epochs=31 --validation_split=0.2 --width=30 --height=30 --data=data --conv=1 --dense=3 --dense_units=19 --conv_filters=11,0.033534050083516245,31,30,3,1,19,11,0.2,0.1339,696.74,25,0,None,arbeitsrechner
1739444550,1739444580,30,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.05191472873615079 --epochs=45 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=17 --conv_filters=11,0.05191472873615079,45,15,1,1,17,11,0.2,0.2751,634.28,30,0,None,arbeitsrechner
1739444690,1739444717,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=31 --validation_split=0.2 --width=25 --height=25 --data=data --conv=1 --dense=5 --dense_units=20 --conv_filters=17,0,31,25,5,1,20,17,0.2,0.1268,690.28,27,0,None,arbeitsrechner
1739444814,1739444842,28,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.005969447876886614 --epochs=40 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=4 --dense_units=20 --conv_filters=10,0.005969447876886614,40,20,4,1,20,10,0.2,0.139,662.09,28,0,None,arbeitsrechner
1739444950,1739444983,33,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=50 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=3 --dense_units=20 --conv_filters=10,0.1,50,15,3,1,20,10,0.2,0.1722,641.89,33,0,None,arbeitsrechner
1739445074,1739445100,26,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.041728959106592196 --epochs=30 --validation_split=0.2 --width=25 --height=25 --data=data --conv=1 --dense=5 --dense_units=20 --conv_filters=16,0.041728959106592196,30,25,5,1,20,16,0.2,0.1653,693.61,26,0,None,arbeitsrechner
1739445202,1739445225,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=20 --conv_filters=5,0.1,30,15,1,1,20,5,0.2,0.2255,630.64,23,0,None,arbeitsrechner
1739445319,1739445351,32,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=46 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=3 --dense_units=20 --conv_filters=14,0,46,20,3,1,20,14,0.2,0.1149,666.01,32,0,None,arbeitsrechner
1739445476,1739445502,26,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=36 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=16 --conv_filters=5,0,36,15,1,1,16,5,0.2,0.163,631.69,26,0,None,arbeitsrechner
1739445614,1739445640,26,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08865820733811768 --epochs=33 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=3 --dense_units=20 --conv_filters=5,0.08865820733811768,33,15,3,3,20,5,0.2,0.1053,654.03,26,0,None,arbeitsrechner
1739445762,1739445786,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.035854633766143625 --epochs=31 --validation_split=0.2 --width=25 --height=25 --data=data --conv=2 --dense=5 --dense_units=18 --conv_filters=5,0.035854633766143625,31,25,5,2,18,5,0.2,0.1706,688.56,24,0,None,arbeitsrechner
1739445908,1739445930,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09713099210605185 --epochs=33 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=20 --conv_filters=5,0.09713099210605185,33,15,1,1,20,5,0.2,0.2357,631.43,22,0,None,arbeitsrechner
1739446093,1739446117,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.028732543012874964 --epochs=45 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=4 --dense_units=11 --conv_filters=12,0.028732543012874964,45,15,4,1,11,12,0.2,0.3954,645.21,24,0,None,arbeitsrechner
1739446257,1739446286,29,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09475310892438259 --epochs=36 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=15 --conv_filters=5,0.09475310892438259,36,15,1,1,15,5,0.2,0.1469,631.08,29,0,None,arbeitsrechner
1739446443,1739446471,28,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02641616193176838 --epochs=43 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=17 --conv_filters=5,0.02641616193176838,43,20,1,1,17,5,0.2,0.2851,640.15,28,0,None,arbeitsrechner
1739446591,1739446622,31,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06574701856452787 --epochs=49 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=17 --conv_filters=14,0.06574701856452787,49,20,1,1,17,14,0.2,0.119,660.71,31,0,None,arbeitsrechner
1739446775,1739446800,25,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.0356360683691414 --epochs=31 --validation_split=0.2 --width=25 --height=25 --data=data --conv=1 --dense=5 --dense_units=17 --conv_filters=20,0.0356360683691414,31,25,5,1,17,20,0.2,0.0971,693.26,25,0,None,arbeitsrechner
1739446942,1739446971,29,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09862393833588451 --epochs=32 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=20 --conv_filters=6,0.09862393833588451,32,15,1,1,20,6,0.2,0.1757,635.18,29,0,None,arbeitsrechner
1739447192,1739447218,26,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=20 --conv_filters=20,0,30,15,1,3,20,20,0.2,0.2192,696.02,26,0,None,arbeitsrechner
1739447337,1739447360,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=30 --validation_split=0.2 --width=25 --height=25 --data=data --conv=2 --dense=1 --dense_units=12 --conv_filters=5,0,30,25,1,2,12,5,0.2,0.2733,680.71,23,0,None,arbeitsrechner
1739447476,1739447503,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=10 --dense_units=20 --conv_filters=5,0.1,30,15,10,3,20,5,0.2,0.3021,683.02,27,0,None,arbeitsrechner
1739447615,1739447634,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=20 --conv_filters=5,0,30,15,1,3,20,5,0.2,0.2733,648.54,19,0,None,arbeitsrechner
1739447755,1739447779,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.09038018760709954 --epochs=36 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=17 --conv_filters=5,0.09038018760709954,36,15,1,3,17,5,0.2,0.385,649.54,24,0,None,arbeitsrechner
1739447884,1739447907,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=33 --validation_split=0.2 --width=30 --height=30 --data=data --conv=1 --dense=1 --dense_units=13 --conv_filters=5,0,33,30,1,1,13,5,0.2,0.1575,675.62,23,0,None,arbeitsrechner
1739448027,1739448051,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0 --epochs=30 --validation_split=0.2 --width=25 --height=25 --data=data --conv=1 --dense=1 --dense_units=18 --conv_filters=5,0,30,25,1,1,18,5,0.2,0.1579,663.36,24,0,None,arbeitsrechner
1739448170,1739448197,27,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.1 --epochs=40 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=13 --conv_filters=5,0.1,40,20,1,1,13,5,0.2,1.6214,642.55,27,0,None,arbeitsrechner
1739448326,1739448350,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.053478838200345415 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=2 --dense=2 --dense_units=12 --conv_filters=6,0.053478838200345415,30,20,2,2,12,6,0.2,0.3285,680.7,24,0,None,arbeitsrechner
1739448502,1739448525,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07858224473368214 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=3 --dense_units=20 --conv_filters=5,0.07858224473368214,30,15,3,1,20,5,0.2,0.204,637.44,23,0,None,arbeitsrechner
1739448675,1739448698,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.08208180359593592 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=10 --conv_filters=14,0.08208180359593592,30,15,1,1,10,14,0.2,0.1821,631.96,23,0,None,arbeitsrechner
1739448834,1739448857,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03944878186400705 --epochs=30 --validation_split=0.2 --width=25 --height=25 --data=data --conv=1 --dense=1 --dense_units=11 --conv_filters=5,0.03944878186400705,30,25,1,1,11,5,0.2,0.2192,663.82,23,0,None,arbeitsrechner
1739449009,1739449031,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07817219246704854 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=3 --dense=1 --dense_units=19 --conv_filters=5,0.07817219246704854,30,20,1,3,19,5,0.2,0.3373,684.09,22,0,None,arbeitsrechner
1739449180,1739449203,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.004477117328276966 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=14 --conv_filters=5,0.004477117328276966,30,20,1,1,14,5,0.2,0.1861,639.68,23,0,None,arbeitsrechner
1739449346,1739449369,23,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.04231499567907755 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=7 --conv_filters=5,0.04231499567907755,30,15,1,1,7,5,0.2,0.1658,630.46,23,0,None,arbeitsrechner
1739449507,1739449529,22,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.06508689718532953 --epochs=30 --validation_split=0.2 --width=20 --height=20 --data=data --conv=1 --dense=1 --dense_units=6 --conv_filters=5,0.06508689718532953,30,20,1,1,6,5,0.2,0.323,638.9,22,0,None,arbeitsrechner
1739449673,1739449697,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07512086422602621 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=20 --conv_filters=5,0.07512086422602621,30,15,1,3,20,5,0.2,0.1686,648.59,24,0,None,arbeitsrechner
1739449834,1739449858,24,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.03357057255610151 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=10 --conv_filters=5,0.03357057255610151,30,15,1,3,10,5,0.2,0.1325,648.1,24,0,None,arbeitsrechner
1739450003,1739450023,20,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.030620414079822307 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=2 --dense=1 --dense_units=15 --conv_filters=5,0.030620414079822307,30,15,1,2,15,5,0.2,0.2638,650.33,20,0,None,arbeitsrechner
1739450142,1739450160,18,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.027953573165768044 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=18 --conv_filters=5,0.027953573165768044,30,15,1,3,18,5,0.2,0.283,646.66,18,0,None,arbeitsrechner
1739450311,1739450332,21,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.046295709774259224 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=5 --conv_filters=5,0.046295709774259224,30,15,1,3,5,5,0.2,0.3164,647.09,21,0,None,arbeitsrechner
1739450469,1739450488,19,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.02836067412114697 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=3 --dense=1 --dense_units=5 --conv_filters=5,0.02836067412114697,30,15,1,3,5,5,0.2,0.407,651.07,19,0,None,arbeitsrechner
1739450624,1739450641,17,bash /home/s3811141/repos/OmniOpt/ax/.tests/example_network/run.sh --learning_rate=0.07488326756929771 --epochs=30 --validation_split=0.2 --width=15 --height=15 --data=data --conv=1 --dense=1 --dense_units=13 --conv_filters=5,0.07488326756929771,30,15,1,1,13,5,0.2,0.1409,630.21,17,0,None,arbeitsrechner
