start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1748426007,1748426240,233,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1893 feature_id 7 p 266 big_windowSize 89 small_windowSize 19,1893,7,266,89,19,0.68,209.0,0,,i7159,209.0,523.9765625,446.8941915760869,-1.0,0.0,5215664
1748426744,1748426976,232,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1281 feature_id 3 p 223 big_windowSize 705 small_windowSize 102,1281,3,223,705,102,0.69,212.0,0,,i7111,212.0,524.90625,524.8767903645834,-1.0,0.0,5216421
1748440945,1748441377,432,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1986 feature_id 4 p 241 big_windowSize 1928 small_windowSize 448,1986,4,241,1928,448,0.68,423.0,0,,i7143,423.0,523.515625,523.5021701388889,-1.0,0.0,5218569
1748460331,1748460933,602,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1112 feature_id 4 p 377 big_windowSize 1069 small_windowSize 82,1112,4,377,1069,82,0.68,593.0,0,,i7024,593.0,524.609375,524.598160282258,-1.0,0.0,5223325
1748491089,1748491253,164,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1453 feature_id 6 p 48 big_windowSize 1371 small_windowSize 197,1453,6,48,1371,197,0.68,153.0,0,,i7101,153.0,525.0703125,525.0394965277778,-1.0,0.0,5230009
1748533507,1748533645,138,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1738 feature_id 5 p 77 big_windowSize 1317 small_windowSize 296,1738,5,77,1317,296,0.68,130.0,0,,i7087,130.0,524.8203125,524.7802083333333,-1.0,0.0,5239485
1748533905,1748534162,257,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1944 feature_id 1 p 205 big_windowSize 1062 small_windowSize 190,1944,1,205,1062,190,0.66,249.0,0,,i7183,249.0,523.80859375,523.7866030092592,-1.0,0.0,5239556
1748536055,1748536382,327,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1379 feature_id 0 p 483 big_windowSize 275 small_windowSize 24,1379,0,483,275,24,0.68,314.0,0,,i7153,314.0,523.9296875,505.244140625,-1.0,0.0,5240105
1748568726,1748568821,95,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1803 feature_id 4 p 6 big_windowSize 893 small_windowSize 107,1803,4,6,893,107,0.68,85.0,0,,i7026,85.0,523.578125,523.5234375,-1.0,0.0,5247950
1748576883,1748577453,570,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1599 feature_id 3 p 345 big_windowSize 1255 small_windowSize 87,1599,3,345,1255,87,0.69,558.0,0,,i7088,558.0,525.39453125,525.3822737068965,-1.0,0.0,5249092
