start_time,end_time,run_time,program_string,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1745406234,1745407748,1514,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4449 n_samples 195 k_neighbors 17 n_permutations 132 significance_level 0.6731559106372297,4449,195,17,132,0.6731559106372297,0.72,1497.0,0,,i7184,1497.0,550.15234375,533.3532843338816,-1.0,0.9985766445943436,4622039
1745414848,1745415917,1069,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1016 n_samples 58 k_neighbors 36 n_permutations 254 significance_level 0.8354156807288527,1016,58,36,254,0.8354156807288527,0.7,1033.0,0,,i7173,1033.0,557.15625,536.461306014151,-1.0,0.9995668048765394,4630727
1745424035,1745426226,2191,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3680 n_samples 82 k_neighbors 51 n_permutations 876 significance_level 0.49396850215271115,3680,82,51,876,0.4939685021527111,0.71,2166.0,0,,i7171,2166.0,540.0390625,521.5084011130137,-1.0,0.999443034841265,4641668
1745432772,1745434508,1736,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3053 n_samples 246 k_neighbors 26 n_permutations 117 significance_level 0.2358955996800214,3053,246,26,117,0.2358955996800214,0.72,1723.0,0,,i7174,1723.0,543.28125,531.3729910714286,-1.0,0.9959155888359428,4648871
1745440479,1745443154,2675,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1475 n_samples 149 k_neighbors 20 n_permutations 488 significance_level 0.2744313894342631,1475,149,20,488,0.2744313894342631,0.71,2667.0,0,,i7175,2667.0,555.4296875,536.3569934944238,-1.0,0.9998143449470884,4654925
1745449420,1745449433,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 3826 n_samples 27 k_neighbors 92 n_permutations 861 significance_level 0.9301942294035107,3826,27,92,861,0.9301942294035108,,,1,,i7176,,,,,,4661474
1745449901,1745450864,963,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 1155 n_samples 722 k_neighbors 15 n_permutations 3 significance_level 0.124861532041803,1155,722,15,3,0.124861532041803,0.74,950.0,0,,i7175,950.0,561.1171875,543.6316446520618,-1.0,0.9952348536419332,4661800
1745449293,1745455469,6176,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 393 n_samples 202 k_neighbors 61 n_permutations 740 significance_level 0.5788634193148464,393,202,61,740,0.5788634193148464,0.72,6163.0,0,,i7175,6163.0,525.67578125,519.070261933657,-1.0,0.9990717247354416,4661379
1745457573,1745464119,6546,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 4304 n_samples 286 k_neighbors 65 n_permutations 447 significance_level 0.8441795128602535,4304,286,65,447,0.8441795128602535,0.72,6535.0,0,,i7176,6535.0,549.20703125,534.7202170801527,-1.0,0.9964106689770408,4667107
1745467175,1745467623,448,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier NNDVI recent_samples_size 226 n_samples 109 k_neighbors 82 n_permutations 75 significance_level 0.6331891141515226,226,109,82,75,0.6331891141515226,0.71,437.0,0,,i7175,437.0,545.8984375,531.6379076086956,-1.0,0.9996286898941766,4673537
