start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1745685336,1745685362,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 5000 n_samples 4708 n_clusters 1 threshold 0.999,5000,4708,1,0.999,0.54,13.0,0,,i7172,13.0,773.73828125,765.27734375,-1.0,0.4198152812762384,4772103
1745686314,1745686390,76,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1042 n_samples 306 n_clusters 10 threshold 0.999,1042,306,10,0.999,0.69,63.0,0,,i7168,63.0,828.7734375,794.1141493055555,-1.0,0.9763224181360202,4772438
1745687313,1745687364,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 5000 n_samples 948 n_clusters 1 threshold 0.999,5000,948,1,0.999,0.6,38.0,0,,i7167,38.0,815.07421875,791.248046875,-1.0,0.9551637279596976,4772742
1745688595,1745688627,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3595 n_samples 2918 n_clusters 10 threshold 0.999,3595,2918,10,0.999,0.58,15.0,0,,i7161,15.0,792.203125,778.197265625,-1.0,0.7918555835432409,4773084
1745689617,1745689644,27,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4161 n_samples 4113 n_clusters 10 threshold 0.18594334982604546,4161,4113,10,0.1859433498260454,0.57,11.0,0,,i7173,11.0,792.05859375,784.17578125,-1.0,0.3493702770780856,4773350
1745690465,1745690497,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 783 n_samples 1304 n_clusters 1 threshold 0.001,783,1304,1,0.001,0.59,20.0,0,,i7173,20.0,792.203125,785.3291015625,-1.0,0.5259445843828715,4773534
1745691484,1745691504,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4591 n_samples 4184 n_clusters 1 threshold 0.3479155158125068,4591,4184,1,0.3479155158125068,0.56,8.0,0,,i7174,8.0,792.3046875,787.7799479166666,-1.0,0.3854743912678421,4773758
1745692475,1745692765,290,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1091 n_samples 53 n_clusters 10 threshold 0.999,1091,53,10,0.999,0.75,274.0,0,,i7179,274.0,910.50390625,822.3283854166667,-1.0,0.9960537363560034,4774658
1745693494,1745693520,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1484 n_samples 2908 n_clusters 1 threshold 0.6110933730258998,1484,2908,1,0.6110933730258998,0.58,16.0,0,,i7176,16.0,792.18359375,777.9033203125,-1.0,0.3738035264483627,4774892
1745694575,1745694638,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier SPLL recent_samples_size 709 n_samples 350 n_clusters 10 threshold 0.001,709,350,10,0.001,0.66,52.0,0,,i7172,52.0,810.29296875,787.7626953125,-1.0,0.9819479429051218,4775124
