Unnamed: 0,end_time,run_time,program_string,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747603161,1747603174,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2953 window_size 172 ev_threshold 0.5356023937687278 delta 0.7248448373302817 divergence_metric str\(\'kl\'\) sample_period 0.05981872512027622 online_scaling False,2953,172,0.5356023937687278,0.7248448373302817,str\(\'kl\'\),0.0598187251202762,False,0.55,2,0,,i7064,2,635.99609375,634.03515625,-1,0.0,5119543
1747603163,1747603176,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1868 window_size 3313 ev_threshold 0.08191271952167153 delta 0.35369321338273585 divergence_metric str\(\'kl\'\) sample_period 0.04065041252411902 online_scaling True,1868,3313,0.0819127195216715,0.3536932133827358,str\(\'kl\'\),0.040650412524119,True,0.55,1,0,,i7063,1,632.81640625,632.7473958333334,-1,0.0,5119545
1747603163,1747603176,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1984 window_size 2406 ev_threshold 0.49732879164814947 delta 0.46865877662226557 divergence_metric str\(\'kl\'\) sample_period 0.0165262208878994 online_scaling False,1984,2406,0.4973287916481494,0.4686587766222655,str\(\'kl\'\),0.0165262208878994,False,0.55,1,0,,i7063,1,634.16015625,634.046875,-1,0.0,5119546
1747603166,1747603179,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1729 window_size 1112 ev_threshold 0.31008184092864394 delta 0.10988918363116681 divergence_metric str\(\'intersection\'\) sample_period 0.04553535233251751 online_scaling False,1729,1112,0.3100818409286439,0.1098891836311668,str\(\'intersection\'\),0.0455353523325175,False,0.55,1,0,,i7066,1,632.73828125,632.6015625,-1,0.0,5119538
1747603166,1747603179,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3754 window_size 4184 ev_threshold 0.3705434928257018 delta 0.17347669013403355 divergence_metric str\(\'intersection\'\) sample_period 0.059052284229546795 online_scaling True,3754,4184,0.3705434928257018,0.1734766901340335,str\(\'intersection\'\),0.0590522842295467,True,0.55,1,0,,i7066,1,632.79296875,632.6041666666666,-1,0.0,5119537
1747603167,1747603180,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4959 window_size 2929 ev_threshold 0.43304020560346546 delta 0.2510712999813259 divergence_metric str\(\'kl\'\) sample_period 0.09859784045256675 online_scaling True,4959,2929,0.4330402056034654,0.2510712999813259,str\(\'kl\'\),0.0985978404525667,True,0.55,1,0,,i7062,1,632.06640625,631.9973958333334,-1,0.0,5119548
1747603167,1747603180,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 303 window_size 4501 ev_threshold 0.5960533382873983 delta 0.5564753423258663 divergence_metric str\(\'kl\'\) sample_period 0.044857077663764365 online_scaling True,303,4501,0.5960533382873983,0.5564753423258663,str\(\'kl\'\),0.0448570776637643,True,0.55,1,0,,i7062,1,633.94140625,633.8723958333334,-1,0.0,5119547
1747603167,1747603180,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 169 window_size 2327 ev_threshold 0.7618400835003704 delta 0.8115485383532941 divergence_metric str\(\'intersection\'\) sample_period 0.03851617847569287 online_scaling False,169,2327,0.7618400835003704,0.8115485383532941,str\(\'intersection\'\),0.0385161784756928,False,0.55,1,0,,i7062,1,630.74609375,630.65625,-1,0.0,5119549
1747603167,1747603180,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4269 window_size 2086 ev_threshold 0.9309664869867266 delta 0.2788857982624322 divergence_metric str\(\'kl\'\) sample_period 0.06818786290474237 online_scaling False,4269,2086,0.9309664869867266,0.2788857982624322,str\(\'kl\'\),0.0681878629047423,False,0.55,1,0,,i7065,1,632.95703125,632.40625,-1,0.0,5119540
1747603167,1747603180,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3338 window_size 1476 ev_threshold 0.72309277747944 delta 0.8341601318661124 divergence_metric str\(\'intersection\'\) sample_period 0.09795766656287015 online_scaling False,3338,1476,0.72309277747944,0.8341601318661124,str\(\'intersection\'\),0.0979576665628701,False,0.55,1,0,,i7065,1,632.9921875,632.4830729166666,-1,0.0,5119541
1747603168,1747603181,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1042 window_size 1033 ev_threshold 0.9490867999959737 delta 0.6401171262916178 divergence_metric str\(\'kl\'\) sample_period 0.023569375704973937 online_scaling False,1042,1033,0.9490867999959736,0.6401171262916178,str\(\'kl\'\),0.0235693757049739,False,0.55,1,0,,i7065,1,636.87890625,635.8958333333334,-1,0.0,5119539
1747603168,1747603181,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3380 window_size 4260 ev_threshold 0.8847298038415611 delta 0.5784787493105977 divergence_metric str\(\'kl\'\) sample_period 0.08032648897729815 online_scaling True,3380,4260,0.8847298038415611,0.5784787493105977,str\(\'kl\'\),0.0803264889772981,True,0.55,1,0,,i7067,1,632.984375,632.9153645833334,-1,0.0,5119535
1747603168,1747603181,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1921 window_size 4577 ev_threshold 0.144653099514544 delta 0.2130383294597268 divergence_metric str\(\'intersection\'\) sample_period 0.021484494972974062 online_scaling True,1921,4577,0.144653099514544,0.2130383294597268,str\(\'intersection\'\),0.021484494972974,True,0.55,1,0,,i7067,1,633.2734375,633.1848958333334,-1,0.0,5119536
1747603180,1747603193,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2484 window_size 3901 ev_threshold 0.8083127007540315 delta 0.11216586877405643 divergence_metric str\(\'intersection\'\) sample_period 0.0312996396329254 online_scaling True,2484,3901,0.8083127007540315,0.1121658687740564,str\(\'intersection\'\),0.0312996396329254,True,0.55,1,0,,i7062,1,631.95703125,631.8346354166666,-1,0.0,5119555
1747603180,1747603193,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4388 window_size 3596 ev_threshold 0.5199442730918526 delta 0.4172428267337382 divergence_metric str\(\'kl\'\) sample_period 0.08883492443710567 online_scaling True,4388,3596,0.5199442730918526,0.4172428267337382,str\(\'kl\'\),0.0888349244371056,True,0.55,1,0,,i7062,1,632.6640625,632.5598958333334,-1,0.0,5119556
1747603180,1747603193,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1348 window_size 414 ev_threshold 0.6424123327825219 delta 0.1922440661918372 divergence_metric str\(\'intersection\'\) sample_period 0.05259828751906753 online_scaling False,1348,414,0.6424123327825219,0.1922440661918372,str\(\'intersection\'\),0.0525982875190675,False,0.55,1,0,,i7062,1,635.31640625,633.5026041666666,-1,0.0,5119554
1747603180,1747603193,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4884 window_size 89 ev_threshold 0.2090055747758597 delta 0.0076337079480290415 divergence_metric str\(\'intersection\'\) sample_period 0.08249880234710873 online_scaling False,4884,89,0.2090055747758597,0.007633707948029,str\(\'intersection\'\),0.0824988023471087,False,0.57,3,0,,i7185,3,635.765625,633.9596354166666,-1,0.956,5119550
1747603181,1747603193,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 428 window_size 1776 ev_threshold 0.16042602708190679 delta 0.8939024096615612 divergence_metric str\(\'intersection\'\) sample_period 0.037119693979620935 online_scaling False,428,1776,0.1604260270819067,0.8939024096615612,str\(\'intersection\'\),0.0371196939796209,False,0.55,1,0,,i7060,1,633.4765625,633.4088541666666,-1,0.0,5119558
1747603181,1747603193,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2702 window_size 729 ev_threshold 0.38668120553158225 delta 0.5752426812052727 divergence_metric str\(\'kl\'\) sample_period 0.06116855996660889 online_scaling False,2702,729,0.3866812055315822,0.5752426812052727,str\(\'kl\'\),0.0611685599666088,False,0.55,1,0,,i7060,1,633.01171875,632.40234375,-1,0.0,5119557
1747603182,1747603195,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3447 window_size 4843 ev_threshold 0.03802638121880591 delta 0.7446492648106069 divergence_metric str\(\'kl\'\) sample_period 0.08460404599085451 online_scaling True,3447,4843,0.0380263812188059,0.7446492648106069,str\(\'kl\'\),0.0846040459908545,True,0.55,1,0,,i7072,1,632.8671875,632.70703125,-1,0.0,5119553
1747603188,1747603201,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4590 window_size 1612 ev_threshold 0.28641849658451973 delta 0.6794521772284061 divergence_metric str\(\'intersection\'\) sample_period 0.027690084679052235 online_scaling True,4590,1612,0.2864184965845197,0.6794521772284061,str\(\'intersection\'\),0.0276900846790522,True,0.55,1,0,,i7164,1,634.01953125,633.9505208333334,-1,0.0,5119561
1747603188,1747603201,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 616 window_size 3449 ev_threshold 0.892982135584578 delta 0.1326816323865205 divergence_metric str\(\'kl\'\) sample_period 0.06600781119428574 online_scaling False,616,3449,0.892982135584578,0.1326816323865205,str\(\'kl\'\),0.0660078111942857,False,0.55,1,0,,i7103,1,632.83984375,632.7708333333334,-1,0.0,5119562
1747603189,1747603202,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4080 window_size 2518 ev_threshold 0.13609620420075952 delta 0.5137310806997121 divergence_metric str\(\'intersection\'\) sample_period 0.05216455118730665 online_scaling False,4080,2518,0.1360962042007595,0.5137310806997121,str\(\'intersection\'\),0.0521645511873066,False,0.55,1,0,,i7065,1,632.2890625,632.19921875,-1,0.0,5119569
1747603189,1747603202,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1550 window_size 4990 ev_threshold 0.40906945725902916 delta 0.9590994898080826 divergence_metric str\(\'kl\'\) sample_period 0.0702153001073748 online_scaling False,1550,4990,0.4090694572590291,0.9590994898080826,str\(\'kl\'\),0.0702153001073748,False,0.55,1,0,,i7066,1,632.7578125,632.6888020833334,-1,0.0,5119567
1747603189,1747603202,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2295 window_size 896 ev_threshold 0.013625259466469287 delta 0.8442558122258633 divergence_metric str\(\'kl\'\) sample_period 0.09401483967900277 online_scaling True,2295,896,0.0136252594664692,0.8442558122258633,str\(\'kl\'\),0.0940148396790027,True,0.55,1,0,,i7066,1,637.62109375,634.3567708333334,-1,0.0,5119568
1747603190,1747603203,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2501 window_size 4046 ev_threshold 0.6823383148238062 delta 0.3421337117087096 divergence_metric str\(\'intersection\'\) sample_period 0.03387277167290449 online_scaling False,2501,4046,0.6823383148238062,0.3421337117087096,str\(\'intersection\'\),0.0338727716729044,False,0.55,1,0,,i7098,1,633.32421875,633.2239583333334,-1,0.0,5119563
1747603191,1747603204,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 736 window_size 1919 ev_threshold 0.5599357839170843 delta 0.04891796276345849 divergence_metric str\(\'kl\'\) sample_period 0.08697214854881168 online_scaling True,736,1919,0.5599357839170843,0.0489179627634584,str\(\'kl\'\),0.0869721485488116,True,0.55,1,0,,i7067,1,633.8125,633.7239583333334,-1,0.0,5119566
1747603191,1747603210,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3637 window_size 578 ev_threshold 0.770277996789664 delta 0.47680525310337546 divergence_metric str\(\'intersection\'\) sample_period 0.012232048260048032 online_scaling True,3637,578,0.770277996789664,0.4768052531033754,str\(\'intersection\'\),0.012232048260048,True,0.55,2,0,,i7067,2,635.25390625,633.4270833333334,-1,0.0,5119565
1747603540,1747603553,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1231 window_size 4351 ev_threshold 0.2469874277897179 delta 0.40346356654912235 divergence_metric str\(\'intersection\'\) sample_period 0.09611733690835536 online_scaling False,1231,4351,0.2469874277897179,0.4034635665491223,str\(\'intersection\'\),0.0961173369083553,False,0.55,1,0,,i7068,1,633.5859375,633.49609375,-1,0.0,5119757
1747603542,1747603555,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3002 window_size 3334 ev_threshold 0.7410455367472023 delta 0.6163582111597061 divergence_metric str\(\'kl\'\) sample_period 0.010707996729761362 online_scaling True,3002,3334,0.7410455367472023,0.6163582111597061,str\(\'kl\'\),0.0107079967297613,True,0.55,1,0,,i7065,1,633.55078125,633.4479166666666,-1,0.0,5119762
1747603543,1747603556,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2185 window_size 2838 ev_threshold 0.7007022653054445 delta 0.6996776305381208 divergence_metric str\(\'intersection\'\) sample_period 0.077846660008654 online_scaling False,2185,2838,0.7007022653054445,0.6996776305381208,str\(\'intersection\'\),0.077846660008654,False,0.55,1,0,,i7085,1,632.78125,632.6614583333334,-1,0.0,5119756
1747603543,1747603556,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 4694 window_size 4666 ev_threshold 0.9734188833236694 delta 0.7709141479786485 divergence_metric str\(\'kl\'\) sample_period 0.019959565438330176 online_scaling False,4694,4666,0.9734188833236694,0.7709141479786485,str\(\'kl\'\),0.0199595654383301,False,0.55,1,0,,i7066,1,632.2578125,632.1888020833334,-1,0.0,5119761
1747603550,1747603562,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1699 window_size 3028 ev_threshold 0.48339641688205304 delta 0.24895334614627063 divergence_metric str\(\'intersection\'\) sample_period 0.09249000041745603 online_scaling True,1699,3028,0.483396416882053,0.2489533461462706,str\(\'intersection\'\),0.092490000417456,True,0.55,1,0,,i7063,1,632.63671875,632.52734375,-1,0.0,5119770
1747603550,1747603562,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 2126 window_size 1414 ev_threshold 0.06405143955908715 delta 0.07153573997318745 divergence_metric str\(\'intersection\'\) sample_period 0.071564198192209 online_scaling False,2126,1414,0.0640514395590871,0.0715357399731874,str\(\'intersection\'\),0.071564198192209,False,0.55,1,0,,i7063,1,633.515625,633.37890625,-1,0.0,5119771
1747603550,1747603563,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3935 window_size 4480 ev_threshold 0.1947961075566709 delta 0.2889374984372407 divergence_metric str\(\'kl\'\) sample_period 0.028999958969652656 online_scaling True,3935,4480,0.1947961075566709,0.2889374984372407,str\(\'kl\'\),0.0289999589696526,True,0.55,1,0,,i7063,1,633.125,633.03515625,-1,0.0,5119769
1747603544,1747603564,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 1679 window_size 1328 ev_threshold 0.8466307589430362 delta 0.6197213187776506 divergence_metric str\(\'intersection\'\) sample_period 0.0568493232689798 online_scaling True,1679,1328,0.8466307589430362,0.6197213187776506,str\(\'intersection\'\),0.0568493232689798,True,0.55,1,0,,i7067,1,632.62890625,632.5390625,-1,0.0,5119759
1747603545,1747603564,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 120 window_size 4161 ev_threshold 0.9673164100572467 delta 0.9195478598363698 divergence_metric str\(\'intersection\'\) sample_period 0.08828269288875162 online_scaling True,120,4161,0.9673164100572468,0.9195478598363698,str\(\'intersection\'\),0.0882826928887516,True,0.55,1,0,,i7067,1,632.28125,632.1927083333334,-1,0.0,5119760
1747603553,1747603566,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 3955 window_size 1179 ev_threshold 0.5736122950948774 delta 0.9091492907926441 divergence_metric str\(\'kl\'\) sample_period 0.04161123511381448 online_scaling True,3955,1179,0.5736122950948774,0.909149290792644,str\(\'kl\'\),0.0416112351138144,True,0.55,1,0,,i7104,1,632.4609375,632.37109375,-1,0.0,5119763
1747603547,1747603566,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier PCACD recent_samples_size 102 window_size 237 ev_threshold 0.330548531845212 delta 0.29218347551487384 divergence_metric str\(\'intersection\'\) sample_period 0.07232882909476758 online_scaling True,102,237,0.330548531845212,0.2921834755148738,str\(\'intersection\'\),0.0723288290947675,True,0.55,2,0,,i7067,2,635.44140625,633.6184895833334,-1,0.0,5119758
