start_time,end_time,run_time,program_string,recent_samples_size,max_window_size,min_window_size,min_p_value,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745696336,1745696350,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 2455 min_p_value 0.999,5000,1,2455,0.999,,,1,,i7173,4775576,,,,,
1745697235,1745697248,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2130 max_window_size 1 min_window_size 3520 min_p_value 0.999,2130,1,3520,0.999,,,1,,i7170,4775851,,,,,
1745698016,1745698030,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 3719 min_p_value 0.999,1,1,3719,0.999,,,1,,i7180,4776091,,,,,
1745699019,1745699032,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 4460 min_p_value 0.999,5000,1,4460,0.999,,,1,,i7167,4776367,,,,,
1745699856,1745699869,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7179,4776587,,,,,
1745700836,1745700849,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 2381 min_p_value 0.999,5000,1,2381,0.999,,,1,,i7164,4776858,,,,,
1745701615,1745701628,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 3850 min_p_value 0.999,1,1,3850,0.999,,,1,,i7172,4777047,,,,,
1745702518,1745702531,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1428 min_p_value 0.999,5000,1,1428,0.999,,,1,,i7184,4777261,,,,,
1745703375,1745703382,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2240 max_window_size 1 min_window_size 3150 min_p_value 0.0001,2240,1,3150,0.0001,,,1,,i7183,4777472,,,,,
1745704075,1745704088,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1660 max_window_size 1 min_window_size 3725 min_p_value 0.999,1660,1,3725,0.999,,,1,,i7179,4777654,,,,,
1745704802,1745704815,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 2225 min_p_value 0.999,5000,1,2225,0.999,,,1,,i7183,4777824,,,,,
1745705497,1745705511,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2307 max_window_size 1 min_window_size 1 min_p_value 0.0001,2307,1,1,0.0001,,,1,,i7184,4777992,,,,,
1745706069,1745706083,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1796 max_window_size 1 min_window_size 3968 min_p_value 0.999,1796,1,3968,0.999,,,1,,i7181,4778127,,,,,
1745706956,1745706970,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 5000 min_p_value 0.999,1,1,5000,0.999,,,1,,i7180,4778339,,,,,
1745707538,1745707551,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3864 max_window_size 1 min_window_size 5000 min_p_value 0.999,3864,1,5000,0.999,,,1,,i7181,4778493,,,,,
1745708137,1745708150,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 3998 min_p_value 0.999,1,1,3998,0.999,,,1,,i7175,4778666,,,,,
1745708636,1745708649,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.0001,5000,1,5000,0.0001,,,1,,i7181,4778808,,,,,
1745709776,1745709789,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 2500 min_p_value 0.0001,5000,1,2500,0.0001,,,1,,i7181,4779138,,,,,
1745710497,1745710510,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 4446 min_p_value 0.999,5000,1,4446,0.999,,,1,,i7170,4779349,,,,,
1745711291,1745711304,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1192 max_window_size 1 min_window_size 1201 min_p_value 0.0001,1192,1,1201,0.0001,,,1,,i7179,4779572,,,,,
1745711877,1745711890,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4286 max_window_size 1 min_window_size 5000 min_p_value 0.999,4286,1,5000,0.999,,,1,,i7168,4779729,,,,,
1745712783,1745712796,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 2697 min_p_value 0.0001,1,1,2697,0.0001,,,1,,i7167,4779972,,,,,
1745713598,1745713611,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 652 max_window_size 1 min_window_size 4270 min_p_value 0.999,652,1,4270,0.999,,,1,,i7166,4780180,,,,,
1745714337,1745714350,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1623 max_window_size 1 min_window_size 2951 min_p_value 0.0001,1623,1,2951,0.0001,,,1,,i7164,4780373,,,,,
1745715117,1745715130,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7179,4780558,,,,,
1745715938,1745715951,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 3897 min_p_value 0.999,1,1,3897,0.999,,,1,,i7176,4780766,,,,,
1745716498,1745716510,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2008 max_window_size 1 min_window_size 4954 min_p_value 0.999,2008,1,4954,0.999,,,1,,i7176,4780898,,,,,
1745717201,1745717215,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 3738 min_p_value 0.999,1,1,3738,0.999,,,1,,i7184,4781075,,,,,
1745718098,1745718111,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3105 max_window_size 1 min_window_size 3518 min_p_value 0.999,3105,1,3518,0.999,,,1,,i7183,4781291,,,,,
1745719258,1745719271,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 2111 min_p_value 0.0001,5000,1,2111,0.0001,,,1,,i7173,4781580,,,,,
1745720218,1745720231,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1114 max_window_size 1 min_window_size 3611 min_p_value 0.999,1114,1,3611,0.999,,,1,,i7171,4781833,,,,,
1745720978,1745720991,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 3742 min_p_value 0.999,5000,1,3742,0.999,,,1,,i7170,4782049,,,,,
1745721898,1745721911,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1599 max_window_size 1 min_window_size 3775 min_p_value 0.999,1599,1,3775,0.999,,,1,,i7168,4782276,,,,,
1745722759,1745722772,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 2011 min_p_value 0.0001,5000,1,2011,0.0001,,,1,,i7179,4782507,,,,,
1745723458,1745723471,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 3982 min_p_value 0.0001,1,1,3982,0.0001,,,1,,i7176,4782692,,,,,
1745724258,1745724271,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1840 max_window_size 1 min_window_size 1 min_p_value 0.999,1840,1,1,0.999,,,1,,i7175,4782897,,,,,
1745724998,1745725011,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1171 max_window_size 1 min_window_size 4006 min_p_value 0.999,1171,1,4006,0.999,,,1,,i7166,4783092,,,,,
1745725760,1745725773,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3200 max_window_size 1 min_window_size 2335 min_p_value 0.999,3200,1,2335,0.999,,,1,,i7176,4783285,,,,,
1745726531,1745726544,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2868 max_window_size 1 min_window_size 2767 min_p_value 0.0001,2868,1,2767,0.0001,,,1,,i7181,4783474,,,,,
1745727179,1745727192,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3764 max_window_size 1 min_window_size 2553 min_p_value 0.999,3764,1,2553,0.999,,,1,,i7173,4783634,,,,,
1745727912,1745727925,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2135 max_window_size 1 min_window_size 3419 min_p_value 0.0001,2135,1,3419,0.0001,,,1,,i7173,4783801,,,,,
1745728632,1745728645,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7185,4783962,,,,,
1745729399,1745729413,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1179 max_window_size 1 min_window_size 3817 min_p_value 0.999,1179,1,3817,0.999,,,1,,i7180,4784132,,,,,
1745730099,1745730113,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2500 max_window_size 1 min_window_size 2181 min_p_value 0.0001,2500,1,2181,0.0001,,,1,,i7184,4784302,,,,,
1745730819,1745730832,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 632 max_window_size 1 min_window_size 2640 min_p_value 0.0001,632,1,2640,0.0001,,,1,,i7176,4784485,,,,,
1745731692,1745731705,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1 max_window_size 1 min_window_size 4021 min_p_value 0.999,1,1,4021,0.999,,,1,,i7180,4784697,,,,,
1745732579,1745732586,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7175,4784920,,,,,
1745733662,1745733675,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2788 max_window_size 1 min_window_size 2874 min_p_value 0.999,2788,1,2874,0.999,,,1,,i7174,4785201,,,,,
1745734632,1745734645,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3680 max_window_size 1 min_window_size 3708 min_p_value 0.999,3680,1,3708,0.999,,,1,,i7174,4785441,,,,,
1745735502,1745735515,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1666 max_window_size 1 min_window_size 3902 min_p_value 0.0001,1666,1,3902,0.0001,,,1,,i7169,4785673,,,,,
1745736312,1745736325,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1405 max_window_size 1 min_window_size 3521 min_p_value 0.999,1405,1,3521,0.999,,,1,,i7168,4785888,,,,,
1745737280,1745737293,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3974 max_window_size 1 min_window_size 5000 min_p_value 0.999,3974,1,5000,0.999,,,1,,i7179,4786123,,,,,
1745738101,1745738114,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2509 max_window_size 1 min_window_size 2519 min_p_value 0.0001,2509,1,2519,0.0001,,,1,,i7180,4786319,,,,,
