start_time,end_time,run_time,program_string,recent_samples_size,max_window_size,min_window_size,min_p_value,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745878782,1745878802,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7185,4827932,,,,,
1745880420,1745880433,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.0001,5000,1,1,0.0001,,,1,,i7183,4828216,,,,,
1745882140,1745882153,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.0001,5000,1,5000,0.0001,,,1,,i7183,4828541,,,,,
1745884021,1745884035,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.0001,5000,1,5000,0.0001,,,1,,i7170,4828934,,,,,
1745887476,1745887489,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.999,5000,1,1,0.999,,,1,,i7158,4829596,,,,,
1745890058,1745890071,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.0001,5000,1,1,0.0001,,,1,,i7180,4830050,,,,,
1745891825,1745891839,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7184,4830353,,,,,
1745893927,1745893940,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7185,4830727,,,,,
1745895386,1745895399,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.0001,5000,1,1,0.0001,,,1,,i7181,4831012,,,,,
1745897508,1745897571,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.0001,5000,1,5000,0.0001,,,1,,i7180,4831417,,,,,
1745900709,1745900723,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.0001,5000,1,5000,0.0001,,,1,,i7185,4831968,,,,,
1745902508,1745902522,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.999,5000,1,1,0.999,,,1,,i7183,4832279,,,,,
1745904288,1745904301,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.999,5000,1,1,0.999,,,1,,i7181,4832576,,,,,
1745906509,1745906522,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.0001,5000,1,1,0.0001,,,1,,i7168,4833475,,,,,
1745908067,1745908092,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.0001,5000,1,5000,0.0001,,,1,,i7166,4833776,,,,,
1745909589,1745909602,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7163,4834086,,,,,
1745911450,1745911463,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.999,5000,1,5000,0.999,,,1,,i7161,4834468,,,,,
1745913699,1745913712,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4759 max_window_size 1 min_window_size 5000 min_p_value 0.0001,4759,1,5000,0.0001,,,1,,i7169,4834893,,,,,
1745917030,1745917043,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 5000 min_p_value 0.0001,5000,1,5000,0.0001,,,1,,i7184,4835567,,,,,
1745918494,1745918507,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 5000 max_window_size 1 min_window_size 1 min_p_value 0.999,5000,1,1,0.999,,,1,,i7184,4835883,,,,,
1745435073,1745435093,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4280 max_window_size 1 min_window_size 4626 min_p_value 0.11034516288395972,4280,1,4626,0.1103451628839597,,,1,,i7174,4650567,,,,,
1747226644,1747226663,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4886 max_window_size 1757 min_window_size 2246 min_p_value 0.6293856207072734,4886,1757,2246,0.6293856207072734,0.52,4.0,0,,i7186,5031671,4.0,790.6875,790.2825520833334,-1.0,0.0
1747226688,1747226713,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2327 max_window_size 4284 min_window_size 3760 min_p_value 0.16870033679017796,2327,4284,3760,0.1687003367901779,0.56,13.0,0,,i7186,5031679,13.0,791.234375,786.810546875,-1.0,0.3713685978169605
1747226770,1747226814,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 839 max_window_size 890 min_window_size 821 min_p_value 0.7837131609415635,839,890,821,0.7837131609415635,0.53,28.0,0,,i7186,5031684,28.0,790.546875,776.53828125,-1.0,0.1930310663308144
1747226877,1747226909,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3279 max_window_size 3423 min_window_size 2979 min_p_value 0.260077475089021,3279,3423,2979,0.260077475089021,0.52,12.0,0,,i7186,5031691,12.0,797.90625,792.12109375,-1.0,0.0
1747226906,1747226925,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2788 max_window_size 159 min_window_size 4485 min_p_value 0.49278831231538206,2788,159,4485,0.492788312315382,0.52,4.0,0,,i7186,5031697,4.0,790.64453125,790.2604166666666,-1.0,0.0
1747226966,1747226985,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 70 max_window_size 2709 min_window_size 1702 min_p_value 0.9530249404279515,70,2709,1702,0.9530249404279516,0.52,7.0,0,,i7186,5031702,7.0,791.19921875,790.0559895833334,-1.0,0.0
1747227066,1747227085,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1846 max_window_size 2430 min_window_size 3700 min_p_value 0.09303494110638276,1846,2430,3700,0.0930349411063827,0.52,4.0,0,,i7186,5031709,4.0,792.625,791.6549479166666,-1.0,0.0
1747227111,1747227137,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4127 max_window_size 4978 min_window_size 311 min_p_value 0.6151836607714184,4127,4978,311,0.6151836607714184,0.52,5.0,0,,i7186,5031714,5.0,791.51171875,790.4296875,-1.0,0.0
1747227186,1747227205,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3934 max_window_size 1175 min_window_size 3336 min_p_value 0.8802093641864136,3934,1175,3336,0.8802093641864136,0.5,7.0,0,,i7186,5031718,7.0,791.82421875,781.4921875,-1.0,0.098656591099916
1747227244,1747227262,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1336 max_window_size 3724 min_window_size 475 min_p_value 0.4214740809490904,1336,3724,475,0.4214740809490904,0.57,7.0,0,,i7186,5031726,7.0,791.76953125,783.9583333333334,-1.0,0.1121746431570109
1747227306,1747227325,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 502 max_window_size 1414 min_window_size 4732 min_p_value 0.5311842712477781,502,1414,4732,0.5311842712477781,0.52,4.0,0,,i7186,5031731,4.0,790.53125,790.1263020833334,-1.0,0.0
1747227386,1747227405,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2903 max_window_size 3963 min_window_size 1265 min_p_value 0.009500425274390727,2903,3963,1265,0.0095004252743907,0.52,6.0,0,,i7186,5031738,6.0,790.22265625,789.0794270833334,-1.0,0.0
1747227453,1747227509,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3710 max_window_size 2148 min_window_size 1204 min_p_value 0.24416229860233143,3710,2148,1204,0.2441622986023314,0.56,12.0,0,,i7185,5031746,12.0,685.12890625,662.3583984375,-1.0,0.3115029387069689
1747227513,1747227538,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 953 max_window_size 4674 min_window_size 2796 min_p_value 0.7063489208825864,953,4674,2796,0.7063489208825864,0.59,10.0,0,,i7186,5031751,10.0,778.44921875,770.7473958333334,-1.0,0.1600335852225021
1747227574,1747227593,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2134 max_window_size 500 min_window_size 1980 min_p_value 0.3399558151168749,2134,500,1980,0.3399558151168749,0.52,4.0,0,,i7186,5031757,4.0,790.44921875,790.0625,-1.0,0.0
1747227691,1747227710,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4376 max_window_size 3032 min_window_size 4216 min_p_value 0.8640563746610657,4376,3032,4216,0.8640563746610657,0.52,4.0,0,,i7186,5031764,4.0,790.76171875,789.6171875,-1.0,0.0
1747227723,1747227780,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4643 max_window_size 381 min_window_size 317 min_p_value 0.10721614050939679,4643,381,317,0.1072161405093967,0.57,44.0,0,,i7186,5031768,44.0,792.7265625,779.0658482142857,-1.0,0.9347607052896726
1747227786,1747227805,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1886 max_window_size 2848 min_window_size 3178 min_p_value 0.5658903738629073,1886,2848,3178,0.5658903738629073,0.52,4.0,0,,i7186,5031774,4.0,790.8828125,789.73828125,-1.0,0.0
1747227845,1747227864,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1201 max_window_size 2013 min_window_size 1421 min_p_value 0.44843760442687197,1201,2013,1421,0.4484376044268719,0.52,8.0,0,,i7186,5031780,8.0,791.203125,790.7994791666666,-1.0,0.0
1747227933,1747227952,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3443 max_window_size 4487 min_window_size 4888 min_p_value 0.9700603260925971,3443,4487,4888,0.9700603260925972,0.52,5.0,0,,i7186,5031787,5.0,792.46484375,791.7421875,-1.0,0.0
1747227985,1747228004,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2992 max_window_size 1301 min_window_size 2644 min_p_value 0.7666141819580458,2992,1301,2644,0.7666141819580458,0.52,4.0,0,,i7186,5031791,4.0,791.96875,791.5651041666666,-1.0,0.0
1747228049,1747228068,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 393 max_window_size 3754 min_window_size 1053 min_p_value 0.3044884458291344,393,3754,1053,0.3044884458291344,0.52,6.0,0,,i7186,5031803,6.0,791.2109375,790.06640625,-1.0,0.0
1747228114,1747228133,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1444 max_window_size 1073 min_window_size 4369 min_p_value 0.6786243688885123,1444,1073,4369,0.6786243688885123,0.52,4.0,0,,i7186,5031811,4.0,783.015625,782.6106770833334,-1.0,0.0
1747228206,1747228231,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 3845 max_window_size 3523 min_window_size 2133 min_p_value 0.15458462107181548,3845,3523,2133,0.1545846210718154,0.52,7.0,0,,i7186,5031820,7.0,791.91796875,790.7747395833334,-1.0,0.0
1747228265,1747228284,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 4355 max_window_size 2316 min_window_size 3908 min_p_value 0.3580381359583698,4355,2316,3908,0.3580381359583698,0.52,4.0,0,,i7186,5031824,4.0,791.73046875,790.9322916666666,-1.0,0.0
1747228354,1747228373,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 1637 max_window_size 4770 min_window_size 2394 min_p_value 0.8186625420968048,1637,4770,2394,0.8186625420968048,0.52,6.0,0,,i7186,5031837,6.0,791.58984375,790.71875,-1.0,0.0
1747228419,1747228438,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 278 max_window_size 58 min_window_size 2832 min_p_value 0.19590642061792313,278,58,2832,0.1959064206179231,0.52,4.0,0,,i7186,5031845,4.0,791.83203125,791.4244791666666,-1.0,0.0
1747228502,1747228521,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier DAWIDD recent_samples_size 2559 max_window_size 2507 min_window_size 674 min_p_value 0.7194812798582018,2559,2507,674,0.7194812798582018,0.52,6.0,0,,i7186,5031859,6.0,791.48046875,790.4127604166666,-1.0,0.0
