start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1750544038,1750544440,402,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4331 feature_id 5 p 230 big_windowSize 611 small_windowSize 69,4331,5,230,611,69,0.57,272.0,0,,i7181,5532272,272.0,483.3984375,483.23203125,-1.0,0.0
1750544056,1750546417,2361,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2933 feature_id 3 p 487 big_windowSize 142 small_windowSize 3,2933,3,487,142,3,0.61,2350.0,0,,i7179,5532274,2350.0,482.484375,476.8449696729958,-1.0,0.0
1750546517,1750546724,207,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4125 feature_id 6 p 477 big_windowSize 1554 small_windowSize 374,4125,6,477,1554,374,0.57,196.0,0,,i7181,5532328,196.0,483.54296875,483.5078125,-1.0,0.0
1750546546,1750548003,1457,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4983 feature_id 0 p 263 big_windowSize 1977 small_windowSize 120,4983,0,263,1977,120,0.57,1445.0,0,,i7181,5532332,1445.0,483.1875,483.1278964710884,-1.0,0.0
1750548108,1750548120,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2608 feature_id 0 p 110 big_windowSize 884 small_windowSize 76,2608,0,110,884,76,,,1,,i7185,5532428,,,,,
1750548108,1750548601,493,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3527 feature_id 6 p 22 big_windowSize 1258 small_windowSize 61,3527,6,22,1258,61,0.57,485.0,0,,i7185,5532427,485.0,482.3125,482.30078125,-1.0,0.0
1750548713,1750548720,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2428 feature_id 2 p 419 big_windowSize 1755 small_windowSize 135,2428,2,419,1755,135,,,1,,i7185,5532430,,,,,
1750548738,1750548745,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3266 feature_id 5 p 398 big_windowSize 1515 small_windowSize 112,3266,5,398,1515,112,,,1,,i7185,5532432,,,,,
1750548737,1750548750,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2718 feature_id 3 p 373 big_windowSize 1952 small_windowSize 365,2718,3,373,1952,365,,,1,,i7185,5532431,,,,,
1750548708,1750550037,1329,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4026 feature_id 6 p 355 big_windowSize 354 small_windowSize 10,4026,6,355,354,10,0.57,1317.0,0,,i7185,5532429,1317.0,482.10546875,478.6438316231343,-1.0,0.0
1750550148,1750550300,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3761 feature_id 5 p 100 big_windowSize 1296 small_windowSize 299,3761,5,100,1296,299,0.57,133.0,0,,i7185,5532433,133.0,482.22265625,472.17822265625,-1.0,0.0
1750550178,1750550310,132,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 907 feature_id 3 p 29 big_windowSize 483 small_windowSize 107,907,3,29,483,107,0.61,125.0,0,,i7185,5532435,125.0,483.16015625,469.7809895833333,-1.0,0.0
1750550148,1750551178,1030,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4624 feature_id 3 p 139 big_windowSize 1235 small_windowSize 52,4624,3,139,1235,52,0.61,1015.0,0,,i7185,5532434,1015.0,483.59375,427.93442007211536,-1.0,0.0
1750551289,1750551301,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3052 feature_id 7 p 214 big_windowSize 1877 small_windowSize 232,3052,7,214,1877,232,,,1,,i7185,5532499,,,,,
1750551289,1750551926,637,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1992 feature_id 5 p 256 big_windowSize 765 small_windowSize 40,1992,5,256,765,40,0.57,624.0,0,,i7185,5532500,624.0,482.125,478.8804086538461,-1.0,0.0
1750551318,1750553173,1855,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4212 feature_id 1 p 438 big_windowSize 1346 small_windowSize 165,4212,1,438,1346,165,0.57,1836.0,0,,i7185,5532501,1836.0,483.52734375,474.94806367607526,-1.0,0.0
1750553271,1750553302,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2099 feature_id 6 p 11 big_windowSize 1820 small_windowSize 267,2099,6,11,1820,267,,,1,,i7171,5532505,,,,,
1750553390,1750553643,253,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3564 feature_id 0 p 41 big_windowSize 652 small_windowSize 143,3564,0,41,652,143,0.57,241.0,0,,i7171,5532506,241.0,482.671875,482.65205439814815,-1.0,0.0822866642039157
1750553419,1750554779,1360,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1946 feature_id 4 p 281 big_windowSize 1945 small_windowSize 330,1946,4,281,1945,330,0.57,1351.0,0,,i7164,5532508,1351.0,483.12890625,483.12296195652175,-1.0,2.3088289619504987e-05
1750553419,1750556123,2704,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1556 feature_id 2 p 490 big_windowSize 1523 small_windowSize 84,1556,2,490,1523,84,0.57,2693.0,0,,i7164,5532507,2693.0,482.453125,482.4501378676471,-1.0,0.0
1750556269,1750556282,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2131 feature_id 7 p 18 big_windowSize 889 small_windowSize 104,2131,7,18,889,104,,,1,,i7129,5532577,,,,,
1750556269,1750556282,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2906 feature_id 5 p 452 big_windowSize 1752 small_windowSize 170,2906,5,452,1752,170,,,1,,i7164,5532576,,,,,
1750556299,1750556312,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2577 feature_id 1 p 103 big_windowSize 1828 small_windowSize 302,2577,1,103,1828,302,,,1,,i7129,5532579,,,,,
1750556241,1750556878,637,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 754 feature_id 1 p 259 big_windowSize 358 small_windowSize 45,754,1,259,358,45,0.57,626.0,0,,i7171,5532574,626.0,482.5625,482.5512620192308,-1.0,0.0
1750556301,1750556934,633,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4363 feature_id 3 p 208 big_windowSize 1471 small_windowSize 229,4363,3,208,1471,229,0.61,620.0,0,,i7164,5532578,620.0,483.796875,482.494873046875,-1.0,0.0
1750556241,1750557022,781,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3613 feature_id 3 p 287 big_windowSize 1716 small_windowSize 416,3613,3,287,1716,416,0.61,771.0,0,,i7164,5532575,771.0,483.328125,481.683544921875,-1.0,2.3088289619504987e-05
1750557142,1750557154,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3435 feature_id 7 p 129 big_windowSize 1641 small_windowSize 47,3435,7,129,1641,47,,,1,,i7171,5532581,,,,,
1750557141,1750558541,1400,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4460 feature_id 1 p 400 big_windowSize 1110 small_windowSize 115,4460,1,400,1110,115,0.57,1386.0,0,,i7164,5532582,1386.0,482.9609375,482.9569758421986,-1.0,0.0
1750558700,1750558713,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2280 feature_id 0 p 181 big_windowSize 1880 small_windowSize 196,2280,0,181,1880,196,,,1,,i7185,5532648,,,,,
1750558672,1750559552,880,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3885 feature_id 4 p 124 big_windowSize 479 small_windowSize 71,3885,4,124,479,71,0.57,844.0,0,,i7185,5532647,844.0,460.1953125,343.4864852729885,-1.0,0.0
1750558642,1750561622,2980,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2764 feature_id 2 p 348 big_windowSize 759 small_windowSize 13,2764,2,348,759,13,0.57,2941.0,0,,i7186,5532646,2941.0,482.91015625,482.32347972972974,-1.0,0.0
1750561732,1750562649,917,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4843 feature_id 2 p 25 big_windowSize 1852 small_windowSize 58,4843,2,25,1852,58,0.57,894.0,0,,i7132,5532752,894.0,483.6484375,482.8507133152174,-1.0,0.0
1750561734,1750562745,1011,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4295 feature_id 4 p 239 big_windowSize 1679 small_windowSize 312,4295,4,239,1679,312,0.57,1002.0,0,,i7186,5532751,1002.0,482.48046875,481.7849666262136,-1.0,0.0
1750561761,1750562931,1170,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3681 feature_id 4 p 253 big_windowSize 1383 small_windowSize 125,3681,4,253,1383,125,0.57,1162.0,0,,i7045,5532755,1162.0,482.25,482.2431394432773,-1.0,0.0
1750563053,1750563066,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2014 feature_id 3 p 306 big_windowSize 1153 small_windowSize 133,2014,3,306,1153,133,,,1,,i7164,5532806,,,,,
1750563022,1750567057,4035,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4166 feature_id 7 p 500 big_windowSize 736 small_windowSize 8,4166,7,500,736,8,0.57,4010.0,0,,i7186,5532805,4010.0,482.625,421.759033808933,-1.0,0.0
1750567206,1750567256,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2192 feature_id 7 p 156 big_windowSize 1203 small_windowSize 280,2192,7,156,1203,280,,,1,,i7148,5532870,,,,,
1750567206,1750567420,214,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4655 feature_id 5 p 175 big_windowSize 847 small_windowSize 151,4655,5,175,847,151,0.57,165.0,0,,i7148,5532871,165.0,481.96875,481.8764391447368,-1.0,0.0
1750567163,1750568765,1602,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1798 feature_id 1 p 114 big_windowSize 1265 small_windowSize 27,1798,1,114,1265,27,0.57,1511.0,0,,i7186,5532869,1511.0,482.7265625,481.6431270424837,-1.0,2.3088289619504987e-05
1750568874,1750569081,207,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4391 feature_id 6 p 437 big_windowSize 1787 small_windowSize 409,4391,6,437,1787,409,0.57,196.0,0,,i7186,5532887,196.0,482.82421875,482.7869318181818,-1.0,0.0
1750568874,1750570183,1309,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4004 feature_id 0 p 334 big_windowSize 1744 small_windowSize 163,4004,0,334,1744,163,0.57,1299.0,0,,i7186,5532888,1299.0,482.53515625,482.5310428503788,-1.0,0.0
1750570315,1750570327,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2645 feature_id 6 p 78 big_windowSize 1026 small_windowSize 222,2645,6,78,1026,222,,,1,,i7186,5532936,,,,,
1750570359,1750570472,113,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2883 feature_id 3 p 98 big_windowSize 1583 small_windowSize 122,2883,3,98,1583,122,,,1,,i7148,5532939,,,,,
1750570284,1750570704,420,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1040 feature_id 2 p 134 big_windowSize 616 small_windowSize 97,1040,2,134,616,97,0.57,410.0,0,,i7186,5532935,410.0,483.1171875,483.101925872093,-1.0,0.0
1750570314,1750570998,684,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4220 feature_id 5 p 369 big_windowSize 1177 small_windowSize 62,4220,5,369,1177,62,0.57,675.0,0,,i7186,5532937,675.0,483.1484375,482.6821428571429,-1.0,0.0
1750570344,1750571254,910,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4771 feature_id 3 p 393 big_windowSize 1354 small_windowSize 308,4771,3,393,1354,308,0.61,897.0,0,,i7186,5532938,897.0,482.7265625,480.81708559782606,-1.0,2.3088289619504987e-05
1750571365,1750571554,189,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3743 feature_id 5 p 134 big_windowSize 1885 small_windowSize 375,3743,5,134,1885,375,0.57,177.0,0,,i7186,5532940,177.0,483.6953125,483.66015625,-1.0,0.0
1750571394,1750572273,879,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1968 feature_id 2 p 176 big_windowSize 1656 small_windowSize 383,1968,2,176,1656,383,0.57,866.0,0,,i7186,5532942,866.0,482.90234375,482.8948823735955,-1.0,0.0
1750571395,1750573616,2221,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4896 feature_id 0 p 156 big_windowSize 294 small_windowSize 4,4896,0,156,294,4,0.57,2209.0,0,,i7186,5532941,2209.0,482.01953125,472.028324691704,-1.0,0.0
1750573765,1750573834,69,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2264 feature_id 6 p 272 big_windowSize 1706 small_windowSize 31,2264,6,272,1706,31,,,1,,i7174,5533010,,,,,
1750573705,1750574239,534,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3462 feature_id 6 p 380 big_windowSize 949 small_windowSize 70,3462,6,380,949,70,0.57,525.0,0,,i7186,5533008,525.0,482.76171875,482.5660511363636,-1.0,0.0
1750573753,1750584436,10683,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1872 feature_id 0 p 499 big_windowSize 1763 small_windowSize 276,1872,0,499,1763,276,0.57,10603.0,0,,i7174,5533009,10603.0,483.765625,357.92501986228814,-1.0,0.0
1750584539,1750584867,328,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1104 feature_id 0 p 15 big_windowSize 1049 small_windowSize 88,1104,0,15,1049,88,0.57,313.0,0,,i7186,5533339,313.0,482.859375,479.4712775735294,-1.0,0.0
1750584592,1750584892,300,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4436 feature_id 7 p 52 big_windowSize 1288 small_windowSize 159,4436,7,52,1288,159,0.57,271.0,0,,i7123,5533341,271.0,481.7734375,393.2553385416667,-1.0,0.0
1750584572,1750586055,1483,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1588 feature_id 3 p 237 big_windowSize 824 small_windowSize 34,1588,3,237,824,34,0.61,1444.0,0,,i7157,5533340,1444.0,481.984375,468.58971088435374,-1.0,0.0
1750586159,1750586354,195,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 524 feature_id 5 p 478 big_windowSize 418 small_windowSize 101,524,5,478,418,101,0.57,183.0,0,,i7186,5533355,183.0,483.00390625,482.9654017857143,-1.0,0.0
