start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1750697386,1750697399,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2974 feature_id 4 p 267 big_windowSize 1572 small_windowSize 354,2974,4,267,1572,354,,,1,,i7155,5537405,,,,,
1750697386,1750697575,189,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1518 feature_id 0 p 39 big_windowSize 776 small_windowSize 167,1518,0,39,776,167,0.57,168.0,0,,i7108,5537407,168.0,482.2578125,482.2177220394737,-1.0,0.0350480236424085
1750697325,1750697950,625,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2607 feature_id 4 p 405 big_windowSize 273 small_windowSize 29,2607,4,405,273,29,0.57,611.0,0,,i7186,5537403,611.0,483.2265625,483.215087890625,-1.0,0.0
1750698856,1750699027,171,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2947 feature_id 7 p 28 big_windowSize 515 small_windowSize 81,2947,7,28,515,81,0.57,158.0,0,,i7155,5537439,158.0,483.34375,483.31011284722223,-1.0,0.0
1750698856,1750700558,1702,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4999 feature_id 4 p 220 big_windowSize 1366 small_windowSize 42,4999,4,220,1366,42,0.57,1682.0,0,,i7155,5537438,1682.0,483.03125,464.3734237938597,-1.0,0.0
1750702361,1750702386,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2170 feature_id 5 p 439 big_windowSize 1628 small_windowSize 147,2170,5,439,1628,147,,,1,,i7094,5537565,,,,,
1750702368,1750702544,176,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3395 feature_id 5 p 330 big_windowSize 904 small_windowSize 203,3395,5,330,904,203,0.57,157.0,0,,i7094,5537567,157.0,482.6796875,482.6501736111111,-1.0,0.0
1750702361,1750702769,408,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4322 feature_id 1 p 257 big_windowSize 235 small_windowSize 22,4322,1,257,235,22,0.57,384.0,0,,i7094,5537566,384.0,482.25,482.2340891768293,-1.0,0.0
1750702877,1750702890,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2348 feature_id 1 p 101 big_windowSize 1701 small_windowSize 265,2348,1,101,1701,265,,,1,,i7094,5537634,,,,,
1750702907,1750702920,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2801 feature_id 0 p 179 big_windowSize 1504 small_windowSize 238,2801,0,179,1504,238,,,1,,i7094,5537635,,,,,
1750703065,1750703078,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2318 feature_id 2 p 354 big_windowSize 634 small_windowSize 55,2318,2,354,634,55,,,1,,i7094,5537637,,,,,
1750703030,1750703294,264,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3848 feature_id 6 p 419 big_windowSize 1223 small_windowSize 180,3848,6,419,1223,180,0.57,254.0,0,,i7094,5537636,254.0,482.359375,482.3288225446428,-1.0,0.0
1750703447,1750703723,276,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4927 feature_id 5 p 356 big_windowSize 1863 small_windowSize 292,4927,5,356,1863,292,0.57,239.0,0,,i7186,5537639,239.0,482.54296875,481.5887920673077,-1.0,0.0
1750703418,1750703796,378,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3039 feature_id 5 p 151 big_windowSize 1073 small_windowSize 104,3039,5,151,1073,104,0.57,313.0,0,,i7186,5537638,313.0,482.09375,481.1256893382353,-1.0,2.3088289619504987e-05
1750703477,1750704034,557,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3618 feature_id 0 p 373 big_windowSize 456 small_windowSize 85,3618,0,373,456,85,0.57,548.0,0,,i7183,5537641,548.0,482.796875,482.7827576754386,-1.0,0.0
1750703448,1750706243,2795,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4064 feature_id 3 p 376 big_windowSize 1667 small_windowSize 46,4064,3,376,1667,46,0.61,2761.0,0,,i7183,5537640,2761.0,483.29296875,454.2671425359712,-1.0,0.0
1750706360,1750707536,1176,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4740 feature_id 6 p 101 big_windowSize 800 small_windowSize 18,4740,6,101,800,18,0.57,1162.0,0,,i7183,5537770,1162.0,482.3203125,481.4459361869748,-1.0,0.0
1750707705,1750707730,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2420 feature_id 0 p 481 big_windowSize 1200 small_windowSize 16,2420,0,481,1200,16,,,1,,i7107,5537804,,,,,
1750707722,1750707741,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3136 feature_id 7 p 460 big_windowSize 1462 small_windowSize 242,3136,7,460,1462,242,,,1,,i7095,5537806,,,,,
1750707705,1750708692,987,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1716 feature_id 6 p 257 big_windowSize 1268 small_windowSize 261,1716,6,257,1268,261,0.57,961.0,0,,i7107,5537805,961.0,470.17578125,347.36236447704084,-1.0,0.0
1750707705,1750709033,1328,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3940 feature_id 4 p 292 big_windowSize 657 small_windowSize 140,3940,4,292,657,140,0.57,1304.0,0,,i7107,5537803,1304.0,470.03125,345.20703125,-1.0,0.0
1750709160,1750709299,139,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3891 feature_id 7 p 38 big_windowSize 1725 small_windowSize 430,3891,7,38,1725,430,0.57,121.0,0,,i7177,5537843,121.0,482.46484375,482.41432291666666,-1.0,0.0
1750709217,1750709388,171,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1745 feature_id 5 p 12 big_windowSize 334 small_windowSize 51,1745,5,12,334,51,0.57,156.0,0,,i7177,5537845,156.0,481.921875,481.8912760416667,-1.0,0.0
1750724104,1750724178,74,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2037 feature_id 3 p 108 big_windowSize 1957 small_windowSize 64,2037,3,108,1957,64,,,1,,i7172,5538489,,,,,
1750724104,1750725290,1186,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2843 feature_id 1 p 424 big_windowSize 837 small_windowSize 130,2843,1,424,837,130,0.57,1116.0,0,,i7172,5538490,1116.0,483.84765625,483.77665844298247,-1.0,0.0
1750725493,1750725544,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3499 feature_id 4 p 85 big_windowSize 1689 small_windowSize 181,3499,4,85,1689,181,,,1,,i7173,5538592,,,,,
1750725493,1750725544,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3108 feature_id 2 p 186 big_windowSize 1779 small_windowSize 435,3108,2,186,1779,435,,,1,,i7173,5538591,,,,,
1750725456,1750725645,189,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1464 feature_id 6 p 385 big_windowSize 576 small_windowSize 122,1464,6,385,576,122,0.57,173.0,0,,i7177,5538590,173.0,483.8828125,483.8447265625,-1.0,0.0
1750725522,1750726597,1075,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4859 feature_id 2 p 325 big_windowSize 1033 small_windowSize 247,4859,2,325,1033,247,0.57,1031.0,0,,i7178,5538589,1031.0,483.34765625,464.5320607311321,-1.0,0.0
1750726718,1750726762,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2227 feature_id 4 p 195 big_windowSize 968 small_windowSize 220,2227,4,195,968,220,,,1,,i7185,5538626,,,,,
1750727040,1750727115,75,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3204 feature_id 0 p 486 big_windowSize 1637 small_windowSize 283,3204,0,486,1637,283,,,1,,i7176,5538628,,,,,
1750727075,1750727156,81,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2661 feature_id 6 p 277 big_windowSize 1831 small_windowSize 37,2661,6,277,1831,37,,,1,,i7144,5538629,,,,,
1750726822,1750727238,416,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3822 feature_id 0 p 2 big_windowSize 1426 small_windowSize 96,3822,0,2,1426,96,0.57,365.0,0,,i7178,5538627,365.0,483.7265625,481.3463541666667,-1.0,0.0
1750727450,1750727494,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2489 feature_id 7 p 449 big_windowSize 1900 small_windowSize 463,2489,7,449,1900,463,,,1,,i7178,5538647,,,,,
1750727377,1750728736,1359,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1628 feature_id 1 p 283 big_windowSize 1568 small_windowSize 217,1628,1,283,1568,217,0.57,1345.0,0,,i7185,5538646,1345.0,482.546875,482.5409728558394,-1.0,0.0
1750727450,1750728769,1319,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3333 feature_id 3 p 247 big_windowSize 698 small_windowSize 25,3333,3,247,698,25,0.61,1275.0,0,,i7178,5538650,1275.0,482.2421875,482.23605769230767,-1.0,0.0
1750728907,1750728994,87,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2096 feature_id 1 p 204 big_windowSize 1764 small_windowSize 236,2096,1,204,1764,236,,,1,,i7186,5538695,,,,,
1750728906,1750729986,1080,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2862 feature_id 3 p 262 big_windowSize 878 small_windowSize 53,2862,3,262,878,53,0.61,1065.0,0,,i7185,5538696,1065.0,482.96484375,482.3262973050459,-1.0,0.0
1750730190,1750730234,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3050 feature_id 0 p 1 big_windowSize 1941 small_windowSize 263,3050,0,1,1941,263,,,1,,i7138,5538764,,,,,
1750730190,1750730234,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3441 feature_id 6 p 231 big_windowSize 1527 small_windowSize 10,3441,6,231,1527,10,,,1,,i7138,5538765,,,,,
1750730108,1750732499,2391,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4917 feature_id 0 p 486 big_windowSize 1245 small_windowSize 76,4917,0,486,1245,76,0.57,2370.0,0,,i7185,5538763,2370.0,482.1875,446.2576490585774,-1.0,0.113525120059106
1750732660,1750732710,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2246 feature_id 6 p 120 big_windowSize 755 small_windowSize 79,2246,6,120,755,79,,,1,,i7185,5538880,,,,,
1750732717,1750733580,863,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3763 feature_id 2 p 184 big_windowSize 1353 small_windowSize 204,3763,2,184,1353,204,0.57,802.0,0,,i7178,5538881,802.0,482.7578125,468.3315606174699,-1.0,0.0
1750732689,1750733744,1055,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1122 feature_id 0 p 345 big_windowSize 475 small_windowSize 20,1122,0,345,475,20,0.57,1036.0,0,,i7177,5538882,1036.0,482.72265625,463.2065153301887,-1.0,0.0
1750733926,1750733945,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2720 feature_id 4 p 414 big_windowSize 1884 small_windowSize 145,2720,4,414,1884,145,,,1,,i7178,5538919,,,,,
1750733919,1750734392,473,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2431 feature_id 5 p 367 big_windowSize 1816 small_windowSize 352,2431,5,367,1816,352,,,1,,i7177,5538920,,,,,
1750733889,1750735166,1277,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3263 feature_id 2 p 326 big_windowSize 1585 small_windowSize 391,3263,2,326,1585,391,0.57,1262.0,0,,i7185,5538918,1262.0,482.08984375,482.08387839147287,-1.0,2.3088289619504987e-05
1750735341,1750735512,171,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2981 feature_id 7 p 39 big_windowSize 1142 small_windowSize 215,2981,7,39,1142,215,0.57,152.0,0,,i7117,5539031,152.0,481.55859375,481.5251736111111,-1.0,0.0
1750735310,1750735930,620,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 837 feature_id 3 p 220 big_windowSize 748 small_windowSize 90,837,3,220,748,90,0.61,601.0,0,,i7120,5539023,601.0,483.3359375,483.32428075396825,-1.0,0.0
1750736089,1750736329,240,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4985 feature_id 7 p 460 big_windowSize 1920 small_windowSize 402,4985,7,460,1920,402,0.57,198.0,0,,i7152,5539044,198.0,482.30078125,482.26313920454544,-1.0,0.0
1750736077,1750737622,1545,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4122 feature_id 1 p 311 big_windowSize 1611 small_windowSize 156,4122,1,311,1611,156,0.57,1490.0,0,,i7151,5539045,1490.0,482.20703125,450.3704987582781,-1.0,0.0
1750737754,1750738485,731,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4721 feature_id 4 p 214 big_windowSize 978 small_windowSize 160,4721,4,214,978,160,0.57,704.0,0,,i7186,5539081,704.0,483.01953125,483.0084011130137,-1.0,0.0
1750738654,1750738667,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2363 feature_id 2 p 330 big_windowSize 1022 small_windowSize 187,2363,2,330,1022,187,,,1,,i7186,5539174,,,,,
1750738625,1750739065,440,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3960 feature_id 6 p 398 big_windowSize 620 small_windowSize 62,3960,6,398,620,62,0.57,431.0,0,,i7186,5539173,431.0,483.58984375,483.57218070652175,-1.0,0.0
1750738675,1750739400,725,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3195 feature_id 5 p 354 big_windowSize 1254 small_windowSize 69,3195,5,354,1254,69,0.57,700.0,0,,i7174,5539175,700.0,482.64453125,482.18419053819446,-1.0,0.0
1750739602,1750739633,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3584 feature_id 0 p 319 big_windowSize 1824 small_windowSize 219,3584,0,319,1824,219,,,1,,i7162,5539196,,,,,
1750739526,1750739759,233,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3832 feature_id 5 p 153 big_windowSize 1559 small_windowSize 256,3832,5,153,1559,256,0.57,224.0,0,,i7186,5539178,224.0,483.703125,483.6465625,-1.0,0.0
1750754650,1750756905,2255,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4940 feature_id 6 p 91 big_windowSize 1418 small_windowSize 152,4940,6,91,1418,152,0.57,2241.0,0,,i7157,5539786,2241.0,483.61328125,360.0777793141593,-1.0,0.0
1750754633,1750762333,7700,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1537 feature_id 2 p 151 big_windowSize 938 small_windowSize 27,1537,2,151,938,27,0.57,7663.0,0,,i7180,5539781,7663.0,460.52734375,337.1034800211589,-1.0,0.0
1747700640,1747700653,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1370 feature_id 0 p 216 big_windowSize 1055 small_windowSize 929,1370,0,216,1055,929,,,1,,i7086,5157517,,,,,
1747700640,1747700653,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1526 feature_id 3 p 497 big_windowSize 1366 small_windowSize 422,1526,3,497,1366,422,,,1,,i7103,5157515,,,,,
1747700641,1747700653,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1471 feature_id 3 p 61 big_windowSize 740 small_windowSize 405,1471,3,61,740,405,,,1,,i7123,5157513,,,,,
1747700641,1747700654,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1955 feature_id 1 p 209 big_windowSize 1834 small_windowSize 1676,1955,1,209,1834,1676,,,1,,i7115,5157514,,,,,
1747700641,1747701037,396,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1739 feature_id 3 p 348 big_windowSize 261 small_windowSize 58,1739,3,348,261,58,0.61,382.0,0,,i7184,5157511,382.0,481.96484375,481.9514100609756,-1.0,0.0
1747701112,1747701125,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 569 feature_id 2 p 211 big_windowSize 534 small_windowSize 165,569,2,211,534,165,,,1,,i7153,5157658,,,,,
1747701113,1747701126,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1307 feature_id 2 p 342 big_windowSize 876 small_windowSize 601,1307,2,342,876,601,,,1,,i7155,5157657,,,,,
1747701121,1747701134,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1812 feature_id 5 p 320 big_windowSize 1648 small_windowSize 1000,1812,5,320,1648,1000,,,1,,i7104,5157661,,,,,
1747701121,1747701134,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1910 feature_id 2 p 169 big_windowSize 1476 small_windowSize 1258,1910,2,169,1476,1258,,,1,,i7115,5157660,,,,,
1747701113,1747701139,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1677 feature_id 1 p 224 big_windowSize 1674 small_windowSize 479,1677,1,224,1674,479,,,1,,i7129,5157659,,,,,
1747701112,1747701401,289,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1203 feature_id 6 p 250 big_windowSize 916 small_windowSize 112,1203,6,250,916,112,0.57,279.0,0,,i7160,5157655,279.0,482.015625,481.9975260416667,-1.0,0.0
1747701492,1747701505,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 695 feature_id 4 p 485 big_windowSize 569 small_windowSize 496,695,4,485,569,496,,,1,,i7157,5157750,,,,,
1747701493,1747701506,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1139 feature_id 4 p 374 big_windowSize 1018 small_windowSize 409,1139,4,374,1018,409,,,1,,i7166,5157747,,,,,
1747701492,1747702932,1440,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 979 feature_id 1 p 300 big_windowSize 775 small_windowSize 24,979,1,300,775,24,0.57,1433.0,0,,i7159,5157749,1433.0,483.80078125,483.796982020548,-1.0,0.0
