start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744286308,1744289861,3553,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 423 n_samples 1698 n_clusters 8 threshold 0.6914151713997125,423,1698,8,0.6914151713997125,0.8,3541.0,0,,i7135,3541.0,586.609375,561.7282303370787,-1.0,0.2255110910165727,4211831
1744286608,1744290100,3492,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3288 n_samples 2533 n_clusters 8 threshold 0.80586578688398,3288,2533,8,0.80586578688398,0.86,3481.0,0,,i7118,3481.0,673.9375,610.8705915178572,-1.0,0.9778917095119566,4211942
1744286313,1744290222,3909,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2249 n_samples 4175 n_clusters 1 threshold 0.21277676456421613,2249,4175,1,0.2127767645642161,0.67,3900.0,0,,i7129,3900.0,564.1875,540.3148816167092,-1.0,0.4676348311958037,4211837
1744286339,1744290935,4596,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1967 n_samples 2168 n_clusters 6 threshold 0.26732448042370377,1967,2168,6,0.2673244804237037,0.88,4585.0,0,,i7126,4585.0,688.00390625,613.5984459918478,-1.0,0.77043910730282,4211851
1744286278,1744291161,4883,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 996 n_samples 2802 n_clusters 8 threshold 0.5541603541392833,996,2802,8,0.5541603541392833,0.83,4873.0,0,,i7171,4873.0,583.0390625,539.3960090746422,-1.0,0.3142597748310266,4211819
1744286548,1744291162,4614,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4564 n_samples 4286 n_clusters 5 threshold 0.46008885028026997,4564,4286,5,0.4600888502802699,0.82,4601.0,0,,i7144,4601.0,633.703125,575.2545065611472,-1.0,0.9026451853902496,4211917
1744286579,1744291299,4720,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 536 n_samples 3313 n_clusters 3 threshold 0.10131006028316915,536,3313,3,0.1013100602831691,0.74,4709.0,0,,i7130,4709.0,546.84765625,487.26542679704016,-1.0,0.1367213047373008,4211927
1744286609,1744291724,5115,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1176 n_samples 2188 n_clusters 4 threshold 0.1463111203275621,1176,2188,4,0.1463111203275621,0.85,5096.0,0,,i7115,5096.0,628.4609375,562.0799137720156,-1.0,0.4392934728076972,4211947
1744286248,1744292061,5813,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 3754 n_samples 4953 n_clusters 10 threshold 0.8805343388319016,3754,4953,10,0.8805343388319016,0.8,5804.0,0,,i7166,5804.0,591.78125,543.1829829789519,-1.0,0.6852675468235653,4211810
1744286429,1744293013,6584,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4246 n_samples 3628 n_clusters 6 threshold 0.2319222755935043,4246,3628,6,0.2319222755935043,0.85,6571.0,0,,i7123,6571.0,574.87890625,539.6361674886191,-1.0,0.8941454374450708,4211879
