start_time,end_time,run_time,program_string,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746137034,1746137066,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 750 batch_size 2417 gamma 0.001 alpha 0.0005 use_mmd2 False use_k2s_test False,750,2417,0.001,0.0005,False,False,0.68,4,0,,i7173,4,484.1171875,484.0546875,-1,0.3348263760620613,4894369
1746137040,1746137066,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 4978 batch_size 2597 gamma 0.001 alpha 0.05 use_mmd2 False use_k2s_test False,4978,2597,0.001,0.05,False,False,0.68,4,0,,i7174,4,484.4296875,484.3723958333333,-1,0.2536479497598818,4894368
1746137041,1746137066,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 3317 gamma 0.001 alpha 0.05 use_mmd2 False use_k2s_test False,1,3317,0.001,0.05,False,False,0.74,2,0,,i7173,2,483.91796875,483.7408854166667,-1,0.1835980790543036,4894374
1746137055,1746137068,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 1934 gamma 0.001 alpha 0.05 use_mmd2 False use_k2s_test False,1,1934,0.001,0.05,False,False,0.69,3,0,,i7173,3,484.6875,484.6458333333333,-1,0.1786110084964906,4894380
1746137072,1746137085,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 361 batch_size 1527 gamma 10 alpha 0.05 use_mmd2 False use_k2s_test False,361,1527,10.0,0.05,False,False,0.71,2,0,,i7173,2,483.82421875,482.5989583333333,-1,0.0,4894394
1746137072,1746137085,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 1 batch_size 3937 gamma 0.001 alpha 0.05 use_mmd2 False use_k2s_test False,1,3937,0.001,0.05,False,False,0.73,3,0,,i7173,3,482.640625,482.3841145833333,-1,0.2265422977465829,4894393
1746137072,1746137085,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 25 batch_size 4859 gamma 3.7683882864049854 alpha 0.05 use_mmd2 False use_k2s_test False,25,4859,3.768388286404986,0.05,False,False,0.71,2,0,,i7185,2,483.23046875,482.7239583333333,-1,0.0,4894386
1746137074,1746137087,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 4968 batch_size 4855 gamma 2.4427109229633244 alpha 0.0005 use_mmd2 False use_k2s_test False,4968,4855,2.4427109229633244,0.0005,False,False,0.71,2,0,,i7186,2,485.47265625,483.9244791666667,-1,0.0,4894395
1746137015,1746137092,77,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 2 gamma 0.001 alpha 0.05 use_mmd2 True use_k2s_test False,5000,2,0.001,0.05,True,False,0.78,63,0,,i7180,63,487.33203125,486.33159722222223,-1,0.305735131141485,4894357
1746137074,1746137094,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier HDDDM recent_samples_size 5000 batch_size 3219 gamma 0.001 alpha 0.0005 use_mmd2 False use_k2s_test False,5000,3219,0.001,0.0005,False,False,0.72,4,0,,i7181,4,483.8125,483.7552083333333,-1,0.2511313261913557,4894388
