start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747326941,1747327452,511,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4500 n_samples 4191 n_permutations 640 update_interval 245 n_consecutive_deviations 2,4500,4191,640,245,2,0.61,498.0,0,,i7088,498.0,1158.7578125,900.0795522836538,-1.0,0.9899813084112148,5053753
1747327449,1747327748,299,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2709 n_samples 2871 n_permutations 610 update_interval 216 n_consecutive_deviations 6,2709,2871,610,216,6,0.44,283.0,0,,i7183,283.0,685.81640625,677.867439516129,-1.0,0.393619937694704,5053897
1747327323,1747327761,438,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1494 n_samples 818 n_permutations 327 update_interval 125 n_consecutive_deviations 1,1494,818,327,125,1,0.61,424.0,0,,i7185,424.0,1175.76953125,914.8883680555556,-1.0,0.932859813084112,5053862
1747327942,1747328075,133,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4686 n_samples 2005 n_permutations 18 update_interval 32 n_consecutive_deviations 9,4686,2005,18,32,9,0.32,120.0,0,,i7184,120.0,686.515625,686.4580729166667,-1.0,0.0,5054050
1747328083,1747328283,200,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 202 n_samples 1526 n_permutations 658 update_interval 128 n_consecutive_deviations 4,202,1526,658,128,4,0.34,185.0,0,,i7178,185.0,697.01171875,688.9107142857143,-1.0,0.0831526479750778,5054099
1747328023,1747328295,272,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 806 n_samples 4327 n_permutations 800 update_interval 186 n_consecutive_deviations 5,806,4327,800,186,5,0.53,257.0,0,,i7180,257.0,777.1328125,738.3833705357143,-1.0,0.3275389408099688,5054074
1747328282,1747328402,120,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3316 n_samples 28 n_permutations 998 update_interval 219 n_consecutive_deviations 8,3316,28,998,219,8,0.58,107.0,0,,i7176,107.0,874.91796875,779.8353365384615,-1.0,0.9668535825545173,5054163
1747328204,1747328595,391,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3995 n_samples 4790 n_permutations 379 update_interval 36 n_consecutive_deviations 8,3995,4790,379,36,8,0.31,380.0,0,,i7181,380.0,686.55859375,686.5419921875,-1.0,0.0497819314641744,5054133
1747328411,1747328695,284,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2170 n_samples 3638 n_permutations 219 update_interval 66 n_consecutive_deviations 2,2170,3638,219,66,2,0.35,272.0,0,,i7175,272.0,707.9140625,696.2846354166667,-1.0,0.5411090342679128,5054198
1747328543,1747328708,165,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2231 n_samples 2338 n_permutations 924 update_interval 49 n_consecutive_deviations 6,2231,2338,924,49,6,0.32,151.0,0,,i7175,151.0,687.578125,687.5201822916666,-1.0,0.0,5054244
