start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_windows,disjoint_training_windows,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744578108,1744578127,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 4598 n_windows 1688 disjoint_training_windows True,1,4598,1688,True,0.32,7,0,,i7079,7,689.04296875,688.7682291666666,-1,0.0,4334356
1744578109,1744578128,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 5000 n_samples 4362 n_windows 2490 disjoint_training_windows True,5000,4362,2490,True,0.32,7,0,,i7079,7,687.75390625,687.4505208333334,-1,0.0,4334354
1744578109,1744578128,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 2649 n_windows 1634 disjoint_training_windows True,1,2649,1634,True,0.32,7,0,,i7105,7,688.0859375,687.80859375,-1,0.0,4334352
1744578110,1744578129,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1464 n_samples 4898 n_windows 5000 disjoint_training_windows True,1464,4898,5000,True,0.32,7,0,,i7080,7,687.28515625,687.0065104166666,-1,0.0,4334353
1744578112,1744578132,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 4000 n_windows 2410 disjoint_training_windows True,1,4000,2410,True,0.32,7,0,,i7078,7,687.140625,686.83984375,-1,0.0,4334361
1744578112,1744578132,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1173 n_samples 5000 n_windows 219 disjoint_training_windows True,1173,5000,219,True,0.32,7,0,,i7078,7,688.51171875,688.1549479166666,-1,0.0,4334360
1744578094,1744578132,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 671 n_samples 5000 n_windows 1 disjoint_training_windows True,671,5000,1,True,0.41,23,0,,i7144,23,702.14453125,692.096875,-1,0.1254205607476635,4334348
1744578133,1744578152,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 4862 n_samples 4528 n_windows 5000 disjoint_training_windows True,4862,4528,5000,True,0.32,7,0,,i7117,7,688.37890625,688.07421875,-1,0.0,4334363
1744578134,1744578153,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 879 n_samples 5000 n_windows 5000 disjoint_training_windows True,879,5000,5000,True,0.32,7,0,,i7077,7,687.19921875,686.921875,-1,0.0,4334365
1744578138,1744578157,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1 n_samples 2989 n_windows 2160 disjoint_training_windows True,1,2989,2160,True,0.32,7,0,,i7079,7,688.35546875,688.0885416666666,-1,0.0,4334370
