start_time,end_time,run_time,program_string,recent_samples_size,delta,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744364999,1744365567,568,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 4294 delta 0.02007913457788527,4294,0.0200791345778852,0.05,554,0,,i7089,554,503.05859375,485.9806707974138,-1,0.0101280411289911,4223668
1744365060,1744365955,895,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 636 delta 0.32017290001362564,636,0.3201729000136256,0.05,882,0,,i7164,882,503.74609375,483.3086796016484,-1,0.0034412434287445,4223685
1744365059,1744366078,1019,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 2078 delta 0.9105126821026206,2078,0.9105126821026206,0.04,1005,0,,i7170,1005,508.98828125,492.03322208737865,-1,0.0384154949740802,4223684
1744364999,1744366081,1082,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1021 delta 0.1893934274595231,1021,0.1893934274595231,0.04,1069,0,,i7111,1069,512.48046875,490.75093176605503,-1,0.0128902341641705,4223666
1744365059,1744366118,1059,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 4045 delta 0.3963345363922417,4045,0.3963345363922417,0.06,1043,0,,i7026,1043,523.32421875,497.6175890771028,-1,0.0638356968585577,4223687
1744364999,1744366200,1201,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 3283 delta 0.4883862420320511,3283,0.4883862420320511,0.05,1189,0,,i7131,1189,519.79296875,495.3138881714876,-1,0.065132926594472,4223663
1744364999,1744366398,1399,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 4430 delta 0.7712939624842257,4430,0.7712939624842257,0.06,1385,0,,i7089,1385,533.90234375,493.7184729609929,-1,0.0878887800223915,4223667
1744365029,1744366407,1378,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 3884 delta 0.6120812938585878,3884,0.6120812938585878,0.06,1363,0,,i7064,1363,536.11328125,500.498145233813,-1,0.0770564382859974,4223678
1744364998,1744366416,1418,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1397 delta 0.28831087142415346,1397,0.2883108714241534,0.06,1406,0,,i7065,1406,517.96484375,493.4179960664336,-1,0.0352745487313345,4223670
1744365060,1744366419,1359,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier STUDD recent_samples_size 4806 delta 0.6407600439488887,4806,0.6407600439488887,0.05,1346,0,,i7129,1346,524.41015625,494.8546133667883,-1,0.0650102826986887,4223686
