start_time,end_time,run_time,program_string,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744285074,1744285138,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2058 significance 0.1090313181411475 gamma 0.2741447709463537 max_node_size 2050 max_tree_depth 1304 max_time_stationary 2577,2058,0.1090313181411475,0.2741447709463537,2050,1304,2577,0.57,51,0,,i7125,51,635.91796875,635.31884765625,-1,1.0,4211401
1744285074,1744285164,90,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 212 significance 0.6861018886175007 gamma 0.7006325706820935 max_node_size 2801 max_tree_depth 798 max_time_stationary 4078,212,0.6861018886175007,0.7006325706820935,2801,798,4078,0.54,79,0,,i7131,79,632.9921875,632.791015625,-1,1.0,4211397
1744285134,1744285323,189,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3095 significance 0.511386128583923 gamma 0.49874543636478486 max_node_size 395 max_tree_depth 4726 max_time_stationary 2455,3095,0.511386128583923,0.4987454363647848,395,4726,2455,0.55,177,0,,i7117,177,643.01171875,635.75859375,-1,1.0,4211426
1744285167,1744285346,179,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2705 significance 0.05151623546518386 gamma 0.9585006517879665 max_node_size 1404 max_tree_depth 1043 max_time_stationary 1682,2705,0.0515162354651838,0.9585006517879664,1404,1043,1682,0.54,162,0,,i7115,162,636.83984375,635.5900493421053,-1,1.0,4211430
1744285135,1744285354,219,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 803 significance 0.29990635528042914 gamma 0.9265801006834954 max_node_size 3631 max_tree_depth 375 max_time_stationary 3464,803,0.2999063552804291,0.9265801006834954,3631,375,3464,0.54,205,0,,i7119,205,634.12890625,633.3834918478261,-1,1.0,4211422
1744285255,1744285396,141,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2449 significance 0.5844383013825863 gamma 0.7967938871178776 max_node_size 1155 max_tree_depth 2624 max_time_stationary 3289,2449,0.5844383013825863,0.7967938871178776,1155,2624,3289,0.53,123,0,,i7145,123,635.51171875,634.71484375,-1,1.0,4211460
1744285255,1744285422,167,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 601 significance 0.13211772347055376 gamma 0.22427835159003734 max_node_size 4308 max_tree_depth 4617 max_time_stationary 4910,601,0.1321177234705537,0.2242783515900373,4308,4617,4910,0.55,149,0,,i7139,149,638.63671875,635.4701286764706,-1,1.0,4211466
1744285167,1744285429,262,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1194 significance 0.760016331616789 gamma 0.403962511792779 max_node_size 4575 max_tree_depth 4213 max_time_stationary 3026,1194,0.760016331616789,0.403962511792779,4575,4213,3026,0.55,242,0,,i7112,242,647.44140625,638.6775173611111,-1,1.0,4211435
1744285315,1744285429,114,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 382 significance 0.8820792360063642 gamma 0.9819753575921059 max_node_size 567 max_tree_depth 1434 max_time_stationary 2066,382,0.8820792360063642,0.981975357592106,567,1434,2066,0.54,101,0,,i7138,101,637.78515625,636.6268028846154,-1,1.0,4211484
1744285346,1744285435,89,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2190 significance 0.3363998436611146 gamma 0.058589068615809085 max_node_size 4895 max_tree_depth 693 max_time_stationary 1153,2190,0.3363998436611146,0.058589068615809,4895,693,1153,0.54,78,0,,i7139,78,634.4609375,634.38125,-1,1.0,4211488
