start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747422552,1747427807,5255,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 387 n_reference_samples 4647 n_recent_samples 34 threshold 0.2371396185923368 stability_offset 0.5,387,4647,34,0.2371396185923368,0.5,0.73,5212,0,,i7073,5212,531.17578125,519.2142686424475,-1,0.0,5086055
1747467242,1747480919,13677,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1782 n_reference_samples 1195 n_recent_samples 213 threshold 0.5007303045503795 stability_offset 0.6,1782,1195,213,0.5007303045503795,0.6,0.72,13655,0,,i7172,13655,533.515625,501.674241038771,-1,0.9767312333684016,5089144
1747506986,1747512950,5964,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4341 n_reference_samples 78 n_recent_samples 66 threshold 0.736417396986857 stability_offset 0.6,4341,78,66,0.736417396986857,0.6,0.71,5940,0,,i7140,5940,584.6640625,549.7719759333054,-1,1.0,5092755
1745941268,1745943407,2139,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2132 n_reference_samples 1587 n_recent_samples 23 threshold 0.05408264349214733 stability_offset 0.7,2132,1587,23,0.0540826434921473,0.7,0.73,2113,0,,i7157,2113,529.90234375,512.4055198598131,-1,0.0,4840303
1745983994,1745986067,2073,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1433 n_reference_samples 2713 n_recent_samples 13 threshold 0.3309065096192062 stability_offset 0.4,1433,2713,13,0.3309065096192062,0.4,0.74,1988,0,,i7174,1988,480.80859375,479.3041433457712,-1,0.5348722074385791,4851149
1745988007,1745991422,3415,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2464 n_reference_samples 572 n_recent_samples 107 threshold 0.21187511407583953 stability_offset 0.5,2464,572,107,0.2118751140758395,0.5,0.71,3405,0,,i7173,3405,533.47265625,475.16044096209913,-1,0.7103781174577635,4851669
1745996859,1745999687,2828,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 371 n_reference_samples 1085 n_recent_samples 58 threshold 0.48133064292743805 stability_offset 0.9,371,1085,58,0.481330642927438,0.9,0.72,2816,0,,i7173,2816,532.07421875,500.7122029049296,-1,0.4588155207624234,4852976
1747358928,1747364016,5088,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3664 n_reference_samples 352 n_recent_samples 33 threshold 0.676940239271149 stability_offset 0.0000001,3664,352,33,0.676940239271149,0.0,0.71,5071,0,,i7137,5071,566.5078125,544.7853711321218,-1,1.0,5062872
1747378518,1747384712,6194,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 2434 n_reference_samples 1349 n_recent_samples 89 threshold 0.3858629090096802 stability_offset 0.01,2434,1349,89,0.3858629090096802,0.01,0.72,6156,0,,i7124,6156,529.9453125,462.9503330125608,-1,0.9812488396559192,5069107
1747384105,1747385852,1747,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 NOAAWeather 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1124 n_reference_samples 1992 n_recent_samples 14 threshold 0.1307859514579177 stability_offset 0.1,1124,1992,14,0.1307859514579177,0.1,0.73,1722,0,,i7173,1722,530.96875,522.5703349497127,-1,0.0,5070866
