start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1747320204,1747320357,153,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4820 n_samples 1344 n_permutations 246 update_interval 157 n_consecutive_deviations 2,4820,1344,246,157,2,0.73,140.0,0,,i7183,140.0,516.84765625,494.1222426470589,-1.0,0.9997922053934244,5050926
1747320286,1747320364,78,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1759 n_samples 106 n_permutations 480 update_interval 202 n_consecutive_deviations 10,1759,106,480,202,10,0.73,61.0,0,,i7186,61.0,509.1953125,492.62196180555554,-1.0,0.9917805688954562,5050966
1747320324,1747320499,175,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 105 n_samples 3570 n_permutations 568 update_interval 43 n_consecutive_deviations 7,105,3570,568,43,7,0.76,115.0,0,,i7182,115.0,493.453125,485.2781808035714,-1.0,0.9197912818618396,5050940
1747320324,1747320622,298,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3318 n_samples 4833 n_permutations 833 update_interval 121 n_consecutive_deviations 5,3318,4833,833,121,5,0.73,263.0,0,,i7180,263.0,542.7734375,497.5981950431034,-1.0,0.9606575544883637,5051004
1747320588,1747320627,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 669 n_samples 2367 n_permutations 913 update_interval 3 n_consecutive_deviations 6,669,2367,913,3,6,,,1,,i7172,,,,,,5051169
1747320400,1747320634,234,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2784 n_samples 1105 n_permutations 679 update_interval 80 n_consecutive_deviations 4,2784,1105,679,80,4,0.73,217.0,0,,i7178,217.0,554.4453125,508.4930013020833,-1.0,0.9984530845954932,5051054
1747320580,1747320759,179,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2450 n_samples 3956 n_permutations 10 update_interval 225 n_consecutive_deviations 9,2450,3956,10,225,9,0.72,110.0,0,,i7174,110.0,482.4609375,478.67427884615387,-1.0,0.9637744735869966,5051122
1747320742,1747320827,85,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3821 n_samples 579 n_permutations 979 update_interval 248 n_consecutive_deviations 8,3821,579,979,248,8,0.73,53.0,0,,i7171,53.0,498.49609375,488.26611328125,-1.0,0.9906954192833396,5051302
1747320655,1747320855,200,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4100 n_samples 2719 n_permutations 275 update_interval 178 n_consecutive_deviations 1,4100,2719,275,178,1,0.72,168.0,0,,i7168,168.0,500.33984375,490.1770148026316,-1.0,0.9933505725895826,5051239
1747320969,1747321078,109,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2171 n_samples 1799 n_permutations 746 update_interval 170 n_consecutive_deviations 4,2171,1799,746,170,4,0.72,57.0,0,,i7150,57.0,483.1015625,481.5888671875,-1.0,0.9957517547100112,5051419
1747320819,1747321204,385,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 947 n_samples 4681 n_permutations 334 update_interval 72 n_consecutive_deviations 3,947,4681,334,72,3,0.73,342.0,0,,i7152,342.0,556.328125,513.8672930743244,-1.0,0.9135805319541928,5051369
1747321268,1747321419,151,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 452 n_samples 631 n_permutations 180 update_interval 98 n_consecutive_deviations 1,452,631,180,98,1,0.73,104.0,0,,i7141,104.0,526.3125,497.7394831730769,-1.0,0.995428518655338,5051587
1747320952,1747321432,480,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3062 n_samples 3400 n_permutations 69 update_interval 27 n_consecutive_deviations 9,3062,3400,69,27,9,0.74,461.0,0,,i7152,461.0,576.92578125,523.4318399234694,-1.0,0.9917574806058368,5051458
1747321175,1747321465,290,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1412 n_samples 2890 n_permutations 774 update_interval 133 n_consecutive_deviations 4,1412,2890,774,133,4,0.73,243.0,0,,i7154,243.0,556.28515625,512.0711805555555,-1.0,0.9634743258219431,5051545
1747321068,1747321507,439,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3665 n_samples 1913 n_permutations 414 update_interval 51 n_consecutive_deviations 8,3665,1913,414,51,8,0.73,404.0,0,,i7144,404.0,482.375,407.574582122093,-1.0,0.9995613224972294,5051508
1747321328,1747321529,201,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4473 n_samples 4107 n_permutations 510 update_interval 210 n_consecutive_deviations 6,4473,4107,510,210,6,0.74,162.0,0,,i7154,162.0,513.9921875,494.1885279605263,-1.0,0.9946204285186552,5051636
1747321466,1747321629,163,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 477 n_samples 4299 n_permutations 962 update_interval 188 n_consecutive_deviations 10,477,4299,962,188,10,0.7,138.0,0,,i7141,138.0,482.08203125,364.505615234375,-1.0,0.7465598448466938,5051731
1747321679,1747321835,156,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3532 n_samples 3081 n_permutations 697 update_interval 233 n_consecutive_deviations 2,3532,3081,697,233,2,0.72,119.0,0,,i7130,119.0,504.265625,489.0359933035714,-1.0,0.9941355744366456,5051841
1747321634,1747321926,292,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1391 n_samples 2182 n_permutations 117 update_interval 90 n_consecutive_deviations 7,1391,2182,117,90,7,0.73,246.0,0,,i7130,246.0,555.62109375,514.6498842592592,-1.0,0.9804903952715184,5051786
1747321993,1747322146,153,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2885 n_samples 1609 n_permutations 792 update_interval 193 n_consecutive_deviations 1,2885,1609,792,193,1,0.73,70.0,0,,i7128,70.0,493.0390625,485.5203125,-1.0,0.9990072035463612,5051876
1747322141,1747322283,142,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1232 n_samples 390 n_permutations 558 update_interval 146 n_consecutive_deviations 9,1232,390,558,146,9,0.73,77.0,0,,i7125,77.0,503.95703125,490.288671875,-1.0,0.9991226449944588,5051950
1747321895,1747322290,395,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1882 n_samples 3132 n_permutations 396 update_interval 110 n_consecutive_deviations 6,1882,3132,396,110,6,0.73,347.0,0,,i7141,347.0,557.9609375,518.3904138513514,-1.0,0.9696619874399705,5051910
1747322243,1747322378,135,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 885 n_samples 2608 n_permutations 197 update_interval 216 n_consecutive_deviations 5,885,2608,197,216,5,0.73,91.0,0,,i7127,91.0,493.33203125,486.1819661458333,-1.0,0.9587874030291836,5052066
1747322358,1747322494,136,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2228 n_samples 1072 n_permutations 851 update_interval 58 n_consecutive_deviations 2,2228,1072,851,58,2,0.74,93.0,0,,i7118,93.0,502.97265625,488.4104817708333,-1.0,0.999861470262283,5052107
1747322425,1747322600,175,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2539 n_samples 3845 n_permutations 462 update_interval 138 n_consecutive_deviations 8,2539,3845,462,138,8,0.74,157.0,0,,i7144,157.0,509.33984375,491.5794270833333,-1.0,0.9686230144070928,5052148
1747322545,1747322610,65,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3254 n_samples 219 n_permutations 59 update_interval 165 n_consecutive_deviations 7,3254,219,59,165,7,0.72,29.0,0,,i7117,29.0,486.75390625,482.878125,-1.0,0.9864009974141116,5052194
1747322297,1747322640,343,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4349 n_samples 2334 n_permutations 617 update_interval 103 n_consecutive_deviations 10,4349,2334,617,103,10,0.74,284.0,0,,i7119,284.0,558.96875,520.8272429435484,-1.0,0.9999307351311416,5052032
1747322726,1747322798,72,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 199 n_samples 1458 n_permutations 292 update_interval 241 n_consecutive_deviations 3,199,1458,292,241,3,0.71,45.0,0,,i7133,45.0,482.61328125,482.5424107142857,-1.0,0.6231991134096786,5052272
1747321438,1747322825,1387,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4601 n_samples 901 n_permutations 351 update_interval 12 n_consecutive_deviations 5,4601,901,351,12,5,0.75,1331.0,0,,i7135,1331.0,580.578125,534.5181423611111,-1.0,0.9998383819726636,5051685
1747322103,1747323121,1018,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4003 n_samples 4414 n_permutations 131 update_interval 34 n_consecutive_deviations 4,4003,4414,131,34,4,0.75,972.0,0,,i7122,972.0,591.08984375,536.6968359375,-1.0,0.9901874769117104,5051990
1747323028,1747323215,187,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 308 n_samples 4744 n_permutations 86 update_interval 144 n_consecutive_deviations 6,308,4744,86,144,6,0.73,147.0,0,,i7112,147.0,495.296875,486.30514705882354,-1.0,0.8972340229035833,5052371
1747322847,1747323301,454,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4879 n_samples 3606 n_permutations 896 update_interval 67 n_consecutive_deviations 8,4879,3606,896,67,8,0.73,431.0,0,,i7129,431.0,567.70703125,522.5392323369565,-1.0,0.9984992611747322,5052306
1747323094,1747323340,246,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1580 n_samples 1279 n_permutations 994 update_interval 116 n_consecutive_deviations 9,1580,1279,994,116,9,0.73,218.0,0,,i7119,218.0,569.9296875,514.5305989583334,-1.0,0.9990533801256004,5052403
