start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1749857254,1749857951,697,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1955 feature_id 13 p 288 big_windowSize 243 small_windowSize 55,1955,13,288,243,55,0.1,675.0,0,,i7184,675.0,687.72265625,687.6965959821429,-1.0,0.0,5426280
1749857690,1749858137,447,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1925 feature_id 5 p 195 big_windowSize 1240 small_windowSize 271,1925,5,195,1240,271,0.1,429.0,0,,i7048,429.0,686.890625,686.8787326388889,-1.0,0.0,5426301
1749857040,1749858212,1172,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1206 feature_id 25 p 205 big_windowSize 770 small_windowSize 94,1206,25,205,770,94,0.11,1162.0,0,,i7062,1162.0,687.421875,687.4173778886554,-1.0,0.0150280373831775,5426272
1749857879,1749858384,505,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1767 feature_id 5 p 93 big_windowSize 575 small_windowSize 86,1767,5,93,575,86,0.1,489.0,0,,i7046,489.0,686.50390625,685.2974111519608,-1.0,0.0,5426310
1749858068,1749858660,592,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1019 feature_id 18 p 416 big_windowSize 414 small_windowSize 63,1019,18,416,414,63,0.1,580.0,0,,i7184,580.0,688.2890625,688.1331380208334,-1.0,0.0,5426315
1749858293,1749859664,1371,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1863 feature_id 12 p 438 big_windowSize 1564 small_windowSize 365,1863,12,438,1564,365,0.1,1358.0,0,,i7046,1358.0,686.70703125,683.0710484601449,-1.0,0.0,5426323
1749858770,1749860198,1428,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1905 feature_id 13 p 220 big_windowSize 1502 small_windowSize 189,1905,13,220,1502,189,0.1,1418.0,0,,i7184,1418.0,687.6328125,687.6286892361111,-1.0,0.0,5426334
1749859604,1749860630,1026,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1467 feature_id 2 p 35 big_windowSize 877 small_windowSize 57,1467,2,35,877,57,0.1,1014.0,0,,i7153,1014.0,687.5234375,687.5179912860577,-1.0,0.0,5426355
1749859842,1749860810,968,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1859 feature_id 6 p 203 big_windowSize 1253 small_windowSize 106,1859,6,203,1253,106,0.1,954.0,0,,i7179,954.0,686.7421875,620.9418048469388,-1.0,0.0,5426409
1749860407,1749860835,428,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 943 feature_id 8 p 72 big_windowSize 177 small_windowSize 32,943,8,72,177,32,0.1,413.0,0,,i7050,413.0,687.1875,687.1739169034091,-1.0,0.0,5426419
1749860856,1749861421,565,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1221 feature_id 11 p 382 big_windowSize 662 small_windowSize 144,1221,11,382,662,144,0.1,546.0,0,,i7179,546.0,686.76171875,686.7512335526316,-1.0,0.0,5426424
1749860299,1749861613,1314,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1582 feature_id 4 p 355 big_windowSize 1036 small_windowSize 192,1582,4,355,1036,192,0.12,1293.0,0,,i7123,1293.0,687.28515625,687.2806285511364,-1.0,1.2461059190031152e-05,5426416
1749861144,1749861911,767,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1392 feature_id 24 p 475 big_windowSize 1370 small_windowSize 200,1392,24,475,1370,200,0.1,753.0,0,,i7068,753.0,686.5234375,686.5124699519231,-1.0,0.0,5426430
1749861358,1749862137,779,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1644 feature_id 11 p 18 big_windowSize 1641 small_windowSize 161,1644,11,18,1641,161,0.1,767.0,0,,i7153,767.0,688.55859375,688.4933247626582,-1.0,0.0,5426432
1749861007,1749862216,1209,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 756 feature_id 1 p 299 big_windowSize 501 small_windowSize 125,756,1,299,501,125,0.11,1197.0,0,,i7085,1197.0,687.47265625,686.3584784836065,-1.0,0.0,5426428
1749861700,1749862530,830,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1781 feature_id 19 p 258 big_windowSize 994 small_windowSize 152,1781,19,258,994,152,0.1,790.0,0,,i7122,790.0,686.68359375,686.676311728395,-1.0,0.0,5426437
1749857574,1749863991,6417,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1596 feature_id 18 p 59 big_windowSize 1392 small_windowSize 10,1596,18,59,1392,10,0.1,6409.0,0,,i7050,6409.0,688.1015625,646.3102036353033,-1.0,0.0,5426296
1749866331,1749867306,975,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1169 feature_id 14 p 65 big_windowSize 1090 small_windowSize 99,1169,14,65,1090,99,0.1,963.0,0,,i7130,963.0,687.3046875,685.3312026515151,-1.0,0.0,5426845
1749866748,1749867391,643,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1918 feature_id 24 p 16 big_windowSize 1743 small_windowSize 332,1918,24,16,1743,332,0.1,615.0,0,,i7055,615.0,687.30859375,687.2966918945312,-1.0,0.0,5426864
1749866087,1749867735,1648,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1528 feature_id 22 p 169 big_windowSize 718 small_windowSize 50,1528,22,169,718,50,0.1,1639.0,0,,i7139,1639.0,688.390625,622.7475291792168,-1.0,0.0,5426839
1749867542,1749867914,372,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1736 feature_id 21 p 73 big_windowSize 957 small_windowSize 213,1736,21,73,957,213,0.1,361.0,0,,i7046,361.0,685.28515625,685.2710336538462,-1.0,0.0,5426945
1749867417,1749868078,661,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1200 feature_id 4 p 25 big_windowSize 281 small_windowSize 25,1200,4,25,281,25,0.1,653.0,0,,i7047,653.0,687.81640625,687.3205997242648,-1.0,0.0,5426942
1749866903,1749868284,1381,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 980 feature_id 1 p 461 big_windowSize 764 small_windowSize 145,980,1,461,764,145,0.11,1369.0,0,,i7053,1369.0,687.5390625,687.5347628147482,-1.0,0.0,5426880
1749867205,1749868597,1392,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1951 feature_id 17 p 483 big_windowSize 739 small_windowSize 111,1951,17,483,739,111,0.1,1367.0,0,,i7048,1367.0,687.015625,687.01171875,-1.0,0.0,5426934
1749868134,1749868725,591,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 459 feature_id 24 p 380 big_windowSize 439 small_windowSize 83,459,24,380,439,83,0.1,574.0,0,,i7174,574.0,687.484375,680.8100911458333,-1.0,0.0,5426959
1749868310,1749869164,854,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 710 feature_id 10 p 113 big_windowSize 542 small_windowSize 60,710,10,113,542,60,0.11,841.0,0,,i7053,841.0,686.875,686.8679596656976,-1.0,0.0,5426962
1749867979,1749869812,1833,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1813 feature_id 3 p 330 big_windowSize 1682 small_windowSize 227,1813,3,330,1682,227,0.14,1818.0,0,,i7045,1818.0,686.66015625,686.6569081182065,-1.0,0.0,5426956
1749869651,1749870368,717,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1012 feature_id 11 p 346 big_windowSize 917 small_windowSize 119,1012,11,346,917,119,0.1,703.0,0,,i7174,703.0,686.5703125,686.5620719178082,-1.0,0.0,5426976
1749867044,1749870752,3708,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1375 feature_id 26 p 254 big_windowSize 1116 small_windowSize 39,1375,26,254,1116,39,0.19,3689.0,0,,i7049,3689.0,687.15234375,677.9476499326146,-1.0,0.0,5426930
1749870179,1749870962,783,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1999 feature_id 3 p 180 big_windowSize 814 small_windowSize 184,1999,3,180,814,184,0.14,760.0,0,,i7124,760.0,688.09375,688.0868890224359,-1.0,0.0,5426982
1749870474,1749871054,580,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 963 feature_id 15 p 127 big_windowSize 680 small_windowSize 88,963,15,127,680,88,0.1,571.0,0,,i7174,571.0,687.015625,687.0065755208333,-1.0,0.0,5427000
1749869004,1749871190,2186,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1876 feature_id 9 p 40 big_windowSize 1014 small_windowSize 133,1876,9,40,1014,133,0.11,2072.0,0,,i7153,2072.0,551.62890625,544.1989583333333,-1.0,0.0,5426972
1749870684,1749871219,535,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1903 feature_id 11 p 338 big_windowSize 1825 small_windowSize 405,1903,11,338,1825,405,0.1,521.0,0,,i7154,521.0,688.01953125,688.0085227272727,-1.0,0.0,5427050
1749871002,1749871877,875,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1410 feature_id 14 p 261 big_windowSize 1375 small_windowSize 343,1410,14,261,1375,343,0.1,854.0,0,,i7186,854.0,687.515625,687.50927734375,-1.0,1.2461059190031152e-05,5427053
1749869464,1749871899,2435,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1685 feature_id 5 p 387 big_windowSize 1291 small_windowSize 47,1685,5,387,1291,47,0.1,2421.0,0,,i7179,2421.0,687.38671875,687.384301357582,-1.0,0.0,5426974
1749871191,1749873484,2293,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1859 feature_id 16 p 7 big_windowSize 1765 small_windowSize 42,1859,16,7,1765,42,0.1,2271.0,0,,i7185,2271.0,686.41015625,680.2974549672489,-1.0,0.0,5427054
1749870590,1749874008,3418,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1574 feature_id 25 p 409 big_windowSize 1539 small_windowSize 128,1574,25,409,1539,128,0.1,3407.0,0,,i7184,3407.0,686.875,686.0085299744898,-1.0,0.0,5427004
1749874184,1749876024,1840,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1657 feature_id 0 p 248 big_windowSize 1604 small_windowSize 303,1657,0,248,1604,303,0.12,1829.0,0,,i7184,1829.0,687.26953125,653.7894636824325,-1.0,1.2461059190031152e-05,5427405
1749875828,1749876409,581,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1637 feature_id 19 p 214 big_windowSize 1152 small_windowSize 221,1637,19,214,1152,221,0.1,562.0,0,,i7168,562.0,686.54296875,686.1722060381356,-1.0,0.0,5427441
1749874585,1749876564,1979,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1690 feature_id 7 p 278 big_windowSize 600 small_windowSize 21,1690,7,278,600,21,0.1,1968.0,0,,i7186,1968.0,686.671875,660.6507930276382,-1.0,0.0,5427410
1749876425,1749877292,867,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1535 feature_id 24 p 29 big_windowSize 1188 small_windowSize 90,1535,24,29,1188,90,0.1,854.0,0,,i7168,854.0,686.84375,686.8377130681819,-1.0,0.0,5427454
1749876971,1749877439,468,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1897 feature_id 5 p 258 big_windowSize 416 small_windowSize 99,1897,5,258,416,99,0.1,448.0,0,,i7062,448.0,686.43359375,686.4220412234042,-1.0,0.0,5427480
1749877924,1749878630,706,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1773 feature_id 15 p 432 big_windowSize 1476 small_windowSize 238,1773,15,432,1476,238,0.1,694.0,0,,i7184,694.0,687.6171875,659.2282443576389,-1.0,0.0,5427567
1749877615,1749878736,1121,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 639 feature_id 25 p 151 big_windowSize 367 small_windowSize 40,639,25,151,367,40,0.1,1107.0,0,,i7168,1107.0,688.09765625,688.0924709623894,-1.0,0.0,5427510
1749874744,1749878786,4042,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1922 feature_id 23 p 374 big_windowSize 1433 small_windowSize 73,1922,23,374,1433,73,0.1,4028.0,0,,i7176,4028.0,686.734375,602.1392843364198,-1.0,0.0,5427414
1749877294,1749879200,1906,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1415 feature_id 22 p 333 big_windowSize 849 small_windowSize 162,1415,22,333,849,162,0.1,1879.0,0,,i7055,1879.0,688.13671875,688.132380756579,-1.0,1.2461059190031152e-05,5427488
1749878755,1749879215,460,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1214 feature_id 7 p 304 big_windowSize 1180 small_windowSize 246,1214,7,304,1180,246,0.1,438.0,0,,i7185,438.0,687.66796875,687.6494565217391,-1.0,0.0,5427582
1749878520,1749879504,984,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1961 feature_id 21 p 189 big_windowSize 1831 small_windowSize 145,1961,21,189,1831,145,0.1,964.0,0,,i7044,964.0,687.55078125,687.4675268308081,-1.0,0.0,5427580
