start_time,end_time,run_time,program_string,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1747502515,1747503029,514,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3965 significance 0.5494472273513675 gamma 0.10996880953386426 max_node_size 376 max_tree_depth 3459 max_time_stationary 4829,3965,0.5494472273513675,0.1099688095338642,376,3459,4829,,,1,,i7173,5092498,,,,,
1747503768,1747504300,532,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1470 significance 0.5170126514453441 gamma 0.37113096262142065 max_node_size 1954 max_tree_depth 3882 max_time_stationary 3239,1470,0.5170126514453441,0.3711309626214206,1954,3882,3239,,,1,,i7114,5092582,,,,,
1747504350,1747504919,569,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 588 significance 0.027260161511600017 gamma 0.8668861473686993 max_node_size 4563 max_tree_depth 2957 max_time_stationary 4867,588,0.0272601615116,0.8668861473686993,4563,2957,4867,,,1,,i7147,5092618,,,,,
1747504690,1747505185,495,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2827 significance 0.8850596440751105 gamma 0.17382937091588974 max_node_size 869 max_tree_depth 2193 max_time_stationary 2280,2827,0.8850596440751105,0.1738293709158897,869,2193,2280,,,1,,i7079,5092643,,,,,
1747501592,1747506052,4460,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 342 significance 0.9140858829841018 gamma 0.4116616261973977 max_node_size 1783 max_tree_depth 154 max_time_stationary 749,342,0.9140858829841018,0.4116616261973977,1783,154,749,0.85,4438.0,0,,i7049,5092420,4438.0,4776.30859375,1675.448483043722,-1.0,1.0
1747505929,1747506467,538,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1212 significance 0.8630969325639307 gamma 0.5835154201705008 max_node_size 3833 max_tree_depth 3408 max_time_stationary 3077,1212,0.8630969325639307,0.5835154201705008,3833,3408,3077,,,1,,i7027,5092689,,,,,
1747506685,1747507231,546,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2094 significance 0.3743187043871731 gamma 0.08484405861236155 max_node_size 1440 max_tree_depth 4993 max_time_stationary 3780,2094,0.3743187043871731,0.0848440586123615,1440,4993,3780,,,1,,i7156,5092709,,,,,
1747505403,1747507244,1841,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3452 significance 0.22458361690305173 gamma 0.4031090417187661 max_node_size 37 max_tree_depth 1433 max_time_stationary 314,3452,0.2245836169030517,0.4031090417187661,37,1433,314,0.68,1816.0,0,,i7105,5092670,1816.0,850.03515625,799.982421875,-1.0,0.9812762384550796
1747507592,1747508099,507,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4870 significance 0.09371934600174427 gamma 0.0467925565186888 max_node_size 4332 max_tree_depth 4203 max_time_stationary 1892,4870,0.0937193460017442,0.0467925565186888,4332,4203,1892,,,1,,i7125,5092776,,,,,
1747508637,1747509145,508,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 681 significance 0.44274706034362316 gamma 0.47313246337883175 max_node_size 2924 max_tree_depth 1911 max_time_stationary 3470,681,0.4427470603436231,0.4731324633788317,2924,1911,3470,,,1,,i7159,5092813,,,,,
1747508758,1747509290,532,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3368 significance 0.5825050117168575 gamma 0.544146746950224 max_node_size 1569 max_tree_depth 2637 max_time_stationary 1175,3368,0.5825050117168575,0.544146746950224,1569,2637,1175,,,1,,i7104,5092844,,,,,
1747508876,1747509395,519,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2743 significance 0.30785101347975435 gamma 0.7500280280448496 max_node_size 2461 max_tree_depth 3748 max_time_stationary 1731,2743,0.3078510134797543,0.7500280280448496,2461,3748,1731,,,1,,i7113,5092882,,,,,
1747509020,1747509539,519,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 56 significance 0.6668970315717161 gamma 0.19756637217104436 max_node_size 3596 max_tree_depth 1734 max_time_stationary 4162,56,0.6668970315717161,0.1975663721710443,3596,1734,4162,,,1,,i7087,5092901,,,,,
1747509995,1747510629,634,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4245 significance 0.7976111751757562 gamma 0.25365608343109486 max_node_size 4696 max_tree_depth 4653 max_time_stationary 87,4245,0.7976111751757562,0.2536560834310948,4696,4653,87,,,1,,i7050,5093041,,,,,
1747510660,1747511173,513,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4375 significance 0.2599869538154453 gamma 0.1494796864055097 max_node_size 2678 max_tree_depth 1277 max_time_stationary 1134,4375,0.2599869538154453,0.1494796864055097,2678,1277,1134,,,1,,i7050,5093144,,,,,
1747511201,1747511710,509,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1588 significance 0.6484949109591543 gamma 0.8289165102466941 max_node_size 1504 max_tree_depth 3252 max_time_stationary 3585,1588,0.6484949109591543,0.8289165102466941,1504,3252,3585,,,1,,i7050,5093181,,,,,
1747511972,1747512485,513,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 88 significance 0.1450899280216545 gamma 0.3311945436745882 max_node_size 3778 max_tree_depth 4838 max_time_stationary 4599,88,0.1450899280216545,0.3311945436745882,3778,4838,4599,,,1,,i7071,5093257,,,,,
1747513049,1747519624,6575,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2712 significance 0.7516885937191546 gamma 0.6519733366705477 max_node_size 89 max_tree_depth 324 max_time_stationary 2011,2712,0.7516885937191546,0.6519733366705477,89,324,2011,0.82,6551.0,0,,i7061,5093314,6551.0,824.51171875,806.2237324010655,-1.0,1.0
1747508334,1747520336,12002,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2343 significance 0.9510172399375588 gamma 0.9754610638674348 max_node_size 472 max_tree_depth 938 max_time_stationary 4637,2343,0.9510172399375588,0.9754610638674348,472,938,4637,0.81,11990.0,0,,i7164,5092794,11990.0,1286.375,1203.7171744791667,-1.0,1.0
1747509458,1747522627,13169,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1718 significance 0.15765211805514992 gamma 0.696963508091867 max_node_size 1046 max_tree_depth 178 max_time_stationary 2695,1718,0.1576521180551499,0.696963508091867,1046,178,2695,0.84,13154.0,0,,i7057,5092989,13154.0,2005.41015625,1297.466787970175,-1.0,1.0
1747535855,1747536386,531,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 712 significance 0.9967150854188949 gamma 0.12481617997400463 max_node_size 4626 max_tree_depth 4038 max_time_stationary 2809,712,0.9967150854188948,0.1248161799740046,4626,4038,2809,,,1,,i7019,5094715,,,,,
1747535894,1747536425,531,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2213 significance 0.49038662197440863 gamma 0.621571173613891 max_node_size 1902 max_tree_depth 3114 max_time_stationary 4126,2213,0.4903866219744086,0.621571173613891,1902,3114,4126,,,1,,i7153,5094717,,,,,
1747535935,1747536428,493,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 5000 significance 0.6011318683046848 gamma 0.4274839666429907 max_node_size 3218 max_tree_depth 2350 max_time_stationary 1851,5000,0.6011318683046848,0.4274839666429907,3218,2350,1851,,,1,,i7113,5094720,,,,,
1747536044,1747536549,505,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4438 significance 0.2096091660540551 gamma 0.5041650893297046 max_node_size 4789 max_tree_depth 3593 max_time_stationary 2239,4438,0.2096091660540551,0.5041650893297046,4789,3593,2239,,,1,,i7159,5094722,,,,,
1747536269,1747536772,503,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2141 significance 0.8196027919612825 gamma 0.45067297319509086 max_node_size 954 max_tree_depth 1579 max_time_stationary 4983,2141,0.8196027919612825,0.4506729731950908,954,1579,4983,,,1,,i7045,5094725,,,,,
1747536436,1747536967,531,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3557 significance 0.7159300729893148 gamma 0.008742524830624461 max_node_size 2357 max_tree_depth 4497 max_time_stationary 907,3557,0.7159300729893148,0.0087425248306244,2357,4497,907,,,1,,i7019,5094731,,,,,
1747536582,1747537076,494,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2931 significance 0.42587600933015346 gamma 0.29161996161937714 max_node_size 1661 max_tree_depth 4360 max_time_stationary 1462,2931,0.4258760093301534,0.2916199616193771,1661,4360,1462,,,1,,i7079,5094733,,,,,
1747536795,1747537302,507,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 482 significance 0.5332243919167667 gamma 0.7213189515359699 max_node_size 2831 max_tree_depth 1095 max_time_stationary 3894,482,0.5332243919167667,0.7213189515359699,2831,1095,3894,,,1,,i7016,5094739,,,,,
1747536996,1747537554,558,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1515 significance 0.041514957562088964 gamma 0.21992924685403706 max_node_size 576 max_tree_depth 2068 max_time_stationary 3041,1515,0.0415149575620889,0.219929246854037,576,2068,3041,,,1,,i7175,5094743,,,,,
1747537074,1747537620,546,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3812 significance 0.9292732015345245 gamma 0.7899740055575967 max_node_size 4231 max_tree_depth 2793 max_time_stationary 434,3812,0.9292732015345244,0.7899740055575967,4231,2793,434,,,1,,i7005,5094745,,,,,
1747537350,1747537882,532,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1307 significance 0.9012806354612112 gamma 0.5599976348280906 max_node_size 3431 max_tree_depth 4871 max_time_stationary 1345,1307,0.9012806354612112,0.5599976348280906,3431,4871,1345,,,1,,i7179,5094754,,,,,
1747537500,1747538001,501,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2997 significance 0.5018271769434214 gamma 0.9903407962433994 max_node_size 4529 max_tree_depth 1557 max_time_stationary 2924,2997,0.5018271769434214,0.9903407962433994,4529,1557,2924,,,1,,i7156,5094763,,,,,
1747537551,1747538103,552,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3622 significance 0.35929128640517594 gamma 0.7133031636271626 max_node_size 3954 max_tree_depth 2320 max_time_stationary 4710,3622,0.3592912864051759,0.7133031636271626,3954,2320,4710,,,1,,i7128,5094768,,,,,
1747537621,1747538128,507,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1091 significance 0.7478201805632562 gamma 0.2699672714676708 max_node_size 305 max_tree_depth 2844 max_time_stationary 2434,1091,0.7478201805632562,0.2699672714676708,305,2844,2434,,,1,,i7121,5094774,,,,,
1747537639,1747538157,518,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1933 significance 0.24052473303303123 gamma 0.7653936653416604 max_node_size 2540 max_tree_depth 3756 max_time_stationary 633,1933,0.2405247330330312,0.7653936653416604,2540,3756,633,,,1,,i7005,5094778,,,,,
1747537472,1747538181,709,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 466 significance 0.3910609973166138 gamma 0.06163983587175608 max_node_size 669 max_tree_depth 3292 max_time_stationary 473,466,0.3910609973166138,0.061639835871756,669,3292,473,,,1,,i7040,5094761,,,,,
1747537883,1747538397,514,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4699 significance 0.45898328557796775 gamma 0.8515514406394213 max_node_size 438 max_tree_depth 4547 max_time_stationary 2535,4699,0.4589832855779677,0.8515514406394213,438,4547,2535,,,1,,i7100,5094791,,,,,
1747538618,1747539130,512,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 841 significance 0.07851864880509675 gamma 0.6580361006204039 max_node_size 1839 max_tree_depth 1841 max_time_stationary 1577,841,0.0785186488050967,0.6580361006204039,1839,1841,1577,,,1,,i7186,5094831,,,,,
1747538864,1747539403,539,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3237 significance 0.9662864048704505 gamma 0.3547926473673433 max_node_size 3047 max_tree_depth 3616 max_time_stationary 4322,3237,0.9662864048704504,0.3547926473673433,3047,3616,4322,,,1,,i7167,5094846,,,,,
1747539158,1747539658,500,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2612 significance 0.17259584188833832 gamma 0.06996584125608206 max_node_size 3562 max_tree_depth 2501 max_time_stationary 3625,2612,0.1725958418883383,0.069965841256082,3562,2501,3625,,,1,,i7024,5094894,,,,,
1747539418,1747539951,533,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 216 significance 0.7825989836063236 gamma 0.8897464559935033 max_node_size 2260 max_tree_depth 2016 max_time_stationary 1017,216,0.7825989836063236,0.8897464559935033,2260,2016,1017,,,1,,i7167,5094919,,,,,
1747539481,1747539990,509,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1840 significance 0.29187176904454826 gamma 0.38725657561793925 max_node_size 4964 max_tree_depth 1075 max_time_stationary 2051,1840,0.2918717690445482,0.3872565756179392,4964,1075,2051,,,1,,i7012,5094940,,,,,
1747539582,1747540102,520,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4074 significance 0.6828229175712913 gamma 0.5676916520744563 max_node_size 1168 max_tree_depth 4099 max_time_stationary 4482,4074,0.6828229175712913,0.5676916520744563,1168,4099,4482,,,1,,i7072,5094958,,,,,
1747539715,1747540236,521,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1867 significance 0.9054703508317471 gamma 0.898900645494461 max_node_size 630 max_tree_depth 3935 max_time_stationary 3002,1867,0.9054703508317472,0.898900645494461,630,3935,3002,,,1,,i7095,5094985,,,,,
1747539896,1747540484,588,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 209 significance 0.41769761612452566 gamma 0.40155415842682124 max_node_size 3392 max_tree_depth 2982 max_time_stationary 3854,209,0.4176976161245256,0.4015541584268212,3392,2982,3854,,,1,,i7142,5095039,,,,,
1747540029,1747540581,552,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2580 significance 0.556935859978199 gamma 0.5817150851003826 max_node_size 2037 max_tree_depth 2491 max_time_stationary 1423,2580,0.556935859978199,0.5817150851003826,2037,2491,1423,,,1,,i7080,5095135,,,,,
1747540286,1747540844,558,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3205 significance 0.3324456655196846 gamma 0.8723969310913235 max_node_size 1365 max_tree_depth 1379 max_time_stationary 868,3205,0.3324456655196846,0.8723969310913235,1365,1379,868,,,1,,i7181,5095201,,,,,
1747540586,1747541087,501,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2492 significance 0.20222426952049136 gamma 0.6759615662973374 max_node_size 266 max_tree_depth 4695 max_time_stationary 4944,2492,0.2022242695204913,0.6759615662973374,266,4695,4944,,,1,,i7073,5095327,,,,,
1747540498,1747541113,615,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 835 significance 0.6929212134312839 gamma 0.17958203729055822 max_node_size 2501 max_tree_depth 3158 max_time_stationary 3162,835,0.6929212134312839,0.1795820372905582,2501,3158,3162,,,1,,i7138,5095284,,,,,
1747540849,1747541361,512,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1940 significance 0.6244776273444295 gamma 0.25570041288621725 max_node_size 1800 max_tree_depth 1246 max_time_stationary 4087,1940,0.6244776273444295,0.2557004128862172,1800,1246,4087,,,1,,i7052,5095384,,,,,
1747540823,1747541477,654,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4647 significance 0.4828171142507344 gamma 0.6992494822572917 max_node_size 3008 max_tree_depth 4237 max_time_stationary 1812,4647,0.4828171142507344,0.6992494822572917,3008,4237,1812,,,1,,i7139,5095378,,,,,
1747541244,1747541732,488,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1063 significance 0.11428873573429883 gamma 0.7562092274967581 max_node_size 4093 max_tree_depth 2150 max_time_stationary 2769,1063,0.1142887357342988,0.7562092274967581,4093,2150,2769,,,1,,i7037,5095424,,,,,
1747542085,1747542698,613,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 2986 significance 0.13709614600613712 gamma 0.4707855761274695 max_node_size 1129 max_tree_depth 3441 max_time_stationary 1972,2986,0.1370961460061371,0.4707855761274695,1129,3441,1972,,,1,,i7137,5095517,,,,,
1747536323,1747542887,6564,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1108 significance 0.32496940493397414 gamma 0.9510804171878845 max_node_size 3697 max_tree_depth 22 max_time_stationary 3202,1108,0.3249694049339741,0.9510804171878844,3697,22,3202,0.84,6553.0,0,,i7156,5094727,6553.0,2557.4765625,846.939491771309,-1.0,1.0
1747542359,1747542998,639,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 439 significance 0.7750936244186014 gamma 0.5420415044091642 max_node_size 4925 max_tree_depth 1700 max_time_stationary 4560,439,0.7750936244186014,0.5420415044091642,4925,1700,4560,,,1,,i7141,5095539,,,,,
1747543337,1747543907,570,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 4023 significance 0.624876675164327 gamma 0.9694646410495042 max_node_size 3523 max_tree_depth 4413 max_time_stationary 1095,4023,0.624876675164327,0.9694646410495042,3523,4413,1095,,,1,,i7112,5095597,,,,,
1747543796,1747544304,508,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3801 significance 0.2992887802775949 gamma 0.30957233330234885 max_node_size 128 max_tree_depth 2217 max_time_stationary 4521,3801,0.2992887802775949,0.3095723333023488,128,2217,4521,,,1,,i7001,5095648,,,,,
1747544203,1747544702,499,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1489 significance 0.6597510053105652 gamma 0.7394844706878066 max_node_size 3817 max_tree_depth 2936 max_time_stationary 2089,1489,0.6597510053105652,0.7394844706878066,3817,2936,2089,,,1,,i7041,5095665,,,,,
1747544686,1747545206,520,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 490 significance 0.16514836481772363 gamma 0.24080925001204015 max_node_size 1543 max_tree_depth 3897 max_time_stationary 1056,490,0.1651483648177236,0.2408092500120401,1543,3897,1056,,,1,,i7158,5095775,,,,,
1747535848,1747547781,11933,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3336 significance 0.10650603406876326 gamma 0.9270614252258093 max_node_size 805 max_tree_depth 813 max_time_stationary 45,3336,0.1065060340687632,0.9270614252258093,805,813,45,0.76,11922.0,0,,i7027,5094714,11922.0,2760.23046875,2659.108877721943,-1.0,0.9965575146935348
1747547476,1747547984,508,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 1115 significance 0.9425466143060476 gamma 0.4647304430436343 max_node_size 1941 max_tree_depth 4973 max_time_stationary 1617,1115,0.9425466143060476,0.4647304430436343,1941,4973,1617,,,1,,i7168,5096042,,,,,
1747541543,1747551441,9898,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 GasSensor 2000 HoeffdingTreeClassifier CDLEEDS recent_samples_size 3610 significance 0.9735216109529138 gamma 0.20350188190303742 max_node_size 400 max_tree_depth 2680 max_time_stationary 6,3610,0.9735216109529138,0.2035018819030374,400,2680,6,0.82,9884.0,0,,i7079,5095453,9884.0,1133.42578125,1037.2045099431818,-1.0,0.9998320738874896
