start_time,end_time,run_time,program_string,recent_samples_size,feature_id,threshold,window_size,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746004945,1746004996,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 3287 feature_id 7 threshold 0.999 window_size 5000,3287,7,0.999,5000,0.57,40,0,,i7178,40,482.1796875,482.1549479166667,-1,0.0,4854527
1746015167,1746015237,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 1 feature_id 3 threshold 0.001 window_size 4284,1,3,0.001,4284,0.7,40,0,,i7175,40,483.42578125,483.4108072916667,-1,0.9010897672700406,4859462
1746017540,1746017585,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 2924 feature_id 6 threshold 0.999 window_size 5000,2924,6,0.999,5000,0.57,36,0,,i7169,36,483.0234375,482.998046875,-1,0.0,4860345
1745672312,1745672378,66,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 4684 feature_id 1 threshold 0.999 window_size 3961,4684,1,0.999,3961,0.57,51,0,,i7179,51,483.48046875,483.4619140625,-1,0.0,4765946
1745673553,1745673598,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 3652 feature_id 3 threshold 0.999 window_size 2586,3652,3,0.999,2586,0.61,35,0,,i7176,35,482.37890625,482.3600260416667,-1,0.0,4766372
1745678874,1745681787,2913,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 3543 feature_id 7 threshold 0.999 window_size 82,3543,7,0.999,82,0.57,2898,0,,i7183,2898,483.67578125,474.5410022474315,-1,0.7174224233468784,4768835
1745683014,1745683058,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 1 feature_id 3 threshold 0.7135606733795966 window_size 1,1,3,0.7135606733795966,1,0.71,9,0,,i7181,9,482.56640625,482.5182291666667,-1,0.9999769117103804,4771031
1744278026,1744278089,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 4228 feature_id 6 threshold 0.837503944825381 window_size 4439,4228,6,0.837503944825381,4439,0.57,38,0,,i7098,38,482.99609375,482.9440104166667,-1,0.0,4209049
1744278034,1744278097,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 2568 feature_id 4 threshold 0.9459435905143618 window_size 3755,2568,4,0.9459435905143618,3755,0.57,39,0,,i7119,39,482.6328125,482.6080729166667,-1,0.0,4209007
1744278037,1744278100,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 1047 feature_id 2 threshold 0.08520018676109611 window_size 1323,1047,2,0.0852001867610961,1323,0.57,35,0,,i7094,35,482.5703125,482.544921875,-1,0.0,4209054
1744278040,1744278103,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 4031 feature_id 1 threshold 0.039826335210353135 window_size 3400,4031,1,0.0398263352103531,3400,0.57,38,0,,i7085,38,483.53515625,483.4934895833333,-1,0.0,4209083
1744278041,1744278104,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier IKS recent_samples_size 1768 feature_id 1 threshold 0.9983724844232201 window_size 2553,1768,1,0.99837248442322,2553,0.57,36,0,,i7106,36,482.3359375,482.3098958333333,-1,0.0,4209038
