start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745406027,1745406047,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3365 n_reference_samples 211 recent_samples_proportion 0.001 threshold 0.387620928858197,3365,211,0.001,0.387620928858197,,,1,,i7184,4621553,,,,,
1745406204,1745406274,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3190 n_reference_samples 275 recent_samples_proportion 0.001 threshold 0.4946277447882831,3190,275,0.001,0.4946277447882831,,,1,,i7179,4621908,,,,,
1745406444,1745406495,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3382 n_reference_samples 201 recent_samples_proportion 0.001 threshold 0.38326709319284175,3382,201,0.001,0.3832670931928417,,,1,,i7175,4622314,,,,,
1745406693,1745406737,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3198 n_reference_samples 270 recent_samples_proportion 0.001 threshold 0.47994377640717356,3198,270,0.001,0.4799437764071735,,,1,,i7179,4622635,,,,,
1745406844,1745406864,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3644 n_reference_samples 201 recent_samples_proportion 0.001 threshold 0.3760969052447015,3644,201,0.001,0.3760969052447015,,,1,,i7177,4622959,,,,,
1745407097,1745407154,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3174 n_reference_samples 270 recent_samples_proportion 0.001 threshold 0.47925928680222524,3174,270,0.001,0.4792592868022252,,,1,,i7176,4623099,,,,,
1745407235,1745407267,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3292 n_reference_samples 199 recent_samples_proportion 0.001 threshold 0.3825183311913504,3292,199,0.001,0.3825183311913504,,,1,,i7175,4623291,,,,,
1745407594,1745407613,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3366 n_reference_samples 210 recent_samples_proportion 0.001 threshold 0.3886208591908159,3366,210,0.001,0.3886208591908159,,,1,,i7173,4623692,,,,,
1745407558,1745407622,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3170 n_reference_samples 294 recent_samples_proportion 0.001 threshold 0.8483280300258689,3170,294,0.001,0.8483280300258689,,,1,,i7172,4623501,,,,,
1745407811,1745407830,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier D3 recent_samples_size 3188 n_reference_samples 275 recent_samples_proportion 0.001 threshold 0.49279701968749406,3188,275,0.001,0.492797019687494,,,1,,i7173,4623896,,,,,
