start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1750636426,1750647076,10650,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4769 batch_size 739 detection_buf_size 2768 overlap 0.9349894256442786 alpha 0.3120285705849528 gamma 3.925793476576917 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 40,4769,739,2768,0.9349894256442786,0.3120285705849528,3.925793476576917,str\(\'t-test\'\),str\(\'bounded\'\),40,0.19,10634.0,0,,i7050,10634.0,511.109375,390.0647541705827,-1.0,0.0,5535053
1750667372,1750674027,6655,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1325 batch_size 1673 detection_buf_size 1360 overlap 0.7663103712219745 alpha 0.39519937489740553 gamma 0.6474270441634581 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 47,1325,1673,1360,0.7663103712219745,0.3951993748974055,0.6474270441634581,str\(\'t-test\'\),str\(\'bounded\'\),47,0.19,6636.0,0,,i7107,6636.0,512.6484375,427.5445018796992,-1.0,0.0,5536176
1750684435,1750689890,5455,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2166 batch_size 1943 detection_buf_size 3240 overlap 0.8339609913583845 alpha 0.7774175744578242 gamma 3.607042280266993 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 38,2166,1943,3240,0.8339609913583845,0.7774175744578242,3.607042280266993,str\(\'ks-test\'\),str\(\'bounded\'\),38,0.19,5397.0,0,,i7155,5397.0,524.9921875,482.4215717421442,-1.0,0.0,5536805
1750684435,1750691220,6785,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 448 batch_size 1505 detection_buf_size 3202 overlap 0.6719720603134484 alpha 0.28530535306595267 gamma 7.389261428224855 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 42,448,1505,3202,0.6719720603134484,0.2853053530659526,7.389261428224855,str\(\'ks-test\'\),str\(\'bounded\'\),42,0.19,6729.0,0,,i7155,6729.0,518.81640625,462.041653143546,-1.0,0.0,5536794
1750684492,1750695213,10721,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 289 batch_size 1289 detection_buf_size 4194 overlap 0.4798145999070257 alpha 0.38248540126904845 gamma 0.2227915029609576 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 34,289,1289,4194,0.4798145999070257,0.3824854012690484,0.2227915029609576,str\(\'ks-test\'\),str\(\'bounded\'\),34,0.19,10683.0,0,,i7004,10683.0,510.734375,432.83032843194576,-1.0,0.0,5536819
1750684435,1750696384,11949,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3515 batch_size 642 detection_buf_size 3757 overlap 0.7896178987864405 alpha 0.8411904859095812 gamma 0.5521176476953551 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 15,3515,642,3757,0.7896178987864405,0.8411904859095812,0.5521176476953551,str\(\'ks-test\'\),str\(\'bounded\'\),15,0.19,11894.0,0,,i7155,11894.0,510.48046875,427.725521927521,-1.0,0.0,5536799
1750699159,1750700799,1640,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4979 batch_size 1030 detection_buf_size 1631 overlap 0.4565071987491101 alpha 0.8245481034163386 gamma 1.064945571229793 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 3,4979,1030,1631,0.4565071987491101,0.8245481034163386,1.064945571229793,str\(\'t-test\'\),str\(\'bounded\'\),3,0.19,1630.0,0,,i7155,1630.0,524.73828125,492.6418560606061,-1.0,0.0,5537507
1750699218,1750708947,9729,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 151 batch_size 831 detection_buf_size 1880 overlap 0.756802704392001 alpha 0.26930271133594214 gamma 5.387354463875294 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 19,151,831,1880,0.756802704392001,0.2693027113359421,5.387354463875294,str\(\'t-test\'\),str\(\'bounded\'\),19,0.19,9713.0,0,,i7004,9713.0,511.22265625,428.0114213605967,-1.0,0.0,5537525
1750699156,1750712194,13038,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3106 batch_size 434 detection_buf_size 627 overlap 0.8574360299091787 alpha 0.4598326688166708 gamma 2.6084850237248465 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 6,3106,434,627,0.8574360299091787,0.4598326688166708,2.6084850237248465,str\(\'t-test\'\),str\(\'bounded\'\),6,0.19,13024.0,0,,i7183,13024.0,512.0234375,415.1598174884881,-1.0,0.0,5537503
1750714643,1750728364,13721,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 169 batch_size 546 detection_buf_size 1140 overlap 0.7180982929468155 alpha 0.5394702938627451 gamma 3.6907202764451505 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 31,169,546,1140,0.7180982929468155,0.5394702938627451,3.690720276445151,str\(\'t-test\'\),str\(\'bounded\'\),31,0.19,13688.0,0,,i7107,13688.0,511.09375,455.7484962792184,-1.0,0.0,5538119
1750729926,1750734673,4747,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2348 batch_size 2609 detection_buf_size 2244 overlap 0.8460250773094594 alpha 0.9857190158478916 gamma 6.719849415785633 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 9,2348,2609,2244,0.8460250773094594,0.9857190158478916,6.719849415785633,str\(\'t-test\'\),str\(\'bounded\'\),9,0.19,4720.0,0,,i7091,4720.0,527.7109375,496.38250758175104,-1.0,0.0,5538758
1750730033,1750736491,6458,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1911 batch_size 1603 detection_buf_size 4995 overlap 0.6384587494954467 alpha 0.039559184260666375 gamma 5.459777937631124 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 25,1911,1603,4995,0.6384587494954467,0.0395591842606663,5.459777937631124,str\(\'ks-test\'\),str\(\'bounded\'\),25,0.19,6406.0,0,,i7118,6406.0,520.43359375,466.7804590147975,-1.0,0.0,5538743
1750729915,1750736705,6790,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4854 batch_size 2162 detection_buf_size 3742 overlap 0.7259325880035759 alpha 0.221337674215436 gamma 2.5360979051664474 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 13,4854,2162,3742,0.7259325880035759,0.221337674215436,2.5360979051664474,str\(\'ks-test\'\),str\(\'bounded\'\),13,0.19,6743.0,0,,i7123,6743.0,509.62109375,390.3529146634616,-1.0,0.0,5538737
1750744955,1750750748,5793,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3443 batch_size 1775 detection_buf_size 3284 overlap 0.9133095850385725 alpha 0.4299017791226506 gamma 9.88637823729217 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 24,3443,1775,3284,0.9133095850385724,0.4299017791226506,9.88637823729217,str\(\'t-test\'\),str\(\'bounded\'\),24,0.19,5758.0,0,,i7122,5758.0,526.984375,477.31709678292896,-1.0,0.0,5539377
1750744956,1750752589,7633,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3929 batch_size 1089 detection_buf_size 23 overlap 0.974196428604424 alpha 0.4716526098102331 gamma 0.04088815156184137 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 14,3929,1089,23,0.974196428604424,0.4716526098102331,0.0408881515618413,str\(\'t-test\'\),str\(\'bounded\'\),14,0.19,7599.0,0,,i7118,7599.0,520.27734375,456.0568023160316,-1.0,0.0,5539381
1750744958,1750755906,10948,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 417 batch_size 1075 detection_buf_size 3979 overlap 0.5480364670455455 alpha 0.942173144293949 gamma 3.0530511565059424 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 46,417,1075,3979,0.5480364670455455,0.942173144293949,3.0530511565059424,str\(\'t-test\'\),str\(\'bounded\'\),46,0.19,10923.0,0,,i7123,10923.0,509.0390625,388.76360575823423,-1.0,0.0,5539375
1750759523,1750763962,4439,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2301 batch_size 2773 detection_buf_size 4684 overlap 0.8925709676072001 alpha 0.07363563440181314 gamma 5.858415517697112 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 28,2301,2773,4684,0.8925709676072001,0.0736356344018131,5.858415517697112,str\(\'ks-test\'\),str\(\'bounded\'\),28,0.19,4401.0,0,,i7161,4401.0,530.2265625,504.1802531108597,-1.0,0.0,5539943
1750759484,1750767385,7901,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4330 batch_size 2191 detection_buf_size 1374 overlap 0.47291291286051274 alpha 0.15207424498535693 gamma 6.13746869156044 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 38,4330,2191,1374,0.4729129128605127,0.1520742449853569,6.13746869156044,str\(\'ks-test\'\),str\(\'bounded\'\),38,0.19,7526.0,0,,i7149,7526.0,520.4453125,455.0516775116048,-1.0,0.0,5539946
1750759567,1750769354,9787,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1346 batch_size 1497 detection_buf_size 127 overlap 0.3888498502522707 alpha 0.09310512449033559 gamma 3.369565167203546 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 27,1346,1497,127,0.3888498502522707,0.0931051244903355,3.369565167203546,str\(\'ks-test\'\),str\(\'bounded\'\),27,0.19,9761.0,0,,i7004,9761.0,511.20703125,438.9964216031218,-1.0,0.0,5539970
1750759514,1750771413,11899,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1740 batch_size 1884 detection_buf_size 4835 overlap 0.34745189832150936 alpha 0.4252586945760995 gamma 2.7514059745669366 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 49,1740,1884,4835,0.3474518983215093,0.4252586945760995,2.7514059745669366,str\(\'ks-test\'\),str\(\'bounded\'\),49,0.19,11857.0,0,,i7123,11857.0,509.921875,389.81047941238415,-1.0,0.0,5539952
1750775662,1750781174,5512,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3131 batch_size 2467 detection_buf_size 3844 overlap 0.9282027917951345 alpha 0.980505034705624 gamma 8.308280012772418 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 33,3131,2467,3844,0.9282027917951344,0.980505034705624,8.308280012772418,str\(\'ks-test\'\),str\(\'bounded\'\),33,0.19,4656.0,0,,i7185,4656.0,514.625,482.90261978051393,-1.0,0.0,5540420
1750792532,1750797639,5107,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2015 batch_size 2823 detection_buf_size 1336 overlap 0.6607947841640562 alpha 0.6525133092049509 gamma 3.211523964965716 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 12,2015,2823,1336,0.6607947841640562,0.6525133092049509,3.211523964965716,str\(\'ks-test\'\),str\(\'bounded\'\),12,0.19,4847.0,0,,i7167,4847.0,525.73046875,503.1238908179012,-1.0,0.0,5540759
1750792737,1750799573,6836,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4892 batch_size 1713 detection_buf_size 2361 overlap 0.9509335216227919 alpha 0.09650763377360999 gamma 6.817416615285912 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 18,4892,1713,2361,0.950933521622792,0.0965076337736099,6.817416615285912,str\(\'t-test\'\),str\(\'bounded\'\),18,0.19,5653.0,0,,i7174,5653.0,516.36328125,467.1132464349376,-1.0,0.0,5540754
1750805045,1750810355,5310,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4524 batch_size 2410 detection_buf_size 2680 overlap 0.7808107826355845 alpha 0.38712847280316054 gamma 7.453903595321813 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 9,4524,2410,2680,0.7808107826355845,0.3871284728031605,7.453903595321813,str\(\'t-test\'\),str\(\'bounded\'\),9,0.19,4970.0,0,,i7185,4970.0,523.484375,485.9019523421844,-1.0,0.0,5541199
1750805207,1750811897,6690,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3957 batch_size 1518 detection_buf_size 2059 overlap 0.8505800360422582 alpha 0.7543011550083757 gamma 9.4553245603377 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 25,3957,1518,2059,0.8505800360422582,0.7543011550083757,9.4553245603377,str\(\'ks-test\'\),str\(\'bounded\'\),25,0.19,6413.0,0,,i7166,6413.0,518.20703125,464.2000449552877,-1.0,0.0,5541229
1750805082,1750811903,6821,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3971 batch_size 2947 detection_buf_size 2840 overlap 0.45476608793623746 alpha 0.11597718334756792 gamma 4.269997445746325 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 16,3971,2947,2840,0.4547660879362374,0.1159771833475679,4.269997445746325,str\(\'t-test\'\),str\(\'bounded\'\),16,0.19,6357.0,0,,i7172,6357.0,522.53515625,467.6102457810047,-1.0,0.0,5541223
1750820115,1750828082,7967,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3331 batch_size 2173 detection_buf_size 509 overlap 0.46329264288954436 alpha 0.40560205866023896 gamma 6.71683681404125 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 22,3331,2173,509,0.4632926428895443,0.4056020586602389,6.71683681404125,str\(\'ks-test\'\),str\(\'bounded\'\),22,0.19,7694.0,0,,i7178,7694.0,511.21484375,447.5685848330091,-1.0,0.0,5541735
1750820359,1750828105,7746,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 530 batch_size 1357 detection_buf_size 1227 overlap 0.5640415355954319 alpha 0.6514835540428757 gamma 5.190221702365205 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 24,530,1357,1227,0.5640415355954319,0.6514835540428757,5.190221702365205,str\(\'t-test\'\),str\(\'bounded\'\),24,0.19,7575.0,0,,i7169,7575.0,511.9453125,440.4577980895916,-1.0,0.0,5541749
1750834316,1750839540,5224,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1638 batch_size 2209 detection_buf_size 807 overlap 0.7636011163573712 alpha 0.9380212198346853 gamma 2.23399264000915 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 13,1638,2209,807,0.7636011163573712,0.9380212198346852,2.23399264000915,str\(\'ks-test\'\),str\(\'bounded\'\),13,0.19,5208.0,0,,i7172,5208.0,525.0078125,483.0898885635755,-1.0,0.0,5542263
1750834273,1750839730,5457,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2546 batch_size 2379 detection_buf_size 2479 overlap 0.5394295853767545 alpha 0.5925182703584433 gamma 3.1255209123650567 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 10,2546,2379,2479,0.5394295853767545,0.5925182703584433,3.1255209123650567,str\(\'t-test\'\),str\(\'bounded\'\),10,0.19,5417.0,0,,i7183,5417.0,522.9375,478.250906422652,-1.0,0.0,5542245
1750834289,1750843464,9175,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1012 batch_size 1632 detection_buf_size 1761 overlap 0.42553119921498 alpha 0.33885129887238147 gamma 3.783100993566215 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 9,1012,1632,1761,0.42553119921498,0.3388512988723814,3.783100993566215,str\(\'ks-test\'\),str\(\'bounded\'\),9,0.19,9146.0,0,,i7172,9146.0,511.1875,442.779488775928,-1.0,0.0,5542259
