start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_clusters,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745425595,1745425609,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 988 n_samples 1 n_clusters 10 threshold 0.001,988,1,10,0.001,,,1,,i7186,4642790,,,,,
1745425746,1745425759,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 558 n_samples 1 n_clusters 1 threshold 0.001,558,1,1,0.001,,,1,,i7174,4642916,,,,,
1745425910,1745425924,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4186 n_samples 1 n_clusters 1 threshold 0.001,4186,1,1,0.001,,,1,,i7175,4643043,,,,,
1745426079,1745426099,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 705 n_samples 1 n_clusters 10 threshold 0.001,705,1,10,0.001,,,1,,i7183,4643165,,,,,
1745426224,1745426237,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 501 n_samples 1 n_clusters 1 threshold 0.001,501,1,1,0.001,,,1,,i7174,4643304,,,,,
1745426404,1745426417,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 800 n_samples 1 n_clusters 10 threshold 0.001,800,1,10,0.001,,,1,,i7183,4643434,,,,,
1745426583,1745426596,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 720 n_samples 1 n_clusters 1 threshold 0.001,720,1,1,0.001,,,1,,i7178,4643582,,,,,
1745426743,1745426756,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1130 n_samples 1 n_clusters 10 threshold 0.001,1130,1,10,0.001,,,1,,i7174,4643726,,,,,
1745426902,1745426915,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 614 n_samples 1 n_clusters 10 threshold 0.001,614,1,10,0.001,,,1,,i7178,4643845,,,,,
1745427263,1745427277,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 651 n_samples 1 n_clusters 10 threshold 0.001,651,1,10,0.001,,,1,,i7185,4644131,,,,,
1745427444,1745427457,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4620 n_samples 1 n_clusters 1 threshold 0.001,4620,1,1,0.001,,,1,,i7174,4644269,,,,,
1745427085,1745427473,388,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1 n_samples 5000 n_clusters 1 threshold 0.001,1,5000,1,0.001,0.64,373.0,0,,i7176,4643990,373.0,489.73046875,489.374609375,-1.0,0.0001154414480975
1745427583,1745427596,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4484 n_samples 1 n_clusters 10 threshold 0.49677876665347004,4484,1,10,0.49677876665347,,,1,,i7176,4644379,,,,,
1745427751,1745427765,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 768 n_samples 1 n_clusters 1 threshold 0.001,768,1,1,0.001,,,1,,i7175,4644500,,,,,
1745427923,1745427937,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 726 n_samples 1 n_clusters 10 threshold 0.001,726,1,10,0.001,,,1,,i7185,4644628,,,,,
1745428063,1745428153,90,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 843 n_samples 67 n_clusters 1 threshold 0.7656464919940271,843,67,1,0.7656464919940271,0.73,82.0,0,,i7176,4644743,82.0,528.98828125,501.7723721590909,-1.0,0.9991919098633172
1745428224,1745428237,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 670 n_samples 1 n_clusters 10 threshold 0.001,670,1,10,0.001,,,1,,i7185,4644863,,,,,
1745428545,1745428558,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 739 n_samples 1 n_clusters 10 threshold 0.001,739,1,10,0.001,,,1,,i7186,4645116,,,,,
1745429064,1745429077,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 601 n_samples 1 n_clusters 10 threshold 0.001,601,1,10,0.001,,,1,,i7186,4645506,,,,,
1745429324,1745429337,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 874 n_samples 1 n_clusters 1 threshold 0.001,874,1,1,0.001,,,1,,i7186,4645744,,,,,
1745429623,1745429752,129,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1478 n_samples 90 n_clusters 10 threshold 0.001,1478,90,10,0.001,0.73,120.0,0,,i7183,4646033,120.0,542.1328125,506.0309709821428,-1.0,0.9995151459179904
1745428825,1745429884,1059,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4524 n_samples 20 n_clusters 1 threshold 0.2681273498542149,4524,20,1,0.2681273498542149,0.74,1043.0,0,,i7186,4645325,1043.0,590.94921875,536.8231235397196,-1.0,0.999722940524566
1745429912,1745429925,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 690 n_samples 1 n_clusters 10 threshold 0.001,690,1,10,0.001,,,1,,i7186,4646281,,,,,
1745430301,1745430340,39,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 580 n_samples 148 n_clusters 4 threshold 0.47705743916958776,580,148,4,0.4770574391695877,0.74,26.0,0,,i7183,4646611,26.0,496.76171875,488.6296875,-1.0,0.9989148503878832
1745430544,1745430557,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 533 n_samples 1 n_clusters 1 threshold 0.001,533,1,1,0.001,,,1,,i7178,4646867,,,,,
1745430730,1745430743,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 714 n_samples 1 n_clusters 10 threshold 0.001,714,1,10,0.001,,,1,,i7180,4647024,,,,,
1745430825,1745430838,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 550 n_samples 1 n_clusters 1 threshold 0.001,550,1,1,0.001,,,1,,i7180,4647153,,,,,
1745431004,1745431017,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 701 n_samples 1 n_clusters 10 threshold 0.001,701,1,10,0.001,,,1,,i7180,4647305,,,,,
1745431124,1745431137,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4595 n_samples 1 n_clusters 10 threshold 0.001,4595,1,10,0.001,,,1,,i7178,4647427,,,,,
1745431321,1745431335,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 645 n_samples 1 n_clusters 10 threshold 0.001,645,1,10,0.001,,,1,,i7178,4647595,,,,,
1745431425,1745431438,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 622 n_samples 1 n_clusters 1 threshold 0.001,622,1,1,0.001,,,1,,i7176,4647734,,,,,
1745431624,1745431637,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 625 n_samples 1 n_clusters 10 threshold 0.001,625,1,10,0.001,,,1,,i7178,4647894,,,,,
1745431713,1745431790,77,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2907 n_samples 107 n_clusters 1 threshold 0.001,2907,107,1,0.001,0.74,68.0,0,,i7176,4648002,68.0,512.44921875,492.8033854166667,-1.0,0.9986839674916882
1745431845,1745431858,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 577 n_samples 1 n_clusters 10 threshold 0.001,577,1,10,0.001,,,1,,i7175,4648128,,,,,
1745431984,1745431998,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 628 n_samples 1 n_clusters 1 threshold 0.001,628,1,1,0.001,,,1,,i7174,4648263,,,,,
1745432130,1745432143,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 579 n_samples 1 n_clusters 10 threshold 0.001,579,1,10,0.001,,,1,,i7174,4648370,,,,,
1745432296,1745432309,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 541 n_samples 1 n_clusters 1 threshold 0.001,541,1,1,0.001,,,1,,i7186,4648485,,,,,
1745432466,1745432492,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 540 n_samples 1 n_clusters 1 threshold 0.001,540,1,1,0.001,,,1,,i7173,4648654,,,,,
1745432611,1745432624,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 620 n_samples 1 n_clusters 10 threshold 0.3748048294137027,620,1,10,0.3748048294137027,,,1,,i7174,4648753,,,,,
1745432751,1745432765,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 705 n_samples 1 n_clusters 1 threshold 0.001,705,1,1,0.001,,,1,,i7180,4648862,,,,,
1745432895,1745432908,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 595 n_samples 1 n_clusters 10 threshold 0.001,595,1,10,0.001,,,1,,i7174,4648969,,,,,
1745433040,1745433053,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 623 n_samples 1 n_clusters 1 threshold 0.001,623,1,1,0.001,,,1,,i7175,4649087,,,,,
1745433175,1745433188,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 551 n_samples 1 n_clusters 10 threshold 0.001,551,1,10,0.001,,,1,,i7178,4649185,,,,,
1745433331,1745433344,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 5000 n_samples 1 n_clusters 10 threshold 0.001,5000,1,10,0.001,,,1,,i7186,4649291,,,,,
1745433473,1745433487,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 562 n_samples 1 n_clusters 10 threshold 0.001,562,1,10,0.001,,,1,,i7174,4649403,,,,,
1745433634,1745433654,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 680 n_samples 1 n_clusters 1 threshold 0.001,680,1,1,0.001,,,1,,i7174,4649509,,,,,
1745433927,1745433952,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 560 n_samples 1 n_clusters 10 threshold 0.001,560,1,10,0.001,,,1,,i7173,4649720,,,,,
1745434085,1745434098,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 482 n_samples 1 n_clusters 1 threshold 0.001,482,1,1,0.001,,,1,,i7178,4649830,,,,,
1745433778,1745434131,353,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 5000 n_samples 45 n_clusters 10 threshold 0.16992495581068442,5000,45,10,0.1699249558106844,0.73,339.0,0,,i7174,4649614,339.0,566.83984375,530.1177300347222,-1.0,0.9989841152567418
1745434235,1745434248,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 715 n_samples 1 n_clusters 10 threshold 0.001,715,1,10,0.001,,,1,,i7185,4649934,,,,,
1745434372,1745434385,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 477 n_samples 1 n_clusters 1 threshold 0.001,477,1,1,0.001,,,1,,i7176,4650055,,,,,
1745434512,1745434525,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 652 n_samples 1 n_clusters 10 threshold 0.001,652,1,10,0.001,,,1,,i7173,4650148,,,,,
1745434662,1745434732,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 2837 n_samples 311 n_clusters 10 threshold 0.001,2837,311,10,0.001,0.73,56.0,0,,i7173,4650254,56.0,495.26953125,489.87939453125,-1.0,0.9974141115626154
1745434814,1745434827,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 551 n_samples 1 n_clusters 10 threshold 0.001,551,1,10,0.001,,,1,,i7173,4650369,,,,,
1745435142,1745435155,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 641 n_samples 1 n_clusters 10 threshold 0.001,641,1,10,0.001,,,1,,i7174,4650627,,,,,
1745435314,1745435372,58,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1046 n_samples 139 n_clusters 1 threshold 0.49454461457647936,1046,139,1,0.4945446145764793,0.73,45.0,0,,i7178,4650743,45.0,510.92578125,493.7388392857143,-1.0,0.9997460288141854
1745434990,1745435976,986,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 4076 n_samples 14 n_clusters 10 threshold 0.62668548626528,4076,14,10,0.62668548626528,0.74,973.0,0,,i7174,4650501,973.0,598.24609375,546.2384375,-1.0,0.9998383819726636
1745436294,1745436308,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 608 n_samples 1 n_clusters 10 threshold 0.001,608,1,10,0.001,,,1,,i7186,4651459,,,,,
1745436521,1745436541,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 683 n_samples 1 n_clusters 1 threshold 0.001,683,1,1,0.001,,,1,,i7185,4651627,,,,,
1745436817,1745436888,71,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 900 n_samples 617 n_clusters 1 threshold 0.001,900,617,1,0.001,0.72,58.0,0,,i7185,4651826,58.0,490.6328125,488.88525390625,-1.0,0.961096231991134
1745437133,1745437146,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 554 n_samples 1 n_clusters 10 threshold 0.001,554,1,10,0.001,,,1,,i7186,4652060,,,,,
1745437393,1745437431,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 313 n_samples 118 n_clusters 10 threshold 0.08954090872681351,313,118,10,0.0895409087268135,0.74,22.0,0,,i7182,4652292,22.0,489.67578125,486.33671875,-1.0,0.9991226449944588
1745437721,1745437734,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 628 n_samples 1 n_clusters 10 threshold 0.001,628,1,10,0.001,,,1,,i7182,4652550,,,,,
1745438092,1745438105,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 406 n_samples 1 n_clusters 1 threshold 0.001,406,1,1,0.001,,,1,,i7185,4652818,,,,,
1745438374,1745438387,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 638 n_samples 1 n_clusters 10 threshold 0.001,638,1,10,0.001,,,1,,i7182,4653076,,,,,
1745438733,1745438765,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SPLL recent_samples_size 1105 n_samples 668 n_clusters 1 threshold 0.999,1105,668,1,0.999,0.71,20.0,0,,i7186,4653383,20.0,490.73828125,486.3408203125,-1.0,0.9806751015884744
