Unnamed: 0,end_time,run_time,program_string,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,start_time
,1747327039,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3823 n_samples 683 n_permutations 264 update_interval 69 n_consecutive_deviations 3,3823,683,264,69,3,0.91,0.0,0,,i7085,5053779,0.0,751.48828125,751.4375,-1.0,0.0,1747327026.0
,1747327155,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3982 n_samples 4786 n_permutations 692 update_interval 237 n_consecutive_deviations 8,3982,4786,692,237,8,0.91,0.0,0,,i7085,5053814,0.0,750.12109375,750.0885416666666,-1.0,0.0,1747327143.0
,1747327194,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 976 n_samples 931 n_permutations 62 update_interval 32 n_consecutive_deviations 4,976,931,62,32,4,0.91,0.0,0,,i7085,5053827,0.0,751.76171875,751.7317708333334,-1.0,0.0,1747327181.0
,1747327336,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1560 n_samples 2556 n_permutations 854 update_interval 137 n_consecutive_deviations 1,1560,2556,854,137,1,0.91,0.0,0,,i7186,5053860,0.0,752.19921875,752.1484375,-1.0,0.0,1747327323.0
,1747327395,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3553 n_samples 1728 n_permutations 399 update_interval 100 n_consecutive_deviations 10,3553,1728,399,100,10,0.91,0.0,0,,i7185,5053877,0.0,752.8125,752.7825520833334,-1.0,0.0,1747327382.0
,1747327522,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2872 n_samples 3645 n_permutations 143 update_interval 80 n_consecutive_deviations 9,2872,3645,143,80,9,0.91,0.0,0,,i7178,5053922,0.0,753.1484375,753.0989583333334,-1.0,0.0,1747327484.0
,1747327581,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2056 n_samples 1880 n_permutations 608 update_interval 187 n_consecutive_deviations 2,2056,1880,608,187,2,0.91,0.0,0,,i7186,5053940,0.0,752.3203125,752.28515625,-1.0,0.0,1747327569.0
,1747327695,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 450 n_samples 4009 n_permutations 308 update_interval 43 n_consecutive_deviations 5,450,4009,308,43,5,0.91,0.0,0,,i7182,5053976,0.0,752.890625,752.83984375,-1.0,0.0,1747327682.0
,1747327741,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4633 n_samples 467 n_permutations 943 update_interval 193 n_consecutive_deviations 6,4633,467,943,193,6,0.91,4.0,0,,i7186,5053990,4.0,752.8828125,751.54296875,-1.0,1.0,1747327722.0
,1747328004,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4916 n_samples 2950 n_permutations 353 update_interval 164 n_consecutive_deviations 3,4916,2950,353,164,3,0.91,0.0,0,,i7180,5054065,0.0,752.46875,752.4401041666666,-1.0,0.0,1747327991.0
,1747328095,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 31 n_samples 1492 n_permutations 896 update_interval 72 n_consecutive_deviations 7,31,1492,896,72,7,0.91,0.0,0,,i7181,5054096,0.0,752.03125,751.98046875,-1.0,0.0,1747328082.0
,1747328124,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2493 n_samples 4398 n_permutations 190 update_interval 216 n_consecutive_deviations 9,2493,4398,190,216,9,0.91,0.0,0,,i7181,5054107,0.0,753.41796875,753.3671875,-1.0,0.0,1747328111.0
,1747328184,22,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2610 n_samples 1163 n_permutations 560 update_interval 51 n_consecutive_deviations 1,2610,1163,560,51,1,0.91,0.0,0,,i7176,5054129,0.0,751.98828125,751.9375,-1.0,0.0,1747328162.0
,1747328274,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3194 n_samples 4247 n_permutations 809 update_interval 9 n_consecutive_deviations 3,3194,4247,809,9,3,0.91,0.0,0,,i7176,5054156,0.0,751.79296875,751.7630208333334,-1.0,0.0,1747328262.0
,1747328328,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1744 n_samples 75 n_permutations 445 update_interval 229 n_consecutive_deviations 9,1744,75,445,229,9,0.92,14.0,0,,i7183,5054166,14.0,739.8515625,735.7890625,-1.0,0.99625468164794,1747328303.0
,1747328365,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 771 n_samples 3414 n_permutations 644 update_interval 124 n_consecutive_deviations 6,771,3414,644,124,6,0.91,0.0,0,,i7185,5054180,0.0,752.375,752.32421875,-1.0,0.0,1747328352.0
,1747328415,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4323 n_samples 2268 n_permutations 110 update_interval 145 n_consecutive_deviations 5,4323,2268,110,145,5,0.91,0.0,0,,i7176,5054193,0.0,752.42578125,752.3958333333334,-1.0,0.0,1747328403.0
,1747328485,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4314 n_samples 4983 n_permutations 784 update_interval 101 n_consecutive_deviations 6,4314,4983,784,101,6,0.91,0.0,0,,i7174,5054221,0.0,753.43359375,753.3841145833334,-1.0,0.0,1747328472.0
,1747328514,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 760 n_samples 737 n_permutations 469 update_interval 134 n_consecutive_deviations 4,760,737,469,134,4,0.91,0.0,0,,i7180,5054231,0.0,753.09765625,753.0481770833334,-1.0,0.0,1747328501.0
,1747328575,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1736 n_samples 2671 n_permutations 637 update_interval 29 n_consecutive_deviations 2,1736,2671,637,29,2,0.91,0.0,0,,i7175,5054248,0.0,753.16015625,753.1315104166666,-1.0,0.0,1747328562.0
,1747328616,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3183 n_samples 1610 n_permutations 117 update_interval 237 n_consecutive_deviations 8,3183,1610,117,237,8,0.91,0.0,0,,i7181,5054266,0.0,752.8359375,752.78515625,-1.0,0.0,1747328603.0
,1747328675,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2579 n_samples 3448 n_permutations 362 update_interval 195 n_consecutive_deviations 10,2579,3448,362,195,10,0.91,0.0,0,,i7174,5054288,0.0,752.06640625,752.0169270833334,-1.0,0.0,1747328662.0
,1747328736,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2465 n_samples 2073 n_permutations 888 update_interval 41 n_consecutive_deviations 2,2465,2073,888,41,2,0.91,0.0,0,,i7176,5054301,0.0,752.13671875,752.0169270833334,-1.0,0.0,1747328723.0
,1747328784,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1 n_samples 3894 n_permutations 213 update_interval 186 n_consecutive_deviations 4,1,3894,213,186,4,0.91,0.0,0,,i7173,5054319,0.0,753.11328125,753.06640625,-1.0,0.0,1747328771.0
,1747328836,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4888 n_samples 586 n_permutations 538 update_interval 82 n_consecutive_deviations 8,4888,586,538,82,8,0.91,0.0,0,,i7174,5054332,0.0,753.5,753.4505208333334,-1.0,0.0,1747328824.0
,1747328907,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4622 n_samples 3065 n_permutations 135 update_interval 50 n_consecutive_deviations 5,4622,3065,135,50,5,0.91,0.0,0,,i7172,5054352,0.0,753.07421875,753.0234375,-1.0,0.0,1747328888.0
,1747328979,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 442 n_samples 1373 n_permutations 614 update_interval 219 n_consecutive_deviations 6,442,1373,614,219,6,0.91,0.0,0,,i7173,5054375,0.0,751.41796875,751.37109375,-1.0,0.0,1747328960.0
,1747329049,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2045 n_samples 4595 n_permutations 283 update_interval 75 n_consecutive_deviations 9,2045,4595,283,75,9,0.91,0.0,0,,i7173,5054393,0.0,753.5078125,753.4609375,-1.0,0.0,1747329030.0
,1747329150,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2863 n_samples 970 n_permutations 967 update_interval 162 n_consecutive_deviations 2,2863,970,967,162,2,0.91,0.0,0,,i7173,5054408,0.0,751.453125,751.42578125,-1.0,0.0,1747329118.0
,1747329195,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3525 n_samples 4131 n_permutations 714 update_interval 142 n_consecutive_deviations 1,3525,4131,714,142,1,0.91,0.0,0,,i7170,5054421,0.0,720.45703125,720.390625,-1.0,0.0,1747329163.0
,1747329304,43,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1530 n_samples 193 n_permutations 40 update_interval 124 n_consecutive_deviations 10,1530,193,40,124,10,0.91,4.0,0,,i7169,5054446,4.0,751.5625,748.7096354166666,-1.0,0.9157303370786516,1747329261.0
,1747329431,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 948 n_samples 3217 n_permutations 864 update_interval 229 n_consecutive_deviations 7,948,3217,864,229,7,0.91,0.0,0,,i7172,5054470,0.0,751.6875,751.5963541666666,-1.0,0.0,1747329387.0
,1747329432,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3951 n_samples 2462 n_permutations 391 update_interval 6 n_consecutive_deviations 3,3951,2462,391,6,3,0.91,0.0,0,,i7169,5054484,0.0,752.0078125,751.9752604166666,-1.0,0.0,1747329394.0
,1747329550,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1095 n_samples 2253 n_permutations 187 update_interval 94 n_consecutive_deviations 2,1095,2253,187,94,2,0.91,0.0,0,,i7169,5054523,0.0,752.8203125,752.7877604166666,-1.0,0.0,1747329518.0
,1747329609,56,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3793 n_samples 3320 n_permutations 564 update_interval 173 n_consecutive_deviations 8,3793,3320,564,173,8,0.91,0.0,0,,i7168,5054502,0.0,751.48828125,751.45703125,-1.0,0.0,1747329553.0
,1747329679,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1370 n_samples 4340 n_permutations 979 update_interval 199 n_consecutive_deviations 5,1370,4340,979,199,5,0.91,0.0,0,,i7170,5054542,0.0,753.15625,753.0286458333334,-1.0,0.0,1747329635.0
,1747329893,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3027 n_samples 4501 n_permutations 20 update_interval 19 n_consecutive_deviations 7,3027,4501,20,19,7,0.91,0.0,0,,i7161,5054590,0.0,753.1328125,753.08203125,-1.0,0.0,1747329829.0
,1747329894,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1890 n_samples 1188 n_permutations 733 update_interval 250 n_consecutive_deviations 4,1890,1188,733,250,4,0.91,0.0,0,,i7161,5054603,0.0,752.39453125,752.3125,-1.0,0.0,1747329843.0
,1747329982,107,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3675 n_samples 90 n_permutations 271 update_interval 37 n_consecutive_deviations 6,3675,90,271,37,6,0.91,19.0,0,,i7164,5054569,19.0,752.67578125,747.8916015625,-1.0,0.9850187265917604,1747329875.0
,1747330306,68,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4469 n_samples 1467 n_permutations 820 update_interval 131 n_consecutive_deviations 10,4469,1467,820,131,10,0.91,0.0,0,,i7152,5054695,0.0,751.47265625,751.421875,-1.0,0.0,1747330238.0
,1747330308,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4733 n_samples 3946 n_permutations 481 update_interval 227 n_consecutive_deviations 3,4733,3946,481,227,3,0.91,0.0,0,,i7152,5054711,0.0,753.5625,753.52734375,-1.0,0.0,1747330258.0
,1747330340,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 605 n_samples 2847 n_permutations 433 update_interval 106 n_consecutive_deviations 1,605,2847,433,106,1,0.91,0.0,0,,i7175,5054680,0.0,751.6015625,751.5520833333334,-1.0,0.0,1747330277.0
,1747330516,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3331 n_samples 2609 n_permutations 931 update_interval 70 n_consecutive_deviations 3,3331,2609,931,70,3,0.91,0.0,0,,i7164,5054778,0.0,753.48046875,753.4296875,-1.0,0.0,1747330497.0
,1747330524,82,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 165 n_samples 326 n_permutations 773 update_interval 11 n_consecutive_deviations 9,165,326,773,11,9,0.91,1.0,0,,i7151,5054728,1.0,752.98046875,752.8958333333334,-1.0,0.0,1747330442.0
,1747330548,57,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2312 n_samples 3708 n_permutations 67 update_interval 155 n_consecutive_deviations 7,2312,3708,67,155,7,0.91,0.0,0,,i7153,5054742,0.0,753.484375,753.43359375,-1.0,0.0,1747330491.0
,1747330589,63,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2743 n_samples 2021 n_permutations 688 update_interval 114 n_consecutive_deviations 5,2743,2021,688,114,5,0.91,0.0,0,,i7162,5054757,0.0,752.40234375,752.2682291666666,-1.0,0.0,1747330526.0
,1747330656,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1577 n_samples 1860 n_permutations 319 update_interval 166 n_consecutive_deviations 7,1577,1860,319,166,7,0.91,0.0,0,,i7151,5054800,0.0,751.515625,751.4856770833334,-1.0,0.0,1747330625.0
,1747330726,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 910 n_samples 4733 n_permutations 518 update_interval 61 n_consecutive_deviations 10,910,4733,518,61,10,0.91,0.0,0,,i7150,5054823,0.0,752.484375,752.43359375,-1.0,0.0,1747330695.0
,1747330846,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4155 n_samples 799 n_permutations 232 update_interval 206 n_consecutive_deviations 1,4155,799,232,206,1,0.91,0.0,0,,i7175,5054831,0.0,752.2578125,752.1497395833334,-1.0,0.0,1747330802.0
,1747330862,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 849 n_samples 1707 n_permutations 941 update_interval 107 n_consecutive_deviations 4,849,1707,941,107,4,0.91,0.0,0,,i7153,5054861,0.0,751.72265625,751.6927083333334,-1.0,0.0,1747330837.0
,1747330878,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4089 n_samples 2770 n_permutations 312 update_interval 128 n_consecutive_deviations 8,4089,2770,312,128,8,0.91,0.0,0,,i7150,5054847,0.0,751.6015625,751.5716145833334,-1.0,0.0,1747330847.0
,1747330913,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1667 n_samples 4885 n_permutations 149 update_interval 243 n_consecutive_deviations 1,1667,4885,149,243,1,0.91,0.0,0,,i7149,5054881,0.0,751.8046875,751.75390625,-1.0,0.0,1747330888.0
,1747330998,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3426 n_samples 639 n_permutations 605 update_interval 23 n_consecutive_deviations 10,3426,639,605,23,10,0.91,0.0,0,,i7153,5054900,0.0,751.9375,751.82421875,-1.0,0.0,1747330973.0
,1747331021,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2687 n_samples 3796 n_permutations 858 update_interval 36 n_consecutive_deviations 8,2687,3796,858,36,8,0.91,0.0,0,,i7149,5054911,0.0,752.9375,752.88671875,-1.0,0.0,1747331002.0
,1747331039,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 2261 n_samples 488 n_permutations 392 update_interval 201 n_consecutive_deviations 2,2261,488,392,201,2,0.91,1.0,0,,i7169,5054920,1.0,752.25390625,750.76953125,-1.0,0.9662921348314608,1747331026.0
,1747331108,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 265 n_samples 3546 n_permutations 693 update_interval 88 n_consecutive_deviations 4,265,3546,693,88,4,0.91,0.0,0,,i7151,5054937,0.0,751.609375,751.5598958333334,-1.0,0.0,1747331096.0
,1747331135,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4838 n_samples 2171 n_permutations 58 update_interval 180 n_consecutive_deviations 6,4838,2171,58,180,6,0.91,0.0,0,,i7149,5054945,0.0,751.81640625,751.765625,-1.0,0.0,1747331116.0
,1747331173,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4399 n_samples 4653 n_permutations 647 update_interval 209 n_consecutive_deviations 4,4399,4653,647,209,4,0.91,0.0,0,,i7161,5054956,0.0,753.3515625,753.30078125,-1.0,0.0,1747331154.0
,1747331234,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 529 n_samples 1028 n_permutations 103 update_interval 59 n_consecutive_deviations 7,529,1028,103,59,7,0.91,0.0,0,,i7149,5054975,0.0,751.7890625,751.73828125,-1.0,0.0,1747331215.0
,1747331271,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1976 n_samples 3007 n_permutations 809 update_interval 172 n_consecutive_deviations 10,1976,3007,809,172,10,0.91,0.0,0,,i7146,5054989,0.0,751.71875,751.66796875,-1.0,0.0,1747331240.0
,1747331322,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3108 n_samples 1315 n_permutations 440 update_interval 65 n_consecutive_deviations 1,3108,1315,440,65,1,0.91,0.0,0,,i7149,5055000,0.0,753.05078125,753.0,-1.0,0.0,1747331296.0
,1747331341,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3633 n_samples 3158 n_permutations 195 update_interval 115 n_consecutive_deviations 3,3633,3158,195,115,3,0.91,0.0,0,,i7145,5055015,0.0,751.90625,751.85546875,-1.0,0.0,1747331329.0
,1747331402,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1324 n_samples 2404 n_permutations 559 update_interval 152 n_consecutive_deviations 9,1324,2404,559,152,9,0.91,0.0,0,,i7167,5055029,0.0,752.44140625,752.41015625,-1.0,0.0,1747331383.0
,1747331505,32,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 1210 n_samples 4189 n_permutations 360 update_interval 15 n_consecutive_deviations 6,1210,4189,360,15,6,0.91,0.0,0,,i7149,5055104,0.0,751.578125,751.46484375,-1.0,0.0,1747331473.0
,1747331538,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 3903 n_samples 252 n_permutations 894 update_interval 220 n_consecutive_deviations 5,3903,252,894,220,5,0.92,7.0,0,,i7180,5055178,7.0,751.578125,748.078125,-1.0,0.9700374531835206,1747331512.0
,1747331578,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier IBDD recent_samples_size 4056 n_samples 4281 n_permutations 92 update_interval 84 n_consecutive_deviations 10,4056,4281,92,84,10,0.91,0.0,0,,i7149,5055189,0.0,753.55859375,753.5260416666666,-1.0,0.0,1747331547.0
