start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1750106374,1750112238,5864,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1320 feature_id 1 p 138 big_windowSize 668 small_windowSize 109,1320,1,138,668,109,0.5,5852.0,0,,i7186,5852.0,510.2578125,433.0850058560477,-1.0,0.0,5476393
1750107154,1750113203,6049,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1598 feature_id 7 p 28 big_windowSize 1162 small_windowSize 216,1598,7,28,1162,216,0.56,6024.0,0,,i7171,6024.0,524.80859375,477.1520591887417,-1.0,0.0,5476620
1750109736,1750113739,4003,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1575 feature_id 0 p 50 big_windowSize 1500 small_windowSize 300,1575,0,50,1500,300,0.5,3983.0,0,,i7151,3983.0,516.12890625,494.035693359375,-1.0,0.0,5477588
1750109852,1750116222,6370,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 777 feature_id 3 p 21 big_windowSize 771 small_windowSize 170,777,3,21,771,170,0.41,6277.0,0,,i7150,6277.0,483.26953125,383.5519283234127,-1.0,0.0,5477589
1750117485,1750124366,6881,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 715 feature_id 0 p 272 big_windowSize 690 small_windowSize 83,715,0,272,690,83,0.5,6729.0,0,,i7186,6729.0,513.0234375,472.4035243055556,-1.0,0.0,5480343
1750120186,1750124931,4745,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1759 feature_id 1 p 212 big_windowSize 319 small_windowSize 62,1759,1,212,319,62,0.5,4714.0,0,,i7138,4714.0,533.95703125,502.02088563689216,-1.0,0.0,5481521
1750118775,1750125589,6814,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1889 feature_id 8 p 38 big_windowSize 1567 small_windowSize 232,1889,8,38,1567,232,0.5,6803.0,0,,i7186,6803.0,510.03515625,450.1602478922288,-1.0,0.0,5480804
1750119586,1750125590,6004,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1818 feature_id 2 p 391 big_windowSize 1533 small_windowSize 359,1818,2,391,1533,359,0.5,5966.0,0,,i7157,5966.0,533.37890625,481.7145111644408,-1.0,0.0,5481250
1750121057,1750126238,5181,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1912 feature_id 1 p 16 big_windowSize 1219 small_windowSize 252,1912,1,16,1219,252,0.5,5090.0,0,,i7135,5090.0,534.61328125,491.1140456824853,-1.0,0.0,5481754
1750123700,1750128684,4984,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1737 feature_id 5 p 124 big_windowSize 441 small_windowSize 85,1737,5,124,441,85,0.54,4970.0,0,,i7146,4970.0,510.94921875,438.9310104584168,-1.0,0.0,5482626
1750131229,1750135183,3954,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1390 feature_id 1 p 48 big_windowSize 842 small_windowSize 198,1390,1,48,842,198,0.5,3925.0,0,,i7186,3925.0,510.828125,494.3545292721519,-1.0,0.0,5484035
1750132415,1750137105,4690,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1647 feature_id 2 p 251 big_windowSize 1001 small_windowSize 229,1647,2,251,1001,229,0.5,4589.0,0,,i7185,4589.0,523.6796875,476.1837632185466,-1.0,0.0,5484036
1750134443,1750139117,4674,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1985 feature_id 0 p 144 big_windowSize 1410 small_windowSize 249,1985,0,144,1410,249,0.5,4661.0,0,,i7176,4661.0,513.92578125,487.3192524706196,-1.0,0.0,5484105
1750134295,1750140279,5984,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 919 feature_id 7 p 29 big_windowSize 252 small_windowSize 27,919,7,29,252,27,0.56,5927.0,0,,i7176,5927.0,513.953125,473.7054556197479,-1.0,0.0,5484104
1750134951,1750140834,5883,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1449 feature_id 2 p 284 big_windowSize 485 small_windowSize 73,1449,2,284,485,73,0.5,5857.0,0,,i7186,5857.0,509.4921875,451.2793433779762,-1.0,0.0,5484107
1750137077,1750142901,5824,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 487 feature_id 2 p 206 big_windowSize 133 small_windowSize 19,487,2,206,133,19,0.5,5806.0,0,,i7176,5806.0,510.12109375,446.1666129725086,-1.0,0.0,5484235
1750144042,1750149400,5358,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1688 feature_id 0 p 405 big_windowSize 1317 small_windowSize 272,1688,0,405,1317,272,0.5,5319.0,0,,i7185,5319.0,530.9609375,494.399139747191,-1.0,0.0,5484317
1750144452,1750150216,5764,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1638 feature_id 3 p 198 big_windowSize 535 small_windowSize 69,1638,3,198,535,69,0.41,5750.0,0,,i7153,5750.0,531.57421875,480.58174014298095,-1.0,0.0,5484401
1750145008,1750151361,6353,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1825 feature_id 1 p 448 big_windowSize 989 small_windowSize 185,1825,1,448,989,185,0.5,6343.0,0,,i7171,6343.0,523.5234375,460.70610382272014,-1.0,0.0,5484428
1748425905,1748429117,3212,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1874 feature_id 1 p 6 big_windowSize 476 small_windowSize 111,1874,1,6,476,111,0.5,3192.0,0,,i7182,3192.0,511.1171875,409.4080875194704,-1.0,0.0,5215502
1748473109,1748486559,13450,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1960 feature_id 8 p 142 big_windowSize 1101 small_windowSize 130,1960,8,142,1101,130,0.5,13404.0,0,,i7099,13404.0,395.828125,380.29804600111856,-1.0,0.0,5224266
1748526190,1748531169,4979,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1635 feature_id 2 p 245 big_windowSize 994 small_windowSize 230,1635,2,245,994,230,0.5,4952.0,0,,i7029,4952.0,509.859375,423.4000172912475,-1.0,0.0,5237251
1748582782,1748588070,5288,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1974 feature_id 0 p 157 big_windowSize 1876 small_windowSize 291,1974,0,157,1876,291,0.5,5279.0,0,,i7159,5279.0,513.56640625,423.0283534787736,-1.0,0.0,5250428
1748585529,1748595549,10020,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1488 feature_id 0 p 359 big_windowSize 1037 small_windowSize 86,1488,0,359,1037,86,0.5,10011.0,0,,i7099,10011.0,497.82421875,414.6066877492522,-1.0,0.0,5251181
1748631131,1748636010,4879,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1688 feature_id 2 p 81 big_windowSize 1174 small_windowSize 189,1688,2,81,1174,189,0.5,4851.0,0,,i7115,4851.0,510.765625,410.2619513603696,-1.0,0.0,5260564
1748631189,1748636975,5786,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 550 feature_id 2 p 410 big_windowSize 377 small_windowSize 69,550,2,410,377,69,0.5,5754.0,0,,i7081,5754.0,530.3828125,496.6450186850087,-1.0,0.0,5260682
1748677034,1748682332,5298,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1603 feature_id 5 p 195 big_windowSize 299 small_windowSize 51,1603,5,195,299,51,0.54,5288.0,0,,i7025,5288.0,528.18359375,505.0008239171375,-1.0,0.0,5270796
