start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_windows,disjoint_training_windows,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744341880,1744341925,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 391 n_samples 3810 n_windows 420 disjoint_training_windows True,391,3810,420,True,0.58,29,0,,i7056,29,1059.94140625,1054.421875,-1,0.0,4214527
1744341881,1744341925,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 3327 n_samples 3162 n_windows 1447 disjoint_training_windows True,3327,3162,1447,True,0.58,31,0,,i7162,31,1058.85546875,1054.177734375,-1,0.0,4214523
1744341911,1744341955,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 649 n_samples 555 n_windows 1877 disjoint_training_windows True,649,555,1877,True,0.58,29,0,,i7168,29,1059.3828125,1054.47734375,-1,0.0,4214529
1744341911,1744341955,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 2979 n_samples 2475 n_windows 1241 disjoint_training_windows True,2979,2475,1241,True,0.58,33,0,,i7047,33,1058.625,1053.4837239583333,-1,0.0,4214534
1744341941,1744341985,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 2597 n_samples 4256 n_windows 3562 disjoint_training_windows True,2597,4256,3562,True,0.58,29,0,,i7056,29,1060.50390625,1054.890625,-1,0.0,4214544
1744341971,1744342016,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1199 n_samples 3657 n_windows 4556 disjoint_training_windows True,1199,3657,4556,True,0.58,33,0,,i7047,33,1060.06640625,1054.4837239583333,-1,0.0,4214549
1744342001,1744342045,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 305 n_samples 1961 n_windows 3054 disjoint_training_windows True,305,1961,3054,True,0.58,29,0,,i7168,29,1060.72265625,1054.984375,-1,0.0,4214551
1744342002,1744342066,64,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 3558 n_samples 129 n_windows 3813 disjoint_training_windows True,3558,129,3813,True,0.58,49,0,,i7016,49,1064.73046875,1056.502232142857,-1,0.0,4214555
1744342031,1744342076,45,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1876 n_samples 225 n_windows 3627 disjoint_training_windows True,1876,225,3627,True,0.58,29,0,,i7147,29,1063.97265625,1054.20625,-1,0.0,4214558
1744342062,1744342106,44,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 4253 n_samples 2064 n_windows 4508 disjoint_training_windows True,4253,2064,4508,True,0.58,30,0,,i7162,30,1058.01953125,1053.090625,-1,0.0,4214572
1744341850,1744342132,282,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier UDetect recent_samples_size 2281 n_samples 1555 n_windows 4336 disjoint_training_windows False,2281,1555,4336,False,0.66,268,0,,i7084,268,1232.1953125,1153.7761314655172,-1,0.7538824756654439,4214520
