start_time,end_time,run_time,program_string,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744575168,1744575187,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 0 batch_size 5000 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 100,5000,0,5000,str\(\'H\'\),1,str\(\'stdev\'\),0.001,100,0.96,7.0,0,,i7099,7.0,754.1484375,754.02734375,-1.0,0.0,4333470
1744575175,1744575188,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 0 batch_size 3100 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.001 subsets 1,1,0,3100,str\(\'KL\'\),3,str\(\'tstat\'\),0.001,1,0.96,1.0,0,,i7130,1.0,753.1484375,752.9700520833334,-1.0,0.0,4333472
1744575194,1744575206,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 71 batch_size 5000 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 1,1,71,5000,str\(\'KL\'\),3,str\(\'tstat\'\),0.999,1,0.96,0.0,0,,i7136,0.0,752.54296875,752.3763020833334,-1.0,0.0,4333474
1744575193,1744575206,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 71 batch_size 3371 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 1,5000,71,3371,str\(\'H\'\),3,str\(\'tstat\'\),0.999,1,0.96,0.0,0,,i7131,0.0,752.953125,752.7708333333334,-1.0,0.0,4333475
1744575195,1744575208,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 0 batch_size 2935 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 1,5000,0,2935,str\(\'H\'\),3,str\(\'stdev\'\),0.999,1,0.96,1.0,0,,i7130,1.0,754.61328125,754.4427083333334,-1.0,0.0,4333476
1744575198,1744575210,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 0 batch_size 3483 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 1,1,0,3483,str\(\'KL\'\),3,str\(\'stdev\'\),0.001,1,0.96,0.0,0,,i7112,0.0,752.45703125,752.23046875,-1.0,0.0,4333480
1744575198,1744575210,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 71 batch_size 3454 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 1,1,71,3454,str\(\'H\'\),1,str\(\'stdev\'\),0.001,1,0.96,1.0,0,,i7102,1.0,752.97265625,752.8216145833334,-1.0,0.0,4333485
1744575198,1744575211,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 71 batch_size 4464 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 77,5000,71,4464,str\(\'KL\'\),3,str\(\'stdev\'\),0.999,77,0.96,1.0,0,,i7111,1.0,753.73046875,753.53515625,-1.0,0.0,4333481
1744575198,1744575211,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 71 batch_size 3602 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.999 subsets 1,5000,71,3602,str\(\'H\'\),2,str\(\'stdev\'\),0.999,1,0.96,0.0,0,,i7116,0.0,752.87890625,752.66015625,-1.0,0.0,4333478
1744575198,1744575211,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 0 batch_size 4189 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 1,5000,0,4189,str\(\'KL\'\),3,str\(\'tstat\'\),0.999,1,0.96,0.0,0,,i7110,0.0,753.484375,753.2916666666666,-1.0,0.0,4333483
