start_time,end_time,run_time,program_string,recent_samples_size,delta,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744322131,1744322207,76,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1140 delta 0.48714228260517123,1140,0.4871422826051712,0.33,62,0,,i7062,62,687.96875,687.8684895833334,-1,0.056822429906542,4213161
1744322191,1744322267,76,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 2899 delta 0.5925368446856737,2899,0.5925368446856737,0.31,61,0,,i7084,61,688.22265625,688.0954861111111,-1,0.1444984423676012,4213169
1744322252,1744322340,88,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 3951 delta 0.21706603252887727,3951,0.2170660325288772,0.38,76,0,,i7084,76,713.28125,696.491015625,-1,0.3316386292834891,4213177
1744322373,1744322448,75,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1963 delta 0.8601708560753614,1963,0.8601708560753614,0.33,62,0,,i7168,62,688.3984375,688.0208333333334,-1,0.0733831775700934,4213183
1744322434,1744322529,95,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 1549 delta 0.10822336464934051,1549,0.1082233646493405,0.43,83,0,,i7062,83,704.4921875,691.5454545454545,-1,0.1351152647975078,4213190
1744322555,1744322631,76,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 4405 delta 0.9387891005910933,4405,0.9387891005910932,0.31,66,0,,i7056,66,694.1015625,688.9192708333334,-1,0.1646728971962616,4213199
1744322827,1744322915,88,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 3738 delta 0.3143180404491723,3738,0.3143180404491723,0.37,74,0,,i7084,74,705.7265625,692.6703125,-1,0.2681744548286604,4213213
1744323099,1744323169,70,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 340 delta 0.7312534644734114,340,0.7312534644734114,0.29,59,0,,i7099,59,688.01171875,687.90771484375,-1,0.0169470404984423,4213220
1744323281,1744323331,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 36 delta 0.13511560445651413,36,0.1351156044565141,0.32,40,0,,i7084,40,687.58984375,687.3157552083334,-1,0.0044859813084112,4213227
1744323434,1744323510,76,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 RialtoBridgeTimelapse 2000 HoeffdingTreeClassifier STUDD recent_samples_size 3437 delta 0.7861704742815345,3437,0.7861704742815345,0.33,64,0,,i7162,64,687.7265625,687.4388020833334,-1,0.1284859813084112,4213235
