start_time,end_time,run_time,program_string,recent_samples_size,n_samples,n_windows,disjoint_training_windows,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744526919,1744526932,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 315 n_samples 4050 n_windows 2987 disjoint_training_windows True,315,4050,2987,True,0.91,0,0,,i7156,0,753.59765625,753.5403645833334,-1,0,4306023
1744526937,1744526950,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 802 n_samples 1430 n_windows 4948 disjoint_training_windows True,802,1430,4948,True,0.91,0,0,,i7169,0,753.890625,753.8098958333334,-1,0,4306029
1744526948,1744526961,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 3657 n_samples 633 n_windows 3226 disjoint_training_windows True,3657,633,3226,True,0.91,0,0,,i7141,0,753.1015625,753.0703125,-1,0,4306033
1744526949,1744526961,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1484 n_samples 151 n_windows 3335 disjoint_training_windows True,1484,151,3335,True,0.91,0,0,,i7133,0,752.96484375,752.91015625,-1,0,4306038
1744526949,1744526962,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 3617 n_samples 3415 n_windows 1033 disjoint_training_windows False,3617,3415,1033,False,0.91,0,0,,i7134,0,752.5,752.44921875,-1,0,4306035
1744526949,1744526962,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1445 n_samples 2676 n_windows 1158 disjoint_training_windows False,1445,2676,1158,False,0.91,0,0,,i7162,0,752.69921875,752.6497395833334,-1,0,4306031
1744526957,1744526970,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 841 n_samples 3899 n_windows 2123 disjoint_training_windows False,841,3899,2123,False,0.91,0,0,,i7169,0,752.20703125,752.1770833333334,-1,0,4306041
1744526979,1744526991,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 354 n_samples 1288 n_windows 178 disjoint_training_windows False,354,1288,178,False,0.91,0,0,,i7127,0,752.97265625,752.9427083333334,-1,0,4306054
1744526979,1744526992,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 4254 n_samples 2168 n_windows 4742 disjoint_training_windows True,4254,2168,4742,True,0.91,0,0,,i7134,0,753.26171875,753.2109375,-1,0,4306047
1744526979,1744526992,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 4392 n_samples 4542 n_windows 2958 disjoint_training_windows True,4392,4542,2958,True,0.91,0,0,,i7129,0,753.02734375,752.9973958333334,-1,0,4306051
1744526997,1744527010,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 2244 n_samples 2535 n_windows 4044 disjoint_training_windows True,2244,2535,4044,True,0.91,0,0,,i7162,0,753.78125,753.74609375,-1,0,4306058
1744527008,1744527021,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 2935 n_samples 4296 n_windows 4349 disjoint_training_windows False,2935,4296,4349,False,0.91,0,0,,i7126,0,753.89453125,753.84765625,-1,0,4306068
1744527010,1744527023,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 2503 n_samples 794 n_windows 1591 disjoint_training_windows False,2503,794,1591,False,0.91,0,0,,i7133,0,754.10546875,754.0559895833334,-1,0,4306063
1744527038,1744527051,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 1973 n_samples 2238 n_windows 1266 disjoint_training_windows True,1973,2238,1266,True,0.91,0,0,,i7177,0,753.2890625,753.25390625,-1,0,4306073
1744528750,1744528763,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 79 n_samples 3491 n_windows 2634 disjoint_training_windows False,79,3491,2634,False,0.91,0,0,,i7164,0,752.53515625,752.484375,-1,0,4308509
1744528758,1744528778,20,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 4820 n_samples 545 n_windows 483 disjoint_training_windows True,4820,545,483,True,0.91,0,0,,i7184,0,752.5,752.4505208333334,-1,0,4308513
1744528778,1744528791,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UDetect recent_samples_size 4060 n_samples 3080 n_windows 2443 disjoint_training_windows True,4060,3080,2443,True,0.91,0,0,,i7183,0,740.6015625,740.5520833333334,-1,0,4308517
