start_time,end_time,run_time,program_string,recent_samples_size,n_samples,const,max_depth,threshold,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744542043,1744542062,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4106 n_samples 109 const 0.001 max_depth 6 threshold 0.999,4106,109,0.001,6,0.999,0.57,4,0,,i7036,4,633.8125,633.7408854166666,-1,0.981,4322089
1744542043,1744542062,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3414 n_samples 114 const 10 max_depth 10 threshold 0.999,3414,114,10.0,10,0.999,0.56,5,0,,i7038,5,634.01953125,633.84375,-1,0.912,4322079
1744542043,1744542062,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2608 n_samples 121 const 10 max_depth 20 threshold 0.604023987768754,2608,121,10.0,20,0.604023987768754,0.57,9,0,,i7037,9,633.0078125,631.9739583333334,-1,0.968,4322084
1744542043,1744542062,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2091 n_samples 97 const 10 max_depth 8 threshold 0.999,2091,97,10.0,8,0.999,0.55,3,0,,i7034,3,634.29296875,634.1171875,-1,0.97,4322102
1744542043,1744542062,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3377 n_samples 114 const 10 max_depth 19 threshold 0.999,3377,114,10.0,19,0.999,0.57,7,0,,i7039,7,634.43359375,633.2330729166666,-1,0.912,4322075
1744542043,1744542062,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 2564 n_samples 125 const 0.001 max_depth 20 threshold 0.5840625236638891,2564,125,0.001,20,0.5840625236638891,0.57,9,0,,i7034,9,633.98046875,633.7591145833334,-1,1.0,4322100
1744542043,1744542062,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3041 n_samples 124 const 10 max_depth 20 threshold 0.999,3041,124,10.0,20,0.999,0.57,8,0,,i7048,8,633.0078125,632.83203125,-1,0.992,4322043
1744542044,1744542063,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 4140 n_samples 91 const 10 max_depth 13 threshold 0.999,4140,91,10.0,13,0.999,0.57,6,0,,i7035,6,633.51953125,633.3645833333334,-1,0.91,4322092
1744542044,1744542063,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3342 n_samples 113 const 0.001 max_depth 19 threshold 0.999,3342,113,0.001,19,0.999,0.56,5,0,,i7042,5,633.40234375,633.2278645833334,-1,0.904,4322063
1744542045,1744542064,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 OutdoorObjects 2000 HoeffdingTreeClassifier BNDM recent_samples_size 3026 n_samples 112 const 10 max_depth 10 threshold 0.999,3026,112,10.0,10,0.999,0.57,5,0,,i7046,5,632.76953125,632.59375,-1,0.896,4322049
