start_time,end_time,run_time,program_string,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1744575858,1744575871,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1865 n_reference_samples 538 n_recent_samples 4595 threshold 0.001 stability_offset 1e-12,1865,538,4595,0.001,1e-12,0.91,0,0,,i7096,0,753.53515625,753.484375,-1,0,4333782
1744575858,1744575871,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 4869 n_reference_samples 35 n_recent_samples 790 threshold 0.3893572849583482 stability_offset 0.9,4869,35,790,0.3893572849583482,0.9,0.91,0,0,,i7105,0,753.421875,753.37109375,-1,0,4333778
1744575858,1744575871,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 3447 n_reference_samples 4507 n_recent_samples 1 threshold 0.999 stability_offset 0.9,3447,4507,1,0.999,0.9,0.91,0,0,,i7096,0,752.8984375,752.8424479166666,-1,0,4333784
1744575858,1744575871,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1 n_reference_samples 4077 n_recent_samples 1 threshold 0.999 stability_offset 0.9,1,4077,1,0.999,0.9,0.91,0,0,,i7095,0,752.203125,752.1731770833334,-1,0,4333785
1744575858,1744575871,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1558 n_reference_samples 5000 n_recent_samples 943 threshold 0.001 stability_offset 0.9,1558,5000,943,0.001,0.9,0.91,0,0,,i7102,0,753.76953125,753.7408854166666,-1,0,4333780
1744575859,1744575872,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 2140 n_recent_samples 3487 threshold 0.001 stability_offset 0.9,5000,2140,3487,0.001,0.9,0.91,0,0,,i7103,0,753.23828125,753.1888020833334,-1,0,4333779
1744575875,1744575887,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 5000 n_recent_samples 626 threshold 0.999 stability_offset 0.9,5000,5000,626,0.999,0.9,0.91,0,0,,i7176,0,752.51171875,752.4609375,-1,0,4333788
1744575875,1744575888,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 1 n_reference_samples 2358 n_recent_samples 3607 threshold 0.10268079591506653 stability_offset 0.9,1,2358,3607,0.1026807959150665,0.9,0.91,0,0,,i7184,0,752.5,752.4700520833334,-1,0,4333787
1744575875,1744575888,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 284 n_reference_samples 1486 n_recent_samples 1631 threshold 0.999 stability_offset 0.9,284,1486,1631,0.999,0.9,0.91,0,0,,i7155,0,753.48828125,753.4375,-1,0,4333789
1744575888,1744575901,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Ozone 2000 HoeffdingTreeClassifier UCDD recent_samples_size 5000 n_reference_samples 4384 n_recent_samples 1603 threshold 0.999 stability_offset 1e-12,5000,4384,1603,0.999,1e-12,0.91,0,0,,i7111,0,753.86328125,753.8333333333334,-1,0,4333793
