start_time,end_time,run_time,program_string,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746208325,1746209184,859,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 804 n_subspaces 85 feature_percentage 0.013445468455553056 alpha 0.24514102589711548 window_size 831 mode EDFSMode.RANDOM,804,85,0.013445468455553,0.2451410258971154,831,EDFSMode.RANDOM,0.73,843.0,0,,i7182,843.0,1693.05859375,1328.4831627155172,-1.0,0.4762802843464384,4906264
1746253153,1746255000,1847,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2682 n_subspaces 71 feature_percentage 0.02158587277494371 alpha 0.7912107802592218 window_size 736 mode EDFSMode.RANDOM,2682,71,0.0215858727749437,0.7912107802592218,736,EDFSMode.RANDOM,0.73,1833.0,0,,i7179,1833.0,1669.34765625,1245.4675739247311,-1.0,0.9937635144003923,4916046
1746263803,1746268942,5139,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 1182 n_subspaces 2 feature_percentage 0.13714244612306356 alpha 0.5594088126681745 window_size 102 mode EDFSMode.RANDOM,1182,2,0.1371424461230635,0.5594088126681745,102,EDFSMode.RANDOM,0.58,5119.0,0,,i7178,5119.0,1051.5703125,1003.6924930082685,-1.0,0.0271030652214461,4919007
1746270415,1746272527,2112,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 1675 n_subspaces 51 feature_percentage 0.03723467654548585 alpha 0.9622244688626379 window_size 156 mode EDFSMode.RANDOM,1675,51,0.0372346765454858,0.962224468862638,156,EDFSMode.RANDOM,0.78,2096.0,0,,i7184,2096.0,2090.95703125,1678.2259176002358,-1.0,0.9998877398050472,4921009
1746298968,1746300120,1152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3371 n_subspaces 31 feature_percentage 0.003879556089639664 alpha 0.5679702177215368 window_size 434 mode EDFSMode.RANDOM,3371,31,0.0038795560896396,0.5679702177215368,434,EDFSMode.RANDOM,0.76,1131.0,0,,i7179,1131.0,2912.109375,1998.589198369565,-1.0,0.9995630487796452,4927615
1746323919,1746324369,450,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 254 n_subspaces 16 feature_percentage 0.0274898617323488 alpha 0.39663729216344656 window_size 233 mode EDFSMode.RANDOM,254,16,0.0274898617323488,0.3966372921634465,233,EDFSMode.RANDOM,0.75,432.0,0,,i7183,432.0,1740.15234375,1354.5033118206522,-1.0,0.5404516659412931,4933096
1746334239,1746339449,5210,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4029 n_subspaces 46 feature_percentage 0.09177650706470013 alpha 0.8500964594185352 window_size 115 mode EDFSMode.RANDOM,4029,46,0.0917765070647001,0.8500964594185352,115,EDFSMode.RANDOM,0.78,5193.0,0,,i7179,5193.0,1864.60546875,1565.0659638915547,-1.0,0.9738261037767784,4935293
1746342831,1746344633,1802,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2980 n_subspaces 76 feature_percentage 0.001 alpha 0.999 window_size 100 mode EDFSMode.RANDOM,2980,76,0.001,0.999,100,EDFSMode.RANDOM,0.8,1786.0,0,,i7183,1786.0,2140.546875,1731.362374827348,-1.0,0.9999792750409318,4937170
1746352371,1746355544,3173,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4121 n_subspaces 56 feature_percentage 0.02482841968371412 alpha 0.999 window_size 957 mode EDFSMode.RANDOM,4121,56,0.0248284196837141,0.999,957,EDFSMode.RANDOM,0.73,3156.0,0,,i7180,3156.0,2376.3515625,1711.9037686713837,-1.0,0.9769262122373976,4939124
1746364723,1746369204,4481,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 1576 n_subspaces 82 feature_percentage 0.001 alpha 0.999 window_size 576 mode EDFSMode.RANDOM,1576,82,0.001,0.999,576,EDFSMode.RANDOM,0.75,4466.0,0,,i7180,4466.0,2506.765625,1654.163383908686,-1.0,0.922063791424012,4942018
1746368524,1746372025,3501,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 453 n_subspaces 26 feature_percentage 0.06204177759212562 alpha 0.001 window_size 207 mode EDFSMode.RANDOM,453,26,0.0620417775921256,0.001,207,EDFSMode.RANDOM,0.78,3488.0,0,,i7185,3488.0,2307.6171875,1640.043825676638,-1.0,0.9172366030410424,4942746
1746423770,1746426153,2383,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3934 n_subspaces 31 feature_percentage 0.001 alpha 0.999 window_size 665 mode EDFSMode.RANDOM,3934,31,0.001,0.999,665,EDFSMode.RANDOM,0.73,2369.0,0,,i7185,2369.0,2576.3046875,1773.1403308054394,-1.0,0.9193401863864652,4953047
1746510491,1746511999,1508,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3010 n_subspaces 51 feature_percentage 0.001 alpha 0.6881371570777197 window_size 260 mode EDFSMode.RANDOM,3010,51,0.001,0.6881371570777197,260,EDFSMode.RANDOM,0.78,1490.0,0,,i7182,1490.0,3274.01953125,1903.7215956125829,-1.0,0.9928723411604596,4969451
1746651650,1746653016,1366,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3227 n_subspaces 81 feature_percentage 0.001 alpha 0.001 window_size 782 mode EDFSMode.RANDOM,3227,81,0.001,0.001,782,EDFSMode.RANDOM,0.74,1346.0,0,,i7183,1346.0,2108.89453125,1322.711564781022,-1.0,0.9843923787417188,4994738
1745669372,1745675745,6373,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 1803 n_subspaces 57 feature_percentage 0.03580754566192627 alpha 0.1101875690817833 window_size 677 mode EDFSMode.RANDOM,1803,57,0.0358075456619262,0.1101875690817833,677,EDFSMode.RANDOM,0.74,6358.0,0,,i7181,6358.0,2521.77734375,1792.5019041438088,-1.0,0.9219843457475838,4764795
1747422680,1747424023,1343,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 3003 n_subspaces 6 feature_percentage 0.00227449032664299 alpha 0.06653169129788876 window_size 318 mode EDFSMode.RANDOM,3003,6,0.0022744903266429,0.0665316912978887,318,EDFSMode.RANDOM,0.64,1326.0,0,,i7017,1326.0,1379.09765625,1204.2031539351851,-1.0,0.2546855678293369,5086218
1747452758,1747454851,2093,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2477 n_subspaces 31 feature_percentage 0.10218080715835094 alpha 0.5282957103587687 window_size 174 mode EDFSMode.RANDOM,2477,31,0.1021808071583509,0.5282957103587687,174,EDFSMode.RANDOM,0.79,2076.0,0,,i7024,2076.0,2704.84765625,1862.2434523809525,-1.0,0.9973558406388814,5088161
1747501669,1747502751,1082,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 759 n_subspaces 39 feature_percentage 0.017942094283178448 alpha 0.7764791954308748 window_size 387 mode EDFSMode.RANDOM,759,39,0.0179420942831784,0.7764791954308748,387,EDFSMode.RANDOM,0.76,1067.0,0,,i7005,1067.0,2325.2421875,1441.975236525229,-1.0,0.9307060993554538,5092433
1747537803,1747539684,1881,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4662 n_subspaces 51 feature_percentage 0.03688626570254564 alpha 0.6708925604559481 window_size 102 mode EDFSMode.RANDOM,4662,51,0.0368862657025456,0.6708925604559481,102,EDFSMode.RANDOM,0.79,1850.0,0,,i7110,1850.0,1610.36328125,1519.675154578877,-1.0,0.999896375204659,5094787
1747540704,1747544209,3505,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 191 n_subspaces 76 feature_percentage 0.0656207722350955 alpha 0.23629768218658864 window_size 253 mode EDFSMode.RANDOM,191,76,0.0656207722350955,0.2362976821865886,253,EDFSMode.RANDOM,0.73,3492.0,0,,i7111,3492.0,1545.109375,1172.3299612713674,-1.0,0.3618698748903304,5095368
1747244092,1747250110,6018,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2457 n_subspaces 83 feature_percentage 0.0403960960060358 alpha 0.07705495296791195 window_size 337 mode EDFSMode.RANDOM,2457,83,0.0403960960060358,0.0770549529679119,337,EDFSMode.RANDOM,0.75,5979.0,0,,i7173,5979.0,1805.109375,1220.9999869791666,-1.0,0.977371798857364,5035327
1747251752,1747253310,1558,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 4202 n_subspaces 11 feature_percentage 0.0043965551629662515 alpha 0.3125341168530285 window_size 206 mode EDFSMode.RANDOM,4202,11,0.0043965551629662,0.3125341168530285,206,EDFSMode.RANDOM,0.75,1542.0,0,,i7173,1542.0,2136.94140625,1699.5332155652866,-1.0,0.8424851298418685,5036989
1747267775,1747272368,4593,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 2760 n_subspaces 71 feature_percentage 0.05661112304776907 alpha 0.6796384242679924 window_size 258 mode EDFSMode.RANDOM,2760,71,0.056611123047769,0.6796384242679924,258,EDFSMode.RANDOM,0.78,4573.0,0,,i7178,4573.0,2679.55859375,1519.5305606617646,-1.0,0.993179761386638,5040105
1747274254,1747277824,3570,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 207 n_subspaces 95 feature_percentage 0.11525654239207506 alpha 0.49042926559597255 window_size 115 mode EDFSMode.RANDOM,207,95,0.115256542392075,0.4904292655959725,115,EDFSMode.RANDOM,0.78,3550.0,0,,i7182,3550.0,2232.390625,1628.547575280112,-1.0,0.8894737932892582,5041210
1747297683,1747300954,3271,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 ForestCovertype 2000 HoeffdingTreeClassifier EDFS recent_samples_size 775 n_subspaces 48 feature_percentage 0.018662296533584595 alpha 0.9463662391807884 window_size 496 mode EDFSMode.RANDOM,775,48,0.0186622965335845,0.9463662391807884,496,EDFSMode.RANDOM,0.75,3239.0,0,,i7170,3239.0,2016.25,1557.9572948619632,-1.0,0.714752025864749,5045617
