start_time,end_time,run_time,program_string,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS,OO_Info_SLURM_JOB_ID
1746865637,1746866030,393,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4144 n_samples 2308 confidence 0.001 feature_proportion 0.981736160521979 n_clusters 23,4144,2308,0.981736160521979,23,0.001,0.9,370.0,0,,i7178,370.0,820.37109375,717.7220552884615,-1.0,0.9982966655020968,5023436
1746868760,1746869062,302,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 427 n_samples 3390 confidence 0.1 feature_proportion 0.8764559196365982 n_clusters 18,427,3390,0.8764559196365982,18,0.1,0.76,268.0,0,,i7001,268.0,623.734375,591.8814655172414,-1.0,0.1254362603526833,5023474
1746872134,1746872505,371,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1603 n_samples 3022 confidence 0.005 feature_proportion 0.42478527810855915 n_clusters 50,1603,3022,0.4247852781085591,50,0.005,0.88,336.0,0,,i7001,336.0,693.29296875,623.5138888888889,-1.0,0.5270980088273588,5023489
1746875727,1746875920,193,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3130 n_samples 1232 confidence 0.005 feature_proportion 0.8733407571622519 n_clusters 28,3130,1232,0.8733407571622519,28,0.005,,,1,,i7018,,,,,,5023504
1746879442,1746879815,373,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1722 n_samples 1773 confidence 0.001 feature_proportion 0.5602374270159887 n_clusters 1,1722,1773,0.5602374270159887,1,0.001,0.91,361.0,0,,i7018,361.0,793.046875,686.6067708333334,-1.0,0.9679993133470584,5023515
1746882938,1746883182,244,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2258 n_samples 3234 confidence 0.01 feature_proportion 0.6731489460805294 n_clusters 48,2258,3234,0.6731489460805294,48,0.01,0.72,228.0,0,,i7178,228.0,663.5,626.7875,-1.0,0.6933405544722504,5023524
1746886634,1746886945,311,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4921 n_samples 3626 confidence 0.25 feature_proportion 0.001 n_clusters 5,4921,3626,0.001,5,0.25,0.88,294.0,0,,i7018,294.0,742.734375,649.2569580078125,-1.0,0.9966102555485306,5023534
1746890480,1746890843,363,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4637 n_samples 2968 confidence 0.001 feature_proportion 0.8986758509185977 n_clusters 11,4637,2968,0.8986758509185977,11,0.001,0.89,326.0,0,,i7178,326.0,807.578125,709.8206473214286,-1.0,0.995894589102286,5023544
1746894459,1746894509,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1050 n_samples 1104 confidence 0.001 feature_proportion 0.7539548243444377 n_clusters 34,1050,1104,0.7539548243444377,34,0.001,,,1,,i7178,,,,,,5023556
1746898498,1746898942,444,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2812 n_samples 1413 confidence 0.01 feature_proportion 0.674522599903294 n_clusters 50,2812,1413,0.674522599903294,50,0.01,0.88,368.0,0,,i7178,368.0,799.86328125,699.9063501602565,-1.0,0.9992625734253222,5023569
1746902186,1746904456,2270,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1774 n_samples 177 confidence 0.001 feature_proportion 0.5901484021418624 n_clusters 1,1774,177,0.5901484021418624,1,0.001,0.91,2247.0,0,,i7178,2247.0,668.14453125,635.1360820484582,-1.0,0.9998718570214494,5023578
1746906037,1746906530,493,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1842 n_samples 1812 confidence 0.05 feature_proportion 0.5487393277429714 n_clusters 50,1842,1812,0.5487393277429714,50,0.05,0.9,435.0,0,,i7178,435.0,830.4453125,708.8688858695652,-1.0,0.9967226828787684,5023587
1746910007,1746910026,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4832 n_samples 158 confidence 0.005 feature_proportion 0.9854949889254855 n_clusters 16,4832,158,0.9854949889254856,16,0.005,,,1,,i7018,,,,,,5023606
1746914040,1746914091,51,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 954 n_samples 32 confidence 0.05 feature_proportion 0.8127122917036859 n_clusters 46,954,32,0.8127122917036859,46,0.05,,,1,,i7001,,,,,,5023622
1746917888,1746918174,286,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4646 n_samples 4271 confidence 0.001 feature_proportion 0.5619818160137894 n_clusters 1,4646,4271,0.5619818160137894,1,0.001,0.86,265.0,0,,i7018,265.0,722.671875,637.2746497844828,-1.0,0.9917867604125236,5023633
1746921656,1746922070,414,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4136 n_samples 4194 confidence 0.025 feature_proportion 0.9625431590940278 n_clusters 4,4136,4194,0.9625431590940278,4,0.025,0.86,267.0,0,,i7014,267.0,738.859375,665.8231411637931,-1.0,0.9799988152818964,5023644
1746925433,1746925464,31,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2660 n_samples 347 confidence 0.05 feature_proportion 0.8120268184214112 n_clusters 45,2660,347,0.8120268184214112,45,0.05,,,1,,i7014,,,,,,5023656
1746929180,1746929706,526,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4421 n_samples 742 confidence 0.001 feature_proportion 0.8204385130305372 n_clusters 1,4421,742,0.8204385130305372,1,0.001,0.92,498.0,0,,i7018,498.0,757.75,693.5293719951923,-1.0,0.99925894673725,5023662
1746932712,1746932966,254,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1564 n_samples 4849 confidence 0.05 feature_proportion 0.999 n_clusters 26,1564,4849,0.999,26,0.05,0.84,222.0,0,,i7018,222.0,729.16796875,676.69765625,-1.0,0.3195305614959363,5023666
1746936654,1746936704,50,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 690 n_samples 266 confidence 0.25 feature_proportion 0.8138034891372091 n_clusters 47,690,266,0.8138034891372091,47,0.25,,,1,,i7018,,,,,,5023672
1746940390,1746940712,322,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4403 n_samples 2973 confidence 0.001 feature_proportion 0.5510124533438819 n_clusters 1,4403,2973,0.5510124533438819,1,0.001,0.89,277.0,0,,i7018,277.0,711.1875,632.9919270833333,-1.0,0.9972799839458608,5023676
1746943617,1746943883,266,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1865 n_samples 3535 confidence 0.1 feature_proportion 0.8545576254729937 n_clusters 22,1865,3535,0.8545576254729937,22,0.1,0.87,257.0,0,,i7018,257.0,730.984375,656.9647042410714,-1.0,0.5253197227759637,5023679
1746946737,1746947318,581,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1248 n_samples 453 confidence 0.05 feature_proportion 0.22356507766682424 n_clusters 50,1248,453,0.2235650776668242,50,0.05,0.92,524.0,0,,i7018,524.0,751.0546875,680.9164772727273,-1.0,0.999533366134712,5023681
1746950561,1746950599,38,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1267 n_samples 1014 confidence 0.001 feature_proportion 0.7829533081370218 n_clusters 21,1267,1014,0.7829533081370218,21,0.001,,,1,,i7018,,,,,,5023691
1746954553,1746954868,315,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 731 n_samples 3370 confidence 0.001 feature_proportion 0.5880793853358903 n_clusters 1,731,3370,0.5880793853358903,1,0.001,0.79,212.0,0,,i7018,212.0,680.41796875,627.41943359375,-1.0,0.2156235304357707,5023695
1746958409,1746958781,372,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3800 n_samples 1916 confidence 0.001 feature_proportion 0.7718139698696811 n_clusters 17,3800,1916,0.7718139698696811,17,0.001,0.9,350.0,0,,i7018,350.0,804.70703125,695.070629222973,-1.0,0.9982628164134232,5023700
1746963366,1746963518,152,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 527 n_samples 303 confidence 0.005 feature_proportion 0.9825421679372895 n_clusters 15,527,303,0.9825421679372895,15,0.005,,,1,,i7094,,,,,,5024273
1746966418,1746966961,543,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3154 n_samples 1003 confidence 0.005 feature_proportion 0.2682178739840748 n_clusters 1,3154,1003,0.2682178739840748,1,0.005,0.91,377.0,0,,i7010,377.0,744.08203125,594.15068359375,-1.0,0.9998162478043426,5024277
1746969447,1746969819,372,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1316 n_samples 2496 confidence 0.005 feature_proportion 0.39774559340120036 n_clusters 25,1316,2496,0.3977455934012003,25,0.005,0.89,343.0,0,,i7018,343.0,724.22265625,673.4486908783783,-1.0,0.5234084581619219,5024281
1746972625,1746973027,402,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1031 n_samples 668 confidence 0.05 feature_proportion 0.23861270728837836 n_clusters 1,1031,668,0.2386127072883783,1,0.05,0.92,389.0,0,,i7018,389.0,800.30078125,698.7906821646342,-1.0,0.9991864129758063,5024286
1746976088,1746976379,291,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 337 n_samples 605 confidence 0.1 feature_proportion 0.5112893755147295 n_clusters 9,337,605,0.5112893755147295,9,0.1,0.88,255.0,0,,i7018,255.0,697.6171875,619.3833705357143,-1.0,0.5565056135086878,5024290
1746983972,1746984246,274,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2704 n_samples 2894 confidence 0.025 feature_proportion 0.9016264428279914 n_clusters 50,2704,2894,0.9016264428279914,50,0.025,0.83,239.0,0,,i7014,239.0,716.67578125,642.3939302884615,-1.0,0.9283547771339736,5024648
1746988781,1746989249,468,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2584 n_samples 907 confidence 0.005 feature_proportion 0.999 n_clusters 1,2584,907,0.999,1,0.005,0.89,427.0,0,,i7015,427.0,643.4296875,575.0137152777778,-1.0,0.9999794487675908,5025072
1746994720,1746995123,403,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3140 n_samples 1103 confidence 0.001 feature_proportion 0.999 n_clusters 1,3140,1103,0.999,1,0.001,0.91,377.0,0,,i7018,377.0,846.01171875,733.2291015625,-1.0,0.9987258235906388,5025088
1747000185,1747000498,313,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1655 n_samples 617 confidence 0.005 feature_proportion 0.999 n_clusters 33,1655,617,0.999,33,0.005,,,1,,i7176,,,,,,5025093
1747003432,1747003853,421,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1734 n_samples 2864 confidence 0.25 feature_proportion 0.001 n_clusters 1,1734,2864,0.001,1,0.25,0.9,269.0,0,,i7018,269.0,700.23828125,628.1026400862069,-1.0,0.6016167775425804,5025098
1747006588,1747006606,18,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2685 n_samples 510 confidence 0.005 feature_proportion 0.999 n_clusters 29,2685,510,0.999,29,0.005,,,1,,i7018,,,,,,5025102
1747013419,1747013735,316,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1359 n_samples 2230 confidence 0.005 feature_proportion 0.4761603033433401 n_clusters 11,1359,2230,0.4761603033433401,11,0.005,0.88,292.0,0,,i7018,292.0,735.890625,653.405029296875,-1.0,0.6062262980823282,5025111
1747010138,1747016257,6119,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4153 n_samples 4711 confidence 0.005 feature_proportion 0.44740439376783364 n_clusters 30,4153,4711,0.4474043937678336,30,0.005,0.84,5961.0,0,,i7176,5961.0,682.38671875,647.4897248641304,-1.0,0.873574862699634,5025107
1747019693,1747020109,416,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 3142 n_samples 1406 confidence 0.1 feature_proportion 0.7560898567110358 n_clusters 1,3142,1406,0.7560898567110358,1,0.1,0.9,330.0,0,,i7018,330.0,781.765625,674.8650669642857,-1.0,0.9994281921806188,5025118
1747017022,1747021933,4911,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2438 n_samples 2301 confidence 0.1 feature_proportion 0.30770916915833 n_clusters 50,2438,2301,0.30770916915833,50,0.1,0.8,4634.0,0,,i7176,4634.0,606.8828125,555.9591481854839,-1.0,0.9960033897444516,5025115
1747023493,1747023759,266,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4861 n_samples 692 confidence 0.005 feature_proportion 0.9985161138330911 n_clusters 31,4861,692,0.9985161138330912,31,0.005,,,1,,i7018,,,,,,5025123
1747027061,1747027574,513,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4630 n_samples 1569 confidence 0.005 feature_proportion 0.24870298045187494 n_clusters 1,4630,1569,0.2487029804518749,1,0.005,0.91,339.0,0,,i7018,339.0,844.59375,709.5375434027778,-1.0,0.999805367740126,5025128
1747029938,1747030359,421,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2023 n_samples 876 confidence 0.005 feature_proportion 0.2504291419370374 n_clusters 1,2023,876,0.2504291419370374,1,0.005,0.68,178.0,0,,i7018,178.0,596.0546875,555.3078125,-1.0,0.9995442461989288,5025132
1747034961,1747034986,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 423 n_samples 1 confidence 0.005 feature_proportion 0.6809234943805991 n_clusters 21,423,1,0.6809234943805991,21,0.005,,,1,,i7018,,,,,,5025143
1746194074,1746194339,265,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4523 n_samples 4215 confidence 0.1 feature_proportion 0.6953214965902899 n_clusters 6,4523,4215,0.6953214965902899,6,0.1,0.84,257.0,0,,i7173,257.0,717.80078125,623.1116071428571,-1.0,0.9939942045524608,4903466
1746195484,1746195503,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 635 n_samples 487 confidence 0.001 feature_proportion 0.5581531852342745 n_clusters 28,635,487,0.5581531852342745,28,0.001,,,1,,i7170,,,,,,4903750
1746197124,1746197149,25,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 978 n_samples 220 confidence 0.005 feature_proportion 0.9568764517111074 n_clusters 8,978,220,0.9568764517111074,8,0.005,,,1,,i7169,,,,,,4904060
1746200024,1746200316,292,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 4349 n_samples 4802 confidence 0.1 feature_proportion 0.7245613181995094 n_clusters 39,4349,4802,0.7245613181995094,39,0.1,0.85,279.0,0,,i7179,279.0,677.859375,601.0032552083334,-1.0,0.8990305862783048,4904637
1746201335,1746202619,1284,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1692 n_samples 328 confidence 0.25 feature_proportion 0.43754603385875634 n_clusters 50,1692,328,0.4375460338587563,50,0.25,0.92,1269.0,0,,i7178,1269.0,704.91796875,645.2565709786821,-1.0,0.9996216155444686,4904942
1746202967,1746203458,491,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1073 n_samples 593 confidence 0.005 feature_proportion 0.9566865723586815 n_clusters 4,1073,593,0.9566865723586816,4,0.005,0.92,476.0,0,,i7175,476.0,802.140625,702.4784375,-1.0,0.9991876218718304,4905235
1746204446,1746205259,813,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 1644 n_samples 456 confidence 0.005 feature_proportion 0.9489526214497349 n_clusters 1,1644,456,0.9489526214497348,1,0.005,0.92,802.0,0,,i7173,802.0,748.1796875,681.6259412650602,-1.0,0.9999794487675908,4905517
1746205945,1746206578,633,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 PokerHand 2000 HoeffdingTreeClassifier CSDDM recent_samples_size 2917 n_samples 377 confidence 0.1 feature_proportion 0.7484570070213872 n_clusters 11,2917,377,0.7484570070213872,11,0.1,0.92,620.0,0,,i7171,620.0,798.43359375,706.1614990234375,-1.0,0.999923839550484,4905810
