start_time,end_time,run_time,program_string,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745672033,1745672047,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4772 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.999 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1,4772,1,1,0.999,0.999,0.001,str\(\'ks-test\'\),str\(\'full\'\),1,,,1,,i7179,4765855,,,,,
1745673053,1745673067,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4701 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.001 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1529,4701,1,1,0.999,0.001,0.001,str\(\'ks-test\'\),str\(\'full\'\),1529,,,1,,i7178,4766209,,,,,
1745673572,1745673585,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4762 batch_size 1 detection_buf_size 1249 overlap 0.999 alpha 0.999 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1,4762,1,1249,0.999,0.999,0.001,str\(\'ks-test\'\),str\(\'full\'\),1,,,1,,i7175,4766380,,,,,
1745674013,1745674026,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4741 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.999 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1,4741,1,1,0.999,0.999,0.001,str\(\'ks-test\'\),str\(\'full\'\),1,,,1,,i7175,4766516,,,,,
1745674412,1745674426,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4753 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.1848307960740677 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1,4753,1,1,0.999,0.1848307960740677,0.001,str\(\'ks-test\'\),str\(\'full\'\),1,,,1,,i7176,4766633,,,,,
1745674792,1745674806,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4766 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.001 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2207,4766,1,1,0.999,0.001,0.001,str\(\'ks-test\'\),str\(\'full\'\),2207,,,1,,i7178,4766743,,,,,
1745675193,1745675206,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4766 batch_size 1 detection_buf_size 1 overlap 0.6377537958927547 alpha 0.29383829639359327 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2207,4766,1,1,0.6377537958927547,0.2938382963935932,0.001,str\(\'ks-test\'\),str\(\'bounded\'\),2207,,,1,,i7178,4766844,,,,,
1745675452,1745675466,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4747 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.999 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1,4747,1,1,0.999,0.999,0.001,str\(\'ks-test\'\),str\(\'full\'\),1,,,1,,i7176,4766919,,,,,
1745675799,1745675851,52,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4868 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.999 gamma 0.001 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1,4868,1,1,0.999,0.999,0.001,str\(\'ks-test\'\),str\(\'full\'\),1,,,1,,i7173,4767203,,,,,
1745676154,1745676168,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4750 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.8398759781061658 gamma 0.001 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 1,4750,1,1,0.999,0.8398759781061658,0.001,str\(\'t-test\'\),str\(\'full\'\),1,,,1,,i7185,4768095,,,,,
1745676534,1745676547,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4823 batch_size 1 detection_buf_size 1 overlap 0.999 alpha 0.999 gamma 0.001 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 725,4823,1,1,0.999,0.999,0.001,str\(\'t-test\'\),str\(\'full\'\),725,,,1,,i7185,4768200,,,,,
1747593590,1747593826,236,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1114 batch_size 901 detection_buf_size 3228 overlap 0.45126045228540895 alpha 0.7370922536756843 gamma 6.860760885238649 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 1202,1114,901,3228,0.4512604522854089,0.7370922536756843,6.860760885238649,str\(\'ks-test\'\),str\(\'full\'\),1202,0.71,225.0,0,,i7185,5111327,225.0,489.73828125,488.493125,-1.0,0.0
1747593736,1747594202,466,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2889 batch_size 244 detection_buf_size 2343 overlap 0.5669367586616427 alpha 0.023905547298491002 gamma 1.4188006533430888 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 277,2889,244,2343,0.5669367586616427,0.023905547298491,1.4188006533430888,str\(\'ks-test\'\),str\(\'full\'\),277,0.71,423.0,0,,i7163,5111431,423.0,489.12890625,441.53229166666665,-1.0,0.0
1747594134,1747594376,242,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4379 batch_size 1001 detection_buf_size 492 overlap 0.36807871008850634 alpha 0.8998695517033338 gamma 4.222303384443745 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 543,4379,1001,492,0.3680787100885063,0.8998695517033338,4.222303384443745,str\(\'ks-test\'\),str\(\'full\'\),543,0.71,189.0,0,,i7112,5111931,189.0,487.71484375,486.4183407738095,-1.0,0.0
1747594249,1747594628,379,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 428 batch_size 1615 detection_buf_size 2110 overlap 0.09430358127690852 alpha 0.23570176917687058 gamma 7.559629929202609 statistical_test str\(\'ks-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4717,428,1615,2110,0.0943035812769085,0.2357017691768705,7.559629929202609,str\(\'ks-test\'\),str\(\'bounded\'\),4717,0.71,358.0,0,,i7159,5112057,358.0,496.62890625,489.2057976973685,-1.0,0.0
1747594739,1747595069,330,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1467 batch_size 339 detection_buf_size 3984 overlap 0.7358248337507248 alpha 0.3738383037280291 gamma 9.062517770989798 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 790,1467,339,3984,0.7358248337507248,0.3738383037280291,9.062517770989798,str\(\'ks-test\'\),str\(\'full\'\),790,0.71,319.0,0,,i7140,5112667,319.0,488.3046875,486.5011488970589,-1.0,0.0
1747594998,1747595189,191,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 4178 batch_size 550 detection_buf_size 2984 overlap 0.8353469248600304 alpha 0.1266257371455431 gamma 6.084838006050327 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 2729,4178,550,2984,0.8353469248600304,0.1266257371455431,6.084838006050327,str\(\'t-test\'\),str\(\'full\'\),2729,0.71,183.0,0,,i7153,5112984,183.0,488.0703125,487.0450148809524,-1.0,0.0
1747595979,1747596257,278,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2476 batch_size 1217 detection_buf_size 1447 overlap 0.20496361007355154 alpha 0.5975915647279472 gamma 0.6331129208467902 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 3596,2476,1217,1447,0.2049636100735515,0.5975915647279472,0.6331129208467902,str\(\'t-test\'\),str\(\'full\'\),3596,0.71,265.0,0,,i7147,5114039,265.0,488.59765625,487.49973060344826,-1.0,0.0
1747597702,1747597900,198,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1639 batch_size 1309 detection_buf_size 2595 overlap 0.3158011536337435 alpha 0.10207918558642268 gamma 4.92399876563903 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 2284,1639,1309,2595,0.3158011536337435,0.1020791855864226,4.92399876563903,str\(\'t-test\'\),str\(\'bounded\'\),2284,0.71,186.0,0,,i7088,5115647,186.0,489.39453125,487.61830357142856,-1.0,0.0
1747598239,1747598409,170,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3901 batch_size 808 detection_buf_size 2179 overlap 0.9027468938194215 alpha 0.31206195771507916 gamma 5.028549981086515 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 422,3901,808,2179,0.9027468938194216,0.3120619577150791,5.028549981086515,str\(\'t-test\'\),str\(\'full\'\),422,0.71,160.0,0,,i7168,5116070,160.0,488.0,486.3984375,-1.0,0.0
1747598759,1747598870,111,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 984 batch_size 1421 detection_buf_size 573 overlap 0.681410317864269 alpha 0.5835270347017795 gamma 1.7637336541060358 statistical_test str\(\'t-test\'\) approximation_type str\(\'bounded\'\) subset_bound 4985,984,1421,573,0.681410317864269,0.5835270347017795,1.7637336541060358,str\(\'t-test\'\),str\(\'bounded\'\),4985,0.71,99.0,0,,i7149,5116470,99.0,485.6796875,483.833984375,-1.0,0.0
1747601800,1747602588,788,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 3523 batch_size 432 detection_buf_size 25 overlap 0.1581221394352615 alpha 0.674347008889541 gamma 7.8482635543197405 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 10,3523,432,25,0.1581221394352615,0.674347008889541,7.8482635543197405,str\(\'t-test\'\),str\(\'full\'\),10,0.71,775.0,0,,i7068,5118673,775.0,494.10546875,490.917431640625,-1.0,0.0
1747599862,1747604867,5005,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2121 batch_size 220 detection_buf_size 3699 overlap 0.02091436771862209 alpha 0.9638463680744171 gamma 0.44465761602483694 statistical_test str\(\'t-test\'\) approximation_type str\(\'full\'\) subset_bound 747,2121,220,3699,0.020914367718622,0.9638463680744171,0.4446576160248369,str\(\'t-test\'\),str\(\'full\'\),747,0.71,4995.0,0,,i7086,5117276,4995.0,494.328125,441.4174463572854,-1.0,0.0
1747617945,1747618077,132,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 2531 batch_size 1114 detection_buf_size 2514 overlap 0.6262352871913462 alpha 0.414527074014768 gamma 2.4703113595200703 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 2813,2531,1114,2514,0.6262352871913462,0.414527074014768,2.4703113595200703,str\(\'ks-test\'\),str\(\'full\'\),2813,0.71,121.0,0,,i7135,5127475,121.0,487.70703125,485.796875,-1.0,0.0
1747617863,1747618359,496,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 834 batch_size 536 detection_buf_size 1611 overlap 0.259109769500792 alpha 0.8240906055793166 gamma 7.063968540640548 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 3196,834,536,1611,0.259109769500792,0.8240906055793166,7.063968540640548,str\(\'ks-test\'\),str\(\'full\'\),3196,0.71,484.0,0,,i7141,5127435,484.0,488.73046875,484.5014552696079,-1.0,0.0
1747618850,1747619029,179,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 Electricity 2000 HoeffdingTreeClassifier SlidShaps recent_samples_size 1744 batch_size 706 detection_buf_size 1187 overlap 0.5515321769937873 alpha 0.18934812465310097 gamma 9.865030128256418 statistical_test str\(\'ks-test\'\) approximation_type str\(\'full\'\) subset_bound 3560,1744,706,1187,0.5515321769937873,0.1893481246531009,9.865030128256418,str\(\'ks-test\'\),str\(\'full\'\),3560,0.71,162.0,0,,i7131,5128002,162.0,487.80859375,486.356291118421,-1.0,0.0
