start_time,end_time,run_time,program_string,recent_samples_size,feature_id,p,big_windowSize,small_windowSize,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID
1748230988,1748230994,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1746 feature_id 0 p 363 big_windowSize 1644 small_windowSize 875,1746,0,363,1644,875,,,1,,i7143,5201132
1748231028,1748231034,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1873 feature_id 2 p 488 big_windowSize 1855 small_windowSize 696,1873,2,488,1855,696,,,1,,i7143,5201136
1748231028,1748231034,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1196 feature_id 2 p 88 big_windowSize 748 small_windowSize 285,1196,2,88,748,285,,,1,,i7143,5201135
1748245757,1748245763,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1445 feature_id 4 p 346 big_windowSize 715 small_windowSize 667,1445,4,346,715,667,,,1,,i7159,5202204
1748245767,1748245780,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1068 feature_id 1 p 471 big_windowSize 786 small_windowSize 779,1068,1,471,786,779,,,1,,i7156,5202205
1748245817,1748245830,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1699 feature_id 4 p 432 big_windowSize 1411 small_windowSize 1176,1699,4,432,1411,1176,,,1,,i7156,5202209
1748245937,1748245950,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1549 feature_id 1 p 159 big_windowSize 1155 small_windowSize 784,1549,1,159,1155,784,,,1,,i7156,5202215
1748245946,1748245959,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1379 feature_id 3 p 261 big_windowSize 264 small_windowSize 198,1379,3,261,264,198,,,1,,i7147,5202216
1748245977,1748245990,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1922 feature_id 4 p 33 big_windowSize 1351 small_windowSize 646,1922,4,33,1351,646,,,1,,i7156,5202218
1748260963,1748260969,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1819 feature_id 3 p 157 big_windowSize 811 small_windowSize 292,1819,3,157,811,292,,,1,,i7125,5203458
1748261036,1748261043,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1570 feature_id 0 p 414 big_windowSize 781 small_windowSize 660,1570,0,414,781,660,,,1,,i7125,5203465
1748261184,1748261197,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1875 feature_id 0 p 230 big_windowSize 1585 small_windowSize 1338,1875,0,230,1585,1338,,,1,,i7124,5203477
1748275948,1748275961,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 806 feature_id 0 p 308 big_windowSize 123 small_windowSize 97,806,0,308,123,97,,,1,,i7148,5205384
1748276006,1748276018,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1796 feature_id 2 p 218 big_windowSize 628 small_windowSize 625,1796,2,218,628,625,,,1,,i7147,5205390
1748276085,1748276098,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1849 feature_id 3 p 269 big_windowSize 1550 small_windowSize 1050,1849,3,269,1550,1050,,,1,,i7146,5205397
1748276086,1748276098,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 592 feature_id 1 p 66 big_windowSize 470 small_windowSize 188,592,1,66,470,188,,,1,,i7145,5205398
1748276097,1748276110,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1961 feature_id 0 p 94 big_windowSize 1213 small_windowSize 439,1961,0,94,1213,439,,,1,,i7145,5205401
1748276206,1748276219,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1833 feature_id 1 p 461 big_windowSize 1253 small_windowSize 999,1833,1,461,1253,999,,,1,,i7144,5205409
1748290888,1748290901,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1710 feature_id 3 p 337 big_windowSize 1245 small_windowSize 572,1710,3,337,1245,572,,,1,,i7184,5206383
1748290989,1748291002,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1531 feature_id 4 p 475 big_windowSize 659 small_windowSize 491,1531,4,475,659,491,,,1,,i7167,5206389
1748291012,1748291038,26,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1390 feature_id 2 p 204 big_windowSize 622 small_windowSize 369,1390,2,204,622,369,,,1,,i7157,5206392
1748291038,1748291051,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1910 feature_id 4 p 495 big_windowSize 1521 small_windowSize 787,1910,4,495,1521,787,,,1,,i7163,5206394
1748291109,1748291122,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1704 feature_id 0 p 442 big_windowSize 427 small_windowSize 295,1704,0,442,427,295,,,1,,i7163,5206396
1748291128,1748291141,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1351 feature_id 4 p 109 big_windowSize 1037 small_windowSize 694,1351,4,109,1037,694,,,1,,i7163,5206398
1748305856,1748305869,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1102 feature_id 1 p 335 big_windowSize 1004 small_windowSize 328,1102,1,335,1004,328,,,1,,i7151,5207387
1748305948,1748305961,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1279 feature_id 3 p 353 big_windowSize 912 small_windowSize 820,1279,3,353,912,820,,,1,,i7144,5207393
1748305996,1748306009,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1895 feature_id 0 p 298 big_windowSize 1286 small_windowSize 1227,1895,0,298,1286,1227,,,1,,i7144,5207395
1748306036,1748306049,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 795 feature_id 0 p 220 big_windowSize 766 small_windowSize 457,795,0,220,766,457,,,1,,i7144,5207398
1748306158,1748306171,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1738 feature_id 2 p 72 big_windowSize 1181 small_windowSize 1053,1738,2,72,1181,1053,,,1,,i7129,5207407
1748321124,1748321143,19,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1492 feature_id 1 p 142 big_windowSize 939 small_windowSize 544,1492,1,142,939,544,,,1,,i7135,5208396
1748321144,1748321150,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 818 feature_id 4 p 157 big_windowSize 675 small_windowSize 632,818,4,157,675,632,,,1,,i7135,5208399
1748321204,1748321210,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1814 feature_id 0 p 4 big_windowSize 1611 small_windowSize 577,1814,0,4,1611,577,,,1,,i7135,5208404
1748321218,1748321231,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1241 feature_id 4 p 416 big_windowSize 969 small_windowSize 412,1241,4,416,969,412,,,1,,i7135,5208405
1748321339,1748321352,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1377 feature_id 0 p 398 big_windowSize 1064 small_windowSize 919,1377,0,398,1064,919,,,1,,i7144,5208416
1748321364,1748321376,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 757 feature_id 2 p 198 big_windowSize 345 small_windowSize 224,757,2,198,345,224,,,1,,i7133,5208420
1748336096,1748336102,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1937 feature_id 3 p 278 big_windowSize 1822 small_windowSize 1468,1937,3,278,1822,1468,,,1,,i7169,5209364
1748336159,1748336172,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1625 feature_id 4 p 228 big_windowSize 1090 small_windowSize 401,1625,4,228,1090,401,,,1,,i7156,5209371
1748336176,1748336182,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1371 feature_id 3 p 140 big_windowSize 1369 small_windowSize 1059,1371,3,140,1369,1059,,,1,,i7155,5209374
1748336236,1748336249,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1989 feature_id 0 p 211 big_windowSize 995 small_windowSize 893,1989,0,211,995,893,,,1,,i7155,5209378
1748336337,1748336350,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1868 feature_id 0 p 359 big_windowSize 535 small_windowSize 419,1868,0,359,535,419,,,1,,i7155,5209387
1748351445,1748351458,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1889 feature_id 1 p 455 big_windowSize 1120 small_windowSize 519,1889,1,455,1120,519,,,1,,i7185,5210543
1748351485,1748351498,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1513 feature_id 3 p 330 big_windowSize 1378 small_windowSize 911,1513,3,330,1378,911,,,1,,i7185,5210545
1748351505,1748351518,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1531 feature_id 1 p 23 big_windowSize 937 small_windowSize 360,1531,1,23,937,360,,,1,,i7180,5210547
1748351545,1748351551,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1903 feature_id 3 p 148 big_windowSize 571 small_windowSize 195,1903,3,148,571,195,,,1,,i7180,5210550
1748351625,1748351631,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1727 feature_id 0 p 165 big_windowSize 1475 small_windowSize 703,1727,0,165,1475,703,,,1,,i7180,5210554
1748351665,1748351671,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1215 feature_id 1 p 378 big_windowSize 390 small_windowSize 144,1215,1,378,390,144,,,1,,i7180,5210555
1748351666,1748351679,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1854 feature_id 3 p 40 big_windowSize 1030 small_windowSize 868,1854,3,40,1030,868,,,1,,i7175,5210557
1748351686,1748351693,7,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1960 feature_id 2 p 339 big_windowSize 1741 small_windowSize 1635,1960,2,339,1741,1635,,,1,,i7180,5210558
1748366781,1748366794,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1838 feature_id 1 p 222 big_windowSize 1795 small_windowSize 1177,1838,1,222,1795,1177,,,1,,i7169,5211725
1748366820,1748366826,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1711 feature_id 4 p 96 big_windowSize 1709 small_windowSize 1253,1711,4,96,1709,1253,,,1,,i7179,5211728
1748366880,1748366886,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1766 feature_id 4 p 296 big_windowSize 905 small_windowSize 744,1766,4,296,905,744,,,1,,i7179,5211730
1748367000,1748367013,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1918 feature_id 3 p 402 big_windowSize 973 small_windowSize 559,1918,3,402,973,559,,,1,,i7164,5211739
1748367021,1748367027,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1164 feature_id 2 p 316 big_windowSize 1153 small_windowSize 1034,1164,2,316,1153,1034,,,1,,i7179,5211740
1748367122,1748367135,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1839 feature_id 4 p 287 big_windowSize 1435 small_windowSize 380,1839,4,287,1435,380,,,1,,i7169,5211748
1748367143,1748367156,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1975 feature_id 0 p 86 big_windowSize 1832 small_windowSize 1116,1975,0,86,1832,1116,,,1,,i7164,5211750
1748382121,1748382134,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 843 feature_id 1 p 381 big_windowSize 374 small_windowSize 325,843,1,381,374,325,,,1,,i7153,5212684
1748382141,1748382154,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1583 feature_id 2 p 29 big_windowSize 1403 small_windowSize 513,1583,2,29,1403,513,,,1,,i7153,5212686
1748382181,1748382194,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1959 feature_id 4 p 154 big_windowSize 1098 small_windowSize 932,1959,4,154,1098,932,,,1,,i7153,5212690
1748382202,1748382214,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1854 feature_id 0 p 484 big_windowSize 1638 small_windowSize 1571,1854,0,484,1638,1571,,,1,,i7185,5212691
1748382261,1748382274,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1659 feature_id 0 p 160 big_windowSize 943 small_windowSize 424,1659,0,160,943,424,,,1,,i7141,5212695
1748382451,1748382463,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1800 feature_id 0 p 349 big_windowSize 1000 small_windowSize 705,1800,0,349,1000,705,,,1,,i7164,5212702
1748382462,1748382474,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1130 feature_id 4 p 202 big_windowSize 392 small_windowSize 307,1130,4,202,392,307,,,1,,i7162,5212703
1748396934,1748396947,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1673 feature_id 2 p 474 big_windowSize 1492 small_windowSize 850,1673,2,474,1492,850,,,1,,i7181,5213624
1748397014,1748397027,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1941 feature_id 1 p 464 big_windowSize 588 small_windowSize 358,1941,1,464,588,358,,,1,,i7181,5213632
1748397091,1748397104,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1438 feature_id 4 p 58 big_windowSize 1250 small_windowSize 1249,1438,4,58,1250,1249,,,1,,i7157,5213639
1748397134,1748397146,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1822 feature_id 1 p 97 big_windowSize 875 small_windowSize 829,1822,1,97,875,829,,,1,,i7156,5213644
1748412237,1748412249,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1559 feature_id 3 p 91 big_windowSize 1033 small_windowSize 336,1559,3,91,1033,336,,,1,,i7185,5214633
1748412356,1748412362,6,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1633 feature_id 3 p 134 big_windowSize 417 small_windowSize 130,1633,3,134,417,130,,,1,,i7160,5214639
1748412356,1748412369,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1311 feature_id 1 p 284 big_windowSize 1058 small_windowSize 859,1311,1,284,1058,859,,,1,,i7185,5214637
1748412376,1748412389,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 993 feature_id 3 p 21 big_windowSize 696 small_windowSize 567,993,3,21,696,567,,,1,,i7185,5214641
1748412452,1748412464,12,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1997 feature_id 1 p 178 big_windowSize 1511 small_windowSize 637,1997,1,178,1511,637,,,1,,i7164,5214645
1748412456,1748412469,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1074 feature_id 3 p 278 big_windowSize 901 small_windowSize 352,1074,3,278,901,352,,,1,,i7159,5214647
1748412481,1748412494,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1446 feature_id 0 p 404 big_windowSize 596 small_windowSize 204,1446,0,404,596,204,,,1,,i7160,5214650
1748412571,1748412584,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 741 feature_id 0 p 295 big_windowSize 728 small_windowSize 451,741,0,295,728,451,,,1,,i7156,5214659
1748412631,1748412644,13,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1317 feature_id 0 p 36 big_windowSize 933 small_windowSize 733,1317,0,36,933,733,,,1,,i7155,5214663
